"sigma_yy","strain:0","strain:1","strain:2","Points:0","Points:1","Points:2"
-4.1584e-05,0.033513,0.00077272,-7.3766e-08,62.66,50,0
-4.1443e-05,0.033495,0.00077626,-7.3667e-08,62.715,50,0
-4.1302e-05,0.033477,0.00077979,-7.3568e-08,62.77,50,0
-4.1161e-05,0.033459,0.00078333,-7.3469e-08,62.825,50,0
-4.102e-05,0.03344,0.00078686,-7.3371e-08,62.88,50,0
-4.0879e-05,0.033422,0.0007904,-7.3272e-08,62.935,50,0
-4.0738e-05,0.033404,0.00079393,-7.3173e-08,62.99,50,0
-4.0597e-05,0.033386,0.00079746,-7.3074e-08,63.045,50,0
-4.0456e-05,0.033368,0.000801,-7.2975e-08,63.1,50,0
-4.0315e-05,0.03335,0.00080453,-7.2877e-08,63.155,50,0
-4.0174e-05,0.033332,0.00080807,-7.2778e-08,63.21,50,0
-4.0032e-05,0.033314,0.0008116,-7.2679e-08,63.265,50,0
-3.9891e-05,0.033296,0.00081514,-7.258e-08,63.32,50,0
-3.975e-05,0.033278,0.00081867,-7.2482e-08,63.375,50,0
-3.9609e-05,0.03326,0.00082221,-7.2383e-08,63.43,50,0
-3.9468e-05,0.033242,0.00082574,-7.2284e-08,63.485,50,0
-3.9327e-05,0.033224,0.00082928,-7.2185e-08,63.54,50,0
-3.9186e-05,0.033206,0.00083281,-7.2087e-08,63.595,50,0
-3.9045e-05,0.033188,0.00083635,-7.1988e-08,63.65,50,0
-3.8904e-05,0.03317,0.00083988,-7.1889e-08,63.705,50,0
-3.8763e-05,0.033152,0.00084341,-7.179e-08,63.76,50,0
-3.8622e-05,0.033133,0.00084695,-7.1692e-08,63.815,50,0
-3.8481e-05,0.033115,0.00085048,-7.1593e-08,63.87,50,0
-3.834e-05,0.033097,0.00085402,-7.1494e-08,63.925,50,0
-3.8198e-05,0.033079,0.00085755,-7.1395e-08,63.98,50,0
-3.8073e-05,0.033062,0.00086141,-7.1264e-08,64.035,50,0
-3.7956e-05,0.033046,0.00086544,-7.1113e-08,64.09,50,0
-3.784e-05,0.033029,0.00086948,-7.0963e-08,64.145,50,0
-3.7723e-05,0.033013,0.00087352,-7.0813e-08,64.2,50,0
-3.7607e-05,0.032997,0.00087756,-7.0662e-08,64.255,50,0
-3.749e-05,0.03298,0.00088159,-7.0512e-08,64.31,50,0
-3.7373e-05,0.032964,0.00088563,-7.0361e-08,64.365,50,0
-3.7257e-05,0.032947,0.00088967,-7.0211e-08,64.42,50,0
-3.714e-05,0.032931,0.00089371,-7.0061e-08,64.475,50,0
-3.7024e-05,0.032915,0.00089774,-6.991e-08,64.53,50,0
-3.6907e-05,0.032898,0.00090178,-6.976e-08,64.585,50,0
-3.679e-05,0.032882,0.00090582,-6.9609e-08,64.64,50,0
-3.6674e-05,0.032865,0.00090986,-6.9459e-08,64.695,50,0
-3.6557e-05,0.032849,0.00091389,-6.9309e-08,64.75,50,0
-3.6441e-05,0.032833,0.00091793,-6.9158e-08,64.805,50,0
-3.6324e-05,0.032816,0.00092197,-6.9008e-08,64.86,50,0
-3.6207e-05,0.0328,0.00092601,-6.8857e-08,64.915,50,0
-3.6091e-05,0.032783,0.00093004,-6.8707e-08,64.97,50,0
-3.5974e-05,0.032767,0.00093408,-6.8557e-08,65.025,50,0
-3.5858e-05,0.032751,0.00093812,-6.8406e-08,65.08,50,0
-3.5741e-05,0.032734,0.00094215,-6.8256e-08,65.135,50,0
-3.5624e-05,0.032718,0.00094619,-6.8105e-08,65.19,50,0
-3.5508e-05,0.032701,0.00095023,-6.7955e-08,65.245,50,0
-3.5391e-05,0.032685,0.00095427,-6.7805e-08,65.3,50,0
-3.5275e-05,0.032669,0.0009583,-6.7654e-08,65.355,50,0
-3.5158e-05,0.032652,0.00096234,-6.7504e-08,65.41,50,0
-3.5042e-05,0.032636,0.00096638,-6.7353e-08,65.465,50,0
-3.4925e-05,0.032619,0.00097042,-6.7203e-08,65.52,50,0
-3.4808e-05,0.032603,0.00097445,-6.7053e-08,65.575,50,0
-3.4692e-05,0.032586,0.00097849,-6.6902e-08,65.63,50,0
-3.4575e-05,0.03257,0.00098253,-6.6752e-08,65.685,50,0
-3.4459e-05,0.032554,0.00098657,-6.6601e-08,65.74,50,0
-3.4342e-05,0.032537,0.0009906,-6.6451e-08,65.795,50,0
-3.4225e-05,0.032521,0.00099464,-6.6301e-08,65.85,50,0
-3.4109e-05,0.032504,0.00099868,-6.615e-08,65.905,50,0
-3.3992e-05,0.032488,0.0010027,-6.6e-08,65.96,50,0
-3.388e-05,0.032472,0.0010068,-6.5837e-08,66.015,50,0
-3.3781e-05,0.032457,0.0010112,-6.564e-08,66.07,50,0
-3.3682e-05,0.032442,0.0010156,-6.5443e-08,66.125,50,0
-3.3583e-05,0.032427,0.00102,-6.5246e-08,66.18,50,0
-3.3484e-05,0.032412,0.0010243,-6.5049e-08,66.235,50,0
-3.3385e-05,0.032397,0.0010287,-6.4852e-08,66.29,50,0
-3.3286e-05,0.032382,0.0010331,-6.4655e-08,66.345,50,0
-3.3187e-05,0.032367,0.0010375,-6.4459e-08,66.4,50,0
-3.3088e-05,0.032352,0.0010418,-6.4262e-08,66.455,50,0
-3.2989e-05,0.032337,0.0010462,-6.4065e-08,66.51,50,0
-3.289e-05,0.032322,0.0010506,-6.3868e-08,66.565,50,0
-3.2791e-05,0.032307,0.001055,-6.3671e-08,66.62,50,0
-3.2692e-05,0.032292,0.0010593,-6.3474e-08,66.675,50,0
-3.2593e-05,0.032277,0.0010637,-6.3277e-08,66.73,50,0
-3.2494e-05,0.032262,0.0010681,-6.308e-08,66.785,50,0
-3.2395e-05,0.032247,0.0010725,-6.2883e-08,66.84,50,0
-3.2296e-05,0.032232,0.0010768,-6.2686e-08,66.895,50,0
-3.2197e-05,0.032217,0.0010812,-6.249e-08,66.95,50,0
-3.2098e-05,0.032202,0.0010856,-6.2293e-08,67.005,50,0
-3.1999e-05,0.032187,0.00109,-6.2096e-08,67.06,50,0
-3.19e-05,0.032173,0.0010943,-6.1899e-08,67.115,50,0
-3.1801e-05,0.032158,0.0010987,-6.1702e-08,67.17,50,0
-3.1702e-05,0.032143,0.0011031,-6.1505e-08,67.225,50,0
-3.1603e-05,0.032128,0.0011075,-6.1308e-08,67.28,50,0
-3.1504e-05,0.032113,0.0011118,-6.1111e-08,67.335,50,0
-3.1405e-05,0.032098,0.0011162,-6.0914e-08,67.39,50,0
-3.1306e-05,0.032083,0.0011206,-6.0717e-08,67.445,50,0
-3.1207e-05,0.032068,0.001125,-6.0521e-08,67.5,50,0
-3.1108e-05,0.032053,0.0011293,-6.0324e-08,67.555,50,0
-3.1009e-05,0.032038,0.0011337,-6.0127e-08,67.61,50,0
-3.091e-05,0.032023,0.0011381,-5.993e-08,67.665,50,0
-3.0811e-05,0.032008,0.0011425,-5.9733e-08,67.72,50,0
-3.0712e-05,0.031993,0.0011468,-5.9536e-08,67.775,50,0
-3.0613e-05,0.031978,0.0011512,-5.9339e-08,67.83,50,0
-3.0514e-05,0.031963,0.0011556,-5.9142e-08,67.885,50,0
-3.0415e-05,0.031948,0.00116,-5.8945e-08,67.94,50,0
-3.0316e-05,0.031933,0.0011643,-5.8749e-08,67.995,50,0
-3.0229e-05,0.031919,0.0011689,-5.8516e-08,68.05,50,0
-3.0143e-05,0.031905,0.0011735,-5.8279e-08,68.105,50,0
-3.0057e-05,0.031892,0.0011781,-5.8043e-08,68.16,50,0
-2.9971e-05,0.031878,0.0011826,-5.7807e-08,68.215,50,0
-2.9885e-05,0.031864,0.0011872,-5.757e-08,68.27,50,0
-2.9799e-05,0.031851,0.0011918,-5.7334e-08,68.325,50,0
-2.9712e-05,0.031837,0.0011964,-5.7098e-08,68.38,50,0
-2.9626e-05,0.031823,0.001201,-5.6861e-08,68.435,50,0
-2.954e-05,0.031809,0.0012055,-5.6625e-08,68.49,50,0
-2.9454e-05,0.031796,0.0012101,-5.6389e-08,68.545,50,0
-2.9368e-05,0.031782,0.0012147,-5.6152e-08,68.6,50,0
-2.9282e-05,0.031768,0.0012193,-5.5916e-08,68.655,50,0
-2.9196e-05,0.031755,0.0012239,-5.568e-08,68.71,50,0
-2.911e-05,0.031741,0.0012285,-5.5443e-08,68.765,50,0
-2.9024e-05,0.031727,0.001233,-5.5207e-08,68.82,50,0
-2.8938e-05,0.031714,0.0012376,-5.497e-08,68.875,50,0
-2.8852e-05,0.0317,0.0012422,-5.4734e-08,68.93,50,0
-2.8766e-05,0.031686,0.0012468,-5.4498e-08,68.985,50,0
-2.868e-05,0.031672,0.0012514,-5.4261e-08,69.04,50,0
-2.8594e-05,0.031659,0.001256,-5.4025e-08,69.095,50,0
-2.8508e-05,0.031645,0.0012605,-5.3789e-08,69.15,50,0
-2.8421e-05,0.031631,0.0012651,-5.3552e-08,69.205,50,0
-2.8335e-05,0.031618,0.0012697,-5.3316e-08,69.26,50,0
-2.8249e-05,0.031604,0.0012743,-5.308e-08,69.315,50,0
-2.8163e-05,0.03159,0.0012789,-5.2843e-08,69.37,50,0
-2.8077e-05,0.031576,0.0012834,-5.2607e-08,69.425,50,0
-2.7991e-05,0.031563,0.001288,-5.2371e-08,69.48,50,0
-2.7905e-05,0.031549,0.0012926,-5.2134e-08,69.535,50,0
-2.7819e-05,0.031535,0.0012972,-5.1898e-08,69.59,50,0
-2.7733e-05,0.031522,0.0013018,-5.1662e-08,69.645,50,0
-2.7647e-05,0.031508,0.0013064,-5.1425e-08,69.7,50,0
-2.7561e-05,0.031494,0.0013109,-5.1189e-08,69.755,50,0
-2.7475e-05,0.031481,0.0013155,-5.0952e-08,69.81,50,0
-2.7389e-05,0.031467,0.0013201,-5.0716e-08,69.865,50,0
-2.7303e-05,0.031453,0.0013247,-5.048e-08,69.92,50,0
-2.7217e-05,0.031439,0.0013293,-5.0243e-08,69.975,50,0
-2.7136e-05,0.031426,0.0013339,-4.999e-08,70.03,50,0
-2.7059e-05,0.031414,0.0013386,-4.9723e-08,70.085,50,0
-2.6983e-05,0.031401,0.0013433,-4.9457e-08,70.14,50,0
-2.6907e-05,0.031389,0.001348,-4.919e-08,70.195,50,0
-2.683e-05,0.031376,0.0013526,-4.8923e-08,70.25,50,0
-2.6754e-05,0.031364,0.0013573,-4.8656e-08,70.305,50,0
-2.6678e-05,0.031351,0.001362,-4.8389e-08,70.36,50,0
-2.6601e-05,0.031338,0.0013667,-4.8122e-08,70.415,50,0
-2.6525e-05,0.031326,0.0013714,-4.7855e-08,70.47,50,0
-2.6449e-05,0.031313,0.0013761,-4.7588e-08,70.525,50,0
-2.6372e-05,0.031301,0.0013808,-4.7322e-08,70.58,50,0
-2.6296e-05,0.031288,0.0013854,-4.7055e-08,70.635,50,0
-2.6219e-05,0.031276,0.0013901,-4.6788e-08,70.69,50,0
-2.6143e-05,0.031263,0.0013948,-4.6521e-08,70.745,50,0
-2.6067e-05,0.031251,0.0013995,-4.6254e-08,70.8,50,0
-2.599e-05,0.031238,0.0014042,-4.5987e-08,70.855,50,0
-2.5914e-05,0.031225,0.0014089,-4.572e-08,70.91,50,0
-2.5838e-05,0.031213,0.0014136,-4.5453e-08,70.965,50,0
-2.5761e-05,0.0312,0.0014183,-4.5186e-08,71.02,50,0
-2.5685e-05,0.031188,0.0014229,-4.492e-08,71.075,50,0
-2.5609e-05,0.031175,0.0014276,-4.4653e-08,71.13,50,0
-2.5532e-05,0.031163,0.0014323,-4.4386e-08,71.185,50,0
-2.5456e-05,0.03115,0.001437,-4.4119e-08,71.24,50,0
-2.538e-05,0.031138,0.0014417,-4.3852e-08,71.295,50,0
-2.5303e-05,0.031125,0.0014464,-4.3585e-08,71.35,50,0
-2.5227e-05,0.031112,0.0014511,-4.3318e-08,71.405,50,0
-2.515e-05,0.0311,0.0014557,-4.3051e-08,71.46,50,0
-2.5074e-05,0.031087,0.0014604,-4.2785e-08,71.515,50,0
-2.4998e-05,0.031075,0.0014651,-4.2518e-08,71.57,50,0
-2.4921e-05,0.031062,0.0014698,-4.2251e-08,71.625,50,0
-2.4845e-05,0.03105,0.0014745,-4.1984e-08,71.68,50,0
-2.4769e-05,0.031037,0.0014792,-4.1717e-08,71.735,50,0
-2.4692e-05,0.031025,0.0014839,-4.145e-08,71.79,50,0
-2.4616e-05,0.031012,0.0014885,-4.1183e-08,71.845,50,0
-2.454e-05,0.030999,0.0014932,-4.0916e-08,71.9,50,0
-2.4463e-05,0.030987,0.0014979,-4.0649e-08,71.955,50,0
-2.4388e-05,0.030975,0.0015026,-4.0379e-08,72.01,50,0
-2.4319e-05,0.030963,0.0015073,-4.0092e-08,72.065,50,0
-2.425e-05,0.030952,0.001512,-3.9805e-08,72.12,50,0
-2.4181e-05,0.03094,0.0015167,-3.9518e-08,72.175,50,0
-2.4112e-05,0.030929,0.0015214,-3.9231e-08,72.23,50,0
-2.4043e-05,0.030917,0.0015261,-3.8944e-08,72.285,50,0
-2.3974e-05,0.030906,0.0015308,-3.8657e-08,72.34,50,0
-2.3906e-05,0.030894,0.0015355,-3.837e-08,72.395,50,0
-2.3837e-05,0.030883,0.0015402,-3.8084e-08,72.45,50,0
-2.3768e-05,0.030871,0.0015449,-3.7797e-08,72.505,50,0
-2.3699e-05,0.03086,0.0015496,-3.751e-08,72.56,50,0
-2.363e-05,0.030848,0.0015543,-3.7223e-08,72.615,50,0
-2.3561e-05,0.030837,0.0015591,-3.6936e-08,72.67,50,0
-2.3492e-05,0.030825,0.0015638,-3.6649e-08,72.725,50,0
-2.3423e-05,0.030814,0.0015685,-3.6362e-08,72.78,50,0
-2.3354e-05,0.030802,0.0015732,-3.6075e-08,72.835,50,0
-2.3285e-05,0.030791,0.0015779,-3.5788e-08,72.89,50,0
-2.3216e-05,0.030779,0.0015826,-3.5501e-08,72.945,50,0
-2.3147e-05,0.030768,0.0015873,-3.5214e-08,73,50,0
-2.3078e-05,0.030756,0.001592,-3.4927e-08,73.055,50,0
-2.3009e-05,0.030745,0.0015967,-3.464e-08,73.11,50,0
-2.294e-05,0.030733,0.0016014,-3.4353e-08,73.165,50,0
-2.2871e-05,0.030722,0.0016061,-3.4067e-08,73.22,50,0
-2.2802e-05,0.03071,0.0016108,-3.378e-08,73.275,50,0
-2.2733e-05,0.030699,0.0016155,-3.3493e-08,73.33,50,0
-2.2664e-05,0.030687,0.0016202,-3.3206e-08,73.385,50,0
-2.2595e-05,0.030676,0.0016249,-3.2919e-08,73.44,50,0
-2.2526e-05,0.030664,0.0016296,-3.2632e-08,73.495,50,0
-2.2457e-05,0.030653,0.0016343,-3.2345e-08,73.55,50,0
-2.2389e-05,0.030641,0.001639,-3.2058e-08,73.605,50,0
-2.232e-05,0.03063,0.0016437,-3.1771e-08,73.66,50,0
-2.2251e-05,0.030618,0.0016484,-3.1484e-08,73.715,50,0
-2.2182e-05,0.030607,0.0016531,-3.1197e-08,73.77,50,0
-2.2113e-05,0.030595,0.0016578,-3.091e-08,73.825,50,0
-2.2044e-05,0.030584,0.0016625,-3.0623e-08,73.88,50,0
-2.1975e-05,0.030572,0.0016673,-3.0336e-08,73.935,50,0
-2.1906e-05,0.030561,0.001672,-3.005e-08,73.99,50,0
-2.1842e-05,0.03055,0.0016766,-2.9756e-08,74.045,50,0
-2.1778e-05,0.03054,0.0016813,-2.946e-08,74.1,50,0
-2.1715e-05,0.030529,0.0016859,-2.9165e-08,74.155,50,0
-2.1652e-05,0.030519,0.0016906,-2.8869e-08,74.21,50,0
-2.1589e-05,0.030508,0.0016952,-2.8574e-08,74.265,50,0
-2.1526e-05,0.030498,0.0016999,-2.8278e-08,74.32,50,0
-2.1462e-05,0.030487,0.0017045,-2.7983e-08,74.375,50,0
-2.1399e-05,0.030477,0.0017092,-2.7687e-08,74.43,50,0
-2.1336e-05,0.030466,0.0017138,-2.7392e-08,74.485,50,0
-2.1273e-05,0.030456,0.0017185,-2.7096e-08,74.54,50,0
-2.1209e-05,0.030445,0.0017231,-2.6801e-08,74.595,50,0
-2.1146e-05,0.030435,0.0017278,-2.6506e-08,74.65,50,0
-2.1083e-05,0.030424,0.0017324,-2.621e-08,74.705,50,0
-2.102e-05,0.030414,0.0017371,-2.5915e-08,74.76,50,0
-2.0957e-05,0.030403,0.0017417,-2.5619e-08,74.815,50,0
-2.0893e-05,0.030392,0.0017464,-2.5324e-08,74.87,50,0
-2.083e-05,0.030382,0.001751,-2.5028e-08,74.925,50,0
-2.0767e-05,0.030371,0.0017557,-2.4733e-08,74.98,50,0
-2.0704e-05,0.030361,0.0017603,-2.4437e-08,75.035,50,0
-2.064e-05,0.03035,0.001765,-2.4142e-08,75.09,50,0
-2.0577e-05,0.03034,0.0017696,-2.3846e-08,75.145,50,0
-2.0514e-05,0.030329,0.0017743,-2.3551e-08,75.2,50,0
-2.0451e-05,0.030319,0.0017789,-2.3256e-08,75.255,50,0
-2.0388e-05,0.030308,0.0017836,-2.296e-08,75.31,50,0
-2.0324e-05,0.030298,0.0017882,-2.2665e-08,75.365,50,0
-2.0261e-05,0.030287,0.0017929,-2.2369e-08,75.42,50,0
-2.0198e-05,0.030277,0.0017975,-2.2074e-08,75.475,50,0
-2.0135e-05,0.030266,0.0018022,-2.1778e-08,75.53,50,0
-2.0072e-05,0.030256,0.0018068,-2.1483e-08,75.585,50,0
-2.0008e-05,0.030245,0.0018115,-2.1187e-08,75.64,50,0
-1.9945e-05,0.030235,0.0018161,-2.0892e-08,75.695,50,0
-1.9882e-05,0.030224,0.0018208,-2.0596e-08,75.75,50,0
-1.9819e-05,0.030214,0.0018254,-2.0301e-08,75.805,50,0
-1.9755e-05,0.030203,0.0018301,-2.0005e-08,75.86,50,0
-1.9692e-05,0.030193,0.0018347,-1.971e-08,75.915,50,0
-1.9629e-05,0.030182,0.0018394,-1.9415e-08,75.97,50,0
-1.9568e-05,0.030172,0.001844,-1.9121e-08,76.025,50,0
-1.9509e-05,0.030163,0.0018485,-1.8829e-08,76.08,50,0
-1.945e-05,0.030153,0.0018531,-1.8537e-08,76.135,50,0
-1.9392e-05,0.030144,0.0018576,-1.8244e-08,76.19,50,0
-1.9333e-05,0.030134,0.0018621,-1.7952e-08,76.245,50,0
-1.9274e-05,0.030125,0.0018667,-1.766e-08,76.3,50,0
-1.9215e-05,0.030115,0.0018712,-1.7368e-08,76.355,50,0
-1.9157e-05,0.030105,0.0018758,-1.7076e-08,76.41,50,0
-1.9098e-05,0.030096,0.0018803,-1.6784e-08,76.465,50,0
-1.9039e-05,0.030086,0.0018848,-1.6492e-08,76.52,50,0
-1.898e-05,0.030077,0.0018894,-1.62e-08,76.575,50,0
-1.8922e-05,0.030067,0.0018939,-1.5908e-08,76.63,50,0
-1.8863e-05,0.030058,0.0018984,-1.5616e-08,76.685,50,0
-1.8804e-05,0.030048,0.001903,-1.5324e-08,76.74,50,0
-1.8745e-05,0.030038,0.0019075,-1.5032e-08,76.795,50,0
-1.8686e-05,0.030029,0.001912,-1.474e-08,76.85,50,0
-1.8628e-05,0.030019,0.0019166,-1.4448e-08,76.905,50,0
-1.8569e-05,0.03001,0.0019211,-1.4156e-08,76.96,50,0
-1.851e-05,0.03,0.0019256,-1.3864e-08,77.015,50,0
-1.8451e-05,0.029991,0.0019302,-1.3572e-08,77.07,50,0
-1.8393e-05,0.029981,0.0019347,-1.328e-08,77.125,50,0
-1.8334e-05,0.029971,0.0019393,-1.2988e-08,77.18,50,0
-1.8275e-05,0.029962,0.0019438,-1.2696e-08,77.235,50,0
-1.8216e-05,0.029952,0.0019483,-1.2404e-08,77.29,50,0
-1.8158e-05,0.029943,0.0019529,-1.2112e-08,77.345,50,0
-1.8099e-05,0.029933,0.0019574,-1.182e-08,77.4,50,0
-1.804e-05,0.029924,0.0019619,-1.1527e-08,77.455,50,0
-1.7981e-05,0.029914,0.0019665,-1.1235e-08,77.51,50,0
-1.7923e-05,0.029905,0.001971,-1.0943e-08,77.565,50,0
-1.7864e-05,0.029895,0.0019755,-1.0651e-08,77.62,50,0
-1.7805e-05,0.029885,0.0019801,-1.0359e-08,77.675,50,0
-1.7746e-05,0.029876,0.0019846,-1.0067e-08,77.73,50,0
-1.7688e-05,0.029866,0.0019892,-9.7752e-09,77.785,50,0
-1.7629e-05,0.029857,0.0019937,-9.4832e-09,77.84,50,0
-1.757e-05,0.029847,0.0019982,-9.1911e-09,77.895,50,0
-1.7511e-05,0.029838,0.0020028,-8.8991e-09,77.95,50,0
-1.7453e-05,0.029828,0.0020073,-8.6084e-09,78.005,50,0
-1.7398e-05,0.029819,0.0020117,-8.3316e-09,78.06,50,0
-1.7342e-05,0.029811,0.002016,-8.0548e-09,78.115,50,0
-1.7287e-05,0.029802,0.0020204,-7.7779e-09,78.17,50,0
-1.7232e-05,0.029793,0.0020248,-7.5011e-09,78.225,50,0
-1.7176e-05,0.029785,0.0020291,-7.2243e-09,78.28,50,0
-1.7121e-05,0.029776,0.0020335,-6.9474e-09,78.335,50,0
-1.7066e-05,0.029767,0.0020379,-6.6706e-09,78.39,50,0
-1.701e-05,0.029759,0.0020422,-6.3938e-09,78.445,50,0
-1.6955e-05,0.02975,0.0020466,-6.1169e-09,78.5,50,0
-1.69e-05,0.029741,0.002051,-5.8401e-09,78.555,50,0
-1.6844e-05,0.029733,0.0020553,-5.5633e-09,78.61,50,0
-1.6789e-05,0.029724,0.0020597,-5.2864e-09,78.665,50,0
-1.6734e-05,0.029715,0.0020641,-5.0096e-09,78.72,50,0
-1.6678e-05,0.029707,0.0020685,-4.7328e-09,78.775,50,0
-1.6623e-05,0.029698,0.0020728,-4.4559e-09,78.83,50,0
-1.6568e-05,0.029689,0.0020772,-4.1791e-09,78.885,50,0
-1.6512e-05,0.029681,0.0020816,-3.9023e-09,78.94,50,0
-1.6457e-05,0.029672,0.0020859,-3.6254e-09,78.995,50,0
-1.6402e-05,0.029663,0.0020903,-3.3486e-09,79.05,50,0
-1.6346e-05,0.029655,0.0020947,-3.0718e-09,79.105,50,0
-1.6291e-05,0.029646,0.002099,-2.7949e-09,79.16,50,0
-1.6236e-05,0.029637,0.0021034,-2.5182e-09,79.215,50,0
-1.618e-05,0.029629,0.0021078,-2.2413e-09,79.27,50,0
-1.6125e-05,0.02962,0.0021121,-1.9645e-09,79.325,50,0
-1.607e-05,0.029611,0.0021165,-1.6877e-09,79.38,50,0
-1.6015e-05,0.029603,0.0021209,-1.4108e-09,79.435,50,0
-1.5959e-05,0.029594,0.0021253,-1.134e-09,79.49,50,0
-1.5904e-05,0.029585,0.0021296,-8.5717e-10,79.545,50,0
-1.5849e-05,0.029577,0.002134,-5.8033e-10,79.6,50,0
-1.5793e-05,0.029568,0.0021384,-3.035e-10,79.655,50,0
-1.5738e-05,0.029559,0.0021427,-2.667e-11,79.71,50,0
-1.5683e-05,0.029551,0.0021471,2.5016e-10,79.765,50,0
-1.5627e-05,0.029542,0.0021515,5.2699e-10,79.82,50,0
-1.5572e-05,0.029533,0.0021558,8.0383e-10,79.875,50,0
-1.5517e-05,0.029525,0.0021602,1.0807e-09,79.93,50,0
-1.5461e-05,0.029516,0.0021646,1.3575e-09,79.985,50,0
-1.5408e-05,0.029508,0.0021688,1.6151e-09,80.04,50,0
-1.5355e-05,0.0295,0.002173,1.8655e-09,80.095,50,0
-1.5302e-05,0.029492,0.0021771,2.116e-09,80.15,50,0
-1.5249e-05,0.029485,0.0021813,2.3664e-09,80.205,50,0
-1.5196e-05,0.029477,0.0021854,2.6168e-09,80.26,50,0
-1.5143e-05,0.029469,0.0021896,2.8672e-09,80.315,50,0
-1.509e-05,0.029461,0.0021937,3.1177e-09,80.37,50,0
-1.5037e-05,0.029453,0.0021979,3.3681e-09,80.425,50,0
-1.4984e-05,0.029446,0.0022021,3.6185e-09,80.48,50,0
-1.4931e-05,0.029438,0.0022062,3.8689e-09,80.535,50,0
-1.4878e-05,0.02943,0.0022104,4.1193e-09,80.59,50,0
-1.4825e-05,0.029422,0.0022145,4.3697e-09,80.645,50,0
-1.4772e-05,0.029414,0.0022187,4.6202e-09,80.7,50,0
-1.4719e-05,0.029407,0.0022228,4.8706e-09,80.755,50,0
-1.4666e-05,0.029399,0.002227,5.121e-09,80.81,50,0
-1.4613e-05,0.029391,0.0022312,5.3714e-09,80.865,50,0
-1.456e-05,0.029383,0.0022353,5.6218e-09,80.92,50,0
-1.4507e-05,0.029375,0.0022395,5.8723e-09,80.975,50,0
-1.4454e-05,0.029368,0.0022436,6.1227e-09,81.03,50,0
-1.4401e-05,0.02936,0.0022478,6.3731e-09,81.085,50,0
-1.4348e-05,0.029352,0.0022519,6.6235e-09,81.14,50,0
-1.4295e-05,0.029344,0.0022561,6.874e-09,81.195,50,0
-1.4242e-05,0.029336,0.0022603,7.1244e-09,81.25,50,0
-1.4189e-05,0.029329,0.0022644,7.3748e-09,81.305,50,0
-1.4136e-05,0.029321,0.0022686,7.6252e-09,81.36,50,0
-1.4083e-05,0.029313,0.0022727,7.8757e-09,81.415,50,0
-1.403e-05,0.029305,0.0022769,8.1261e-09,81.47,50,0
-1.3977e-05,0.029297,0.002281,8.3765e-09,81.525,50,0
-1.3925e-05,0.02929,0.0022852,8.6269e-09,81.58,50,0
-1.3872e-05,0.029282,0.0022894,8.8774e-09,81.635,50,0
-1.3819e-05,0.029274,0.0022935,9.1278e-09,81.69,50,0
-1.3766e-05,0.029266,0.0022977,9.3782e-09,81.745,50,0
-1.3713e-05,0.029258,0.0023018,9.6286e-09,81.8,50,0
-1.366e-05,0.029251,0.002306,9.879e-09,81.855,50,0
-1.3607e-05,0.029243,0.0023101,1.0129e-08,81.91,50,0
-1.3554e-05,0.029235,0.0023143,1.038e-08,81.965,50,0
-1.3501e-05,0.029227,0.0023184,1.0617e-08,82.02,50,0
-1.3449e-05,0.02922,0.0023223,1.0831e-08,82.075,50,0
-1.3397e-05,0.029213,0.0023262,1.1044e-08,82.13,50,0
-1.3344e-05,0.029206,0.0023301,1.1258e-08,82.185,50,0
-1.3292e-05,0.0292,0.002334,1.1472e-08,82.24,50,0
-1.324e-05,0.029193,0.0023379,1.1686e-08,82.295,50,0
-1.3188e-05,0.029186,0.0023418,1.1899e-08,82.35,50,0
-1.3135e-05,0.029179,0.0023457,1.2113e-08,82.405,50,0
-1.3083e-05,0.029172,0.0023496,1.2327e-08,82.46,50,0
-1.3031e-05,0.029165,0.0023535,1.2541e-08,82.515,50,0
-1.2979e-05,0.029158,0.0023574,1.2754e-08,82.57,50,0
-1.2927e-05,0.029151,0.0023613,1.2968e-08,82.625,50,0
-1.2874e-05,0.029144,0.0023653,1.3182e-08,82.68,50,0
-1.2822e-05,0.029137,0.0023692,1.3396e-08,82.735,50,0
-1.277e-05,0.02913,0.0023731,1.3609e-08,82.79,50,0
-1.2718e-05,0.029123,0.002377,1.3823e-08,82.845,50,0
-1.2665e-05,0.029116,0.0023809,1.4037e-08,82.9,50,0
-1.2613e-05,0.029109,0.0023848,1.4251e-08,82.955,50,0
-1.2561e-05,0.029102,0.0023887,1.4464e-08,83.01,50,0
-1.2509e-05,0.029095,0.0023926,1.4678e-08,83.065,50,0
-1.2457e-05,0.029088,0.0023965,1.4892e-08,83.12,50,0
-1.2404e-05,0.029081,0.0024004,1.5106e-08,83.175,50,0
-1.2352e-05,0.029074,0.0024043,1.5319e-08,83.23,50,0
-1.23e-05,0.029067,0.0024082,1.5533e-08,83.285,50,0
-1.2248e-05,0.02906,0.0024121,1.5747e-08,83.34,50,0
-1.2196e-05,0.029053,0.002416,1.596e-08,83.395,50,0
-1.2143e-05,0.029046,0.00242,1.6174e-08,83.45,50,0
-1.2091e-05,0.029039,0.0024239,1.6388e-08,83.505,50,0
-1.2039e-05,0.029032,0.0024278,1.6602e-08,83.56,50,0
-1.1987e-05,0.029025,0.0024317,1.6815e-08,83.615,50,0
