"sigma_yy","strain:0","strain:1","strain:2","Points:0","Points:1","Points:2"
4.0153e-05,0.046296,0.0050782,-1.8654e-07,45.06,50,0
2.0444e-05,0.046218,0.004951,-1.8004e-07,45.115,50,0
7.369e-07,0.046141,0.0048239,-1.7354e-07,45.17,50,0
-1.8972e-05,0.046063,0.0046967,-1.6704e-07,45.225,50,0
-3.868e-05,0.045985,0.0045695,-1.6054e-07,45.28,50,0
-5.8389e-05,0.045908,0.0044424,-1.5404e-07,45.335,50,0
-7.8097e-05,0.04583,0.0043152,-1.4753e-07,45.39,50,0
-9.7806e-05,0.045752,0.0041881,-1.4103e-07,45.445,50,0
-0.00011751,0.045675,0.0040609,-1.3453e-07,45.5,50,0
-0.00013722,0.045597,0.0039337,-1.2803e-07,45.555,50,0
-0.00015693,0.045519,0.0038066,-1.2153e-07,45.61,50,0
-0.00017664,0.045442,0.0036794,-1.1503e-07,45.665,50,0
-0.00019635,0.045364,0.0035523,-1.0853e-07,45.72,50,0
-0.00021606,0.045286,0.0034251,-1.0203e-07,45.775,50,0
-0.00023577,0.045209,0.0032979,-9.5526e-08,45.83,50,0
-0.00025547,0.045131,0.0031708,-8.9025e-08,45.885,50,0
-0.00027518,0.045053,0.0030436,-8.2524e-08,45.94,50,0
-0.00029489,0.044976,0.0029165,-7.6023e-08,45.995,50,0
-0.00029476,0.0449,0.0028737,-7.4748e-08,46.05,50,0
-0.00029264,0.044825,0.0028394,-7.3997e-08,46.105,50,0
-0.00029052,0.044749,0.0028051,-7.3245e-08,46.16,50,0
-0.00028841,0.044674,0.0027707,-7.2494e-08,46.215,50,0
-0.00028629,0.044598,0.0027364,-7.1743e-08,46.27,50,0
-0.00028417,0.044523,0.0027021,-7.0991e-08,46.325,50,0
-0.00028206,0.044448,0.0026678,-7.024e-08,46.38,50,0
-0.00027994,0.044372,0.0026334,-6.9488e-08,46.435,50,0
-0.00027782,0.044297,0.0025991,-6.8737e-08,46.49,50,0
-0.00027571,0.044222,0.0025648,-6.7985e-08,46.545,50,0
-0.00027359,0.044146,0.0025305,-6.7234e-08,46.6,50,0
-0.00027147,0.044071,0.0024962,-6.6482e-08,46.655,50,0
-0.00026936,0.043996,0.0024618,-6.5731e-08,46.71,50,0
-0.00026724,0.04392,0.0024275,-6.4979e-08,46.765,50,0
-0.00026512,0.043845,0.0023932,-6.4228e-08,46.82,50,0
-0.00026301,0.04377,0.0023589,-6.3476e-08,46.875,50,0
-0.00026089,0.043694,0.0023245,-6.2725e-08,46.93,50,0
-0.00025877,0.043619,0.0022902,-6.1973e-08,46.985,50,0
-0.00025666,0.043543,0.0022559,-6.1222e-08,47.04,50,0
-0.00025454,0.043468,0.0022216,-6.047e-08,47.095,50,0
-0.00025242,0.043393,0.0021872,-5.9719e-08,47.15,50,0
-0.00025031,0.043317,0.0021529,-5.8967e-08,47.205,50,0
-0.00024819,0.043242,0.0021186,-5.8216e-08,47.26,50,0
-0.00024607,0.043167,0.0020843,-5.7465e-08,47.315,50,0
-0.00024396,0.043091,0.00205,-5.6713e-08,47.37,50,0
-0.00024184,0.043016,0.0020156,-5.5962e-08,47.425,50,0
-0.00023972,0.042941,0.0019813,-5.521e-08,47.48,50,0
-0.00023761,0.042865,0.001947,-5.4459e-08,47.535,50,0
-0.00023549,0.04279,0.0019127,-5.3707e-08,47.59,50,0
-0.00023337,0.042714,0.0018783,-5.2956e-08,47.645,50,0
-0.00023126,0.042639,0.001844,-5.2204e-08,47.7,50,0
-0.00022914,0.042564,0.0018097,-5.1453e-08,47.755,50,0
-0.00022702,0.042488,0.0017754,-5.0701e-08,47.81,50,0
-0.00022491,0.042413,0.001741,-4.995e-08,47.865,50,0
-0.00022279,0.042338,0.0017067,-4.9198e-08,47.92,50,0
-0.00022067,0.042262,0.0016724,-4.8447e-08,47.975,50,0
-0.00021868,0.042197,0.0016482,-4.8156e-08,48.03,50,0
-0.00021679,0.04214,0.0016323,-4.8249e-08,48.085,50,0
-0.00021489,0.042083,0.0016165,-4.8342e-08,48.14,50,0
-0.000213,0.042025,0.0016006,-4.8435e-08,48.195,50,0
-0.00021111,0.041968,0.0015848,-4.8528e-08,48.25,50,0
-0.00020922,0.041911,0.0015689,-4.8621e-08,48.305,50,0
-0.00020733,0.041854,0.0015531,-4.8713e-08,48.36,50,0
-0.00020543,0.041797,0.0015372,-4.8806e-08,48.415,50,0
-0.00020354,0.04174,0.0015214,-4.8899e-08,48.47,50,0
-0.00020165,0.041683,0.0015055,-4.8992e-08,48.525,50,0
-0.00019976,0.041625,0.0014897,-4.9085e-08,48.58,50,0
-0.00019786,0.041568,0.0014738,-4.9178e-08,48.635,50,0
-0.00019597,0.041511,0.001458,-4.9271e-08,48.69,50,0
-0.00019408,0.041454,0.0014421,-4.9364e-08,48.745,50,0
-0.00019219,0.041397,0.0014263,-4.9457e-08,48.8,50,0
-0.00019029,0.04134,0.0014104,-4.955e-08,48.855,50,0
-0.0001884,0.041283,0.0013946,-4.9643e-08,48.91,50,0
-0.00018651,0.041225,0.0013787,-4.9735e-08,48.965,50,0
-0.00018462,0.041168,0.0013629,-4.9828e-08,49.02,50,0
-0.00018273,0.041111,0.0013471,-4.9921e-08,49.075,50,0
-0.00018083,0.041054,0.0013312,-5.0014e-08,49.13,50,0
-0.00017894,0.040997,0.0013154,-5.0107e-08,49.185,50,0
-0.00017705,0.04094,0.0012995,-5.02e-08,49.24,50,0
-0.00017516,0.040883,0.0012837,-5.0293e-08,49.295,50,0
-0.00017326,0.040826,0.0012678,-5.0386e-08,49.35,50,0
-0.00017137,0.040768,0.001252,-5.0479e-08,49.405,50,0
-0.00016948,0.040711,0.0012361,-5.0572e-08,49.46,50,0
-0.00016759,0.040654,0.0012203,-5.0665e-08,49.515,50,0
-0.00016569,0.040597,0.0012044,-5.0757e-08,49.57,50,0
-0.0001638,0.04054,0.0011886,-5.085e-08,49.625,50,0
-0.00016191,0.040483,0.0011727,-5.0943e-08,49.68,50,0
-0.00016002,0.040426,0.0011569,-5.1036e-08,49.735,50,0
-0.00015813,0.040368,0.001141,-5.1129e-08,49.79,50,0
-0.00015623,0.040311,0.0011252,-5.1222e-08,49.845,50,0
-0.00015434,0.040254,0.0011093,-5.1315e-08,49.9,50,0
-0.00015245,0.040197,0.0010935,-5.1408e-08,49.955,50,0
-0.0001507,0.040142,0.001079,-5.1529e-08,50.01,50,0
-0.00014958,0.040098,0.0010704,-5.1774e-08,50.065,50,0
-0.00014846,0.040054,0.0010618,-5.202e-08,50.12,50,0
-0.00014734,0.04001,0.0010532,-5.2266e-08,50.175,50,0
-0.00014622,0.039967,0.0010446,-5.2512e-08,50.23,50,0
-0.0001451,0.039923,0.001036,-5.2758e-08,50.285,50,0
-0.00014398,0.039879,0.0010275,-5.3004e-08,50.34,50,0
-0.00014286,0.039835,0.0010189,-5.325e-08,50.395,50,0
-0.00014174,0.039791,0.0010103,-5.3496e-08,50.45,50,0
-0.00014062,0.039747,0.0010017,-5.3742e-08,50.505,50,0
-0.0001395,0.039703,0.00099313,-5.3988e-08,50.56,50,0
-0.00013838,0.039659,0.00098455,-5.4234e-08,50.615,50,0
-0.00013726,0.039615,0.00097597,-5.448e-08,50.67,50,0
-0.00013614,0.039571,0.00096738,-5.4726e-08,50.725,50,0
-0.00013502,0.039527,0.0009588,-5.4972e-08,50.78,50,0
-0.0001339,0.039483,0.00095021,-5.5217e-08,50.835,50,0
-0.00013278,0.039439,0.00094163,-5.5463e-08,50.89,50,0
-0.00013166,0.039396,0.00093305,-5.5709e-08,50.945,50,0
-0.00013054,0.039352,0.00092446,-5.5955e-08,51,50,0
-0.00012942,0.039308,0.00091588,-5.6201e-08,51.055,50,0
-0.0001283,0.039264,0.0009073,-5.6447e-08,51.11,50,0
-0.00012717,0.03922,0.00089871,-5.6693e-08,51.165,50,0
-0.00012605,0.039176,0.00089013,-5.6939e-08,51.22,50,0
-0.00012493,0.039132,0.00088155,-5.7185e-08,51.275,50,0
-0.00012381,0.039088,0.00087296,-5.7431e-08,51.33,50,0
-0.00012269,0.039044,0.00086438,-5.7677e-08,51.385,50,0
-0.00012157,0.039,0.0008558,-5.7923e-08,51.44,50,0
-0.00012045,0.038956,0.00084721,-5.8169e-08,51.495,50,0
-0.00011933,0.038912,0.00083863,-5.8415e-08,51.55,50,0
-0.00011821,0.038869,0.00083005,-5.8661e-08,51.605,50,0
-0.00011709,0.038825,0.00082146,-5.8906e-08,51.66,50,0
-0.00011597,0.038781,0.00081288,-5.9152e-08,51.715,50,0
-0.00011485,0.038737,0.00080429,-5.9398e-08,51.77,50,0
-0.00011373,0.038693,0.00079571,-5.9644e-08,51.825,50,0
-0.00011261,0.038649,0.00078713,-5.989e-08,51.88,50,0
-0.00011149,0.038605,0.00077854,-6.0136e-08,51.935,50,0
-0.00011037,0.038561,0.00076996,-6.0382e-08,51.99,50,0
-0.00010961,0.038524,0.00076478,-6.0599e-08,52.045,50,0
-0.00010893,0.038489,0.00076035,-6.0809e-08,52.1,50,0
-0.00010825,0.038454,0.00075592,-6.1019e-08,52.155,50,0
-0.00010757,0.038418,0.00075149,-6.1229e-08,52.21,50,0
-0.00010689,0.038383,0.00074706,-6.1439e-08,52.265,50,0
-0.00010621,0.038348,0.00074263,-6.1648e-08,52.32,50,0
-0.00010553,0.038313,0.0007382,-6.1858e-08,52.375,50,0
-0.00010485,0.038277,0.00073377,-6.2068e-08,52.43,50,0
-0.00010417,0.038242,0.00072935,-6.2278e-08,52.485,50,0
-0.00010349,0.038207,0.00072492,-6.2488e-08,52.54,50,0
-0.0001028,0.038172,0.00072049,-6.2698e-08,52.595,50,0
-0.00010212,0.038136,0.00071606,-6.2908e-08,52.65,50,0
-0.00010144,0.038101,0.00071163,-6.3118e-08,52.705,50,0
-0.00010076,0.038066,0.0007072,-6.3328e-08,52.76,50,0
-0.00010008,0.038031,0.00070277,-6.3538e-08,52.815,50,0
-9.94e-05,0.037995,0.00069834,-6.3748e-08,52.87,50,0
-9.8719e-05,0.03796,0.00069392,-6.3958e-08,52.925,50,0
-9.8038e-05,0.037925,0.00068949,-6.4168e-08,52.98,50,0
-9.7358e-05,0.037889,0.00068506,-6.4378e-08,53.035,50,0
-9.6677e-05,0.037854,0.00068063,-6.4588e-08,53.09,50,0
-9.5996e-05,0.037819,0.0006762,-6.4798e-08,53.145,50,0
-9.5315e-05,0.037784,0.00067177,-6.5008e-08,53.2,50,0
-9.4634e-05,0.037748,0.00066734,-6.5218e-08,53.255,50,0
-9.3953e-05,0.037713,0.00066291,-6.5428e-08,53.31,50,0
-9.3272e-05,0.037678,0.00065849,-6.5638e-08,53.365,50,0
-9.2592e-05,0.037643,0.00065406,-6.5848e-08,53.42,50,0
-9.1911e-05,0.037607,0.00064963,-6.6058e-08,53.475,50,0
-9.123e-05,0.037572,0.0006452,-6.6268e-08,53.53,50,0
-9.0549e-05,0.037537,0.00064077,-6.6478e-08,53.585,50,0
-8.9868e-05,0.037502,0.00063634,-6.6688e-08,53.64,50,0
-8.9187e-05,0.037466,0.00063191,-6.6898e-08,53.695,50,0
-8.8507e-05,0.037431,0.00062748,-6.7108e-08,53.75,50,0
-8.7826e-05,0.037396,0.00062306,-6.7318e-08,53.805,50,0
-8.7145e-05,0.03736,0.00061863,-6.7528e-08,53.86,50,0
-8.6464e-05,0.037325,0.0006142,-6.7738e-08,53.915,50,0
-8.5783e-05,0.03729,0.00060977,-6.7948e-08,53.97,50,0
-8.521e-05,0.037257,0.00060662,-6.8127e-08,54.025,50,0
-8.4765e-05,0.037228,0.00060501,-6.827e-08,54.08,50,0
-8.4321e-05,0.037198,0.0006034,-6.8412e-08,54.135,50,0
-8.3877e-05,0.037169,0.00060179,-6.8554e-08,54.19,50,0
-8.3433e-05,0.037139,0.00060017,-6.8696e-08,54.245,50,0
-8.2988e-05,0.03711,0.00059856,-6.8839e-08,54.3,50,0
-8.2544e-05,0.03708,0.00059695,-6.8981e-08,54.355,50,0
-8.21e-05,0.037051,0.00059534,-6.9123e-08,54.41,50,0
-8.1655e-05,0.037021,0.00059373,-6.9266e-08,54.465,50,0
-8.1211e-05,0.036992,0.00059212,-6.9408e-08,54.52,50,0
-8.0767e-05,0.036962,0.0005905,-6.955e-08,54.575,50,0
-8.0322e-05,0.036933,0.00058889,-6.9692e-08,54.63,50,0
-7.9878e-05,0.036903,0.00058728,-6.9835e-08,54.685,50,0
-7.9434e-05,0.036874,0.00058567,-6.9977e-08,54.74,50,0
-7.8989e-05,0.036844,0.00058406,-7.0119e-08,54.795,50,0
-7.8545e-05,0.036815,0.00058245,-7.0261e-08,54.85,50,0
-7.8101e-05,0.036785,0.00058083,-7.0404e-08,54.905,50,0
-7.7656e-05,0.036756,0.00057922,-7.0546e-08,54.96,50,0
-7.7212e-05,0.036726,0.00057761,-7.0688e-08,55.015,50,0
-7.6768e-05,0.036697,0.000576,-7.0831e-08,55.07,50,0
-7.6323e-05,0.036667,0.00057439,-7.0973e-08,55.125,50,0
-7.5879e-05,0.036638,0.00057277,-7.1115e-08,55.18,50,0
-7.5435e-05,0.036608,0.00057116,-7.1257e-08,55.235,50,0
-7.4991e-05,0.036579,0.00056955,-7.14e-08,55.29,50,0
-7.4546e-05,0.036549,0.00056794,-7.1542e-08,55.345,50,0
-7.4102e-05,0.036519,0.00056633,-7.1684e-08,55.4,50,0
-7.3658e-05,0.03649,0.00056472,-7.1827e-08,55.455,50,0
-7.3213e-05,0.03646,0.0005631,-7.1969e-08,55.51,50,0
-7.2769e-05,0.036431,0.00056149,-7.2111e-08,55.565,50,0
-7.2325e-05,0.036401,0.00055988,-7.2253e-08,55.62,50,0
-7.188e-05,0.036372,0.00055827,-7.2396e-08,55.675,50,0
-7.1436e-05,0.036342,0.00055666,-7.2538e-08,55.73,50,0
-7.0992e-05,0.036313,0.00055505,-7.268e-08,55.785,50,0
-7.0547e-05,0.036283,0.00055343,-7.2823e-08,55.84,50,0
-7.0103e-05,0.036254,0.00055182,-7.2965e-08,55.895,50,0
-6.9659e-05,0.036224,0.00055021,-7.3107e-08,55.95,50,0
-6.9227e-05,0.036195,0.00054878,-7.3243e-08,56.005,50,0
-6.8917e-05,0.03617,0.00054916,-7.332e-08,56.06,50,0
-6.8607e-05,0.036144,0.00054954,-7.3396e-08,56.115,50,0
-6.8297e-05,0.036119,0.00054992,-7.3472e-08,56.17,50,0
-6.7987e-05,0.036093,0.0005503,-7.3548e-08,56.225,50,0
-6.7677e-05,0.036068,0.00055068,-7.3624e-08,56.28,50,0
-6.7368e-05,0.036043,0.00055106,-7.37e-08,56.335,50,0
-6.7058e-05,0.036017,0.00055143,-7.3776e-08,56.39,50,0
-6.6748e-05,0.035992,0.00055181,-7.3852e-08,56.445,50,0
-6.6438e-05,0.035966,0.00055219,-7.3928e-08,56.5,50,0
-6.6128e-05,0.035941,0.00055257,-7.4004e-08,56.555,50,0
-6.5818e-05,0.035915,0.00055295,-7.4081e-08,56.61,50,0
-6.5509e-05,0.03589,0.00055333,-7.4157e-08,56.665,50,0
-6.5199e-05,0.035864,0.00055371,-7.4233e-08,56.72,50,0
-6.4889e-05,0.035839,0.00055409,-7.4309e-08,56.775,50,0
-6.4579e-05,0.035813,0.00055447,-7.4385e-08,56.83,50,0
-6.4269e-05,0.035788,0.00055485,-7.4461e-08,56.885,50,0
-6.3959e-05,0.035763,0.00055523,-7.4537e-08,56.94,50,0
-6.3649e-05,0.035737,0.00055561,-7.4613e-08,56.995,50,0
-6.334e-05,0.035712,0.00055599,-7.4689e-08,57.05,50,0
-6.303e-05,0.035686,0.00055637,-7.4766e-08,57.105,50,0
-6.272e-05,0.035661,0.00055674,-7.4842e-08,57.16,50,0
-6.241e-05,0.035635,0.00055712,-7.4918e-08,57.215,50,0
-6.21e-05,0.03561,0.0005575,-7.4994e-08,57.27,50,0
-6.179e-05,0.035584,0.00055788,-7.507e-08,57.325,50,0
-6.1481e-05,0.035559,0.00055826,-7.5146e-08,57.38,50,0
-6.1171e-05,0.035534,0.00055864,-7.5222e-08,57.435,50,0
-6.0861e-05,0.035508,0.00055902,-7.5298e-08,57.49,50,0
-6.0551e-05,0.035483,0.0005594,-7.5374e-08,57.545,50,0
-6.0241e-05,0.035457,0.00055978,-7.5451e-08,57.6,50,0
-5.9931e-05,0.035432,0.00056016,-7.5527e-08,57.655,50,0
-5.9621e-05,0.035406,0.00056054,-7.5603e-08,57.71,50,0
-5.9312e-05,0.035381,0.00056092,-7.5679e-08,57.765,50,0
-5.9002e-05,0.035355,0.0005613,-7.5755e-08,57.82,50,0
-5.8692e-05,0.03533,0.00056167,-7.5831e-08,57.875,50,0
-5.8382e-05,0.035305,0.00056205,-7.5907e-08,57.93,50,0
-5.8072e-05,0.035279,0.00056243,-7.5983e-08,57.985,50,0
-5.7822e-05,0.035256,0.00056385,-7.6015e-08,58.04,50,0
-5.7593e-05,0.035233,0.00056565,-7.6029e-08,58.095,50,0
-5.7365e-05,0.035211,0.00056744,-7.6044e-08,58.15,50,0
-5.7136e-05,0.035189,0.00056924,-7.6058e-08,58.205,50,0
-5.6908e-05,0.035166,0.00057104,-7.6073e-08,58.26,50,0
-5.668e-05,0.035144,0.00057284,-7.6088e-08,58.315,50,0
-5.6451e-05,0.035121,0.00057464,-7.6102e-08,58.37,50,0
-5.6223e-05,0.035099,0.00057644,-7.6117e-08,58.425,50,0
-5.5995e-05,0.035077,0.00057824,-7.6131e-08,58.48,50,0
-5.5766e-05,0.035054,0.00058004,-7.6146e-08,58.535,50,0
-5.5538e-05,0.035032,0.00058184,-7.616e-08,58.59,50,0
-5.5309e-05,0.035009,0.00058364,-7.6175e-08,58.645,50,0
-5.5081e-05,0.034987,0.00058544,-7.619e-08,58.7,50,0
-5.4853e-05,0.034965,0.00058724,-7.6204e-08,58.755,50,0
-5.4624e-05,0.034942,0.00058904,-7.6219e-08,58.81,50,0
-5.4396e-05,0.03492,0.00059084,-7.6233e-08,58.865,50,0
-5.4168e-05,0.034897,0.00059264,-7.6248e-08,58.92,50,0
-5.3939e-05,0.034875,0.00059444,-7.6262e-08,58.975,50,0
-5.3711e-05,0.034852,0.00059624,-7.6277e-08,59.03,50,0
-5.3482e-05,0.03483,0.00059804,-7.6292e-08,59.085,50,0
-5.3254e-05,0.034808,0.00059984,-7.6306e-08,59.14,50,0
-5.3026e-05,0.034785,0.00060164,-7.6321e-08,59.195,50,0
-5.2797e-05,0.034763,0.00060344,-7.6335e-08,59.25,50,0
-5.2569e-05,0.03474,0.00060524,-7.635e-08,59.305,50,0
-5.234e-05,0.034718,0.00060704,-7.6364e-08,59.36,50,0
-5.2112e-05,0.034696,0.00060884,-7.6379e-08,59.415,50,0
-5.1884e-05,0.034673,0.00061063,-7.6394e-08,59.47,50,0
-5.1655e-05,0.034651,0.00061243,-7.6408e-08,59.525,50,0
-5.1427e-05,0.034628,0.00061423,-7.6423e-08,59.58,50,0
-5.1199e-05,0.034606,0.00061603,-7.6437e-08,59.635,50,0
-5.097e-05,0.034584,0.00061783,-7.6452e-08,59.69,50,0
-5.0742e-05,0.034561,0.00061963,-7.6466e-08,59.745,50,0
-5.0513e-05,0.034539,0.00062143,-7.6481e-08,59.8,50,0
-5.0285e-05,0.034516,0.00062323,-7.6496e-08,59.855,50,0
-5.0057e-05,0.034494,0.00062503,-7.651e-08,59.91,50,0
-4.9828e-05,0.034472,0.00062683,-7.6525e-08,59.965,50,0
-4.9619e-05,0.03445,0.000629,-7.6518e-08,60.02,50,0
-4.9443e-05,0.03443,0.00063181,-7.6475e-08,60.075,50,0
-4.9267e-05,0.03441,0.00063463,-7.6431e-08,60.13,50,0
-4.909e-05,0.03439,0.00063744,-7.6387e-08,60.185,50,0
-4.8914e-05,0.03437,0.00064026,-7.6344e-08,60.24,50,0
-4.8738e-05,0.03435,0.00064307,-7.63e-08,60.295,50,0
-4.8562e-05,0.03433,0.00064588,-7.6257e-08,60.35,50,0
-4.8386e-05,0.03431,0.0006487,-7.6213e-08,60.405,50,0
-4.821e-05,0.03429,0.00065151,-7.617e-08,60.46,50,0
-4.8033e-05,0.03427,0.00065433,-7.6126e-08,60.515,50,0
-4.7857e-05,0.03425,0.00065714,-7.6083e-08,60.57,50,0
-4.7681e-05,0.03423,0.00065995,-7.6039e-08,60.625,50,0
-4.7505e-05,0.03421,0.00066277,-7.5996e-08,60.68,50,0
-4.7329e-05,0.03419,0.00066558,-7.5952e-08,60.735,50,0
-4.7153e-05,0.03417,0.0006684,-7.5909e-08,60.79,50,0
-4.6977e-05,0.03415,0.00067121,-7.5865e-08,60.845,50,0
-4.68e-05,0.03413,0.00067403,-7.5821e-08,60.9,50,0
-4.6624e-05,0.03411,0.00067684,-7.5778e-08,60.955,50,0
-4.6448e-05,0.03409,0.00067965,-7.5734e-08,61.01,50,0
-4.6272e-05,0.03407,0.00068247,-7.5691e-08,61.065,50,0
-4.6096e-05,0.03405,0.00068528,-7.5647e-08,61.12,50,0
-4.592e-05,0.03403,0.0006881,-7.5604e-08,61.175,50,0
-4.5743e-05,0.03401,0.00069091,-7.556e-08,61.23,50,0
-4.5567e-05,0.03399,0.00069372,-7.5517e-08,61.285,50,0
-4.5391e-05,0.03397,0.00069654,-7.5473e-08,61.34,50,0
-4.5215e-05,0.03395,0.00069935,-7.543e-08,61.395,50,0
-4.5039e-05,0.03393,0.00070217,-7.5386e-08,61.45,50,0
-4.4863e-05,0.03391,0.00070498,-7.5343e-08,61.505,50,0
-4.4686e-05,0.03389,0.00070779,-7.5299e-08,61.56,50,0
-4.451e-05,0.03387,0.00071061,-7.5255e-08,61.615,50,0
-4.4334e-05,0.03385,0.00071342,-7.5212e-08,61.67,50,0
-4.4158e-05,0.033829,0.00071624,-7.5168e-08,61.725,50,0
-4.3982e-05,0.033809,0.00071905,-7.5125e-08,61.78,50,0
-4.3806e-05,0.033789,0.00072186,-7.5081e-08,61.835,50,0
-4.363e-05,0.033769,0.00072468,-7.5038e-08,61.89,50,0
-4.3453e-05,0.033749,0.00072749,-7.4994e-08,61.945,50,0
-4.3277e-05,0.033729,0.00073031,-7.4951e-08,62,50,0
-4.3136e-05,0.033711,0.00073384,-7.4852e-08,62.055,50,0
-4.2995e-05,0.033693,0.00073738,-7.4753e-08,62.11,50,0
-4.2854e-05,0.033675,0.00074091,-7.4654e-08,62.165,50,0
-4.2713e-05,0.033657,0.00074445,-7.4556e-08,62.22,50,0
-4.2572e-05,0.033639,0.00074798,-7.4457e-08,62.275,50,0
-4.2431e-05,0.033621,0.00075151,-7.4358e-08,62.33,50,0
-4.229e-05,0.033603,0.00075505,-7.4259e-08,62.385,50,0
-4.2149e-05,0.033585,0.00075858,-7.4161e-08,62.44,50,0
-4.2008e-05,0.033567,0.00076212,-7.4062e-08,62.495,50,0
-4.1866e-05,0.033549,0.00076565,-7.3963e-08,62.55,50,0
-4.1725e-05,0.033531,0.00076919,-7.3864e-08,62.605,50,0
