Time,f_elec,f_flex,f_frac,f_grad,crack_length,,,
2319,-5870.3,-626.99,1926.3,7.4986,100,,,
2320,-5870.5,-627.36,1926.3,7.4997,100,,,
2321,-5870.5,-627.36,1926.3,7.5009,100,,,
2322,-5870.7,-627.73,1926.3,7.5021,100,,,
2323,-5870.7,-627.74,1926.3,7.5032,100,,,
2324,-5870.8,-628.11,1926.3,7.5044,100,,,
2325,-5870.9,-628.12,1926.3,7.5055,100,,,
2326,-5871,-628.48,1926.3,7.5066,100,,,
2327,-5871,-628.49,1926.3,7.5078,100,,,
2328,-5871.2,-628.86,1926.3,7.5089,100,,,
2329,-5871.2,-628.87,1926.3,7.51,100,,,
2330,-5871.3,-629.23,1926.3,7.5111,100,,,
2331,-5871.4,-629.24,1926.3,7.5123,100,,,
2332,-5871.5,-629.61,1926.3,7.5134,100,,,
2333,-5871.5,-629.62,1926.3,7.5145,100,,,
2334,-5871.7,-629.98,1926.3,7.5156,100,,,
2335,-5871.7,-629.99,1926.3,7.5167,100,,,
2336,-5871.8,-630.36,1926.3,7.5178,100,,,
2337,-5871.9,-630.37,1926.3,7.5189,100,,,
2338,-5872,-630.74,1926.3,7.52,100,,,
2339,-5872,-630.74,1926.3,7.521,100,,,
2340,-5872.2,-631.11,1926.3,7.5221,100,,,
2341,-5872.2,-631.12,1926.3,7.5232,100,,,
2342,-5872.3,-631.49,1926.3,7.5243,100,,,
2343,-5872.4,-631.49,1926.3,7.5253,100,,,
2344,-5872.5,-631.86,1926.3,7.5264,100,,,
2345,-5872.5,-631.87,1926.3,7.5274,100,,,
2346,-5872.7,-632.24,1926.3,7.5285,100,,,
2347,-5872.7,-632.25,1926.3,7.5295,100,,,
2348,-5872.8,-632.61,1926.3,7.5306,100,,,
2349,-5872.9,-632.62,1926.3,7.5316,100,,,
2350,-5873,-632.99,1926.3,7.5327,100,,,
2351,-5873,-633,1926.3,7.5337,100,,,
2352,-5873.1,-633.36,1926.3,7.5347,100,,,
2353,-5873.2,-633.37,1926.3,7.5358,100,,,
2354,-5873.3,-633.74,1926.3,7.5368,100,,,
2355,-5873.3,-633.75,1926.3,7.5378,100,,,
2356,-5873.5,-634.11,1926.3,7.5388,100,,,
2357,-5873.5,-634.12,1926.3,7.5398,100,,,
2358,-5873.6,-634.49,1926.3,7.5408,100,,,
2359,-5873.7,-634.5,1926.3,7.5418,100,,,
2360,-5873.8,-634.86,1926.4,7.5428,100,,,
2361,-5873.8,-634.87,1926.4,7.5438,100,,,
2362,-5873.9,-635.24,1926.4,7.5448,100,,,
2363,-5874,-635.25,1926.4,7.5458,100,,,
2364,-5874.1,-635.62,1926.4,7.5468,100,,,
2365,-5874.1,-635.62,1926.4,7.5478,100,,,
2366,-5874.3,-635.99,1926.4,7.5487,100,,,
2367,-5874.3,-636,1926.4,7.5497,100,,,
2368,-5874.4,-636.37,1926.4,7.5507,100,,,
2369,-5874.4,-636.37,1926.4,7.5517,100,,,
2370,-5874.6,-636.74,1926.4,7.5526,100,,,
2371,-5874.6,-636.75,1926.4,7.5536,100,,,
2372,-5874.7,-637.12,1926.4,7.5545,100,,,
2373,-5874.8,-637.12,1926.4,7.5555,100,,,
2374,-5874.9,-637.49,1926.4,7.5564,100,,,
2375,-5874.9,-637.5,1926.4,7.5574,100,,,
2376,-5875,-637.87,1926.4,7.5583,100,,,
2377,-5875.1,-637.87,1926.4,7.5593,100,,,
2378,-5875.2,-638.24,1926.4,7.5602,100,,,
2379,-5875.2,-638.25,1926.4,7.5611,100,,,
2380,-5875.3,-638.62,1926.4,7.5621,100,,,
2381,-5875.4,-638.63,1926.4,7.563,100,,,
2382,-5875.5,-638.99,1926.4,7.5639,100,,,
2383,-5875.5,-639,1926.4,7.5648,100,,,
2384,-5875.6,-639.37,1926.4,7.5657,100,,,
2385,-5875.7,-639.38,1926.4,7.5666,100,,,
2386,-5875.8,-639.74,1926.4,7.5675,100,,,
2387,-5875.8,-639.75,1926.4,7.5685,100,,,
2388,-5875.9,-640.12,1926.4,7.5694,100,,,
2389,-5876,-640.13,1926.4,7.5702,100,,,
2390,-5876.1,-640.49,1926.4,7.5711,100,,,
2391,-5876.1,-640.5,1926.4,7.572,100,,,
2392,-5876.2,-640.87,1926.4,7.5729,100,,,
2393,-5876.3,-640.88,1926.4,7.5738,100,,,
2394,-5876.4,-641.24,1926.4,7.5747,100,,,
2395,-5876.4,-641.25,1926.4,7.5756,100,,,
2396,-5876.5,-641.62,1926.4,7.5764,100,,,
2397,-5876.6,-641.63,1926.4,7.5773,100,,,
2398,-5876.7,-641.99,1926.4,7.5782,100,,,
2399,-5876.7,-642,1926.4,7.5791,100,,,
2400,-5876.8,-642.37,1926.4,7.5799,100,,,
2401,-5876.8,-642.38,1926.4,7.5808,100,,,
2402,-5877,-642.74,1926.4,7.5816,100,,,
2403,-5877,-642.75,1926.4,7.5825,100,,,
2404,-5877.1,-643.12,1926.4,7.5833,100,,,
2405,-5877.1,-643.13,1926.4,7.5842,100,,,
2406,-5877.2,-643.49,1926.4,7.585,100,,,
2407,-5877.3,-643.5,1926.4,7.5859,100,,,
2408,-5877.4,-643.87,1926.4,7.5867,100,,,
2409,-5877.4,-643.88,1926.4,7.5875,100,,,
2410,-5877.5,-644.24,1926.4,7.5884,100,,,
2411,-5877.6,-644.25,1926.4,7.5892,100,,,
2412,-5877.7,-644.62,1926.4,7.59,100,,,
2413,-5877.7,-644.63,1926.4,7.5909,100,,,
2414,-5877.8,-644.99,1926.4,7.5917,100,,,
2415,-5877.8,-645,1926.4,7.5925,100,,,
2416,-5878,-645.37,1926.4,7.5933,100,,,
2417,-5878,-645.38,1926.4,7.5941,100,,,
2418,-5878.1,-645.74,1926.4,7.5949,100,,,
2419,-5878.1,-645.75,1926.4,7.5957,100,,,
2420,-5878.2,-646.12,1926.4,7.5966,100,,,
2421,-5878.3,-646.12,1926.4,7.5974,100,,,
2422,-5878.4,-646.49,1926.4,7.5982,100,,,
2423,-5878.4,-646.5,1926.4,7.599,100,,,
2424,-5878.5,-646.87,1926.4,7.5997,100,,,
2425,-5878.5,-646.87,1926.4,7.6005,100,,,
2426,-5878.6,-647.24,1926.4,7.6013,100,,,
2427,-5878.7,-647.25,1926.4,7.6021,100,,,
2428,-5878.8,-647.62,1926.4,7.6029,100,,,
2429,-5878.8,-647.62,1926.4,7.6037,100,,,
2430,-5878.9,-647.99,1926.4,7.6045,100,,,
2431,-5879,-648,1926.4,7.6052,100,,,
2432,-5879.1,-648.37,1926.5,7.606,100,,,
2433,-5879.1,-648.37,1926.5,7.6068,100,,,
2434,-5879.2,-648.74,1926.5,7.6075,100,,,
2435,-5879.2,-648.75,1926.5,7.6083,100,,,
2436,-5879.3,-649.12,1926.5,7.6091,100,,,
2437,-5879.4,-649.12,1926.5,7.6098,100,,,
2438,-5879.5,-649.49,1926.5,7.6106,100,,,
2439,-5879.5,-649.5,1926.5,7.6113,100,,,
2440,-5879.6,-649.86,1926.5,7.6121,100,,,
2441,-5879.6,-649.87,1926.5,7.6128,100,,,
2442,-5879.7,-650.24,1926.5,7.6136,100,,,
2443,-5879.8,-650.25,1926.5,7.6143,100,,,
2444,-5879.9,-650.61,1926.5,7.6151,100,,,
2445,-5879.9,-650.62,1926.5,7.6158,100,,,
2446,-5880,-650.99,1926.5,7.6165,100,,,
2447,-5880,-651,1926.5,7.6173,100,,,
2448,-5880.1,-651.36,1926.5,7.618,100,,,
2449,-5880.2,-651.37,1926.5,7.6187,100,,,
2450,-5880.3,-651.74,1926.5,7.6195,100,,,
2451,-5880.3,-651.75,1926.5,7.6202,100,,,
2452,-5880.4,-652.11,1926.5,7.6209,100,,,
2453,-5880.4,-652.12,1926.5,7.6216,100,,,
2454,-5880.5,-652.49,1926.5,7.6224,100,,,
2455,-5880.5,-652.5,1926.5,7.6231,100,,,
2456,-5880.6,-652.86,1926.5,7.6238,100,,,
2457,-5880.7,-652.87,1926.5,7.6245,100,,,
2458,-5880.8,-653.24,1926.5,7.6252,100,,,
2459,-5880.8,-653.24,1926.5,7.6259,100,,,
2460,-5880.9,-653.61,1926.5,7.6266,100,,,
2461,-5880.9,-653.62,1926.5,7.6273,100,,,
2462,-5881,-653.99,1926.5,7.628,100,,,
2463,-5881.1,-653.99,1926.5,7.6287,100,,,
2464,-5881.1,-654.36,1926.5,7.6294,100,,,
2465,-5881.2,-654.37,1926.5,7.6301,100,,,
2466,-5881.3,-654.73,1926.5,7.6308,100,,,
2467,-5881.3,-654.74,1926.5,7.6315,100,,,
2468,-5881.4,-655.11,1926.5,7.6322,100,,,
2469,-5881.4,-655.12,1926.5,7.6329,100,,,
2470,-5881.5,-655.48,1926.5,7.6335,100,,,
2471,-5881.6,-655.49,1926.5,7.6342,100,,,
2472,-5881.6,-655.86,1926.5,7.6349,100,,,
2473,-5881.7,-655.87,1926.5,7.6356,100,,,
2474,-5881.8,-656.23,1926.5,7.6363,100,,,
2475,-5881.8,-656.24,1926.5,7.6369,100,,,
2476,-5881.9,-656.61,1926.5,7.6376,100,,,
2477,-5881.9,-656.61,1926.5,7.6383,100,,,
2478,-5882,-656.98,1926.5,7.6389,100,,,
2479,-5882,-656.99,1926.5,7.6396,100,,,
2480,-5882.1,-657.36,1926.5,7.6403,100,,,
2481,-5882.2,-657.36,1926.5,7.6409,100,,,
2482,-5882.3,-657.73,1926.5,7.6416,100,,,
2483,-5882.3,-657.74,1926.5,7.6422,100,,,
2484,-5882.4,-658.1,1926.5,7.6429,100,,,
2485,-5882.4,-658.11,1926.5,7.6435,100,,,
2486,-5882.5,-658.48,1926.5,7.6442,100,,,
2487,-5882.5,-658.49,1926.5,7.6448,100,,,
2488,-5882.6,-658.85,1926.5,7.6455,100,,,
2489,-5882.7,-658.86,1926.5,7.6461,100,,,
2490,-5882.7,-659.23,1926.5,7.6468,100,,,
2491,-5882.8,-659.24,1926.5,7.6474,100,,,
2492,-5882.9,-659.6,1926.5,7.648,100,,,
2493,-5882.9,-659.61,1926.5,7.6487,100,,,
2494,-5883,-659.98,1926.5,7.6493,100,,,
2495,-5883,-659.98,1926.5,7.65,100,,,
2496,-5883.1,-660.35,1926.5,7.6506,100,,,
2497,-5883.1,-660.36,1926.5,7.6512,100,,,
2498,-5883.2,-660.72,1926.5,7.6518,100,,,
2499,-5883.2,-660.73,1926.5,7.6525,100,,,
2500,-5883.3,-661.1,1926.5,7.6531,100,,,
2501,-5883.4,-661.11,1926.5,7.6537,100,,,
2502,-5883.5,-661.47,1926.5,7.6543,100,,,
2503,-5883.5,-661.48,1926.5,7.655,100,,,
2504,-5883.6,-661.85,1926.5,7.6556,100,,,
2505,-5883.6,-661.86,1926.6,7.6562,100,,,
2506,-5883.7,-662.22,1926.6,7.6568,100,,,
2507,-5883.7,-662.23,1926.6,7.6574,100,,,
2508,-5883.8,-662.6,1926.6,7.658,100,,,
2509,-5883.8,-662.6,1926.6,7.6586,100,,,
2510,-5883.9,-662.97,1926.6,7.6592,100,,,
2511,-5883.9,-662.98,1926.6,7.6599,100,,,
2512,-5884,-663.34,1926.6,7.6605,100,,,
2513,-5884.1,-663.35,1926.6,7.6611,100,,,
2514,-5884.1,-663.72,1926.6,7.6617,100,,,
2515,-5884.2,-663.73,1926.6,7.6623,100,,,
2516,-5884.3,-664.09,1926.6,7.6629,100,,,
2517,-5884.3,-664.1,1926.6,7.6634,100,,,
2518,-5884.4,-664.47,1926.6,7.664,100,,,
2519,-5884.4,-664.47,1926.6,7.6646,100,,,
2520,-5884.5,-664.84,1926.6,7.6652,100,,,
2521,-5884.5,-664.85,1926.6,7.6658,100,,,
2522,-5884.6,-665.21,1926.6,7.6664,100,,,
2523,-5884.6,-665.22,1926.6,7.667,100,,,
2524,-5884.7,-665.59,1926.6,7.6676,100,,,
2525,-5884.7,-665.6,1926.6,7.6682,100,,,
2526,-5884.8,-665.96,1926.6,7.6687,100,,,
2527,-5884.8,-665.97,1926.6,7.6693,100,,,
2528,-5884.9,-666.34,1926.6,7.6699,100,,,
2529,-5884.9,-666.34,1926.6,7.6705,100,,,
2530,-5885,-666.71,1926.6,7.6711,100,,,
2531,-5885.1,-666.72,1926.6,7.6716,100,,,
2532,-5885.1,-667.08,1926.6,7.6722,100,,,
2533,-5885.2,-667.09,1926.6,7.6728,100,,,
2534,-5885.3,-667.46,1926.6,7.6733,100,,,
2535,-5885.3,-667.47,1926.6,7.6739,100,,,
2536,-5885.4,-667.83,1926.6,7.6745,100,,,
2537,-5885.4,-667.84,1926.6,7.6751,100,,,
2538,-5885.5,-668.21,1926.6,7.6756,100,,,
2539,-5885.5,-668.21,1926.6,7.6762,100,,,
2540,-5885.6,-668.58,1926.6,7.6767,100,,,
2541,-5885.6,-668.59,1926.6,7.6773,100,,,
2542,-5885.7,-668.95,1926.6,7.6779,100,,,
2543,-5885.7,-668.96,1926.6,7.6784,100,,,
2544,-5885.8,-669.33,1926.6,7.679,100,,,
2545,-5885.8,-669.34,1926.6,7.6795,100,,,
2546,-5885.9,-669.7,1926.6,7.6801,100,,,
2547,-5885.9,-669.71,1926.6,7.6806,100,,,
2548,-5886,-670.08,1926.6,7.6812,100,,,
2549,-5886,-670.08,1926.6,7.6817,100,,,
2550,-5886.1,-670.45,1926.6,7.6823,100,,,
2551,-5886.1,-670.46,1926.6,7.6828,100,,,
2552,-5886.2,-670.82,1926.6,7.6834,100,,,
2553,-5886.2,-670.83,1926.6,7.6839,100,,,
2554,-5886.3,-671.2,1926.6,7.6845,100,,,
2555,-5886.3,-671.21,1926.6,7.685,100,,,
2556,-5886.4,-671.57,1926.6,7.6856,100,,,
2557,-5886.4,-671.58,1926.6,7.6861,100,,,
2558,-5886.5,-671.95,1926.6,7.6866,100,,,
2559,-5886.5,-671.95,1926.6,7.6872,100,,,
2560,-5886.6,-672.32,1926.6,7.6877,100,,,
2561,-5886.6,-672.33,1926.6,7.6882,100,,,
2562,-5886.7,-672.69,1926.6,7.6888,100,,,
2563,-5886.7,-672.7,1926.6,7.6893,100,,,
2564,-5886.8,-673.07,1926.6,7.6898,100,,,
2565,-5886.8,-673.07,1926.6,7.6904,100,,,
2566,-5886.9,-673.44,1926.6,7.6909,100,,,
2567,-5887,-673.45,1926.6,7.6914,100,,,
2568,-5887,-673.81,1926.6,7.692,100,,,
2569,-5887.1,-673.82,1926.6,7.6925,100,,,
2570,-5887.1,-674.19,1926.6,7.693,100,,,
2571,-5887.2,-674.2,1926.6,7.6935,100,,,
2572,-5887.2,-674.56,1926.6,7.694,100,,,
2573,-5887.3,-674.57,1926.6,7.6946,100,,,
2574,-5887.3,-674.94,1926.6,7.6951,100,,,
2575,-5887.4,-674.94,1926.6,7.6956,100,,,
2576,-5887.4,-675.31,1926.6,7.6961,100,,,
2577,-5887.5,-675.32,1926.6,7.6966,100,,,
2578,-5887.5,-675.68,1926.6,7.6972,100,,,
2579,-5887.6,-675.69,1926.6,7.6977,100,,,
2580,-5887.6,-676.06,1926.6,7.6982,100,,,
2581,-5887.6,-676.06,1926.6,7.6987,100,,,
2582,-5887.7,-676.43,1926.7,7.6992,100,,,
2583,-5887.7,-676.44,1926.7,7.6997,100,,,
2584,-5887.8,-676.8,1926.7,7.7002,100,,,
2585,-5887.8,-676.81,1926.7,7.7007,100,,,
2586,-5887.9,-677.18,1926.7,7.7012,100,,,
2587,-5887.9,-677.18,1926.7,7.7018,100,,,
2588,-5888,-677.55,1926.7,7.7023,100,,,
2589,-5888,-677.56,1926.7,7.7028,100,,,
2590,-5888.1,-677.92,1926.7,7.7033,100,,,
2591,-5888.1,-677.93,1926.7,7.7038,100,,,
2592,-5888.2,-678.3,1926.7,7.7043,100,,,
2593,-5888.2,-678.3,1926.7,7.7048,100,,,
2594,-5888.3,-678.67,1926.7,7.7053,100,,,
2595,-5888.3,-678.68,1926.7,7.7058,100,,,
2596,-5888.4,-679.05,1926.7,7.7063,100,,,
2597,-5888.4,-679.05,1926.7,7.7068,100,,,
2598,-5888.5,-679.42,1926.7,7.7073,100,,,
2599,-5888.5,-679.43,1926.7,7.7077,100,,,
2600,-5888.6,-679.79,1926.7,7.7082,100,,,
2601,-5888.6,-679.8,1926.7,7.7087,100,,,
2602,-5888.7,-680.17,1926.7,7.7092,100,,,
2603,-5888.7,-680.17,1926.7,7.7097,100,,,
2604,-5888.8,-680.54,1926.7,7.7102,100,,,
2605,-5888.8,-680.55,1926.7,7.7107,100,,,
2606,-5888.9,-680.91,1926.7,7.7112,100,,,
2607,-5888.9,-680.92,1926.7,7.7117,100,,,
2608,-5889,-681.29,1926.7,7.7122,100,,,
2609,-5889,-681.29,1926.7,7.7126,100,,,
2610,-5889.1,-681.66,1926.7,7.7131,100,,,
2611,-5889.1,-681.67,1926.7,7.7136,100,,,
2612,-5889.1,-682.03,1926.7,7.7141,100,,,
2613,-5889.2,-682.04,1926.7,7.7146,100,,,
2614,-5889.2,-682.41,1926.7,7.715,100,,,
2615,-5889.3,-682.41,1926.7,7.7155,100,,,
2616,-5889.3,-682.78,1926.7,7.716,100,,,
2617,-5889.3,-682.79,1926.7,7.7165,100,,,
2618,-5889.4,-683.15,1926.7,7.717,100,,,
2619,-5889.4,-683.16,1926.7,7.7174,100,,,
2620,-5889.5,-683.53,1926.7,7.7179,100,,,
2621,-5889.5,-683.53,1926.7,7.7184,100,,,
2622,-5889.6,-683.9,1926.7,7.7189,100,,,
2623,-5889.6,-683.91,1926.7,7.7193,100,,,
2624,-5889.7,-684.27,1926.7,7.7198,100,,,
2625,-5889.7,-684.28,1926.7,7.7203,100,,,
2626,-5889.8,-684.65,1926.7,7.7207,100,,,
2627,-5889.8,-684.65,1926.7,7.7212,100,,,
2628,-5889.9,-685.02,1926.7,7.7217,100,,,
2629,-5889.9,-685.03,1926.7,7.7222,100,,,
2630,-5890,-685.39,1926.7,7.7226,100,,,
2631,-5890,-685.4,1926.7,7.7231,100,,,
2632,-5890,-685.77,1926.7,7.7236,100,,,
2633,-5890.1,-685.77,1926.7,7.724,100,,,
2634,-5890.1,-686.14,1926.7,7.7245,100,,,
2635,-5890.2,-686.15,1926.7,7.7249,100,,,
2636,-5890.2,-686.51,1926.7,7.7254,100,,,
2637,-5890.2,-686.52,1926.7,7.7259,100,,,
2638,-5890.3,-686.89,1926.7,7.7263,100,,,
2639,-5890.3,-686.89,1926.7,7.7268,100,,,
2640,-5890.4,-687.26,1926.7,7.7272,100,,,
2641,-5890.4,-687.27,1926.7,7.7277,100,,,
2642,-5890.5,-687.63,1926.7,7.7282,100,,,
2643,-5890.5,-687.64,1926.7,7.7286,100,,,
2644,-5890.6,-688,1926.7,7.7291,100,,,
2645,-5890.6,-688.01,1926.7,7.7295,100,,,
2646,-5890.6,-688.38,1926.7,7.73,100,,,
2647,-5890.7,-688.38,1926.7,7.7304,100,,,
2648,-5890.7,-688.75,1926.7,7.7309,100,,,
2649,-5890.8,-688.76,1926.7,7.7313,100,,,
2650,-5890.8,-689.12,1926.7,7.7318,100,,,
2651,-5890.8,-689.13,1926.7,7.7322,100,,,
2652,-5890.9,-689.5,1926.7,7.7327,100,,,
2653,-5890.9,-689.5,1926.7,7.7331,100,,,
2654,-5891,-689.87,1926.7,7.7336,100,,,
2655,-5891,-689.88,1926.7,7.734,100,,,
2656,-5891.1,-690.24,1926.7,7.7345,100,,,
2657,-5891.1,-690.25,1926.7,7.7349,100,,,
2658,-5891.2,-690.62,1926.7,7.7354,100,,,
2659,-5891.2,-690.62,1926.7,7.7358,100,,,
2660,-5891.2,-690.99,1926.8,7.7363,100,,,
2661,-5891.3,-691,1926.8,7.7367,100,,,
2662,-5891.3,-691.36,1926.8,7.7371,100,,,
2663,-5891.3,-691.37,1926.8,7.7376,100,,,
2664,-5891.4,-691.74,1926.8,7.738,100,,,
2665,-5891.4,-691.74,1926.8,7.7385,100,,,
2666,-5891.5,-692.11,1926.8,7.7389,100,,,
2667,-5891.5,-692.11,1926.8,7.7393,100,,,
2668,-5891.6,-692.48,1926.8,7.7398,100,,,
2669,-5891.6,-692.49,1926.8,7.7402,100,,,
2670,-5891.6,-692.85,1926.8,7.7407,100,,,
2671,-5891.7,-692.86,1926.8,7.7411,100,,,
2672,-5891.7,-693.23,1926.8,7.7415,100,,,
2673,-5891.7,-693.23,1926.8,7.742,100,,,
2674,-5891.8,-693.6,1926.8,7.7424,100,,,
2675,-5891.8,-693.61,1926.8,7.7428,100,,,
2676,-5891.9,-693.97,1926.8,7.7433,100,,,
2677,-5891.9,-693.98,1926.8,7.7437,100,,,
2678,-5892,-694.35,1926.8,7.7441,100,,,
2679,-5892,-694.35,1926.8,7.7446,100,,,
2680,-5892,-694.72,1926.8,7.745,100,,,
2681,-5892.1,-694.72,1926.8,7.7454,100,,,
2682,-5892.1,-695.09,1926.8,7.7458,100,,,
2683,-5892.1,-695.1,1926.8,7.7463,100,,,
2684,-5892.2,-695.46,1926.8,7.7467,100,,,
2685,-5892.2,-695.47,1926.8,7.7471,100,,,
2686,-5892.3,-695.84,1926.8,7.7475,100,,,
2687,-5892.3,-695.84,1926.8,7.748,100,,,
2688,-5892.4,-696.21,1926.8,7.7484,100,,,
2689,-5892.4,-696.22,1926.8,7.7488,100,,,
2690,-5892.4,-696.58,1926.8,7.7492,100,,,
2691,-5892.5,-696.59,1926.8,7.7497,100,,,
2692,-5892.5,-696.96,1926.8,7.7501,100,,,
2693,-5892.5,-696.96,1926.8,7.7505,100,,,
2694,-5892.6,-697.33,1926.8,7.7509,100,,,
2695,-5892.6,-697.33,1926.8,7.7513,100,,,
2696,-5892.7,-697.7,1926.8,7.7518,100,,,
2697,-5892.7,-697.71,1926.8,7.7522,100,,,
2698,-5892.7,-698.07,1926.8,7.7526,100,,,
2699,-5892.8,-698.08,1926.8,7.753,100,,,
2700,-5892.8,-698.45,1926.8,7.7534,100,,,
2701,-5892.8,-698.45,1926.8,7.7538,100,,,
2702,-5892.9,-698.82,1926.8,7.7543,100,,,
2703,-5892.9,-698.83,1926.8,7.7547,100,,,
2704,-5893,-699.19,1926.8,7.7551,100,,,
2705,-5893,-699.2,1926.8,7.7555,100,,,
2706,-5893,-699.56,1926.8,7.7559,100,,,
2707,-5893.1,-699.57,1926.8,7.7563,100,,,
2708,-5893.1,-699.94,1926.8,7.7567,100,,,
2709,-5893.1,-699.94,1926.8,7.7571,100,,,
2710,-5893.2,-700.31,1926.8,7.7575,100,,,
2711,-5893.2,-700.32,1926.8,7.758,100,,,
2712,-5893.3,-700.68,1926.8,7.7584,100,,,
2713,-5893.3,-700.69,1926.8,7.7588,100,,,
2714,-5893.3,-701.05,1926.8,7.7592,100,,,
2715,-5893.4,-701.06,1926.8,7.7596,100,,,
2716,-5893.4,-701.43,1926.8,7.76,100,,,
2717,-5893.4,-701.43,1926.8,7.7604,100,,,
2718,-5893.5,-701.8,1926.8,7.7608,100,,,
2719,-5893.5,-701.81,1926.8,7.7612,100,,,
2720,-5893.6,-702.17,1926.8,7.7616,100,,,
2721,-5893.6,-702.18,1926.8,7.762,100,,,
2722,-5893.6,-702.54,1926.8,7.7624,100,,,
2723,-5893.7,-702.55,1926.8,7.7628,100,,,
2724,-5893.7,-702.92,1926.8,7.7632,100,,,
2725,-5893.7,-702.92,1926.8,7.7636,100,,,
2726,-5893.8,-703.29,1926.8,7.764,100,,,
2727,-5893.8,-703.3,1926.8,7.7644,100,,,
2728,-5893.8,-703.66,1926.8,7.7648,100,,,
2729,-5893.9,-703.67,1926.8,7.7652,100,,,
2730,-5893.9,-704.03,1926.8,7.7656,100,,,
2731,-5893.9,-704.04,1926.8,7.766,100,,,
2732,-5894,-704.41,1926.8,7.7664,100,,,
2733,-5894,-704.41,1926.8,7.7668,100,,,
2734,-5894.1,-704.78,1926.8,7.7672,100,,,
2735,-5894.1,-704.79,1926.8,7.7676,100,,,
2736,-5894.1,-705.15,1926.8,7.768,100,,,
2737,-5894.1,-705.16,1926.8,7.7684,100,,,
2738,-5894.2,-705.52,1926.8,7.7688,100,,,
2739,-5894.2,-705.53,1926.8,7.7692,100,,,
2740,-5894.3,-705.9,1926.8,7.7695,100,,,
2741,-5894.3,-705.9,1926.8,7.7699,100,,,
2742,-5894.3,-706.27,1926.8,7.7703,100,,,
2743,-5894.4,-706.28,1926.8,7.7707,100,,,
2744,-5894.4,-706.64,1926.9,7.7711,100,,,
2745,-5894.4,-706.65,1926.9,7.7715,100,,,
2746,-5894.5,-707.01,1926.9,7.7719,100,,,
2747,-5894.5,-707.02,1926.9,7.7723,100,,,
2748,-5894.5,-707.39,1926.9,7.7727,100,,,
2749,-5894.6,-707.39,1926.9,7.773,100,,,
2750,-5894.6,-707.76,1926.9,7.7734,100,,,
2751,-5894.6,-707.76,1926.9,7.7738,100,,,
2752,-5894.7,-708.13,1926.9,7.7742,100,,,
2753,-5894.7,-708.14,1926.9,7.7746,100,,,
2754,-5894.8,-708.5,1926.9,7.775,100,,,
2755,-5894.8,-708.51,1926.9,7.7753,100,,,
2756,-5894.8,-708.88,1926.9,7.7757,100,,,
2757,-5894.8,-708.88,1926.9,7.7761,100,,,
2758,-5894.9,-709.25,1926.9,7.7765,100,,,
2759,-5894.9,-709.25,1926.9,7.7769,100,,,
2760,-5895,-709.62,1926.9,7.7772,100,,,
2761,-5895,-709.63,1926.9,7.7776,100,,,
2762,-5895,-709.99,1926.9,7.778,100,,,
2763,-5895,-710,1926.9,7.7784,100,,,
2764,-5895.1,-710.36,1926.9,7.7788,100,,,
2765,-5895.1,-710.37,1926.9,7.7791,100,,,
2766,-5895.2,-710.74,1926.9,7.7795,100,,,
2767,-5895.2,-710.74,1926.9,7.7799,100,,,
2768,-5895.2,-711.11,1926.9,7.7803,100,,,
2769,-5895.2,-711.11,1926.9,7.7806,100,,,
2770,-5895.3,-711.48,1926.9,7.781,100,,,
2771,-5895.3,-711.49,1926.9,7.7814,100,,,
2772,-5895.3,-711.85,1926.9,7.7818,100,,,
2773,-5895.4,-711.86,1926.9,7.7821,100,,,
2774,-5895.4,-712.23,1926.9,7.7825,100,,,
2775,-5895.4,-712.23,1926.9,7.7829,100,,,
2776,-5895.5,-712.6,1926.9,7.7832,100,,,
2777,-5895.5,-712.6,1926.9,7.7836,100,,,
2778,-5895.5,-712.97,1926.9,7.784,100,,,
2779,-5895.6,-712.98,1926.9,7.7844,100,,,
2780,-5895.6,-713.34,1926.9,7.7847,100,,,
2781,-5895.6,-713.35,1926.9,7.7851,100,,,
2782,-5895.7,-713.71,1926.9,7.7855,100,,,
2783,-5895.7,-713.72,1926.9,7.7858,100,,,
2784,-5895.7,-714.09,1926.9,7.7862,100,,,
2785,-5895.7,-714.09,1926.9,7.7866,100,,,
2786,-5895.8,-714.46,1926.9,7.7869,100,,,
2787,-5895.8,-714.46,1926.9,7.7873,100,,,
2788,-5895.9,-714.83,1926.9,7.7877,100,,,
2789,-5895.9,-714.84,1926.9,7.788,100,,,
2790,-5895.9,-715.2,1926.9,7.7884,100,,,
2791,-5895.9,-715.21,1926.9,7.7888,100,,,
2792,-5896,-715.57,1926.9,7.7891,100,,,
2793,-5896,-715.58,1926.9,7.7895,100,,,
2794,-5896,-715.95,1926.9,7.7898,100,,,
2795,-5896.1,-715.95,1926.9,7.7902,100,,,
2796,-5896.1,-716.32,1926.9,7.7906,100,,,
2797,-5896.1,-716.32,1926.9,7.7909,100,,,
2798,-5896.2,-716.69,1926.9,7.7913,100,,,
2799,-5896.2,-716.7,1926.9,7.7916,100,,,
2800,-5896.2,-717.06,1926.9,7.792,100,,,
2801,-5896.2,-717.07,1926.9,7.7924,100,,,
2802,-5896.3,-717.43,1926.9,7.7927,100,,,
2803,-5896.3,-717.44,1926.9,7.7931,100,,,
2804,-5896.4,-717.81,1926.9,7.7934,100,,,
2805,-5896.4,-717.81,1926.9,7.7938,100,,,
