Time,f_elec,f_flex,f_frac,f_grad,crack_length,,,
1184,-4430,-228.86,1345.4,111.28,65.5,,,
1185,-4427.9,-228.75,1347.2,111.21,65.5,,,
1186,-4425.8,-228.5,1349,111.14,65.5,,,
1187,-4423.8,-228.13,1350.8,111.09,65.5,,,
1188,-4421.8,-229.12,1353.8,111.03,65.5,,,
1189,-4419.6,-231.28,1356.9,111,65.5,,,
1190,-4417.4,-233.16,1359.8,110.97,65.5,,,
1191,-4415.3,-234.79,1362.5,110.95,65.5,,,
1192,-4413.2,-236.27,1365,110.94,66,,,
1193,-4411.1,-237.66,1367.1,110.94,66,,,
1194,-4409.1,-238.96,1369,110.93,66,,,
1195,-4407,-240.19,1370.6,110.93,66,,,
1196,-4405,-241.35,1371.8,110.92,66,,,
1197,-4403,-242.47,1372.8,110.92,66,,,
1198,-4401,-243.55,1373.6,110.9,66,,,
1199,-4399.1,-244.54,1374.2,110.89,66,,,
1200,-4397.2,-245.38,1374.6,110.86,66,,,
1201,-4395.3,-246.02,1375,110.83,66,,,
1202,-4393.5,-246.46,1375.3,110.79,66,,,
1203,-4391.6,-246.69,1375.5,110.75,66,,,
1204,-4389.9,-246.77,1375.7,110.7,66.5,,,
1205,-4388.1,-246.72,1375.9,110.64,66.5,,,
1206,-4386.4,-246.58,1376.1,110.57,66.5,,,
1207,-4384.6,-246.38,1376.3,110.49,66.5,,,
1208,-4383,-246.14,1376.5,110.41,66.5,,,
1209,-4381.3,-245.87,1376.7,110.32,66.5,,,
1210,-4379.7,-245.59,1376.9,110.23,66.5,,,
1211,-4378.1,-245.3,1377.1,110.13,66.5,,,
1212,-4376.9,-244.18,1377,110.05,66.5,,,
1213,-4375.4,-244.72,1377.2,109.96,66.5,,,
1214,-4373.7,-245.38,1377.4,109.85,66.5,,,
1215,-4372.1,-245.97,1377.7,109.74,66.5,,,
1216,-4370.4,-246.5,1378,109.62,67,,,
1217,-4368.6,-247.02,1378.3,109.5,67,,,
1218,-4366.9,-247.55,1378.7,109.38,67,,,
1219,-4365.3,-248.11,1379.1,109.25,67,,,
1220,-4363.6,-248.69,1379.6,109.12,67,,,
1221,-4361.9,-249.3,1380.2,108.98,67,,,
1222,-4360.3,-249.93,1380.8,108.85,67,,,
1223,-4358.7,-250.56,1381.5,108.72,67,,,
1224,-4357.1,-251.19,1382.3,108.59,67,,,
1225,-4355.6,-251.78,1383.1,108.46,67,,,
1226,-4354.1,-252.32,1384.1,108.33,67,,,
1227,-4352.6,-252.79,1385.2,108.21,67,,,
1228,-4351.2,-253.19,1386.4,108.09,67.5,,,
1229,-4349.7,-253.48,1387.7,107.98,67.5,,,
1230,-4348.4,-253.66,1389.2,107.88,67.5,,,
1231,-4347,-253.7,1390.8,107.78,67.5,,,
1232,-4345.7,-253.6,1392.5,107.69,67.5,,,
1233,-4344.5,-253.34,1394.3,107.6,67.5,,,
1234,-4343.2,-252.94,1396.1,107.53,67.5,,,
1235,-4342,-252.4,1398.1,107.46,67.5,,,
1236,-4341,-252.27,1400.2,107.4,67.5,,,
1237,-4339.7,-254.53,1403.3,107.35,67.5,,,
1238,-4338.4,-256.37,1406.4,107.31,67.5,,,
1239,-4337.1,-257.87,1409.3,107.28,67.5,,,
1240,-4335.8,-259.16,1411.9,107.26,68,,,
1241,-4334.5,-260.3,1414.2,107.24,68,,,
1242,-4333.3,-261.33,1416.2,107.23,68,,,
1243,-4332,-262.26,1417.8,107.22,68,,,
1244,-4330.7,-263.12,1419.1,107.21,68,,,
1245,-4329.5,-263.95,1420.1,107.19,68,,,
1246,-4328.2,-264.75,1420.9,107.17,68,,,
1247,-4326.9,-265.49,1421.5,107.14,68,,,
1248,-4325.6,-266.1,1421.9,107.1,68,,,
1249,-4324.3,-266.55,1422.2,107.06,68,,,
1250,-4323,-266.85,1422.5,107.02,68,,,
1251,-4321.8,-267.02,1422.7,106.96,68,,,
1252,-4320.5,-267.1,1422.9,106.9,68.5,,,
1253,-4319.2,-267.13,1423.1,106.82,68.5,,,
1254,-4317.9,-267.13,1423.3,106.74,68.5,,,
1255,-4316.6,-267.13,1423.5,106.65,68.5,,,
1256,-4315.3,-267.14,1423.7,106.56,68.5,,,
1257,-4314.1,-267.15,1423.9,106.46,68.5,,,
1258,-4312.8,-267.17,1424.2,106.35,68.5,,,
1259,-4311.6,-267.17,1424.4,106.23,68.5,,,
1260,-4310.8,-266.92,1424.2,106.15,68.5,,,
1261,-4309.7,-267.88,1424.4,106.04,68.5,,,
1262,-4308.4,-268.94,1424.7,105.92,68.5,,,
1263,-4307.1,-269.88,1425,105.79,68.5,,,
1264,-4305.8,-270.7,1425.3,105.66,69,,,
1265,-4304.4,-271.42,1425.7,105.52,69,,,
1266,-4303.1,-272.07,1426.1,105.38,69,,,
1267,-4301.8,-272.67,1426.6,105.23,69,,,
1268,-4300.5,-273.24,1427.1,105.09,69,,,
1269,-4299.2,-273.79,1427.8,104.94,69,,,
1270,-4298,-274.3,1428.5,104.79,69,,,
1271,-4296.7,-274.78,1429.3,104.64,69,,,
1272,-4295.5,-275.2,1430.2,104.5,69,,,
1273,-4294.4,-275.54,1431.2,104.36,69,,,
1274,-4293.3,-275.8,1432.4,104.22,69,,,
1275,-4292.2,-275.95,1433.6,104.09,69.5,,,
1276,-4291.1,-275.98,1435,103.96,69.5,,,
1277,-4290.1,-275.87,1436.6,103.84,69.5,,,
1278,-4289.1,-275.6,1438.3,103.73,69.5,,,
1279,-4288.2,-275.16,1440.1,103.62,69.5,,,
1280,-4287.3,-274.55,1442,103.53,69.5,,,
1281,-4286.4,-273.77,1444,103.44,69.5,,,
1282,-4285.6,-272.85,1446.1,103.36,69.5,,,
1283,-4284.8,-273.73,1448.7,103.28,69.5,,,
1284,-4283.9,-275.33,1452.1,103.22,69.5,,,
1285,-4283,-276.5,1455.2,103.17,69.5,,,
1286,-4282.1,-277.36,1458.1,103.13,69.5,,,
1287,-4281.3,-278.05,1460.7,103.1,70,,,
1288,-4280.4,-278.62,1462.9,103.07,70,,,
1289,-4279.5,-279.08,1464.7,103.03,70,,,
1290,-4278.7,-279.46,1466.1,103,70,,,
1291,-4277.8,-279.8,1467.2,102.96,70,,,
1292,-4276.9,-280.13,1468.1,102.92,70,,,
1293,-4276,-280.41,1468.7,102.87,70,,,
1294,-4275.1,-280.57,1469.2,102.81,70,,,
1295,-4274.2,-280.57,1469.5,102.75,70,,,
1296,-4273.3,-280.4,1469.8,102.67,70,,,
1297,-4272.4,-280.1,1470,102.59,70,,,
1298,-4271.5,-279.72,1470.2,102.5,70.5,,,
1299,-4270.5,-279.32,1470.4,102.39,70.5,,,
1300,-4269.6,-278.92,1470.6,102.28,70.5,,,
1301,-4268.7,-278.56,1470.8,102.16,70.5,,,
1302,-4267.8,-278.26,1471,102.03,70.5,,,
1303,-4266.9,-278,1471.3,101.9,70.5,,,
1304,-4266,-277.8,1471.5,101.75,70.5,,,
1305,-4265.5,-276.44,1471.6,101.62,70.5,,,
1306,-4264.9,-276.56,1471.5,101.48,70.5,,,
1307,-4264.1,-277.2,1471.7,101.33,70.5,,,
1308,-4263.1,-277.97,1471.9,101.17,70.5,,,
1309,-4262.2,-278.84,1472.2,101,71,,,
1310,-4261.3,-279.82,1472.6,100.83,71,,,
1311,-4260.3,-280.92,1473,100.65,71,,,
1312,-4259.3,-282.13,1473.4,100.47,71,,,
1313,-4258.4,-283.43,1474,100.29,71,,,
1314,-4257.4,-284.81,1474.6,100.1,71,,,
1315,-4256.5,-286.23,1475.3,99.917,71,,,
1316,-4255.6,-287.64,1476,99.731,71,,,
1317,-4254.8,-288.99,1476.9,99.547,71,,,
1318,-4253.9,-290.26,1477.9,99.367,71,,,
1319,-4253.2,-291.4,1479.1,99.191,71,,,
1320,-4252.4,-292.39,1480.4,99.021,71.5,,,
1321,-4251.7,-293.18,1481.8,98.856,71.5,,,
1322,-4251,-293.76,1483.3,98.699,71.5,,,
1323,-4250.4,-294.08,1485.1,98.55,71.5,,,
1324,-4249.8,-294.15,1487,98.41,71.5,,,
1325,-4249.3,-293.95,1488.9,98.278,71.5,,,
1326,-4248.8,-293.49,1491,98.155,71.5,,,
1327,-4248.3,-292.8,1493.2,98.041,71.5,,,
1328,-4248,-293.64,1496.3,97.931,71.5,,,
1329,-4247.5,-295.42,1499.9,97.833,71.5,,,
1330,-4247.1,-296.58,1503.2,97.75,71.5,,,
1331,-4246.7,-297.3,1506.3,97.677,72,,,
1332,-4246.4,-297.74,1508.9,97.61,72,,,
1333,-4246,-298,1511.1,97.545,72,,,
1334,-4245.7,-298.12,1513,97.48,72,,,
1335,-4245.3,-298.15,1514.4,97.413,72,,,
1336,-4245,-298.17,1515.4,97.34,72,,,
1337,-4244.7,-298.16,1516.2,97.262,72,,,
1338,-4244.3,-298.09,1516.8,97.175,72,,,
1339,-4244,-297.87,1517.2,97.079,72,,,
1340,-4243.7,-297.47,1517.5,96.974,72,,,
1341,-4243.4,-296.91,1517.8,96.859,72,,,
1342,-4243.1,-296.25,1518,96.734,72.5,,,
1343,-4242.8,-295.53,1518.2,96.598,72.5,,,
1344,-4242.4,-294.82,1518.4,96.452,72.5,,,
1345,-4242.1,-294.15,1518.6,96.295,72.5,,,
1346,-4241.8,-293.54,1518.9,96.129,72.5,,,
1347,-4241.5,-293.01,1519.1,95.955,72.5,,,
1348,-4241.2,-292.55,1519.3,95.772,72.5,,,
1349,-4240.9,-292.15,1519.6,95.581,72.5,,,
1350,-4241.1,-290.79,1519.2,95.416,72.5,,,
1351,-4240.9,-290.73,1519.3,95.224,72.5,,,
1352,-4240.6,-290.98,1519.6,95.02,72.5,,,
1353,-4240.2,-291.4,1519.9,94.808,73,,,
1354,-4239.8,-291.94,1520.2,94.591,73,,,
1355,-4239.4,-292.59,1520.6,94.369,73,,,
1356,-4239,-293.35,1521.1,94.144,73,,,
1357,-4238.5,-294.19,1521.6,93.916,73,,,
1358,-4238.1,-295.1,1522.2,93.687,73,,,
1359,-4237.6,-296.06,1523,93.457,73,,,
1360,-4237.2,-297.02,1523.8,93.23,73,,,
1361,-4236.8,-297.95,1524.7,93.005,73,,,
1362,-4236.4,-298.82,1525.8,92.785,73,,,
1363,-4236.1,-299.61,1526.9,92.571,73,,,
1364,-4235.7,-300.29,1528.3,92.364,73.5,,,
1365,-4235.4,-300.81,1529.8,92.165,73.5,,,
1366,-4235.1,-301.16,1531.5,91.975,73.5,,,
1367,-4234.9,-301.29,1533.4,91.794,73.5,,,
1368,-4234.6,-301.21,1535.4,91.624,73.5,,,
1369,-4234.4,-300.91,1537.5,91.465,73.5,,,
1370,-4234.3,-300.41,1539.7,91.316,73.5,,,
1371,-4234.3,-299.53,1542.1,91.175,73.5,,,
1372,-4234.1,-301.4,1545.8,91.041,73.5,,,
1373,-4233.9,-302.93,1549.4,90.925,73.5,,,
1374,-4233.8,-304.05,1552.7,90.823,73.5,,,
1375,-4233.7,-304.91,1555.6,90.73,74,,,
1376,-4233.5,-305.59,1558.1,90.642,74,,,
1377,-4233.4,-306.11,1560.1,90.555,74,,,
1378,-4233.3,-306.52,1561.6,90.466,74,,,
1379,-4233.2,-306.89,1562.7,90.374,74,,,
1380,-4233.1,-307.24,1563.6,90.276,74,,,
1381,-4232.9,-307.52,1564.2,90.171,74,,,
1382,-4232.8,-307.62,1564.6,90.056,74,,,
1383,-4232.6,-307.5,1564.9,89.932,74,,,
1384,-4232.4,-307.19,1565.1,89.799,74,,,
1385,-4232.3,-306.75,1565.4,89.654,74.5,,,
1386,-4232.1,-306.25,1565.6,89.499,74.5,,,
1387,-4231.9,-305.74,1565.8,89.333,74.5,,,
1388,-4231.7,-305.27,1566,89.157,74.5,,,
1389,-4231.5,-304.86,1566.2,88.971,74.5,,,
1390,-4231.3,-304.53,1566.4,88.776,74.5,,,
1391,-4231,-304.26,1566.7,88.573,74.5,,,
1392,-4230.8,-304.06,1566.9,88.361,74.5,,,
1393,-4231.2,-302.68,1567,88.175,74.5,,,
1394,-4231.3,-302.91,1567.3,87.96,74.5,,,
1395,-4231.1,-303.55,1567.6,87.734,74.5,,,
1396,-4230.9,-304.37,1567.9,87.499,75,,,
1397,-4230.6,-305.33,1568.3,87.258,75,,,
1398,-4230.4,-306.4,1568.7,87.012,75,,,
1399,-4230.1,-307.57,1569.2,86.763,75,,,
1400,-4229.8,-308.83,1569.8,86.512,75,,,
1401,-4229.5,-310.15,1570.5,86.261,75,,,
1402,-4229.2,-311.49,1571.3,86.01,75,,,
1403,-4229,-312.82,1572.3,85.762,75,,,
1404,-4228.8,-314.08,1573.3,85.519,75,,,
1405,-4228.6,-315.25,1574.5,85.282,75,,,
1406,-4228.4,-316.29,1575.9,85.052,75.5,,,
1407,-4228.3,-317.16,1577.4,84.832,75.5,,,
1408,-4228.2,-317.82,1579.2,84.621,75.5,,,
1409,-4228.1,-318.23,1581.1,84.421,75.5,,,
1410,-4228.1,-318.38,1583.2,84.234,75.5,,,
1411,-4228.1,-318.27,1585.4,84.058,75.5,,,
1412,-4228.1,-317.91,1587.7,83.895,75.5,,,
1413,-4228.4,-317.15,1590.3,83.741,75.5,,,
1414,-4228.5,-319.78,1594.5,83.594,75.5,,,
1415,-4228.6,-321.61,1598.3,83.468,75.5,,,
1416,-4228.8,-322.94,1601.8,83.356,76,,,
1417,-4229,-323.95,1604.8,83.254,76,,,
1418,-4229.2,-324.74,1607.3,83.157,76,,,
1419,-4229.4,-325.34,1609.2,83.061,76,,,
1420,-4229.5,-325.83,1610.7,82.964,76,,,
1421,-4229.7,-326.3,1611.7,82.862,76,,,
1422,-4229.9,-326.73,1612.5,82.754,76,,,
1423,-4230.1,-327.02,1613,82.638,76,,,
1424,-4230.2,-327.09,1613.4,82.512,76,,,
1425,-4230.3,-326.91,1613.7,82.375,76,,,
1426,-4230.5,-326.56,1613.9,82.229,76.5,,,
1427,-4230.6,-326.1,1614.1,82.07,76.5,,,
1428,-4230.7,-325.62,1614.3,81.901,76.5,,,
1429,-4230.7,-325.16,1614.6,81.72,76.5,,,
1430,-4230.8,-324.77,1614.8,81.529,76.5,,,
1431,-4230.8,-324.46,1615,81.328,76.5,,,
1432,-4230.9,-324.24,1615.3,81.117,76.5,,,
1433,-4230.9,-324.1,1615.5,80.898,76.5,,,
1434,-4231.6,-322.99,1615.7,80.7,76.5,,,
1435,-4231.9,-323.33,1616,80.474,76.5,,,
1436,-4232,-324.02,1616.3,80.235,76.5,,,
1437,-4232.1,-324.91,1616.6,79.986,77,,,
1438,-4232.1,-325.96,1617,79.731,77,,,
1439,-4232,-327.15,1617.4,79.469,77,,,
1440,-4232,-328.46,1618,79.203,77,,,
1441,-4232,-329.89,1618.6,78.933,77,,,
1442,-4231.9,-331.4,1619.3,78.662,77,,,
1443,-4231.9,-332.94,1620.1,78.392,77,,,
1444,-4231.9,-334.45,1621.1,78.123,77,,,
1445,-4231.9,-335.91,1622.2,77.86,77,,,
1446,-4231.9,-337.26,1623.5,77.602,77.5,,,
1447,-4232,-338.46,1624.9,77.353,77.5,,,
1448,-4232.1,-339.46,1626.6,77.113,77.5,,,
1449,-4232.3,-340.21,1628.4,76.883,77.5,,,
1450,-4232.5,-340.67,1630.5,76.666,77.5,,,
1451,-4232.7,-340.84,1632.8,76.462,77.5,,,
1452,-4233,-340.72,1635.1,76.271,77.5,,,
1453,-4233.4,-340.32,1637.6,76.093,77.5,,,
1454,-4233.9,-341.3,1641.1,75.922,77.5,,,
1455,-4234.3,-343.66,1645.3,75.766,77.5,,,
1456,-4234.8,-345.31,1649.1,75.631,77.5,,,
1457,-4235.3,-346.51,1652.5,75.508,78,,,
1458,-4235.9,-347.42,1655.3,75.394,78,,,
1459,-4236.4,-348.09,1657.5,75.284,78,,,
1460,-4236.9,-348.62,1659.2,75.173,78,,,
1461,-4237.4,-349.1,1660.4,75.06,78,,,
1462,-4237.9,-349.56,1661.2,74.94,78,,,
1463,-4238.4,-349.91,1661.8,74.813,78,,,
1464,-4238.9,-350.01,1662.2,74.677,78,,,
1465,-4239.4,-349.85,1662.4,74.53,78,,,
1466,-4239.9,-349.49,1662.7,74.373,78.5,,,
1467,-4240.3,-349.02,1662.9,74.204,78.5,,,
1468,-4240.8,-348.51,1663.1,74.023,78.5,,,
1469,-4241.2,-348.05,1663.3,73.83,78.5,,,
1470,-4241.6,-347.66,1663.6,73.626,78.5,,,
1471,-4241.9,-347.38,1663.8,73.411,78.5,,,
1472,-4242.3,-347.2,1664.1,73.186,78.5,,,
1473,-4242.7,-347.09,1664.3,72.951,78.5,,,
1474,-4243.8,-345.99,1664.5,72.737,78.5,,,
1475,-4244.4,-346.31,1664.7,72.493,78.5,,,
1476,-4244.9,-347.03,1665,72.234,79,,,
1477,-4245.3,-347.98,1665.4,71.966,79,,,
1478,-4245.7,-349.11,1665.8,71.69,79,,,
1479,-4246,-350.4,1666.3,71.407,79,,,
1480,-4246.3,-351.83,1666.9,71.119,79,,,
1481,-4246.7,-353.38,1667.5,70.828,79,,,
1482,-4247,-355,1668.3,70.536,79,,,
1483,-4247.3,-356.63,1669.2,70.244,79,,,
1484,-4247.7,-358.21,1670.3,69.956,79,,,
1485,-4248.1,-359.7,1671.6,69.673,79,,,
1486,-4248.5,-361.05,1673,69.397,79.5,,,
1487,-4249,-362.2,1674.6,69.13,79.5,,,
1488,-4249.5,-363.09,1676.5,68.874,79.5,,,
1489,-4250,-363.67,1678.6,68.63,79.5,,,
1490,-4250.6,-363.91,1681,68.401,79.5,,,
1491,-4251.2,-363.84,1683.4,68.186,79.5,,,
1492,-4251.8,-363.45,1686,67.985,79.5,,,
1493,-4252.6,-363.7,1689.3,67.794,79.5,,,
1494,-4253.3,-366.16,1693.8,67.614,79.5,,,
1495,-4254,-367.83,1697.8,67.457,79.5,,,
1496,-4254.7,-369.02,1701.4,67.316,80,,,
1497,-4255.4,-369.87,1704.3,67.185,80,,,
1498,-4255.9,-370.46,1706.6,67.058,80,,,
1499,-4256.3,-370.92,1708.2,66.933,80,,,
1500,-4256.6,-371.35,1709.4,66.805,80,,,
1501,-4256.7,-371.76,1710.1,66.671,80,,,
1502,-4256.6,-372,1710.7,66.53,80,,,
1503,-4256.4,-371.95,1711,66.381,80,,,
1504,-4256.1,-371.62,1711.3,66.221,80,,,
1505,-4255.7,-371.11,1711.5,66.05,80.5,,,
1506,-4255.3,-370.53,1711.7,65.867,80.5,,,
1507,-4254.7,-369.96,1711.9,65.672,80.5,,,
1508,-4254.1,-369.49,1712.2,65.465,80.5,,,
1509,-4253.4,-369.13,1712.4,65.246,80.5,,,
1510,-4252.6,-368.91,1712.7,65.017,80.5,,,
1511,-4251.7,-368.8,1712.9,64.778,80.5,,,
1512,-4251.5,-367.12,1713.1,64.557,80.5,,,
1513,-4251,-367.42,1713.3,64.304,80.5,,,
1514,-4250.3,-368.14,1713.6,64.036,80.5,,,
1515,-4249.6,-369.11,1714,63.758,81,,,
1516,-4248.9,-370.29,1714.4,63.47,81,,,
1517,-4248.3,-371.67,1714.9,63.174,81,,,
1518,-4247.8,-373.21,1715.5,62.872,81,,,
1519,-4247.3,-374.9,1716.2,62.567,81,,,
1520,-4246.9,-376.66,1717,62.26,81,,,
1521,-4246.7,-378.43,1717.9,61.955,81,,,
1522,-4246.5,-380.15,1719.1,61.654,81,,,
1523,-4246.4,-381.74,1720.4,61.359,81.5,,,
1524,-4246.4,-383.15,1722,61.073,81.5,,,
1525,-4246.5,-384.31,1723.8,60.798,81.5,,,
1526,-4246.7,-385.12,1726,60.536,81.5,,,
1527,-4247.1,-385.55,1728.3,60.29,81.5,,,
1528,-4247.5,-385.58,1730.9,60.061,81.5,,,
1529,-4248.1,-385.24,1733.6,59.849,81.5,,,
1530,-4248.8,-384.53,1736.4,59.653,81.5,,,
1531,-4249.8,-386.86,1741.2,59.461,81.5,,,
1532,-4250.8,-388.91,1745.7,59.294,81.5,,,
1533,-4251.9,-390.31,1749.7,59.148,82,,,
1534,-4253.1,-391.29,1752.9,59.014,82,,,
1535,-4254.3,-391.94,1755.4,58.885,82,,,
1536,-4255.5,-392.43,1757.1,58.757,82,,,
1537,-4256.8,-392.89,1758.3,58.625,82,,,
1538,-4258,-393.32,1759.1,58.486,82,,,
1539,-4259.3,-393.5,1759.6,58.337,82,,,
1540,-4260.6,-393.32,1759.9,58.176,82,,,
1541,-4261.9,-392.84,1760.1,58.001,82.5,,,
1542,-4263.2,-392.2,1760.3,57.812,82.5,,,
1543,-4264.5,-391.53,1760.6,57.608,82.5,,,
1544,-4265.8,-390.93,1760.8,57.389,82.5,,,
1545,-4267.1,-390.46,1761.1,57.156,82.5,,,
1546,-4268.4,-390.13,1761.3,56.909,82.5,,,
1547,-4269.7,-389.93,1761.6,56.65,82.5,,,
1548,-4271.9,-387.84,1761.8,56.406,82.5,,,
1549,-4273.6,-388.05,1762,56.13,82.5,,,
1550,-4275.2,-388.73,1762.3,55.836,83,,,
1551,-4276.7,-389.69,1762.7,55.53,83,,,
1552,-4278.1,-390.92,1763.1,55.215,83,,,
1553,-4279.5,-392.38,1763.6,54.891,83,,,
1554,-4281,-394.06,1764.2,54.563,83,,,
1555,-4282.4,-395.89,1765,54.234,83,,,
1556,-4283.8,-397.82,1765.9,53.905,83,,,
1557,-4285.3,-399.73,1766.9,53.581,83,,,
1558,-4286.9,-401.56,1768.2,53.265,83,,,
1559,-4288.5,-403.23,1769.7,52.959,83.5,,,
1560,-4290.1,-404.65,1771.6,52.666,83.5,,,
1561,-4291.9,-405.72,1773.7,52.388,83.5,,,
1562,-4293.7,-406.34,1776.1,52.128,83.5,,,
1563,-4295.6,-406.5,1778.8,51.888,83.5,,,
1564,-4297.5,-406.21,1781.7,51.667,83.5,,,
1565,-4299.6,-405.49,1784.7,51.464,83.5,,,
1566,-4301.9,-407.6,1789.6,51.265,83.5,,,
1567,-4304.2,-409.88,1794.5,51.09,83.5,,,
1568,-4306.5,-411.42,1798.7,50.935,84,,,
1569,-4308.9,-412.47,1802.1,50.792,84,,,
1570,-4311.3,-413.15,1804.7,50.652,84,,,
1571,-4313.7,-413.68,1806.4,50.507,84,,,
1572,-4316.1,-414.22,1807.5,50.354,84,,,
1573,-4318.5,-414.65,1808.1,50.188,84,,,
1574,-4320.8,-414.72,1808.6,50.007,84,,,
1575,-4323.1,-414.38,1808.8,49.81,84,,,
1576,-4325.3,-413.76,1809.1,49.595,84.5,,,
1577,-4327.5,-413.05,1809.3,49.361,84.5,,,
1578,-4329.7,-412.38,1809.5,49.109,84.5,,,
1579,-4331.7,-411.84,1809.8,48.84,84.5,,,
1580,-4333.7,-411.47,1810.1,48.556,84.5,,,
1581,-4335.6,-411.25,1810.3,48.257,84.5,,,
1582,-4337.4,-411.14,1810.6,47.946,84.5,,,
1583,-4340.2,-409.55,1810.8,47.652,84.5,,,
1584,-4342.3,-409.71,1811.1,47.32,84.5,,,
1585,-4344.2,-410.54,1811.4,46.971,85,,,
1586,-4345.9,-411.78,1811.8,46.612,85,,,
1587,-4347.5,-413.34,1812.4,46.245,85,,,
1588,-4349,-415.15,1813,45.875,85,,,
1589,-4350.6,-417.16,1813.8,45.503,85,,,
1590,-4352.1,-419.27,1814.7,45.133,85,,,
1591,-4353.6,-421.37,1815.8,44.769,85,,,
1592,-4355.1,-423.37,1817.2,44.414,85.5,,,
1593,-4356.6,-425.19,1818.8,44.069,85.5,,,
1594,-4358.3,-426.7,1820.8,43.736,85.5,,,
1595,-4360,-427.78,1823.1,43.42,85.5,,,
1596,-4361.7,-428.35,1825.7,43.123,85.5,,,
1597,-4363.6,-428.41,1828.7,42.845,85.5,,,
1598,-4365.6,-427.98,1831.8,42.586,85.5,,,
1599,-4367.9,-427.75,1835.5,42.341,85.5,,,
1600,-4370.1,-430.85,1840.9,42.099,85.5,,,
1601,-4372.4,-432.82,1845.7,41.885,86,,,
1602,-4374.8,-434.14,1849.7,41.686,86,,,
1603,-4377.3,-435.01,1852.7,41.493,86,,,
1604,-4379.8,-435.63,1854.7,41.298,86,,,
1605,-4382.3,-436.26,1856,41.097,86,,,
1606,-4384.8,-436.86,1856.8,40.885,86,,,
1607,-4387.4,-437.13,1857.2,40.66,86,,,
1608,-4389.9,-436.93,1857.5,40.422,86,,,
1609,-4392.4,-436.41,1857.7,40.17,86.5,,,
1610,-4394.9,-435.78,1858,39.903,86.5,,,
1611,-4397.4,-435.2,1858.2,39.623,86.5,,,
1612,-4399.9,-434.77,1858.5,39.331,86.5,,,
1613,-4402.3,-434.55,1858.7,39.028,86.5,,,
1614,-4404.8,-434.51,1859,38.716,86.5,,,
1615,-4407.2,-434.6,1859.2,38.397,86.5,,,
1616,-4410.7,-432.94,1859.4,38.103,86.5,,,
1617,-4413.6,-433.21,1859.6,37.772,87,,,
1618,-4416.2,-434.3,1860,37.425,87,,,
1619,-4418.8,-435.91,1860.4,37.07,87,,,
1620,-4421.3,-437.93,1860.9,36.71,87,,,
1621,-4423.8,-440.29,1861.6,36.346,87,,,
1622,-4426.4,-442.9,1862.4,35.983,87,,,
1623,-4428.9,-445.65,1863.3,35.622,87,,,
1624,-4431.6,-448.43,1864.5,35.265,87,,,
1625,-4434.2,-451.13,1866,34.917,87.5,,,
1626,-4437,-453.61,1867.8,34.578,87.5,,,
1627,-4439.8,-455.71,1870,34.252,87.5,,,
1628,-4442.8,-457.31,1872.5,33.943,87.5,,,
1629,-4445.8,-458.38,1875.4,33.653,87.5,,,
1630,-4448.9,-458.96,1878.5,33.382,87.5,,,
1631,-4452.2,-459.11,1881.8,33.13,87.5,,,
1632,-4456,-464.68,1887.2,32.876,87.5,,,
1633,-4459.4,-471.33,1892.2,32.649,88,,,
1634,-4462.9,-477.94,1896.5,32.441,88,,,
1635,-4466.4,-483.79,1899.6,32.243,88,,,
1636,-4470,-488.22,1901.7,32.047,88,,,
1637,-4473.7,-491.43,1903,31.849,88,,,
1638,-4477.4,-493.59,1903.7,31.645,88,,,
1639,-4481.3,-494.64,1904,31.435,88,,,
1640,-4485.1,-494.86,1904.2,31.217,88,,,
1641,-4489,-494.7,1904.4,30.992,88.5,,,
1642,-4492.9,-494.39,1904.6,30.76,88.5,,,
1643,-4496.9,-493.97,1904.8,30.52,88.5,,,
1644,-4500.8,-493.41,1905,30.275,88.5,,,
1645,-4504.6,-492.74,1905.1,30.026,88.5,,,
1646,-4508.5,-491.95,1905.3,29.772,88.5,,,
1647,-4512.9,-489.85,1905.3,29.537,88.5,,,
1648,-4517.3,-489.01,1905.4,29.279,88.5,,,
1649,-4521.5,-488.48,1905.5,29.013,89,,,
1650,-4525.6,-488.18,1905.7,28.741,89,,,
1651,-4529.8,-488.02,1905.9,28.464,89,,,
1652,-4533.8,-487.96,1906.1,28.184,89,,,
1653,-4538,-487.97,1906.5,27.901,89,,,
1654,-4542.1,-487.98,1906.9,27.617,89,,,
1655,-4546.2,-487.96,1907.4,27.334,89,,,
1656,-4550.4,-487.86,1908.1,27.052,89.5,,,
1657,-4554.6,-487.62,1908.9,26.773,89.5,,,
1658,-4558.8,-487.12,1910,26.5,89.5,,,
1659,-4563,-486.31,1911.3,26.235,89.5,,,
1660,-4567.3,-485.2,1912.8,25.98,89.5,,,
1661,-4571.7,-483.89,1914.4,25.734,89.5,,,
1662,-4576.6,-483,1916.3,25.499,89.5,,,
1663,-4581.2,-486.71,1919.1,25.263,89.5,,,
1664,-4585.8,-491.16,1921.5,25.041,90,,,
1665,-4590.4,-495.76,1923.5,24.827,90,,,
1666,-4595.1,-499.19,1924.7,24.617,90,,,
1667,-4599.8,-501.12,1925.5,24.406,90,,,
1668,-4604.6,-501.81,1925.9,24.194,90,,,
1669,-4609.5,-501.43,1926.1,23.98,90,,,
1670,-4614.4,-500.33,1926.2,23.763,90,,,
1671,-4619.4,-498.97,1926.2,23.545,90.5,,,
