"sigma_yy","strain:0","strain:1","strain:2","Points:0","Points:1","Points:2"
3.836e-05,0.033314,0.00089976,-7.8195e-08,62.77,50,0
3.8235e-05,0.033297,0.000903,-7.8053e-08,62.825,50,0
3.811e-05,0.033279,0.00090625,-7.7912e-08,62.88,50,0
3.7985e-05,0.033261,0.00090949,-7.777e-08,62.935,50,0
3.786e-05,0.033244,0.00091274,-7.7628e-08,62.99,50,0
3.7734e-05,0.033226,0.00091599,-7.7486e-08,63.045,50,0
3.7609e-05,0.033208,0.00091923,-7.7345e-08,63.1,50,0
3.7484e-05,0.033191,0.00092248,-7.7203e-08,63.155,50,0
3.7359e-05,0.033173,0.00092573,-7.7061e-08,63.21,50,0
3.7234e-05,0.033155,0.00092897,-7.6919e-08,63.265,50,0
3.7109e-05,0.033138,0.00093222,-7.6778e-08,63.32,50,0
3.6984e-05,0.03312,0.00093546,-7.6636e-08,63.375,50,0
3.6859e-05,0.033103,0.00093871,-7.6494e-08,63.43,50,0
3.6734e-05,0.033085,0.00094196,-7.6352e-08,63.485,50,0
3.6609e-05,0.033067,0.0009452,-7.6211e-08,63.54,50,0
3.6484e-05,0.03305,0.00094845,-7.6069e-08,63.595,50,0
3.6359e-05,0.033032,0.0009517,-7.5927e-08,63.65,50,0
3.6234e-05,0.033014,0.00095494,-7.5785e-08,63.705,50,0
3.6109e-05,0.032997,0.00095819,-7.5644e-08,63.76,50,0
3.5984e-05,0.032979,0.00096143,-7.5502e-08,63.815,50,0
3.5859e-05,0.032961,0.00096468,-7.536e-08,63.87,50,0
3.5734e-05,0.032944,0.00096793,-7.5218e-08,63.925,50,0
3.5609e-05,0.032926,0.00097117,-7.5077e-08,63.98,50,0
3.5496e-05,0.032909,0.00097475,-7.4904e-08,64.035,50,0
3.5391e-05,0.032893,0.0009785,-7.4714e-08,64.09,50,0
3.5286e-05,0.032877,0.00098226,-7.4524e-08,64.145,50,0
3.5181e-05,0.032861,0.00098602,-7.4334e-08,64.2,50,0
3.5075e-05,0.032845,0.00098978,-7.4144e-08,64.255,50,0
3.497e-05,0.032829,0.00099354,-7.3954e-08,64.31,50,0
3.4865e-05,0.032813,0.0009973,-7.3764e-08,64.365,50,0
3.476e-05,0.032797,0.0010011,-7.3574e-08,64.42,50,0
3.4655e-05,0.032781,0.0010048,-7.3384e-08,64.475,50,0
3.4549e-05,0.032765,0.0010086,-7.3194e-08,64.53,50,0
3.4444e-05,0.032749,0.0010123,-7.3004e-08,64.585,50,0
3.4339e-05,0.032733,0.0010161,-7.2814e-08,64.64,50,0
3.4234e-05,0.032717,0.0010199,-7.2624e-08,64.695,50,0
3.4129e-05,0.032701,0.0010236,-7.2434e-08,64.75,50,0
3.4023e-05,0.032685,0.0010274,-7.2244e-08,64.805,50,0
3.3918e-05,0.032669,0.0010311,-7.2054e-08,64.86,50,0
3.3813e-05,0.032653,0.0010349,-7.1864e-08,64.915,50,0
3.3708e-05,0.032637,0.0010386,-7.1674e-08,64.97,50,0
3.3603e-05,0.032621,0.0010424,-7.1484e-08,65.025,50,0
3.3497e-05,0.032605,0.0010462,-7.1294e-08,65.08,50,0
3.3392e-05,0.032589,0.0010499,-7.1104e-08,65.135,50,0
3.3287e-05,0.032573,0.0010537,-7.0914e-08,65.19,50,0
3.3182e-05,0.032557,0.0010574,-7.0724e-08,65.245,50,0
3.3077e-05,0.032541,0.0010612,-7.0534e-08,65.3,50,0
3.2971e-05,0.032525,0.001065,-7.0344e-08,65.355,50,0
3.2866e-05,0.032509,0.0010687,-7.0154e-08,65.41,50,0
3.2761e-05,0.032493,0.0010725,-6.9964e-08,65.465,50,0
3.2656e-05,0.032477,0.0010762,-6.9774e-08,65.52,50,0
3.2551e-05,0.032461,0.00108,-6.9584e-08,65.575,50,0
3.2445e-05,0.032445,0.0010838,-6.9394e-08,65.63,50,0
3.234e-05,0.032429,0.0010875,-6.9204e-08,65.685,50,0
3.2235e-05,0.032413,0.0010913,-6.9014e-08,65.74,50,0
3.213e-05,0.032397,0.001095,-6.8824e-08,65.795,50,0
3.2025e-05,0.032381,0.0010988,-6.8634e-08,65.85,50,0
3.1919e-05,0.032365,0.0011026,-6.8444e-08,65.905,50,0
3.1814e-05,0.032349,0.0011063,-6.8254e-08,65.96,50,0
3.1713e-05,0.032334,0.0011102,-6.8052e-08,66.015,50,0
3.1622e-05,0.032319,0.0011143,-6.7816e-08,66.07,50,0
3.1532e-05,0.032304,0.0011184,-6.7581e-08,66.125,50,0
3.1441e-05,0.03229,0.0011225,-6.7345e-08,66.18,50,0
3.1351e-05,0.032275,0.0011266,-6.711e-08,66.235,50,0
3.126e-05,0.032261,0.0011307,-6.6874e-08,66.29,50,0
3.117e-05,0.032246,0.0011348,-6.6639e-08,66.345,50,0
3.1079e-05,0.032231,0.0011389,-6.6404e-08,66.4,50,0
3.0988e-05,0.032217,0.001143,-6.6168e-08,66.455,50,0
3.0898e-05,0.032202,0.0011471,-6.5933e-08,66.51,50,0
3.0807e-05,0.032188,0.0011512,-6.5697e-08,66.565,50,0
3.0717e-05,0.032173,0.0011553,-6.5462e-08,66.62,50,0
3.0626e-05,0.032158,0.0011594,-6.5226e-08,66.675,50,0
3.0536e-05,0.032144,0.0011635,-6.4991e-08,66.73,50,0
3.0445e-05,0.032129,0.0011676,-6.4756e-08,66.785,50,0
3.0354e-05,0.032115,0.0011717,-6.452e-08,66.84,50,0
3.0264e-05,0.0321,0.0011758,-6.4285e-08,66.895,50,0
3.0173e-05,0.032085,0.0011799,-6.4049e-08,66.95,50,0
3.0083e-05,0.032071,0.001184,-6.3814e-08,67.005,50,0
2.9992e-05,0.032056,0.0011881,-6.3578e-08,67.06,50,0
2.9902e-05,0.032042,0.0011922,-6.3343e-08,67.115,50,0
2.9811e-05,0.032027,0.0011963,-6.3108e-08,67.17,50,0
2.972e-05,0.032013,0.0012004,-6.2872e-08,67.225,50,0
2.963e-05,0.031998,0.0012045,-6.2637e-08,67.28,50,0
2.9539e-05,0.031983,0.0012086,-6.2401e-08,67.335,50,0
2.9449e-05,0.031969,0.0012127,-6.2166e-08,67.39,50,0
2.9358e-05,0.031954,0.0012169,-6.193e-08,67.445,50,0
2.9268e-05,0.03194,0.001221,-6.1695e-08,67.5,50,0
2.9177e-05,0.031925,0.0012251,-6.1459e-08,67.555,50,0
2.9086e-05,0.03191,0.0012292,-6.1224e-08,67.61,50,0
2.8996e-05,0.031896,0.0012333,-6.0989e-08,67.665,50,0
2.8905e-05,0.031881,0.0012374,-6.0753e-08,67.72,50,0
2.8815e-05,0.031867,0.0012415,-6.0518e-08,67.775,50,0
2.8724e-05,0.031852,0.0012456,-6.0282e-08,67.83,50,0
2.8633e-05,0.031837,0.0012497,-6.0047e-08,67.885,50,0
2.8543e-05,0.031823,0.0012538,-5.9811e-08,67.94,50,0
2.8452e-05,0.031808,0.0012579,-5.9576e-08,67.995,50,0
2.8372e-05,0.031795,0.0012622,-5.9305e-08,68.05,50,0
2.8292e-05,0.031781,0.0012665,-5.9029e-08,68.105,50,0
2.8213e-05,0.031768,0.0012708,-5.8754e-08,68.16,50,0
2.8133e-05,0.031755,0.0012751,-5.8479e-08,68.215,50,0
2.8053e-05,0.031741,0.0012795,-5.8204e-08,68.27,50,0
2.7974e-05,0.031728,0.0012838,-5.7929e-08,68.325,50,0
2.7894e-05,0.031715,0.0012881,-5.7654e-08,68.38,50,0
2.7815e-05,0.031701,0.0012924,-5.7379e-08,68.435,50,0
2.7735e-05,0.031688,0.0012967,-5.7104e-08,68.49,50,0
2.7655e-05,0.031675,0.001301,-5.6829e-08,68.545,50,0
2.7576e-05,0.031661,0.0013054,-5.6553e-08,68.6,50,0
2.7496e-05,0.031648,0.0013097,-5.6278e-08,68.655,50,0
2.7417e-05,0.031635,0.001314,-5.6003e-08,68.71,50,0
2.7337e-05,0.031621,0.0013183,-5.5728e-08,68.765,50,0
2.7257e-05,0.031608,0.0013226,-5.5453e-08,68.82,50,0
2.7178e-05,0.031595,0.0013269,-5.5178e-08,68.875,50,0
2.7098e-05,0.031581,0.0013313,-5.4903e-08,68.93,50,0
2.7019e-05,0.031568,0.0013356,-5.4628e-08,68.985,50,0
2.6939e-05,0.031555,0.0013399,-5.4353e-08,69.04,50,0
2.6859e-05,0.031541,0.0013442,-5.4077e-08,69.095,50,0
2.678e-05,0.031528,0.0013485,-5.3802e-08,69.15,50,0
2.67e-05,0.031515,0.0013529,-5.3527e-08,69.205,50,0
2.6621e-05,0.031501,0.0013572,-5.3252e-08,69.26,50,0
2.6541e-05,0.031488,0.0013615,-5.2977e-08,69.315,50,0
2.6461e-05,0.031475,0.0013658,-5.2702e-08,69.37,50,0
2.6382e-05,0.031461,0.0013701,-5.2427e-08,69.425,50,0
2.6302e-05,0.031448,0.0013744,-5.2152e-08,69.48,50,0
2.6223e-05,0.031435,0.0013788,-5.1877e-08,69.535,50,0
2.6143e-05,0.031421,0.0013831,-5.1601e-08,69.59,50,0
2.6063e-05,0.031408,0.0013874,-5.1326e-08,69.645,50,0
2.5984e-05,0.031394,0.0013917,-5.1051e-08,69.7,50,0
2.5904e-05,0.031381,0.001396,-5.0776e-08,69.755,50,0
2.5825e-05,0.031368,0.0014003,-5.0501e-08,69.81,50,0
2.5745e-05,0.031354,0.0014047,-5.0226e-08,69.865,50,0
2.5666e-05,0.031341,0.001409,-4.9951e-08,69.92,50,0
2.5586e-05,0.031328,0.0014133,-4.9676e-08,69.975,50,0
2.5511e-05,0.031315,0.0014177,-4.9384e-08,70.03,50,0
2.544e-05,0.031303,0.0014221,-4.9077e-08,70.085,50,0
2.5368e-05,0.031291,0.0014265,-4.8771e-08,70.14,50,0
2.5297e-05,0.031278,0.001431,-4.8465e-08,70.195,50,0
2.5226e-05,0.031266,0.0014354,-4.8159e-08,70.25,50,0
2.5155e-05,0.031254,0.0014398,-4.7853e-08,70.305,50,0
2.5084e-05,0.031242,0.0014443,-4.7546e-08,70.36,50,0
2.5012e-05,0.03123,0.0014487,-4.724e-08,70.415,50,0
2.4941e-05,0.031217,0.0014531,-4.6934e-08,70.47,50,0
2.487e-05,0.031205,0.0014575,-4.6628e-08,70.525,50,0
2.4799e-05,0.031193,0.001462,-4.6321e-08,70.58,50,0
2.4727e-05,0.031181,0.0014664,-4.6015e-08,70.635,50,0
2.4656e-05,0.031169,0.0014708,-4.5709e-08,70.69,50,0
2.4585e-05,0.031156,0.0014753,-4.5403e-08,70.745,50,0
2.4514e-05,0.031144,0.0014797,-4.5097e-08,70.8,50,0
2.4442e-05,0.031132,0.0014841,-4.479e-08,70.855,50,0
2.4371e-05,0.03112,0.0014885,-4.4484e-08,70.91,50,0
2.43e-05,0.031107,0.001493,-4.4178e-08,70.965,50,0
2.4229e-05,0.031095,0.0014974,-4.3872e-08,71.02,50,0
2.4158e-05,0.031083,0.0015018,-4.3566e-08,71.075,50,0
2.4086e-05,0.031071,0.0015063,-4.3259e-08,71.13,50,0
2.4015e-05,0.031059,0.0015107,-4.2953e-08,71.185,50,0
2.3944e-05,0.031046,0.0015151,-4.2647e-08,71.24,50,0
2.3873e-05,0.031034,0.0015195,-4.2341e-08,71.295,50,0
2.3801e-05,0.031022,0.001524,-4.2034e-08,71.35,50,0
2.373e-05,0.03101,0.0015284,-4.1728e-08,71.405,50,0
2.3659e-05,0.030998,0.0015328,-4.1422e-08,71.46,50,0
2.3588e-05,0.030985,0.0015373,-4.1116e-08,71.515,50,0
2.3517e-05,0.030973,0.0015417,-4.081e-08,71.57,50,0
2.3445e-05,0.030961,0.0015461,-4.0503e-08,71.625,50,0
2.3374e-05,0.030949,0.0015505,-4.0197e-08,71.68,50,0
2.3303e-05,0.030937,0.001555,-3.9891e-08,71.735,50,0
2.3232e-05,0.030924,0.0015594,-3.9585e-08,71.79,50,0
2.316e-05,0.030912,0.0015638,-3.9278e-08,71.845,50,0
2.3089e-05,0.0309,0.0015683,-3.8972e-08,71.9,50,0
2.3018e-05,0.030888,0.0015727,-3.8666e-08,71.955,50,0
2.2948e-05,0.030876,0.0015771,-3.8356e-08,72.01,50,0
2.2883e-05,0.030864,0.0015816,-3.803e-08,72.065,50,0
2.2818e-05,0.030853,0.001586,-3.7704e-08,72.12,50,0
2.2754e-05,0.030842,0.0015905,-3.7377e-08,72.175,50,0
2.2689e-05,0.030831,0.0015949,-3.7051e-08,72.23,50,0
2.2624e-05,0.03082,0.0015994,-3.6725e-08,72.285,50,0
2.2559e-05,0.030809,0.0016039,-3.6399e-08,72.34,50,0
2.2495e-05,0.030797,0.0016083,-3.6072e-08,72.395,50,0
2.243e-05,0.030786,0.0016128,-3.5746e-08,72.45,50,0
2.2365e-05,0.030775,0.0016172,-3.542e-08,72.505,50,0
2.23e-05,0.030764,0.0016217,-3.5094e-08,72.56,50,0
2.2235e-05,0.030753,0.0016261,-3.4767e-08,72.615,50,0
2.2171e-05,0.030742,0.0016306,-3.4441e-08,72.67,50,0
2.2106e-05,0.03073,0.0016351,-3.4115e-08,72.725,50,0
2.2041e-05,0.030719,0.0016395,-3.3789e-08,72.78,50,0
2.1976e-05,0.030708,0.001644,-3.3462e-08,72.835,50,0
2.1912e-05,0.030697,0.0016484,-3.3136e-08,72.89,50,0
2.1847e-05,0.030686,0.0016529,-3.281e-08,72.945,50,0
2.1782e-05,0.030675,0.0016573,-3.2484e-08,73,50,0
2.1717e-05,0.030663,0.0016618,-3.2157e-08,73.055,50,0
2.1653e-05,0.030652,0.0016662,-3.1831e-08,73.11,50,0
2.1588e-05,0.030641,0.0016707,-3.1505e-08,73.165,50,0
2.1523e-05,0.03063,0.0016752,-3.1179e-08,73.22,50,0
2.1458e-05,0.030619,0.0016796,-3.0852e-08,73.275,50,0
2.1394e-05,0.030608,0.0016841,-3.0526e-08,73.33,50,0
2.1329e-05,0.030596,0.0016885,-3.02e-08,73.385,50,0
2.1264e-05,0.030585,0.001693,-2.9874e-08,73.44,50,0
2.1199e-05,0.030574,0.0016974,-2.9547e-08,73.495,50,0
2.1134e-05,0.030563,0.0017019,-2.9221e-08,73.55,50,0
2.107e-05,0.030552,0.0017063,-2.8895e-08,73.605,50,0
2.1005e-05,0.030541,0.0017108,-2.8569e-08,73.66,50,0
2.094e-05,0.030529,0.0017153,-2.8242e-08,73.715,50,0
2.0875e-05,0.030518,0.0017197,-2.7916e-08,73.77,50,0
2.0811e-05,0.030507,0.0017242,-2.759e-08,73.825,50,0
2.0746e-05,0.030496,0.0017286,-2.7264e-08,73.88,50,0
2.0681e-05,0.030485,0.0017331,-2.6937e-08,73.935,50,0
2.0616e-05,0.030474,0.0017375,-2.6611e-08,73.99,50,0
2.0556e-05,0.030463,0.001742,-2.6279e-08,74.045,50,0
2.0496e-05,0.030453,0.0017464,-2.5946e-08,74.1,50,0
2.0436e-05,0.030443,0.0017508,-2.5612e-08,74.155,50,0
2.0377e-05,0.030433,0.0017552,-2.5279e-08,74.21,50,0
2.0317e-05,0.030422,0.0017596,-2.4946e-08,74.265,50,0
2.0257e-05,0.030412,0.001764,-2.4613e-08,74.32,50,0
2.0197e-05,0.030402,0.0017684,-2.4279e-08,74.375,50,0
2.0138e-05,0.030392,0.0017728,-2.3946e-08,74.43,50,0
2.0078e-05,0.030382,0.0017773,-2.3613e-08,74.485,50,0
2.0018e-05,0.030371,0.0017817,-2.3279e-08,74.54,50,0
1.9959e-05,0.030361,0.0017861,-2.2946e-08,74.595,50,0
1.9899e-05,0.030351,0.0017905,-2.2613e-08,74.65,50,0
1.9839e-05,0.030341,0.0017949,-2.228e-08,74.705,50,0
1.9779e-05,0.030331,0.0017993,-2.1946e-08,74.76,50,0
1.972e-05,0.03032,0.0018037,-2.1613e-08,74.815,50,0
1.966e-05,0.03031,0.0018081,-2.128e-08,74.87,50,0
1.96e-05,0.0303,0.0018126,-2.0946e-08,74.925,50,0
1.9541e-05,0.03029,0.001817,-2.0613e-08,74.98,50,0
1.9481e-05,0.03028,0.0018214,-2.028e-08,75.035,50,0
1.9421e-05,0.030269,0.0018258,-1.9947e-08,75.09,50,0
1.9361e-05,0.030259,0.0018302,-1.9613e-08,75.145,50,0
1.9302e-05,0.030249,0.0018346,-1.928e-08,75.2,50,0
1.9242e-05,0.030239,0.001839,-1.8947e-08,75.255,50,0
1.9182e-05,0.030229,0.0018434,-1.8613e-08,75.31,50,0
1.9123e-05,0.030218,0.0018479,-1.828e-08,75.365,50,0
1.9063e-05,0.030208,0.0018523,-1.7947e-08,75.42,50,0
1.9003e-05,0.030198,0.0018567,-1.7613e-08,75.475,50,0
1.8943e-05,0.030188,0.0018611,-1.728e-08,75.53,50,0
1.8884e-05,0.030178,0.0018655,-1.6947e-08,75.585,50,0
1.8824e-05,0.030167,0.0018699,-1.6614e-08,75.64,50,0
1.8764e-05,0.030157,0.0018743,-1.628e-08,75.695,50,0
1.8705e-05,0.030147,0.0018787,-1.5947e-08,75.75,50,0
1.8645e-05,0.030137,0.0018832,-1.5614e-08,75.805,50,0
1.8585e-05,0.030127,0.0018876,-1.528e-08,75.86,50,0
1.8525e-05,0.030116,0.001892,-1.4947e-08,75.915,50,0
1.8466e-05,0.030106,0.0018964,-1.4614e-08,75.97,50,0
1.8408e-05,0.030096,0.0019008,-1.4284e-08,76.025,50,0
1.8352e-05,0.030087,0.0019051,-1.3958e-08,76.08,50,0
1.8296e-05,0.030078,0.0019094,-1.3632e-08,76.135,50,0
1.8241e-05,0.030069,0.0019137,-1.3306e-08,76.19,50,0
1.8185e-05,0.030059,0.001918,-1.298e-08,76.245,50,0
1.8129e-05,0.03005,0.0019223,-1.2654e-08,76.3,50,0
1.8074e-05,0.030041,0.0019266,-1.2328e-08,76.355,50,0
1.8018e-05,0.030031,0.0019309,-1.2001e-08,76.41,50,0
1.7962e-05,0.030022,0.0019352,-1.1675e-08,76.465,50,0
1.7906e-05,0.030013,0.0019395,-1.1349e-08,76.52,50,0
1.7851e-05,0.030004,0.0019438,-1.1023e-08,76.575,50,0
1.7795e-05,0.029994,0.0019481,-1.0697e-08,76.63,50,0
1.7739e-05,0.029985,0.0019525,-1.0371e-08,76.685,50,0
1.7684e-05,0.029976,0.0019568,-1.0045e-08,76.74,50,0
1.7628e-05,0.029967,0.0019611,-9.7191e-09,76.795,50,0
1.7572e-05,0.029957,0.0019654,-9.393e-09,76.85,50,0
1.7517e-05,0.029948,0.0019697,-9.0669e-09,76.905,50,0
1.7461e-05,0.029939,0.001974,-8.7409e-09,76.96,50,0
1.7405e-05,0.029929,0.0019783,-8.4148e-09,77.015,50,0
1.7349e-05,0.02992,0.0019826,-8.0887e-09,77.07,50,0
1.7294e-05,0.029911,0.0019869,-7.7627e-09,77.125,50,0
1.7238e-05,0.029902,0.0019912,-7.4366e-09,77.18,50,0
1.7182e-05,0.029892,0.0019955,-7.1106e-09,77.235,50,0
1.7127e-05,0.029883,0.0019999,-6.7845e-09,77.29,50,0
1.7071e-05,0.029874,0.0020042,-6.4584e-09,77.345,50,0
1.7015e-05,0.029864,0.0020085,-6.1324e-09,77.4,50,0
1.6959e-05,0.029855,0.0020128,-5.8063e-09,77.455,50,0
1.6904e-05,0.029846,0.0020171,-5.4803e-09,77.51,50,0
1.6848e-05,0.029837,0.0020214,-5.1542e-09,77.565,50,0
1.6792e-05,0.029827,0.0020257,-4.8281e-09,77.62,50,0
1.6737e-05,0.029818,0.00203,-4.5021e-09,77.675,50,0
1.6681e-05,0.029809,0.0020343,-4.176e-09,77.73,50,0
1.6625e-05,0.0298,0.0020386,-3.8499e-09,77.785,50,0
1.657e-05,0.02979,0.0020429,-3.5239e-09,77.84,50,0
1.6514e-05,0.029781,0.0020473,-3.1979e-09,77.895,50,0
1.6458e-05,0.029772,0.0020516,-2.8718e-09,77.95,50,0
1.6403e-05,0.029762,0.0020559,-2.5477e-09,78.005,50,0
1.635e-05,0.029754,0.00206,-2.2437e-09,78.06,50,0
1.6298e-05,0.029746,0.0020642,-1.9396e-09,78.115,50,0
1.6245e-05,0.029737,0.0020683,-1.6355e-09,78.17,50,0
1.6193e-05,0.029729,0.0020725,-1.3315e-09,78.225,50,0
1.614e-05,0.02972,0.0020766,-1.0274e-09,78.28,50,0
1.6088e-05,0.029712,0.0020808,-7.2332e-10,78.335,50,0
1.6035e-05,0.029704,0.0020849,-4.1925e-10,78.39,50,0
1.5983e-05,0.029695,0.0020891,-1.1517e-10,78.445,50,0
1.593e-05,0.029687,0.0020932,1.889e-10,78.5,50,0
1.5878e-05,0.029678,0.0020974,4.9297e-10,78.555,50,0
1.5826e-05,0.02967,0.0021016,7.9704e-10,78.61,50,0
1.5773e-05,0.029662,0.0021057,1.1011e-09,78.665,50,0
1.5721e-05,0.029653,0.0021099,1.4052e-09,78.72,50,0
1.5668e-05,0.029645,0.002114,1.7093e-09,78.775,50,0
1.5616e-05,0.029636,0.0021182,2.0133e-09,78.83,50,0
1.5563e-05,0.029628,0.0021223,2.3174e-09,78.885,50,0
1.5511e-05,0.02962,0.0021265,2.6215e-09,78.94,50,0
1.5458e-05,0.029611,0.0021306,2.9255e-09,78.995,50,0
1.5406e-05,0.029603,0.0021348,3.2296e-09,79.05,50,0
1.5353e-05,0.029595,0.0021389,3.5337e-09,79.105,50,0
1.5301e-05,0.029586,0.0021431,3.8377e-09,79.16,50,0
1.5248e-05,0.029578,0.0021472,4.1418e-09,79.215,50,0
1.5196e-05,0.029569,0.0021514,4.4458e-09,79.27,50,0
1.5143e-05,0.029561,0.0021556,4.7499e-09,79.325,50,0
1.5091e-05,0.029553,0.0021597,5.054e-09,79.38,50,0
1.5039e-05,0.029544,0.0021639,5.3581e-09,79.435,50,0
1.4986e-05,0.029536,0.002168,5.6621e-09,79.49,50,0
1.4934e-05,0.029527,0.0021722,5.9662e-09,79.545,50,0
1.4881e-05,0.029519,0.0021763,6.2703e-09,79.6,50,0
1.4829e-05,0.029511,0.0021805,6.5743e-09,79.655,50,0
1.4776e-05,0.029502,0.0021846,6.8784e-09,79.71,50,0
1.4724e-05,0.029494,0.0021888,7.1825e-09,79.765,50,0
1.4671e-05,0.029485,0.0021929,7.4866e-09,79.82,50,0
1.4619e-05,0.029477,0.0021971,7.7906e-09,79.875,50,0
1.4566e-05,0.029469,0.0022012,8.0947e-09,79.93,50,0
1.4514e-05,0.02946,0.0022054,8.3988e-09,79.985,50,0
1.4463e-05,0.029452,0.0022094,8.6763e-09,80.04,50,0
1.4414e-05,0.029445,0.0022134,8.9439e-09,80.095,50,0
1.4364e-05,0.029437,0.0022173,9.2115e-09,80.15,50,0
1.4314e-05,0.02943,0.0022213,9.4791e-09,80.205,50,0
1.4264e-05,0.029422,0.0022252,9.7467e-09,80.26,50,0
1.4214e-05,0.029415,0.0022292,1.0014e-08,80.315,50,0
1.4165e-05,0.029407,0.0022331,1.0282e-08,80.37,50,0
1.4115e-05,0.0294,0.0022371,1.0549e-08,80.425,50,0
1.4065e-05,0.029392,0.0022411,1.0817e-08,80.48,50,0
1.4015e-05,0.029384,0.002245,1.1085e-08,80.535,50,0
1.3966e-05,0.029377,0.002249,1.1352e-08,80.59,50,0
1.3916e-05,0.029369,0.0022529,1.162e-08,80.645,50,0
1.3866e-05,0.029362,0.0022569,1.1887e-08,80.7,50,0
1.3816e-05,0.029354,0.0022608,1.2155e-08,80.755,50,0
1.3767e-05,0.029347,0.0022648,1.2422e-08,80.81,50,0
1.3717e-05,0.029339,0.0022687,1.269e-08,80.865,50,0
1.3667e-05,0.029332,0.0022727,1.2958e-08,80.92,50,0
1.3617e-05,0.029324,0.0022766,1.3225e-08,80.975,50,0
1.3567e-05,0.029317,0.0022806,1.3493e-08,81.03,50,0
1.3518e-05,0.029309,0.0022846,1.376e-08,81.085,50,0
1.3468e-05,0.029301,0.0022885,1.4028e-08,81.14,50,0
1.3418e-05,0.029294,0.0022925,1.4296e-08,81.195,50,0
1.3368e-05,0.029286,0.0022964,1.4563e-08,81.25,50,0
1.3319e-05,0.029279,0.0023004,1.4831e-08,81.305,50,0
1.3269e-05,0.029271,0.0023043,1.5098e-08,81.36,50,0
1.3219e-05,0.029264,0.0023083,1.5366e-08,81.415,50,0
1.3169e-05,0.029256,0.0023122,1.5634e-08,81.47,50,0
1.3119e-05,0.029249,0.0023162,1.5901e-08,81.525,50,0
1.307e-05,0.029241,0.0023202,1.6169e-08,81.58,50,0
1.302e-05,0.029234,0.0023241,1.6436e-08,81.635,50,0
1.297e-05,0.029226,0.0023281,1.6704e-08,81.69,50,0
1.292e-05,0.029218,0.002332,1.6971e-08,81.745,50,0
1.2871e-05,0.029211,0.002336,1.7239e-08,81.8,50,0
1.2821e-05,0.029203,0.0023399,1.7507e-08,81.855,50,0
1.2771e-05,0.029196,0.0023439,1.7774e-08,81.91,50,0
1.2721e-05,0.029188,0.0023478,1.8042e-08,81.965,50,0
1.2672e-05,0.029181,0.0023517,1.8291e-08,82.02,50,0
1.2625e-05,0.029174,0.0023554,1.8509e-08,82.075,50,0
1.2578e-05,0.029168,0.0023591,1.8726e-08,82.13,50,0
1.2531e-05,0.029161,0.0023629,1.8944e-08,82.185,50,0
1.2483e-05,0.029154,0.0023666,1.9162e-08,82.24,50,0
1.2436e-05,0.029147,0.0023703,1.9379e-08,82.295,50,0
1.2389e-05,0.029141,0.002374,1.9597e-08,82.35,50,0
1.2342e-05,0.029134,0.0023777,1.9815e-08,82.405,50,0
1.2294e-05,0.029127,0.0023814,2.0032e-08,82.46,50,0
1.2247e-05,0.029121,0.0023852,2.025e-08,82.515,50,0
1.22e-05,0.029114,0.0023889,2.0468e-08,82.57,50,0
1.2153e-05,0.029107,0.0023926,2.0685e-08,82.625,50,0
1.2105e-05,0.029101,0.0023963,2.0903e-08,82.68,50,0
1.2058e-05,0.029094,0.0024,2.112e-08,82.735,50,0
1.2011e-05,0.029087,0.0024038,2.1338e-08,82.79,50,0
1.1964e-05,0.02908,0.0024075,2.1556e-08,82.845,50,0
1.1916e-05,0.029074,0.0024112,2.1773e-08,82.9,50,0
1.1869e-05,0.029067,0.0024149,2.1991e-08,82.955,50,0
1.1822e-05,0.02906,0.0024186,2.2209e-08,83.01,50,0
1.1775e-05,0.029054,0.0024223,2.2426e-08,83.065,50,0
1.1727e-05,0.029047,0.0024261,2.2644e-08,83.12,50,0
1.168e-05,0.02904,0.0024298,2.2862e-08,83.175,50,0
1.1633e-05,0.029033,0.0024335,2.3079e-08,83.23,50,0
1.1586e-05,0.029027,0.0024372,2.3297e-08,83.285,50,0
1.1538e-05,0.02902,0.0024409,2.3514e-08,83.34,50,0
1.1491e-05,0.029013,0.0024447,2.3732e-08,83.395,50,0
1.1444e-05,0.029007,0.0024484,2.395e-08,83.45,50,0
1.1397e-05,0.029,0.0024521,2.4167e-08,83.505,50,0
1.1349e-05,0.028993,0.0024558,2.4385e-08,83.56,50,0
1.1302e-05,0.028987,0.0024595,2.4603e-08,83.615,50,0
1.1255e-05,0.02898,0.0024632,2.482e-08,83.67,50,0
1.1208e-05,0.028973,0.002467,2.5038e-08,83.725,50,0
1.116e-05,0.028966,0.0024707,2.5255e-08,83.78,50,0
1.1113e-05,0.02896,0.0024744,2.5473e-08,83.835,50,0
1.1066e-05,0.028953,0.0024781,2.5691e-08,83.89,50,0
1.1019e-05,0.028946,0.0024818,2.5908e-08,83.945,50,0
1.0971e-05,0.02894,0.0024856,2.6126e-08,84,50,0
1.0927e-05,0.028934,0.002489,2.6282e-08,84.055,50,0
1.0883e-05,0.028928,0.0024925,2.6438e-08,84.11,50,0
1.0839e-05,0.028922,0.0024959,2.6594e-08,84.165,50,0
1.0795e-05,0.028916,0.0024994,2.675e-08,84.22,50,0
1.0751e-05,0.02891,0.0025028,2.6906e-08,84.275,50,0
1.0707e-05,0.028905,0.0025063,2.7062e-08,84.33,50,0
