"sigma_yy","strain:0","strain:1","strain:2","Points:0","Points:1","Points:2"
1.0663e-05,0.028899,0.0025097,2.7218e-08,84.385,50,0
1.0619e-05,0.028893,0.0025132,2.7374e-08,84.44,50,0
1.0574e-05,0.028887,0.0025166,2.753e-08,84.495,50,0
1.053e-05,0.028881,0.0025201,2.7686e-08,84.55,50,0
1.0486e-05,0.028875,0.0025235,2.7842e-08,84.605,50,0
1.0442e-05,0.028869,0.002527,2.7998e-08,84.66,50,0
1.0398e-05,0.028864,0.0025304,2.8154e-08,84.715,50,0
1.0354e-05,0.028858,0.0025339,2.831e-08,84.77,50,0
1.031e-05,0.028852,0.0025373,2.8466e-08,84.825,50,0
1.0266e-05,0.028846,0.0025408,2.8622e-08,84.88,50,0
1.0222e-05,0.02884,0.0025442,2.8778e-08,84.935,50,0
1.0177e-05,0.028834,0.0025477,2.8934e-08,84.99,50,0
1.0133e-05,0.028828,0.0025511,2.909e-08,85.045,50,0
1.0089e-05,0.028823,0.0025546,2.9246e-08,85.1,50,0
1.0045e-05,0.028817,0.002558,2.9402e-08,85.155,50,0
1.0001e-05,0.028811,0.0025615,2.9558e-08,85.21,50,0
9.9568e-06,0.028805,0.0025649,2.9714e-08,85.265,50,0
9.9127e-06,0.028799,0.0025684,2.987e-08,85.32,50,0
9.8686e-06,0.028793,0.0025718,3.0026e-08,85.375,50,0
9.8245e-06,0.028788,0.0025753,3.0182e-08,85.43,50,0
9.7803e-06,0.028782,0.0025787,3.0338e-08,85.485,50,0
9.7362e-06,0.028776,0.0025822,3.0494e-08,85.54,50,0
9.6921e-06,0.02877,0.0025856,3.065e-08,85.595,50,0
9.648e-06,0.028764,0.0025891,3.0806e-08,85.65,50,0
9.6039e-06,0.028758,0.0025925,3.0962e-08,85.705,50,0
9.5598e-06,0.028752,0.002596,3.1118e-08,85.76,50,0
9.5156e-06,0.028747,0.0025994,3.1274e-08,85.815,50,0
9.4715e-06,0.028741,0.0026029,3.143e-08,85.87,50,0
9.4274e-06,0.028735,0.0026063,3.1586e-08,85.925,50,0
9.3833e-06,0.028729,0.0026098,3.1742e-08,85.98,50,0
9.3432e-06,0.028724,0.002613,3.1853e-08,86.035,50,0
9.3053e-06,0.028719,0.0026162,3.1938e-08,86.09,50,0
9.2674e-06,0.028714,0.0026193,3.2023e-08,86.145,50,0
9.2296e-06,0.028709,0.0026225,3.2108e-08,86.2,50,0
9.1917e-06,0.028704,0.0026256,3.2194e-08,86.255,50,0
9.1539e-06,0.028699,0.0026288,3.2279e-08,86.31,50,0
9.116e-06,0.028695,0.0026319,3.2364e-08,86.365,50,0
9.0781e-06,0.02869,0.0026351,3.2449e-08,86.42,50,0
9.0403e-06,0.028685,0.0026383,3.2535e-08,86.475,50,0
9.0024e-06,0.02868,0.0026414,3.262e-08,86.53,50,0
8.9646e-06,0.028675,0.0026446,3.2705e-08,86.585,50,0
8.9267e-06,0.02867,0.0026477,3.279e-08,86.64,50,0
8.8888e-06,0.028665,0.0026509,3.2875e-08,86.695,50,0
8.851e-06,0.02866,0.002654,3.2961e-08,86.75,50,0
8.8131e-06,0.028656,0.0026572,3.3046e-08,86.805,50,0
8.7753e-06,0.028651,0.0026604,3.3131e-08,86.86,50,0
8.7374e-06,0.028646,0.0026635,3.3216e-08,86.915,50,0
8.6995e-06,0.028641,0.0026667,3.3301e-08,86.97,50,0
8.6617e-06,0.028636,0.0026698,3.3387e-08,87.025,50,0
8.6238e-06,0.028631,0.002673,3.3472e-08,87.08,50,0
8.5859e-06,0.028626,0.0026761,3.3557e-08,87.135,50,0
8.5481e-06,0.028621,0.0026793,3.3642e-08,87.19,50,0
8.5102e-06,0.028617,0.0026824,3.3728e-08,87.245,50,0
8.4724e-06,0.028612,0.0026856,3.3813e-08,87.3,50,0
8.4345e-06,0.028607,0.0026888,3.3898e-08,87.355,50,0
8.3966e-06,0.028602,0.0026919,3.3983e-08,87.41,50,0
8.3588e-06,0.028597,0.0026951,3.4068e-08,87.465,50,0
8.3209e-06,0.028592,0.0026982,3.4154e-08,87.52,50,0
8.2831e-06,0.028587,0.0027014,3.4239e-08,87.575,50,0
8.2452e-06,0.028582,0.0027045,3.4324e-08,87.63,50,0
8.2073e-06,0.028578,0.0027077,3.4409e-08,87.685,50,0
8.1695e-06,0.028573,0.0027108,3.4494e-08,87.74,50,0
8.1316e-06,0.028568,0.002714,3.458e-08,87.795,50,0
8.0938e-06,0.028563,0.0027172,3.4665e-08,87.85,50,0
8.0559e-06,0.028558,0.0027203,3.475e-08,87.905,50,0
8.018e-06,0.028553,0.0027235,3.4835e-08,87.96,50,0
7.9849e-06,0.028549,0.0027265,3.49e-08,88.015,50,0
7.9645e-06,0.028545,0.0027294,3.4908e-08,88.07,50,0
7.9441e-06,0.028542,0.0027322,3.4917e-08,88.125,50,0
7.9236e-06,0.028538,0.0027351,3.4925e-08,88.18,50,0
7.9032e-06,0.028535,0.0027379,3.4934e-08,88.235,50,0
7.8828e-06,0.028531,0.0027408,3.4942e-08,88.29,50,0
7.8623e-06,0.028528,0.0027436,3.4951e-08,88.345,50,0
7.8419e-06,0.028524,0.0027464,3.4959e-08,88.4,50,0
7.8215e-06,0.028521,0.0027493,3.4968e-08,88.455,50,0
7.801e-06,0.028517,0.0027521,3.4976e-08,88.51,50,0
7.7806e-06,0.028514,0.002755,3.4985e-08,88.565,50,0
7.7602e-06,0.02851,0.0027578,3.4993e-08,88.62,50,0
7.7397e-06,0.028507,0.0027607,3.5002e-08,88.675,50,0
7.7193e-06,0.028503,0.0027635,3.501e-08,88.73,50,0
7.6989e-06,0.0285,0.0027663,3.5019e-08,88.785,50,0
7.6784e-06,0.028496,0.0027692,3.5027e-08,88.84,50,0
7.658e-06,0.028493,0.002772,3.5036e-08,88.895,50,0
7.6376e-06,0.028489,0.0027749,3.5044e-08,88.95,50,0
7.6171e-06,0.028485,0.0027777,3.5053e-08,89.005,50,0
7.5967e-06,0.028482,0.0027806,3.5061e-08,89.06,50,0
7.5763e-06,0.028478,0.0027834,3.507e-08,89.115,50,0
7.5558e-06,0.028475,0.0027862,3.5078e-08,89.17,50,0
7.5354e-06,0.028471,0.0027891,3.5087e-08,89.225,50,0
7.515e-06,0.028468,0.0027919,3.5095e-08,89.28,50,0
7.4945e-06,0.028464,0.0027948,3.5104e-08,89.335,50,0
7.4741e-06,0.028461,0.0027976,3.5112e-08,89.39,50,0
7.4537e-06,0.028457,0.0028005,3.5121e-08,89.445,50,0
7.4332e-06,0.028454,0.0028033,3.5129e-08,89.5,50,0
7.4128e-06,0.02845,0.0028061,3.5138e-08,89.555,50,0
7.3924e-06,0.028447,0.002809,3.5146e-08,89.61,50,0
7.3719e-06,0.028443,0.0028118,3.5155e-08,89.665,50,0
7.3515e-06,0.02844,0.0028147,3.5163e-08,89.72,50,0
7.3311e-06,0.028436,0.0028175,3.5172e-08,89.775,50,0
7.3106e-06,0.028433,0.0028203,3.518e-08,89.83,50,0
7.2902e-06,0.028429,0.0028232,3.5189e-08,89.885,50,0
7.2698e-06,0.028426,0.002826,3.5197e-08,89.94,50,0
7.2493e-06,0.028422,0.0028289,3.5206e-08,89.995,50,0
7.2749e-06,0.028421,0.0028314,3.5143e-08,90.05,50,0
7.3051e-06,0.02842,0.0028339,3.5072e-08,90.105,50,0
7.3353e-06,0.028418,0.0028365,3.5002e-08,90.16,50,0
7.3655e-06,0.028417,0.002839,3.4932e-08,90.215,50,0
7.3957e-06,0.028416,0.0028415,3.4861e-08,90.27,50,0
7.4259e-06,0.028415,0.002844,3.4791e-08,90.325,50,0
7.456e-06,0.028413,0.0028465,3.4721e-08,90.38,50,0
7.4862e-06,0.028412,0.002849,3.465e-08,90.435,50,0
7.5164e-06,0.028411,0.0028516,3.458e-08,90.49,50,0
7.5466e-06,0.02841,0.0028541,3.4509e-08,90.545,50,0
7.5768e-06,0.028409,0.0028566,3.4439e-08,90.6,50,0
7.607e-06,0.028407,0.0028591,3.4369e-08,90.655,50,0
7.6372e-06,0.028406,0.0028616,3.4298e-08,90.71,50,0
7.6674e-06,0.028405,0.0028641,3.4228e-08,90.765,50,0
7.6976e-06,0.028404,0.0028666,3.4157e-08,90.82,50,0
7.7278e-06,0.028402,0.0028692,3.4087e-08,90.875,50,0
7.7579e-06,0.028401,0.0028717,3.4017e-08,90.93,50,0
7.7881e-06,0.0284,0.0028742,3.3946e-08,90.985,50,0
7.8183e-06,0.028399,0.0028767,3.3876e-08,91.04,50,0
7.8485e-06,0.028398,0.0028792,3.3806e-08,91.095,50,0
7.8787e-06,0.028396,0.0028817,3.3735e-08,91.15,50,0
7.9089e-06,0.028395,0.0028843,3.3665e-08,91.205,50,0
7.9391e-06,0.028394,0.0028868,3.3594e-08,91.26,50,0
7.9693e-06,0.028393,0.0028893,3.3524e-08,91.315,50,0
7.9995e-06,0.028392,0.0028918,3.3454e-08,91.37,50,0
8.0297e-06,0.02839,0.0028943,3.3383e-08,91.425,50,0
8.0598e-06,0.028389,0.0028968,3.3313e-08,91.48,50,0
8.09e-06,0.028388,0.0028994,3.3243e-08,91.535,50,0
8.1202e-06,0.028387,0.0029019,3.3172e-08,91.59,50,0
8.1504e-06,0.028385,0.0029044,3.3102e-08,91.645,50,0
8.1806e-06,0.028384,0.0029069,3.3031e-08,91.7,50,0
8.2108e-06,0.028383,0.0029094,3.2961e-08,91.755,50,0
8.241e-06,0.028382,0.0029119,3.2891e-08,91.81,50,0
8.2712e-06,0.028381,0.0029145,3.282e-08,91.865,50,0
8.3014e-06,0.028379,0.002917,3.275e-08,91.92,50,0
8.3316e-06,0.028378,0.0029195,3.268e-08,91.975,50,0
8.4219e-06,0.028378,0.0029218,3.2567e-08,92.03,50,0
8.5624e-06,0.02838,0.002924,3.2419e-08,92.085,50,0
8.7029e-06,0.028381,0.0029262,3.2272e-08,92.14,50,0
8.8434e-06,0.028383,0.0029284,3.2124e-08,92.195,50,0
8.9839e-06,0.028385,0.0029305,3.1977e-08,92.25,50,0
9.1244e-06,0.028386,0.0029327,3.1829e-08,92.305,50,0
9.2649e-06,0.028388,0.0029349,3.1681e-08,92.36,50,0
9.4054e-06,0.028389,0.0029371,3.1534e-08,92.415,50,0
9.5459e-06,0.028391,0.0029393,3.1386e-08,92.47,50,0
9.6864e-06,0.028392,0.0029415,3.1238e-08,92.525,50,0
9.8269e-06,0.028394,0.0029436,3.1091e-08,92.58,50,0
9.9674e-06,0.028395,0.0029458,3.0943e-08,92.635,50,0
1.0108e-05,0.028397,0.002948,3.0796e-08,92.69,50,0
1.0248e-05,0.028398,0.0029502,3.0648e-08,92.745,50,0
1.0389e-05,0.0284,0.0029524,3.05e-08,92.8,50,0
1.0529e-05,0.028401,0.0029546,3.0353e-08,92.855,50,0
1.067e-05,0.028403,0.0029567,3.0205e-08,92.91,50,0
1.081e-05,0.028405,0.0029589,3.0058e-08,92.965,50,0
1.0951e-05,0.028406,0.0029611,2.991e-08,93.02,50,0
1.1091e-05,0.028408,0.0029633,2.9762e-08,93.075,50,0
1.1232e-05,0.028409,0.0029655,2.9615e-08,93.13,50,0
1.1372e-05,0.028411,0.0029677,2.9467e-08,93.185,50,0
1.1513e-05,0.028412,0.0029698,2.9319e-08,93.24,50,0
1.1653e-05,0.028414,0.002972,2.9172e-08,93.295,50,0
1.1794e-05,0.028415,0.0029742,2.9024e-08,93.35,50,0
1.1934e-05,0.028417,0.0029764,2.8877e-08,93.405,50,0
1.2075e-05,0.028418,0.0029786,2.8729e-08,93.46,50,0
1.2215e-05,0.02842,0.0029807,2.8581e-08,93.515,50,0
1.2356e-05,0.028422,0.0029829,2.8434e-08,93.57,50,0
1.2496e-05,0.028423,0.0029851,2.8286e-08,93.625,50,0
1.2637e-05,0.028425,0.0029873,2.8139e-08,93.68,50,0
1.2777e-05,0.028426,0.0029895,2.7991e-08,93.735,50,0
1.2918e-05,0.028428,0.0029917,2.7843e-08,93.79,50,0
1.3058e-05,0.028429,0.0029938,2.7696e-08,93.845,50,0
1.3199e-05,0.028431,0.002996,2.7548e-08,93.9,50,0
1.3339e-05,0.028432,0.0029982,2.74e-08,93.955,50,0
1.3453e-05,0.028432,0.0030003,2.724e-08,94.01,50,0
1.3448e-05,0.028421,0.0030022,2.702e-08,94.065,50,0
1.3442e-05,0.028411,0.003004,2.68e-08,94.12,50,0
1.3437e-05,0.0284,0.0030059,2.6581e-08,94.175,50,0
1.3431e-05,0.02839,0.0030077,2.6361e-08,94.23,50,0
1.3426e-05,0.02838,0.0030096,2.6142e-08,94.285,50,0
1.342e-05,0.028369,0.0030114,2.5922e-08,94.34,50,0
1.3415e-05,0.028359,0.0030133,2.5702e-08,94.395,50,0
1.3409e-05,0.028348,0.0030151,2.5483e-08,94.45,50,0
1.3404e-05,0.028338,0.003017,2.5263e-08,94.505,50,0
1.3398e-05,0.028328,0.0030188,2.5044e-08,94.56,50,0
1.3393e-05,0.028317,0.0030207,2.4824e-08,94.615,50,0
1.3387e-05,0.028307,0.0030225,2.4604e-08,94.67,50,0
1.3382e-05,0.028296,0.0030244,2.4385e-08,94.725,50,0
1.3376e-05,0.028286,0.0030262,2.4165e-08,94.78,50,0
1.3371e-05,0.028276,0.0030281,2.3946e-08,94.835,50,0
1.3365e-05,0.028265,0.0030299,2.3726e-08,94.89,50,0
1.336e-05,0.028255,0.0030318,2.3506e-08,94.945,50,0
1.3354e-05,0.028244,0.0030336,2.3287e-08,95,50,0
