Time,length,f_elec,f_flex,f_frac,f_grad,g_v
1943,49.5,-40.312,-0.064204,849.94,3.0578,-162.5033575
1944,49.5,-39.748,-0.16071,850.29,3.0208,-72.84663658
1945,49.5,-50.186,0.43848,853.79,3.3352,-73.28469946
1946,49.5,-54.631,0.265,857.09,3.5946,-73.68347715
1947,49.5,-53.702,0.2703,857.3,3.5666,-74.08696224
1948,50,-52.766,0.26944,857.52,3.5379,-74.53707409
1949,50,-51.826,0.26263,857.76,3.5086,-75.00597265
1950,50,-50.886,0.24933,858,3.4786,-75.35956628
1951,50,-49.947,0.22882,858.24,3.4477,-75.58780925
1952,50,-49.013,0.20103,858.46,3.4155,-75.75275169
1953,50,-48.087,0.16681,858.67,3.382,-75.96460861
1954,50,-47.176,0.12764,858.86,3.3472,-76.32897073
1955,50,-46.282,0.084949,859.04,3.3114,-76.78021399
1956,50,-45.408,0.039617,859.22,3.2748,-77.3358563
1957,50,-44.556,-0.0082723,859.39,3.2377,-77.93681885
1958,50,-43.727,-0.058922,859.56,3.2003,-78.30625001
1959,50,-42.924,-0.11183,859.73,3.1632,-78.39064254
1960,50,-42.152,-0.16619,859.89,3.1266,-78.21048613
1961,50,-41.414,-0.22067,860.05,3.091,-77.79314985
1962,50,-40.713,-0.27412,860.21,3.0565,-77.30824593
1963,50,-40.048,-0.32622,860.38,3.0235,-76.88372412
1964,50,-50.818,0.38675,864.11,3.4006,-76.50036753
1965,50,-55.218,0.33524,867.46,3.6644,-76.2117634
1966,50,-54.075,0.33162,867.77,3.6252,-76.06229471
1967,50.5,-52.961,0.3263,868.07,3.5868,-75.89669203
1968,50.5,-51.87,0.31827,868.36,3.549,-75.65633193
1969,50.5,-50.801,0.30612,868.63,3.5114,-75.27692571
1970,50.5,-49.75,0.28862,868.89,3.4735,-74.80750764
1971,50.5,-48.72,0.26525,869.13,3.4348,-74.22199029
1972,50.5,-47.712,0.23664,869.34,3.3953,-73.58520769
1973,50.5,-46.728,0.20425,869.53,3.3548,-72.96838996
1974,50.5,-45.771,0.16981,869.71,3.3136,-72.33738354
1975,50.5,-44.841,0.13474,869.87,3.272,-71.62658846
1976,50.5,-43.941,0.10011,870.03,3.2304,-71.02229983
1977,50.5,-43.07,0.066465,870.18,3.189,-70.36805423
1978,50.5,-42.228,0.034213,870.33,3.1481,-69.50840802
1979,50.5,-41.414,0.003618,870.48,3.108,-68.49410723
1980,50.5,-40.631,-0.025135,870.63,3.0689,-67.22781021
1981,50.5,-39.88,-0.051868,870.77,3.0309,-65.63886228
1982,50.5,-39.163,-0.07641,870.92,2.9944,-159.4411986
1983,50.5,-38.572,-0.17727,871.28,2.9554,-76.73823486
1984,50.5,-49.169,0.44296,874.83,3.2741,-77.25438568
1985,50.5,-53.638,0.26624,878.17,3.5375,-77.73329857
1986,50.5,-52.657,0.27105,878.38,3.5081,-78.21326457
1987,51,-51.668,0.26905,878.61,3.4782,-78.64611556
1988,51,-50.676,0.25999,878.84,3.4476,-79.1191849
1989,51,-49.682,0.24299,879.07,3.4161,-79.43937516
1990,51,-48.69,0.21741,879.29,3.3833,-79.6589385
1991,51,-47.704,0.18364,879.5,3.3491,-79.8303898
1992,51,-46.729,0.14319,879.68,3.3133,-80.16047171
1993,51,-45.772,0.097955,879.85,3.2762,-80.6729254
1994,51,-44.836,0.049347,880.02,3.2381,-81.21936128
1995,51,-43.924,-0.0020036,880.18,3.1994,-81.90847463
1996,51,-43.037,-0.056542,880.33,3.1602,-82.3908196
1997,51,-42.177,-0.11384,880.49,3.1211,-82.54762785
1998,51,-41.351,-0.17302,880.64,3.0826,-82.36306156
1999,51,-40.562,-0.23263,880.79,3.045,-81.91803359
2000,51,-39.814,-0.29118,880.93,3.0088,-81.35469948
2001,51,-39.108,-0.34801,881.08,2.9742,-80.88778745
2002,51,-38.442,-0.40347,881.23,2.9411,-80.4796542
2003,51,-49.099,0.36384,885.08,3.3258,-80.15432048
2004,51,-53.321,0.33705,888.49,3.5865,-79.98448018
2005,51.5,-52.14,0.33147,888.78,3.5466,-79.85982648
2006,51.5,-50.983,0.32245,889.07,3.5072,-79.56846485
2007,51.5,-49.848,0.30825,889.33,3.4679,-79.1423575
2008,51.5,-48.733,0.28755,889.57,3.428,-78.58383225
2009,51.5,-47.64,0.26014,889.79,3.3872,-77.92285598
2010,51.5,-46.571,0.22719,889.98,3.3452,-77.21144034
2011,51.5,-45.529,0.19071,890.16,3.3022,-76.52727741
2012,51.5,-44.517,0.15264,890.31,3.2585,-75.80026399
2013,51.5,-43.536,0.11453,890.46,3.2145,-75.05824496
2014,51.5,-42.586,0.077317,890.6,3.1706,-74.42032169
2015,51.5,-41.668,0.041507,890.73,3.1271,-73.57851649
2016,51.5,-40.782,0.0074938,890.86,3.0843,-72.52305539
2017,51.5,-39.928,-0.024471,890.99,3.0425,-71.2291938
2018,51.5,-39.109,-0.054172,891.12,3.002,-69.54889757
2019,51.5,-38.328,-0.081383,891.25,2.963,-155.1255902
2020,51.5,-37.641,-0.17017,891.65,2.9204,-79.64064319
2021,51.5,-48.445,0.45303,895.18,3.2438,-80.22377743
2022,51.5,-47.672,0.40936,895.33,3.2211,-80.71575601
2023,51.5,-51.927,0.27727,898.72,3.4836,-81.19339267
2024,52,-50.879,0.27666,898.93,3.4528,-81.67515654
2025,52,-49.827,0.26785,899.15,3.4213,-82.10590778
2026,52,-48.774,0.24987,899.36,3.3888,-82.37073623
2027,52,-47.724,0.22219,899.55,3.355,-82.53393191
2028,52,-46.682,0.18554,899.72,3.3195,-82.66995416
2029,52,-45.655,0.14185,899.87,3.2824,-82.97694284
2030,52,-44.649,0.093284,900.02,3.244,-83.43173417
2031,52,-43.668,0.041336,900.15,3.2046,-83.95359246
2032,52,-42.714,-0.013503,900.27,3.1646,-84.57747515
2033,52,-41.788,-0.071639,900.4,3.1243,-84.91881069
2034,52,-40.895,-0.13241,900.52,3.0843,-84.88637653
2035,52,-40.041,-0.19471,900.64,3.0451,-84.5135629
2036,52,-39.229,-0.2568,900.75,3.0071,-83.88269583
2037,52,-38.462,-0.31718,900.87,2.9708,-83.23211846
2038,52,-37.739,-0.37572,900.99,2.9361,-82.67973882
2039,52,-37.06,-0.43253,901.11,2.9032,-82.19610264
2040,52,-47.723,0.35742,904.97,3.2927,-81.83895803
2041,52,-51.881,0.34524,908.38,3.5562,-81.61595915
2042,52.5,-50.669,0.33798,908.65,3.5161,-81.28777503
2043,52.5,-49.483,0.32643,908.9,3.4765,-80.8220766
2044,52.5,-48.32,0.30886,909.13,3.4367,-80.2345756
2045,52.5,-47.181,0.28433,909.33,3.3963,-79.51492452
2046,52.5,-46.067,0.25325,909.52,3.3549,-78.71576474
2047,52.5,-44.981,0.21731,909.67,3.3124,-77.90891386
2048,52.5,-43.926,0.1787,909.81,3.2691,-77.12643206
2049,52.5,-42.905,0.13929,909.94,3.2253,-76.25894492
2050,52.5,-41.918,0.10043,910.06,3.1815,-75.47237213
2051,52.5,-40.966,0.062877,910.17,3.138,-74.66265094
2052,52.5,-40.048,0.027067,910.28,3.0952,-73.60884752
2053,52.5,-39.165,-0.006676,910.39,3.0534,-72.36100385
2054,52.5,-38.318,-0.038149,910.5,3.0128,-70.8230686
2055,52.5,-37.509,-0.067148,910.61,2.9738,-68.9218141
2056,52.5,-36.741,-0.093503,910.72,2.9364,-155.87058
2057,52.5,-36.106,-0.20095,911.08,2.8966,-80.47947344
2058,52.5,-46.809,0.44114,914.68,3.2218,-80.97726777
2059,52.5,-46.026,0.39732,914.83,3.2001,-81.42064784
2060,52.5,-50.198,0.26943,918.24,3.4622,-81.85788456
2061,53,-49.147,0.26617,918.44,3.4323,-82.19034383
2062,53,-48.094,0.25458,918.65,3.4017,-82.53132046
2063,53,-47.044,0.23371,918.85,3.3702,-82.71019335
2064,53,-46,0.20329,919.03,3.3374,-82.80105237
2065,53,-44.967,0.16441,919.19,3.303,-82.89405336
2066,53,-43.953,0.11916,919.33,3.2672,-83.20647821
2067,53,-42.962,0.069632,919.46,3.2303,-83.62920829
2068,53,-41.999,0.017113,919.59,3.1926,-84.13092509
2069,53,-41.065,-0.038179,919.7,3.1546,-84.66112941
2070,53,-40.162,-0.096513,919.82,3.1166,-84.86952975
2071,53,-39.295,-0.15712,919.93,3.0791,-84.7065742
2072,53,-38.468,-0.21874,920.04,3.0427,-84.23376988
2073,53,-37.685,-0.27969,920.15,3.0077,-83.5256747
2074,53,-36.949,-0.33864,920.26,2.9746,-82.85799183
2075,53,-36.258,-0.39581,920.37,2.9432,-82.28036844
2076,53,-47.12,0.37067,924.14,3.3357,-81.77058754
2077,53,-46.134,0.34273,924.35,3.306,-81.3904868
2078,53.5,-50.23,0.33019,927.76,3.5696,-81.14907774
2079,53.5,-49.056,0.32241,928.01,3.5332,-80.80692045
2080,53.5,-47.91,0.31019,928.24,3.4973,-80.29244574
2081,53.5,-46.789,0.29193,928.45,3.4614,-79.65993028
2082,53.5,-45.693,0.26689,928.63,3.425,-78.89892963
2083,53.5,-44.625,0.23568,928.79,3.3878,-78.08113009
2084,53.5,-43.586,0.20003,928.93,3.3498,-77.24976217
2085,53.5,-42.58,0.16205,929.05,3.3113,-76.43851904
2086,53.5,-41.607,0.12344,929.16,3.2726,-75.54834983
2087,53.5,-40.671,0.085469,929.25,3.2342,-74.77946707
2088,53.5,-39.768,0.048749,929.35,3.1964,-73.95506857
2089,53.5,-38.9,0.013715,929.44,3.1595,-72.90431164
2090,53.5,-38.066,-0.019343,929.52,3.1239,-71.70340318
2091,53.5,-37.268,-0.05023,929.61,3.0896,-70.18697171
2092,53.5,-36.508,-0.07872,929.7,3.0571,-68.30335688
2093,53.5,-35.788,-0.10465,929.79,3.0266,-158.2048328
2094,53.5,-35.239,-0.22951,930.09,2.9963,-79.39507892
2095,53.5,-45.884,0.42059,933.69,3.3289,-79.75666677
2096,53.5,-45.142,0.37973,933.83,3.3144,-80.10145991
2097,53.5,-49.29,0.26215,937.21,3.5826,-80.47081782
2098,54,-48.292,0.25819,937.4,3.5603,-80.84287082
2099,54,-47.294,0.24628,937.58,3.5377,-81.13568909
2100,54,-46.3,0.22562,937.75,3.5143,-81.27572368
2101,54,-45.312,0.19602,937.91,3.4899,-81.33379754
2102,54,-44.336,0.15853,938.04,3.4641,-81.40178942
2103,54,-43.378,0.11508,938.16,3.4372,-81.64503421
2104,54,-42.443,0.067598,938.27,3.4092,-81.99888194
2105,54,-41.534,0.017276,938.37,3.3806,-82.445976
2106,54,-40.653,-0.035621,938.47,3.3517,-82.95059327
2107,54,-39.8,-0.091405,938.56,3.3227,-83.17415698
2108,54,-38.979,-0.1494,938.65,3.294,-83.05859583
2109,54,-38.197,-0.20855,938.74,3.2662,-82.64742442
2110,54,-37.455,-0.2673,938.83,3.2395,-81.98962817
2111,54,-36.756,-0.32435,938.92,3.2142,-81.32025179
2112,54,-36.1,-0.37963,939.01,3.1903,-80.73325496
2113,54,-35.484,-0.43322,939.09,3.1678,-80.20850641
2114,54,-46.046,0.34093,942.91,3.5635,-79.80645725
2115,54,-50.209,0.32362,946.28,3.8348,-79.53688827
2116,54.5,-49.081,0.31697,946.51,3.8039,-79.19508515
2117,54.5,-47.98,0.30677,946.73,3.7731,-78.7350192
2118,54.5,-46.902,0.29144,946.93,3.7418,-78.1494021
2119,54.5,-45.848,0.26996,947.11,3.7095,-77.45442969
2120,54.5,-44.817,0.24235,947.27,3.6758,-76.67647584
2121,54.5,-43.813,0.20982,947.4,3.6404,-75.86953777
2122,54.5,-42.838,0.17427,947.52,3.6035,-75.10004138
2123,54.5,-41.893,0.13747,947.62,3.5654,-74.27166492
2124,54.5,-40.98,0.10076,947.71,3.5266,-73.42287882
2125,54.5,-40.1,0.065051,947.8,3.4874,-72.68603914
2126,54.5,-39.251,0.030767,947.88,3.448,-71.78340991
2127,54.5,-38.433,-0.0017417,947.96,3.4089,-70.67305043
2128,54.5,-37.647,-0.032263,948.04,3.3703,-69.40840966
2129,54.5,-36.894,-0.060635,948.12,3.3325,-67.81392666
2130,54.5,-36.176,-0.086679,948.2,3.2958,-65.94492831
2131,54.5,-35.495,-0.1103,948.28,3.2604,-162.7689504
2132,54.5,-35.011,-0.24617,948.57,3.2258,-78.27604156
2133,54.5,-45.475,0.40839,952.2,3.5481,-78.67179216
2134,54.5,-49.791,0.25213,955.55,3.8113,-79.0373379
2135,55,-48.815,0.25392,955.72,3.7814,-79.36631678
2136,55,-47.834,0.2487,955.9,3.7509,-79.73308459
2137,55,-46.853,0.23586,956.08,3.7196,-80.02350406
2138,55,-45.873,0.21465,956.25,3.6873,-80.17314735
2139,55,-44.898,0.18497,956.4,3.6536,-80.24288831
2140,55,-43.934,0.14793,956.54,3.6183,-80.34092851
2141,55,-42.986,0.10536,956.66,3.5817,-80.64490386
2142,55,-42.059,0.059046,956.76,3.5438,-81.03878207
2143,55,-41.157,0.010049,956.86,3.5052,-81.52715436
2144,55,-40.28,-0.041516,956.96,3.4661,-82.03919398
2145,55,-39.431,-0.095883,957.05,3.4268,-82.26660163
2146,55,-38.613,-0.15239,957.14,3.3879,-82.16537759
2147,55,-37.831,-0.20996,957.23,3.3498,-81.78153118
2148,55,-37.089,-0.26712,957.32,3.3128,-81.15741488
2149,55,-36.388,-0.32263,957.41,3.2773,-80.53820488
2150,55,-35.73,-0.37655,957.5,3.2434,-79.99680475
2151,55,-46.501,0.36846,961.21,3.6278,-79.51604762
2152,55,-45.558,0.34209,961.41,3.595,-79.146572
2153,55,-49.673,0.32139,964.78,3.8532,-78.9057768
2154,55.5,-48.549,0.31521,965.01,3.8136,-78.63407018
2155,55.5,-47.45,0.30546,965.22,3.7745,-78.21202932
2156,55.5,-46.375,0.29058,965.42,3.7354,-77.67643588
2157,55.5,-45.323,0.26958,965.6,3.6957,-77.01853588
2158,55.5,-44.295,0.24252,965.76,3.6553,-76.29108122
2159,55.5,-43.292,0.21064,965.89,3.6138,-75.52071418
2160,55.5,-42.319,0.17579,966,3.5714,-74.78469363
2161,55.5,-41.376,0.1397,966.1,3.5286,-73.99314113
2162,55.5,-40.464,0.10369,966.2,3.4855,-73.20016884
2163,55.5,-39.585,0.068612,966.28,3.4427,-72.51037426
2164,55.5,-38.738,0.034882,966.36,3.4003,-71.6438953
2165,55.5,-37.921,0.0028512,966.45,3.3586,-70.60230167
2166,55.5,-37.137,-0.027273,966.53,3.3179,-69.3699656
2167,55.5,-36.386,-0.055303,966.61,3.2784,-67.7999817
2168,55.5,-35.671,-0.081033,966.69,3.2403,-155.0481628
2169,55.5,-35.009,-0.14514,967.1,3.197,-77.2440008
2170,55.5,-45.685,0.4514,970.56,3.5163,-77.8336609
2171,55.5,-44.987,0.40848,970.69,3.4937,-78.19389694
2172,55.5,-49.265,0.26624,974.04,3.7551,-78.54314152
2173,56,-48.3,0.26763,974.21,3.7248,-78.93309346
2174,56,-47.334,0.2618,974.39,3.694,-79.3095625
2175,56,-46.368,0.24814,974.56,3.6625,-79.57372832
2176,56,-45.405,0.22601,974.72,3.63,-79.7094568
2177,56,-44.449,0.19552,974.87,3.5961,-79.77332558
2178,56,-43.506,0.158,975,3.5608,-79.91256771
2179,56,-42.581,0.11528,975.11,3.5242,-80.21015094
2180,56,-41.677,0.06904,975.21,3.4865,-80.586227
2181,56,-40.799,0.020219,975.31,3.4482,-81.10156688
2182,56,-39.947,-0.031286,975.4,3.4095,-81.56751817
2183,56,-39.122,-0.085478,975.49,3.3708,-81.75065572
2184,56,-38.329,-0.14168,975.58,3.3325,-81.6101416
2185,56,-37.572,-0.19875,975.67,3.2951,-81.20045749
2186,56,-36.854,-0.25525,975.75,3.2589,-80.56651982
2187,56,-36.178,-0.31005,975.84,3.2243,-79.96014608
2188,56,-35.542,-0.36331,975.92,3.1911,-79.41919062
2189,56,-46.318,0.3793,979.64,3.5752,-78.93820352
2190,56,-45.398,0.35338,979.83,3.543,-78.59429289
2191,56,-49.524,0.33698,983.19,3.8023,-78.36291064
2192,56.5,-48.423,0.33064,983.42,3.7635,-78.134585
2193,56.5,-47.347,0.32074,983.63,3.7252,-77.69137342
2194,56.5,-46.293,0.30583,983.83,3.6869,-77.1377473
2195,56.5,-45.262,0.28496,984,3.6482,-76.47373841
2196,56.5,-44.255,0.25821,984.15,3.6087,-75.73326266
2197,56.5,-43.273,0.22678,984.28,3.5683,-74.96957991
2198,56.5,-42.319,0.1925,984.39,3.5271,-74.23627806
2199,56.5,-41.396,0.15704,984.49,3.4854,-73.44099745
2200,56.5,-40.503,0.12169,984.58,3.4436,-72.63205183
2201,56.5,-39.643,0.087285,984.66,3.402,-71.9283453
2202,56.5,-38.813,0.05426,984.74,3.3609,-71.0608645
2203,56.5,-38.015,0.022934,984.82,3.3205,-69.99280138
2204,56.5,-37.248,-0.006479,984.9,3.2811,-68.77608499
2205,56.5,-36.513,-0.033818,984.97,3.243,-67.23700672
2206,56.5,-35.814,-0.058914,985.05,3.2062,-65.42911077
2207,56.5,-35.152,-0.081675,985.13,3.171,-163.598911
2208,56.5,-34.685,-0.21475,985.41,3.1367,-77.663099
2209,56.5,-45.145,0.43585,989.04,3.4579,-78.04837816
2210,56.5,-49.481,0.28009,992.38,3.7203,-78.41102157
2211,56.5,-48.531,0.28263,992.55,3.6911,-78.80878473
2212,57,-47.577,0.27829,992.72,3.6613,-79.10724289
2213,57,-46.622,0.26652,992.9,3.631,-79.42196183
2214,57,-45.67,0.24659,993.06,3.5996,-79.59054751
2215,57,-44.724,0.21831,993.21,3.5671,-79.67873495
2216,57,-43.787,0.18266,993.34,3.533,-79.78031682
2217,57,-42.867,0.1414,993.46,3.4977,-80.08022882
2218,57,-41.967,0.096288,993.57,3.4612,-80.48268175
2219,57,-41.091,0.048421,993.66,3.424,-80.96215685
2220,57,-40.24,-0.0019869,993.76,3.3863,-81.50127444
2221,57,-39.416,-0.05523,993.84,3.3484,-81.77183251
2222,57,-38.622,-0.11071,993.93,3.3108,-81.72040341
2223,57,-37.862,-0.16743,994.02,3.2739,-81.3843728
2224,57,-37.141,-0.22392,994.1,3.2382,-80.80150277
2225,57,-36.46,-0.27894,994.19,3.2039,-80.19012653
2226,57,-35.82,-0.33233,994.27,3.1712,-79.6585974
2227,57,-46.645,0.40627,997.96,3.5555,-79.18426553
2228,57,-45.722,0.38028,998.15,3.5238,-78.80668032
2229,57,-49.887,0.35641,1001.5,3.7832,-78.56801772
2230,57.5,-48.782,0.35086,1001.7,3.7448,-78.28899412
2231,57.5,-47.703,0.34201,1001.9,3.7069,-77.90210629
2232,57.5,-46.647,0.32831,1002.1,3.6691,-77.39591965
2233,57.5,-45.612,0.30867,1002.3,3.6309,-76.77109903
2234,57.5,-44.601,0.28296,1002.5,3.5918,-76.06267162
2235,57.5,-43.614,0.25224,1002.6,3.5518,-75.30673098
2236,57.5,-42.655,0.21831,1002.7,3.5109,-74.57962912
2237,57.5,-41.725,0.18291,1002.8,3.4694,-73.81394306
2238,57.5,-40.825,0.14741,1002.9,3.4277,-73.01231527
2239,57.5,-39.958,0.11272,1003,3.3862,-72.3409801
2240,57.5,-39.121,0.079312,1003.1,3.3451,-71.52276384
2241,57.5,-38.314,0.047527,1003.1,3.3046,-70.51183439
2242,57.5,-37.539,0.0176,1003.2,3.2651,-69.34289319
2243,57.5,-36.797,-0.010298,1003.3,3.2268,-67.84960084
2244,57.5,-36.089,-0.035958,1003.4,3.1898,-153.6519438
2245,57.5,-35.418,-0.08885,1003.8,3.1474,-77.0296741
2246,57.5,-34.968,-0.20133,1003.7,3.1218,-77.64736872
2247,57.5,-45.466,0.45617,1007.3,3.4446,-77.96950905
2248,57.5,-49.798,0.30901,1010.7,3.7079,-78.29790979
2249,58,-48.841,0.31164,1010.8,3.6789,-78.67332453
2250,58,-47.881,0.30725,1011,3.6494,-79.0440446
2251,58,-46.922,0.29531,1011.2,3.6192,-79.33559726
2252,58,-45.966,0.27511,1011.3,3.5881,-79.48452816
2253,58,-45.016,0.24658,1011.5,3.5557,-79.55750056
2254,58,-44.077,0.21076,1011.6,3.5219,-79.66141884
2255,58,-43.155,0.16946,1011.7,3.4868,-79.93288962
2256,58,-42.254,0.1244,1011.8,3.4507,-80.30033563
2257,58,-41.378,0.076646,1011.9,3.4138,-80.76707179
2258,58,-40.526,0.026337,1012,3.3764,-81.27272443
2259,58,-39.702,-0.026757,1012.1,3.3389,-81.51182062
2260,58,-38.907,-0.082009,1012.2,3.3018,-81.43024496
2261,58,-38.148,-0.13844,1012.2,3.2654,-81.06882523
2262,58,-37.428,-0.19458,1012.3,3.2302,-80.46823517
2263,58,-36.748,-0.24919,1012.4,3.1964,-79.8421737
2264,58,-36.109,-0.30216,1012.5,3.1642,-79.28900594
2265,58,-35.509,-0.35357,1012.6,3.1335,-78.79160796
2266,58,-46.043,0.40828,1016.3,3.5173,-78.4030068
2267,58,-50.223,0.38762,1019.7,3.7786,-78.14638396
2268,58.5,-49.12,0.38213,1019.9,3.7408,-77.93736254
2269,58.5,-48.044,0.37345,1020.1,3.7036,-77.52797654
2270,58.5,-46.99,0.36011,1020.3,3.6665,-76.99113478
2271,58.5,-45.959,0.34101,1020.5,3.6291,-76.35310178
2272,58.5,-44.951,0.31598,1020.6,3.5909,-75.6149455
2273,58.5,-43.968,0.28598,1020.8,3.5518,-74.84288594
2274,58.5,-43.013,0.25274,1020.9,3.5119,-74.10138755
2275,58.5,-42.088,0.21798,1021,3.4714,-73.32206
2276,58.5,-41.193,0.18306,1021,3.4308,-72.48540385
2277,58.5,-40.331,0.14892,1021.1,3.3903,-71.77844761
2278,58.5,-39.499,0.11604,1021.2,3.3502,-70.95805828
2279,58.5,-38.698,0.084777,1021.3,3.3108,-69.92825409
2280,58.5,-37.929,0.055345,1021.3,3.2723,-68.76524223
2281,58.5,-37.192,0.027914,1021.4,3.2349,-67.31413808
2282,58.5,-36.489,0.0026476,1021.5,3.1989,-65.56708745
2283,58.5,-35.822,-0.020321,1021.5,3.1644,-160.1410589
2284,58.5,-35.314,-0.13641,1021.8,3.1288,-77.14316216
2285,58.5,-45.856,0.50082,1025.4,3.4499,-77.51635874
2286,58.5,-50.264,0.33548,1028.7,3.7145,-77.8587474
2287,58.5,-49.319,0.33988,1028.9,3.6863,-78.2299937
2288,59,-48.371,0.33747,1029,3.6577,-78.51717124
2289,59,-47.422,0.32796,1029.2,3.6285,-78.8541574
2290,59,-46.475,0.31062,1029.4,3.5985,-79.04001092
2291,59,-45.533,0.28504,1029.5,3.5673,-79.13533541
2292,59,-44.599,0.25184,1029.6,3.5347,-79.1886735
2293,59,-43.681,0.21258,1029.8,3.5008,-79.40423028
2294,59,-42.782,0.16906,1029.9,3.4658,-79.77858883
2295,59,-41.906,0.12257,1029.9,3.4299,-80.18695327
2296,59,-41.055,0.073665,1030,3.3934,-80.73037148
2297,59,-40.229,0.021947,1030.1,3.3567,-81.078744
2298,59,-39.432,-0.032157,1030.2,3.3201,-81.12433378
2299,59,-38.667,-0.087868,1030.3,3.2841,-80.8570383
2300,59,-37.94,-0.14387,1030.3,3.2491,-80.35204982
2301,59,-37.252,-0.19882,1030.4,3.2155,-79.70982621
2302,59,-36.605,-0.25197,1030.5,3.1833,-79.14703713
2303,59,-35.996,-0.30373,1030.6,3.1526,-78.63406373
2304,59,-46.608,0.4475,1034.3,3.5359,-78.19153144
2305,59,-50.853,0.41399,1037.6,3.7981,-77.89017452
2306,59.5,-49.747,0.40928,1037.8,3.7605,-77.64594235
2307,59.5,-48.668,0.40191,1038.1,3.7235,-77.30939996
2308,59.5,-47.612,0.39046,1038.2,3.6869,-76.83105159
2309,59.5,-46.579,0.37364,1038.4,3.6501,-76.25272895
2310,59.5,-45.568,0.35087,1038.6,3.6126,-75.55329597
2311,59.5,-44.581,0.32269,1038.7,3.5743,-74.79723502
2312,59.5,-43.621,0.29059,1038.8,3.5351,-74.02979907
2313,59.5,-42.689,0.25633,1038.9,3.4952,-73.27885716
2314,59.5,-41.786,0.2214,1039,3.4549,-72.45651209
2315,59.5,-40.916,0.18689,1039.1,3.4147,-71.72315922
2316,59.5,-40.076,0.15341,1039.1,3.3748,-70.98819244
2317,59.5,-39.265,0.12135,1039.2,3.3354,-70.06036733
2318,59.5,-38.486,0.090962,1039.3,3.2968,-68.99330194
2319,59.5,-37.738,0.06244,1039.3,3.2592,-67.69071407
2320,59.5,-37.023,0.035969,1039.4,3.2229,-66.07384191
2321,59.5,-36.343,0.011715,1039.4,3.1881,-158.1933126
2322,59.5,-35.767,-0.080482,1039.8,3.1502,-75.86263894
2323,59.5,-46.372,0.53339,1043.3,3.4705,-76.29143991
2324,59.5,-45.687,0.49426,1043.4,3.4502,-76.61035
2325,59.5,-49.912,0.3637,1046.7,3.7097,-76.92627619
2326,60,-48.972,0.36356,1046.9,3.6818,-77.28807895
2327,60,-48.031,0.35654,1047,3.6533,-77.61468283
2328,60,-47.092,0.34209,1047.2,3.6242,-77.81625889
2329,60,-46.158,0.31973,1047.3,3.5941,-77.89865227
2330,60,-45.231,0.28972,1047.5,3.5627,-77.91379572
2331,60,-44.317,0.25329,1047.6,3.53,-78.01058528
2332,60,-43.422,0.21217,1047.7,3.4962,-78.25945222
2333,60,-42.548,0.16785,1047.7,3.4614,-78.5774735
2334,60,-41.698,0.12115,1047.8,3.4261,-79.02050291
2335,60,-40.873,0.071963,1047.9,3.3904,-79.42404149
2336,60,-40.074,0.020284,1048,3.3546,-79.56792758
2337,60,-39.306,-0.03327,1048,3.3193,-79.40961714
2338,60,-38.572,-0.087723,1048.1,3.2848,-79.00058675
2339,60,-37.875,-0.14171,1048.2,3.2515,-78.38150376
2340,60,-37.216,-0.19413,1048.2,3.2195,-77.75273179
2341,60,-36.597,-0.24498,1048.3,3.1891,-77.18083713
2342,60,-47.338,0.48059,1052,3.57,-76.66154526
2343,60,-46.44,0.45529,1052.1,3.5402,-76.23849881
2344,60,-50.589,0.43114,1055.4,3.7997,-75.94055353
2345,60.5,-49.517,0.42534,1055.7,3.7635,-75.61269115
2346,60.5,-48.47,0.41674,1055.8,3.7279,-75.19179976
2347,60.5,-47.446,0.40403,1056,3.6926,-74.65098976
2348,60.5,-46.445,0.38621,1056.2,3.6571,-74.02313095
2349,60.5,-45.467,0.36297,1056.3,3.621,-73.28568437
2350,60.5,-44.514,0.33504,1056.4,3.5841,-72.50103758
2351,60.5,-43.588,0.30385,1056.5,3.5465,-71.73781961
2352,60.5,-42.69,0.27096,1056.6,3.5084,-70.97142103
2353,60.5,-41.822,0.23767,1056.7,3.47,-70.13431325
2354,60.5,-40.985,0.20492,1056.8,3.4318,-69.3945659
2355,60.5,-40.178,0.17323,1056.8,3.3939,-68.63954882
2356,60.5,-39.399,0.14291,1056.9,3.3566,-67.71680994
2357,60.5,-38.651,0.11421,1056.9,3.3201,-66.63283681
2358,60.5,-37.932,0.087281,1057,3.2846,-65.39069
2359,60.5,-37.245,0.062251,1057.1,3.2502,-63.86480554
2360,60.5,-36.591,0.039263,1057.1,3.2172,-154.9441303
2361,60.5,-36.001,-0.029466,1057.5,3.1791,-73.72661961
2362,60.5,-46.521,0.56039,1060.9,3.4951,-74.35029597
2363,60.5,-51.024,0.36911,1064.2,3.7602,-74.6580791
2364,60.5,-50.125,0.37688,1064.3,3.7341,-74.95414572
2365,60.5,-49.218,0.37797,1064.5,3.7075,-75.28275443
2366,61,-48.31,0.3729,1064.6,3.6804,-75.53849518
2367,61,-47.403,0.36132,1064.8,3.6527,-75.79974254
2368,61,-46.499,0.34263,1064.9,3.6242,-75.92039264
2369,61,-45.602,0.31669,1065.1,3.5946,-75.96759601
2370,61,-44.715,0.28424,1065.2,3.5638,-75.99178653
2371,61,-43.844,0.24669,1065.3,3.5318,-76.19693599
2372,61,-42.992,0.20556,1065.4,3.4988,-76.52260058
