Time,length,f_elec,f_flex,f_frac,f_grad,g_v
0,40,-1294.3,-1.0423,401.63,0.30495,109.0456057
1,40,-1483.6,-1.5309,417.66,1.1585,-18.34848184
2,40,-1009.5,-1.0642,415.49,2.0309,-28.58389698
3,40,-720.4,-0.81047,414.23,2.7606,-32.18107219
4,40,-537.03,-0.66026,413.2,3.327,-33.15045658
5,40,-416.41,-0.56642,412.16,3.7539,-13.21315704
6,40,-335.92,-0.51003,411.73,4.106,-13.13463619
7,40,-279.19,-0.47169,411.29,4.3844,-13.02244913
8,40,-238.01,-0.44498,410.83,4.6062,-12.88835805
9,40,-207.29,-0.42597,410.36,4.7845,-12.73379714
10,40,-183.79,-0.41221,409.88,4.9293,-12.56715712
11,40,-165.37,-0.40216,409.39,5.0481,-12.39063524
12,40,-150.62,-0.39483,408.9,5.1466,-12.20723565
13,40,-138.58,-0.38958,408.39,5.2289,-12.01811331
14,40,-128.58,-0.38597,407.89,5.2982,-11.82808989
15,40,-120.13,-0.38373,407.37,5.357,-11.6370332
16,40,-112.91,-0.38265,406.86,5.407,-11.45007136
17,40,-106.65,-0.38259,406.34,5.4497,-11.26559507
18,40,-101.17,-0.38345,405.82,5.4861,-11.08172441
19,40,-96.325,-0.38514,405.3,5.517,-10.90057028
20,40,-92.011,-0.38761,404.79,5.5433,-10.72132721
21,40,-88.141,-0.39079,404.27,5.5652,-10.54521311
22,40,-84.649,-0.39466,403.76,5.5833,-10.37331691
23,40,-81.48,-0.39918,403.25,5.598,-10.20345701
24,40,-78.592,-0.4043,402.75,5.6094,-10.03792069
25,40,-75.948,-0.41001,402.25,5.6179,-12.32272217
26,40,-73.483,-0.41585,401.63,5.6168,-12.07411796
27,40,-64.358,-0.21198,494.06,7.1191,-11.83424548
28,40,-57.667,-0.16398,587.81,9.4832,-11.59952084
29,40,-57.538,-0.13602,651.88,11.49,-9.113699407
30,40,-57.046,-0.13175,660.98,11.836,-8.974730334
31,40,-57.572,-0.12273,670,12.211,-8.838588847
32,40,-56.308,-0.12303,668.91,12.188,-8.705172157
33,40,-55.153,-0.12332,667.84,12.159,-8.575944586
34,40,-54.095,-0.12359,666.79,12.124,-8.448734252
35,40,-53.125,-0.12387,665.76,12.084,-8.325320377
36,40,-52.232,-0.12417,664.74,12.039,-8.204452669
37,40,-51.408,-0.12447,663.75,11.99,-8.087404255
38,40,-50.646,-0.12478,662.77,11.936,-7.972468212
39,40,-53.304,0.0098927,666.57,12.345,-7.860479046
40,40,-52.614,0.0090499,665.62,12.284,-7.750455489
41,40,-51.971,0.0082852,664.68,12.221,-7.643520915
42,40,-52.433,0.017778,667.05,12.313,-7.538052328
43,40,-51.865,0.01719,666.15,12.246,-7.435812848
44,40,-51.332,0.016682,665.26,12.179,-7.334912397
45,40,-50.83,0.016251,664.39,12.111,-7.23685418
46,40,-50.357,0.015891,663.54,12.043,-7.14054057
47,40,-49.91,0.015598,662.7,11.975,-7.046776704
48,40,-49.487,0.015365,661.89,11.907,-6.954609977
49,40,-49.085,0.015187,661.08,11.839,-5.155838517
50,40,-48.728,0.015094,660.49,11.786,-5.107431252
51,40,-48.392,0.015047,659.91,11.734,-5.058891158
52,40,-48.072,0.015041,659.34,11.683,-5.01137559
53,40,-47.767,0.015069,658.77,11.633,-4.964304302
54,40,-47.476,0.015126,658.21,11.582,-4.918233857
55,40,-47.197,0.01521,657.66,11.533,-4.873478151
56,40,-46.929,0.015314,657.12,11.483,-4.828685299
57,40,-46.671,0.015438,656.59,11.434,-4.784692453
58,40,-46.422,0.015577,656.07,11.386,-4.741024163
59,40,-46.182,0.015731,655.55,11.338,-4.69915625
60,40,-45.95,0.015897,655.04,11.291,-4.656161496
61,40,-45.726,0.016072,654.54,11.244,-4.615217163
62,40,-45.508,0.016256,654.04,11.197,-4.574576838
63,40,-45.297,0.016447,653.56,11.151,-4.534866331
64,40,-45.092,0.016642,653.08,11.105,-4.494293292
65,40,-44.892,0.016841,652.6,11.06,-4.456013831
66,40,-44.698,0.017044,652.14,11.016,-4.417381401
67,40,-44.509,0.017251,651.68,10.972,-4.379390642
68,40,-44.324,0.017459,651.23,10.928,-4.341943754
69,40,-44.144,0.017669,650.78,10.885,-4.305669496
70,40,-43.968,0.017881,650.34,10.842,-4.268725511
71,40,-43.796,0.018093,649.91,10.8,-4.233437439
72,40,-43.627,0.018306,649.48,10.758,-4.199421428
73,40,-43.463,0.018518,649.06,10.717,-4.165905639
74,40,-43.301,0.018731,648.64,10.676,-4.13296035
75,40,-43.143,0.018942,648.23,10.635,-4.100111319
76,40,-42.988,0.019153,647.83,10.595,-4.068046979
77,40,-42.836,0.019363,647.43,10.555,-4.036136431
78,40,-42.687,0.019573,647.04,10.516,-4.005403459
79,40,-42.54,0.019781,646.65,10.477,-3.974380648
80,40,-42.396,0.01999,646.27,10.439,-3.943160902
81,40,-42.255,0.020199,645.89,10.401,-3.913427645
82,40,-42.116,0.020404,645.52,10.363,-3.883761643
83,40,-41.98,0.02061,645.16,10.326,-3.853958763
84,40,-41.846,0.020815,644.8,10.289,-3.825867465
85,40,-41.714,0.02102,644.44,10.253,-3.796365671
86,40,-41.584,0.021223,644.09,10.217,-3.768726354
87,40,-41.457,0.021427,643.74,10.181,-3.740156767
88,40,-41.331,0.02163,643.4,10.146,-3.713195301
89,40,-41.207,0.021833,643.06,10.111,-3.685986818
90,40,-41.086,0.022038,642.73,10.077,-3.659022078
91,40,-40.966,0.022242,642.4,10.042,-3.632813128
92,40,-40.848,0.022446,642.08,10.008,-3.607989985
93,40,-40.732,0.02265,641.76,9.9749,-3.582124555
94,40,-40.618,0.022853,641.44,9.9418,-3.557291453
95,40,-40.505,0.023056,641.13,9.9089,-3.533513472
96,40,-40.394,0.023257,640.82,9.8764,-3.508431492
97,40,-40.285,0.023458,640.52,9.8443,-3.485157828
98,40,-40.177,0.023656,640.22,9.8124,-3.461531664
99,40,-40.071,0.023856,639.93,9.7809,-3.437949313
100,40,-39.967,0.024055,639.63,9.7497,-3.414822439
101,40,-39.864,0.024254,639.34,9.7189,-3.391723292
102,40,-39.763,0.024453,639.06,9.6883,-3.369081519
103,40,-41.069,0.033627,641.88,9.8785,-3.346832372
104,40,-40.966,0.034036,641.6,9.8482,-3.325107146
105,40,-40.865,0.034443,641.33,9.8181,-3.30245235
106,40,-40.766,0.03485,641.06,9.7884,-3.281435445
107,40,-40.668,0.035257,640.79,9.759,-3.25909131
108,40,-40.571,0.035663,640.52,9.7299,-3.238599868
109,40,-40.476,0.036069,640.26,9.701,-3.217572703
110,40,-40.383,0.036473,640,9.6725,-3.196570647
111,40,-40.29,0.036876,639.74,9.6442,-3.175993163
112,40,-40.199,0.037277,639.49,9.6162,-3.155555754
113,40,-40.109,0.037678,639.24,9.5885,-3.135525466
114,40,-40.021,0.038078,638.99,9.5611,-3.115500794
115,40,-39.934,0.038477,638.75,9.5339,-3.095810947
116,40,-39.848,0.038876,638.51,9.507,-3.077069702
117,40,-39.764,0.039273,638.27,9.4804,-3.057079579
118,40,-39.68,0.039671,638.03,9.4541,-3.038711085
119,40,-39.598,0.040066,637.8,9.428,-3.019133233
120,40,-39.517,0.04046,637.57,9.4021,-3.001938991
121,40,-39.438,0.040853,637.34,9.3765,-2.98429367
122,40,-39.359,0.041246,637.12,9.3512,-2.966159979
123,40,-39.282,0.041636,636.9,9.3261,-2.949163387
124,40,-39.205,0.042026,636.68,9.3013,-2.931966062
125,40,-39.13,0.042413,636.46,9.2767,-2.914762164
126,40,-39.056,0.0428,636.24,9.2524,-2.897845077
127,40,-38.983,0.043184,636.03,9.2283,-2.880698311
128,40,-38.912,0.043568,635.82,9.2044,-2.864742481
129,40,-38.841,0.04395,635.61,9.1807,-2.847432547
130,40,-38.771,0.04433,635.41,9.1573,-2.831023621
131,40,-38.703,0.04471,635.21,9.1341,-2.814603344
132,40,-38.635,0.045088,635.01,9.1112,-2.79909865
133,40,-38.568,0.045465,634.81,9.0884,-2.782414367
134,40,-38.503,0.045841,634.61,9.0659,-2.766875262
135,40,-38.438,0.046215,634.42,9.0436,-2.750647308
136,40,-38.375,0.046589,634.22,9.0215,-2.735690975
137,40,-38.312,0.04696,634.03,8.9997,-2.720585876
138,40,-38.25,0.047331,633.85,8.978,-2.705686161
139,40,-38.19,0.047702,633.66,8.9565,-2.691183334
140,40,-38.13,0.048071,633.48,8.9353,-2.675993448
141,40,-38.071,0.048437,633.29,8.9142,-2.662613263
142,40,-38.013,0.048803,633.11,8.8934,-2.64852118
143,40,-37.956,0.049168,632.94,8.8728,-2.635087549
144,40,-37.9,0.04953,632.76,8.8523,-2.620748899
145,40,-37.845,0.049892,632.59,8.832,-2.606869476
146,40,-37.79,0.050252,632.41,8.812,-2.593240151
147,40,-37.737,0.050609,632.24,8.7921,-2.579872053
148,40,-37.684,0.050966,632.07,8.7724,-2.56691204
149,40,-37.632,0.051321,631.91,8.7529,-2.55305326
150,40,-37.581,0.051674,631.74,8.7336,-2.540437984
151,40,-37.531,0.052025,631.58,8.7144,-2.526676801
152,40,-37.481,0.052375,631.41,8.6955,-2.51443478
153,40,-37.433,0.05272,631.25,8.6767,-2.500841862
154,40,-37.385,0.053065,631.09,8.6581,-2.488606087
155,40,-37.338,0.053408,630.94,8.6397,-2.475925896
156,40,-37.291,0.053749,630.78,8.6214,-2.462634195
157,40,-37.246,0.05409,630.63,8.6033,-2.450693565
158,40,-37.201,0.05443,630.47,8.5854,-2.438463241
159,40,-37.157,0.054767,630.32,8.5676,-2.425913123
160,40,-37.114,0.055104,630.17,8.55,-2.413880578
161,40,-37.071,0.05544,630.02,8.5326,-2.401785062
162,40,-37.029,0.055775,629.88,8.5153,-2.389682062
163,40,-36.988,0.056109,629.73,8.4982,-2.377840154
164,40,-36.948,0.056441,629.59,8.4813,-2.365975199
165,40,-36.908,0.056772,629.45,8.4645,-2.354415873
166,40,-36.869,0.057101,629.31,8.4478,-2.342668092
167,40,-36.83,0.057429,629.17,8.4313,-2.331165175
168,40,-36.793,0.057756,629.03,8.415,-2.319717213
169,40,-36.756,0.058083,628.89,8.3988,-2.3082621
170,40,-36.719,0.058407,628.75,8.3827,-2.297628544
171,40,-36.684,0.058731,628.62,8.3668,-2.285825484
172,40,-36.648,0.059052,628.49,8.3511,-2.274705975
173,40,-36.614,0.059373,628.35,8.3355,-2.264102073
174,40,-36.58,0.059691,628.22,8.32,-2.252590776
175,40,-36.547,0.060008,628.09,8.3047,-2.242335119
176,40,-36.514,0.060323,627.97,8.2895,-2.23097398
177,40,-36.482,0.060637,627.84,8.2744,-2.220820862
178,40,-36.451,0.06095,627.71,8.2595,-2.209395775
179,40,-36.42,0.061261,627.59,8.2447,-2.199512321
180,40,-36.39,0.061569,627.47,8.23,-2.18900072
181,40,-36.36,0.061877,627.34,8.2155,-2.178169544
182,40,-36.331,0.062182,627.22,8.2011,-2.168423232
183,40,-36.302,0.062485,627.1,8.1868,-2.158400521
184,40,-36.274,0.062787,626.98,8.1726,-2.148333863
185,40,-36.247,0.063087,626.87,8.1586,-2.137792589
186,40,-36.22,0.063386,626.75,8.1447,-2.128503842
187,40,-36.194,0.063682,626.63,8.1309,-2.11850772
188,40,-36.168,0.063976,626.52,8.1173,-2.108980754
189,40,-36.143,0.064269,626.4,8.1037,-2.099295245
190,40,-36.118,0.064559,626.29,8.0903,-2.089624647
191,40,-36.094,0.064848,626.18,8.077,-2.08027297
192,40,-36.07,0.065134,626.07,8.0638,-2.07104881
193,40,-36.047,0.065419,625.96,8.0507,-2.061961276
194,40,-36.024,0.065702,625.85,8.0378,-2.052952037
195,40,-36.002,0.065981,625.74,8.0249,-2.044407946
196,40,-35.98,0.06626,625.64,8.0122,-2.034795449
197,40,-35.959,0.066536,625.53,7.9996,-2.025984805
198,40,-35.938,0.066811,625.43,7.9871,-2.01698253
199,40,-35.918,0.067083,625.32,7.9746,-2.008994116
200,40,-35.898,0.067355,625.22,7.9623,-1.999448005
201,40,-35.879,0.067625,625.12,7.9501,-1.99083345
202,40,-35.86,0.067894,625.02,7.938,-1.982914605
203,40,-35.842,0.068161,624.92,7.926,-1.973704081
204,40,-35.824,0.068427,624.82,7.9142,-1.965765906
205,40,-35.806,0.068693,624.72,7.9024,-1.956521078
206,40,-35.789,0.068958,624.62,7.8907,-1.948969403
207,40,-35.773,0.06922,624.52,7.8791,-1.939787165
208,40,-35.757,0.069482,624.43,7.8676,-1.932164895
209,40,-35.741,0.069742,624.33,7.8562,-1.923393529
210,40,-35.725,0.070002,624.24,7.8449,-1.915804932
211,40,-35.71,0.070259,624.14,7.8337,-1.906903272
212,40,-35.696,0.070515,624.05,7.8226,-1.899582449
213,40,-35.682,0.070772,623.96,7.8116,-1.891419052
214,40,-35.668,0.071025,623.87,7.8006,-1.883533377
215,40,-35.655,0.071278,623.78,7.7898,-1.874886917
216,40,-35.642,0.071528,623.69,7.7791,-1.867679054
217,40,-35.63,0.071777,623.6,7.7684,-1.859758833
218,40,-35.617,0.072026,623.51,7.7578,-1.852023973
219,40,-35.606,0.072272,623.42,7.7473,-1.843660349
220,40,-35.594,0.072518,623.33,7.737,-1.836667773
221,40,-35.583,0.072761,623.25,7.7266,-1.829077556
222,40,-35.573,0.073004,623.16,7.7164,-1.821559979
223,40,-35.563,0.073246,623.08,7.7063,-1.813907069
224,40,-35.553,0.073484,622.99,7.6962,-1.806575045
225,40,-35.543,0.073721,622.91,7.6862,-1.799362692
226,40,-35.534,0.073958,622.83,7.6764,-1.792142899
227,40,-35.525,0.074192,622.75,7.6665,-1.784905512
228,40,-35.517,0.074425,622.66,7.6568,-1.777925291
229,40,-35.509,0.074656,622.58,7.6472,-1.770683398
230,40,-35.501,0.074887,622.5,7.6376,-1.763784544
231,40,-35.494,0.075113,622.42,7.6281,-1.757500699
232,40,-35.487,0.075341,622.34,7.6187,-1.750102526
233,40,-35.48,0.075565,622.27,7.6093,-1.743408448
234,40,-35.474,0.075787,622.19,7.6,-1.736694605
235,40,-35.468,0.076008,622.11,7.5908,-1.729930063
236,40,-35.462,0.076229,622.04,7.5817,-1.723897241
237,40,-35.456,0.076447,621.96,7.5727,-1.716702461
238,40,-35.451,0.076663,621.89,7.5637,-1.710148851
239,40,-35.447,0.076878,621.81,7.5548,-1.703588
240,40,-35.442,0.07709,621.74,7.5459,-1.697702666
241,40,-35.438,0.077302,621.66,7.5372,-1.690599339
242,40,-35.434,0.077512,621.59,7.5285,-1.684283523
243,40,-35.431,0.077719,621.52,7.5198,-1.678405204
244,40,-35.427,0.077926,621.45,7.5113,-1.671606795
245,40,-35.424,0.07813,621.38,7.5028,-1.665820073
246,40,-35.422,0.078333,621.31,7.4943,-1.658920713
247,40,-35.419,0.078535,621.24,7.486,-1.653378581
248,40,-35.417,0.078735,621.17,7.4777,-1.64646995
249,40,-35.415,0.078933,621.1,7.4694,-1.641071296
250,40,-35.414,0.079131,621.03,7.4613,-1.634270239
251,40,-35.413,0.079326,620.96,7.4532,-1.628809133
252,40,-35.412,0.079521,620.9,7.4451,-1.622170277
253,40,-35.411,0.079715,620.83,7.4371,-1.616748547
254,40,-35.41,0.079908,620.76,7.4292,-1.610225342
255,40,-35.41,0.0801,620.7,7.4214,-1.604966539
256,40,-35.41,0.08029,620.63,7.4136,-1.598977159
257,40,-35.411,0.080479,620.57,7.4058,-1.59248515
258,40,-35.411,0.080667,620.5,7.3982,-1.587305404
259,40,-35.412,0.080854,620.44,7.3905,-1.580855786
260,40,-35.413,0.081041,620.38,7.383,-1.575900732
261,40,-35.415,0.081228,620.31,7.3755,-1.569931497
262,40,-35.416,0.081413,620.25,7.368,-1.564381218
263,40,-35.418,0.081597,620.19,7.3606,-1.55811259
264,40,-35.421,0.081781,620.13,7.3533,-1.55334645
265,40,-35.423,0.081963,620.07,7.346,-1.54809477
266,40,-35.426,0.082146,620.01,7.3388,-1.543065799
267,40,-35.428,0.082328,619.95,7.3316,-1.537904764
268,40,-35.432,0.082508,619.89,7.3245,-1.532782729
269,40,-35.435,0.082688,619.83,7.3175,-1.527876278
270,40,-35.438,0.082867,619.77,7.3104,-1.522304101
271,40,-35.442,0.083045,619.71,7.3035,-1.518268599
272,40,-35.446,0.083221,619.65,7.2966,-1.513162192
273,40,-35.451,0.083399,619.6,7.2897,-1.508383404
274,40,-35.455,0.083574,619.54,7.2829,-1.503605087
275,40,-35.46,0.083749,619.48,7.2762,-1.498756385
276,40,-35.465,0.083922,619.43,7.2695,-1.494042163
277,40,-35.47,0.084095,619.37,7.2628,-1.48919236
278,40,-35.475,0.084267,619.32,7.2562,-1.48444387
279,40,-35.481,0.084438,619.26,7.2497,-1.4798711
280,40,-35.486,0.084608,619.21,7.2431,-1.475125164
281,40,-35.492,0.084778,619.15,7.2367,-1.470964502
282,40,-35.499,0.084946,619.1,7.2303,-1.465846506
283,40,-35.505,0.085113,619.05,7.2239,-1.461334265
284,40,-35.512,0.08528,618.99,7.2176,-1.456519996
285,40,-35.518,0.085446,618.94,7.2113,-1.452176186
286,40,-35.525,0.085611,618.89,7.2051,-1.447480103
287,40,-35.533,0.085775,618.84,7.1989,-1.443161979
288,40,-35.54,0.085937,618.79,7.1928,-1.438982058
289,40,-35.548,0.0861,618.74,7.1867,-1.435575366
290,40,-35.555,0.08626,618.69,7.1806,-1.43106905
291,40,-35.563,0.086421,618.64,7.1746,-1.427030586
292,40,-35.572,0.08658,618.59,7.1686,-1.423142762
293,40,-35.58,0.086738,618.54,7.1627,-1.419254722
294,40,-35.589,0.086894,618.49,7.1568,-1.416010501
295,40,-35.597,0.087051,618.44,7.151,-1.411505985
296,40,-35.606,0.087205,618.39,7.1452,-1.407584946
297,40,-35.615,0.087361,618.34,7.1394,-1.404662522
298,40,-35.625,0.087513,618.3,7.1337,-1.400079452
299,40,-35.634,0.087665,618.25,7.128,-1.396354426
300,40,-35.644,0.087815,618.2,7.1224,-1.392599476
301,40,-35.653,0.087965,618.15,7.1168,-1.389434966
302,40,-35.663,0.088115,618.11,7.1112,-1.385031955
303,40,-35.673,0.088262,618.06,7.1057,-1.381494755
304,40,-35.684,0.088409,618.02,7.1002,-1.378243939
305,40,-35.694,0.088556,617.97,7.0948,-1.374192539
306,40,-35.705,0.088701,617.93,7.0894,-1.371060048
307,40,-35.716,0.088844,617.88,7.084,-1.366793459
308,40,-35.727,0.088988,617.84,7.0787,-1.363250763
309,40,-35.738,0.08913,617.79,7.0734,-1.360381789
310,40,-35.749,0.089271,617.75,7.0681,-1.356218636
311,40,-35.761,0.08941,617.71,7.0629,-1.352498493
312,40,-35.772,0.08955,617.66,7.0577,-1.349798463
313,40,-35.784,0.089687,617.62,7.0526,-1.345690938
314,40,-35.796,0.089824,617.58,7.0475,-1.342838041
315,40,-35.808,0.089961,617.54,7.0424,-1.33882356
316,40,-35.82,0.090095,617.49,7.0373,-1.335726456
317,40,-35.833,0.090231,617.45,7.0323,-1.331957924
318,40,-35.845,0.090364,617.41,7.0273,-1.329009717
319,40,-35.858,0.090495,617.37,7.0224,-1.32519393
320,40,-35.871,0.090628,617.33,7.0175,-1.322382026
321,40,-35.884,0.090758,617.29,7.0126,-1.318326271
322,40,-35.897,0.090887,617.25,7.0077,-1.315242916
323,40,-35.91,0.091015,617.21,7.0029,-1.312517248
324,40,-35.923,0.091143,617.17,6.9981,-1.308889367
325,40,-35.937,0.091269,617.13,6.9934,-1.306219746
326,40,-35.951,0.091395,617.09,6.9887,-1.302740258
327,40,-35.964,0.09152,617.05,6.984,-1.300337614
328,40,-35.978,0.091644,617.01,6.9793,-1.296963351
329,40,-35.992,0.091768,616.98,6.9747,-1.294562943
330,40,-36.007,0.09189,616.94,6.9701,-1.291597159
331,40,-36.021,0.09201,616.9,6.9655,-1.288338895
332,40,-36.036,0.092132,616.86,6.961,-1.286081281
333,40,-36.05,0.092252,616.83,6.9564,-1.282652261
334,40,-36.065,0.092371,616.79,6.952,-1.280486843
335,40,-36.08,0.092488,616.75,6.9475,-1.277116524
336,40,-36.095,0.092606,616.72,6.9431,-1.274986332
337,40,-36.11,0.092723,616.68,6.9387,-1.271716746
338,40,-36.125,0.092838,616.64,6.9343,-1.269445894
339,40,-36.141,0.092952,616.61,6.93,-1.266956224
340,40,-36.156,0.093066,616.57,6.9257,-1.263576417
341,40,-36.172,0.093179,616.54,6.9214,-1.261532956
342,40,-36.187,0.093291,616.5,6.9171,-1.258261393
343,40,-36.203,0.093403,616.47,6.9129,-1.256386114
344,40,-36.219,0.093514,616.44,6.9087,-1.253585998
345,40,-36.235,0.093625,616.4,6.9045,-1.250474278
346,40,-36.252,0.093734,616.37,6.9004,-1.248421141
347,40,-36.268,0.093841,616.33,6.8962,-1.245914487
348,40,-36.284,0.093949,616.3,6.8921,-1.242764084
349,40,-36.301,0.094055,616.27,6.8881,-1.240834951
350,40,-36.318,0.094161,616.23,6.884,-1.238255126
351,40,-36.335,0.094268,616.2,6.88,-1.235222132
352,40,-36.351,0.094372,616.17,6.876,-1.233295451
353,40,-36.369,0.094474,616.14,6.872,-1.230732959
354,40,-36.386,0.094578,616.1,6.8681,-1.227790208
355,40,-36.403,0.09468,616.07,6.8641,-1.225902676
356,40,-36.42,0.094783,616.04,6.8602,-1.223272064
357,40,-36.438,0.094883,616.01,6.8564,-1.220475847
358,40,-36.455,0.094983,615.98,6.8525,-1.218605772
359,40,-36.473,0.095082,615.95,6.8487,-1.216236686
360,40,-36.491,0.09518,615.92,6.8449,-1.213126338
361,40,-36.509,0.095279,615.89,6.8411,-1.211484641
362,40,-36.527,0.095377,615.86,6.8373,-1.209078718
363,40,-36.545,0.095473,615.83,6.8336,-1.206735069
364,40,-36.563,0.095569,615.8,6.8299,-1.204044708
365,40,-36.581,0.095663,615.77,6.8262,-1.202401604
366,40,-36.6,0.095758,615.74,6.8225,-1.200257159
367,40,-36.618,0.095853,615.71,6.8189,-1.197565252
368,40,-36.637,0.095945,615.68,6.8152,-1.195967491
369,40,-36.655,0.096038,615.65,6.8116,-1.193961414
370,40,-36.674,0.09613,615.62,6.808,-1.191881951
371,40,-39.492,-0.053981,617.55,7.0422,-1.18979466
372,40,-39.512,-0.054032,617.52,7.0384,-1.187141818
373,40,-39.533,-0.054081,617.49,7.0346,-1.185577517
374,40,-39.554,-0.054131,617.46,7.0309,-1.183723911
375,40,-39.575,-0.054181,617.44,7.0271,-1.181543421
376,40,-39.597,-0.054231,617.41,7.0234,-1.179116753
377,40,-39.618,-0.054281,617.38,7.0197,-1.177592276
378,40,-39.639,-0.054332,617.35,7.016,-1.175665618
379,40,-39.661,-0.054381,617.33,7.0124,-1.173643615
380,40,-39.682,-0.054433,617.3,7.0087,-1.171147798
381,40,-39.704,-0.054482,617.28,7.0051,-1.169745944
382,40,-39.726,-0.054532,617.25,7.0015,-1.167829398
383,40,-39.748,-0.054583,617.22,6.9979,-1.165936302
384,40,-39.769,-0.054633,617.2,6.9944,-1.164050569
385,40,-39.792,-0.054684,617.17,6.9908,-1.162033986
386,40,-39.814,-0.054733,617.15,6.9873,-1.159611912
387,40,-39.836,-0.054784,617.12,6.9838,-1.158414389
388,40,-39.858,-0.054835,617.1,6.9803,-1.156444616
389,40,-39.88,-0.054884,617.07,6.9769,-1.154691963
390,40,-39.903,-0.054933,617.05,6.9734,-1.152672745
391,40,-39.925,-0.054984,617.02,6.97,-1.150551693
392,40,-39.948,-0.055034,617,6.9666,-1.149011602
393,40,-39.971,-0.055083,616.98,6.9632,-1.147498504
394,40,-39.993,-0.055134,616.95,6.9599,-1.145656374
395,40,-40.016,-0.055184,616.93,6.9565,-1.143813646
396,40,-40.039,-0.055234,616.9,6.9532,-1.142162484
397,40,-40.062,-0.055284,616.88,6.9499,-1.139764425
398,40,-40.085,-0.055334,616.86,6.9466,-1.138691348
399,40,-40.108,-0.055382,616.83,6.9433,-1.137106174
400,40,-40.132,-0.055432,616.81,6.94,-1.135335928
401,40,-40.155,-0.055483,616.79,6.9368,-1.133792886
402,40,-40.178,-0.055531,616.77,6.9336,-1.132116904
403,40,-40.202,-0.055579,616.74,6.9304,-1.130574962
404,40,-40.225,-0.05563,616.72,6.9272,-1.128851159
405,40,-40.249,-0.055678,616.7,6.924,-1.126737023
406,40,-40.273,-0.055726,616.68,6.9209,-1.125808
407,40,-40.296,-0.055775,616.66,6.9177,-1.124173615
408,40,-40.32,-0.055824,616.63,6.9146,-1.122620662
409,40,-40.344,-0.055872,616.61,6.9115,-1.12120982
410,40,-40.368,-0.055921,616.59,6.9084,-1.119549158
411,40,-40.392,-0.055969,616.57,6.9053,-1.118058542
412,40,-40.416,-0.056016,616.55,6.9023,-1.116612129
413,40,-40.441,-0.056065,616.53,6.8992,-1.114550662
414,40,-40.465,-0.056111,616.51,6.8962,-1.113678855
415,40,-40.489,-0.056159,616.49,6.8932,-1.11219311
416,40,-40.514,-0.056208,616.47,6.8902,-1.110806933
417,40,-40.538,-0.056255,616.45,6.8872,-1.109295882
418,40,-40.563,-0.056302,616.43,6.8842,-1.10789964
419,40,-40.587,-0.056349,616.41,6.8813,-1.106612401
420,40,-40.612,-0.056396,616.39,6.8784,-1.105236836
421,40,-40.637,-0.056443,616.37,6.8754,-1.10364718
422,40,-40.661,-0.056489,616.35,6.8725,-1.10265596
423,40,-40.686,-0.056535,616.33,6.8696,-1.101217222
424,40,-40.711,-0.056582,616.31,6.8668,-1.099493633
425,40,-40.736,-0.056629,616.29,6.8639,-1.098846934
426,40,-40.761,-0.056675,616.27,6.8611,-1.097616486
427,40,-40.786,-0.05672,616.25,6.8582,-1.096253811
428,40,-40.812,-0.056766,616.23,6.8554,-1.095275533
429,40,-40.837,-0.056811,616.21,6.8526,-1.094016437
430,40,-40.862,-0.056857,616.19,6.8498,-1.092653643
431,40,-40.888,-0.0569,616.18,6.847,-1.091672719
432,40,-40.913,-0.056946,616.16,6.8443,-1.090298309
433,40,-40.938,-0.056992,616.14,6.8415,-1.089258643
434,40,-40.964,-0.057036,616.12,6.8388,-1.08789802
435,40,-40.99,-0.05708,616.1,6.836,-1.086882334
436,40,-41.015,-0.057124,616.09,6.8333,-1.085621471
437,40,-41.041,-0.057169,616.07,6.8306,-1.084441412
438,40,-41.067,-0.057211,616.05,6.8279,-1.08333711
439,40,-41.093,-0.057256,616.03,6.8253,-1.082219244
440,40,-41.119,-0.0573,616.02,6.8226,-1.081090561
441,40,-41.144,-0.057342,616,6.82,-1.07983731
442,40,-41.17,-0.057386,615.98,6.8173,-1.078863881
443,40,-41.197,-0.057429,615.97,6.8147,-1.077699634
444,40,-41.223,-0.057473,615.95,6.8121,-1.076520699
445,40,-41.249,-0.057516,615.93,6.8095,-1.074881788
446,40,-41.275,-0.057558,615.92,6.8069,-1.074395468
447,40,-41.301,-0.0576,615.9,6.8043,-1.073317943
448,40,-41.328,-0.057643,615.88,6.8018,-1.072145973
449,40,-41.354,-0.057684,615.87,6.7992,-1.071248381
450,40,-41.38,-0.057726,615.85,6.7967,-1.070112833
451,40,-41.407,-0.057768,615.83,6.7941,-1.068891194
452,40,-41.433,-0.057809,615.82,6.7916,-1.067957641
453,40,-41.46,-0.05785,615.8,6.7891,-1.067002342
454,40,-41.487,-0.057892,615.79,6.7866,-1.065850094
455,40,-41.513,-0.057932,615.77,6.7842,-1.064952221
456,40,-41.54,-0.057973,615.76,6.7817,-1.063833709
457,40,-41.567,-0.058013,615.74,6.7792,-1.062818379
458,40,-41.594,-0.058053,615.73,6.7768,-1.061829907
459,40,-41.621,-0.058094,615.71,6.7743,-1.060902032
460,40,-41.648,-0.058133,615.7,6.7719,-1.059814322
461,40,-41.675,-0.058173,615.68,6.7695,-1.058837732
462,40,-41.702,-0.058212,615.67,6.7671,-1.057850378
463,40,-41.729,-0.058252,615.65,6.7647,-1.056980636
464,40,-41.756,-0.058291,615.64,6.7623,-1.05591473
