Time,f_flex,f_frac,f_grad,crack_length,,,,
2299,-720.82,1935.4,7.1574,100,,,,
2300,-721.04,1935.4,7.1607,100,,,,
2301,-721.25,1935.3,7.1639,100,,,,
2302,-721.47,1935.3,7.1671,100,,,,
2303,-721.69,1935.2,7.1703,100,,,,
2304,-721.9,1935.2,7.1736,100,,,,
2305,-722.12,1935.2,7.1768,100,,,,
2306,-722.34,1935.1,7.18,100,,,,
2307,-722.55,1935.1,7.1832,100,,,,
2308,-722.77,1935,7.1864,100,,,,
2309,-722.99,1935,7.1896,100,,,,
2310,-723.2,1934.9,7.1928,100,,,,
2311,-723.42,1934.9,7.196,100,,,,
2312,-723.63,1934.8,7.1992,100,,,,
2313,-723.85,1934.8,7.2024,100,,,,
2314,-724.07,1934.8,7.2056,100,,,,
2315,-724.28,1934.7,7.2088,100,,,,
2316,-724.5,1934.7,7.212,100,,,,
2317,-724.72,1934.6,7.2152,100,,,,
2318,-724.93,1934.6,7.2184,100,,,,
2319,-724.92,1934.6,7.2212,100,,,,
2320,-725.35,1934.5,7.2243,100,,,,
2321,-725.35,1934.5,7.2271,100,,,,
2322,-725.77,1934.5,7.2302,100,,,,
2323,-725.77,1934.5,7.233,100,,,,
2324,-726.2,1934.4,7.2361,100,,,,
2325,-726.2,1934.4,7.2389,100,,,,
2326,-726.62,1934.4,7.2419,100,,,,
2327,-726.62,1934.3,7.2447,100,,,,
2328,-727.05,1934.3,7.2478,100,,,,
2329,-727.05,1934.3,7.2506,100,,,,
2330,-727.48,1934.2,7.2536,100,,,,
2331,-727.47,1934.2,7.2564,100,,,,
2332,-727.9,1934.2,7.2595,100,,,,
2333,-727.9,1934.2,7.2622,100,,,,
2334,-728.33,1934.1,7.2653,100,,,,
2335,-728.33,1934.1,7.268,100,,,,
2336,-728.75,1934.1,7.2711,100,,,,
2337,-728.75,1934.1,7.2739,100,,,,
2338,-729.18,1934,7.2769,100,,,,
2339,-729.18,1934,7.2796,100,,,,
2340,-729.6,1934,7.2827,100,,,,
2341,-729.6,1934,7.2854,100,,,,
2342,-730.03,1933.9,7.2884,100,,,,
2343,-730.03,1933.9,7.2912,100,,,,
2344,-730.45,1933.9,7.2942,100,,,,
2345,-730.45,1933.9,7.2969,100,,,,
2346,-730.88,1933.8,7.3,100,,,,
2347,-730.87,1933.8,7.3027,100,,,,
2348,-731.3,1933.8,7.3057,100,,,,
2349,-731.3,1933.8,7.3084,100,,,,
2350,-731.72,1933.7,7.3114,100,,,,
2351,-731.72,1933.7,7.3141,100,,,,
2352,-732.15,1933.7,7.3171,100,,,,
2353,-732.14,1933.7,7.3198,100,,,,
2354,-732.57,1933.6,7.3228,100,,,,
2355,-732.56,1933.6,7.3255,100,,,,
2356,-732.99,1933.6,7.3285,100,,,,
2357,-732.99,1933.6,7.3312,100,,,,
2358,-733.41,1933.5,7.3341,100,,,,
2359,-733.41,1933.5,7.3368,100,,,,
2360,-733.83,1933.5,7.3398,100,,,,
2361,-733.83,1933.5,7.3425,100,,,,
2362,-734.26,1933.4,7.3454,100,,,,
2363,-734.25,1933.4,7.3481,100,,,,
2364,-734.68,1933.4,7.351,100,,,,
2365,-734.67,1933.4,7.3537,100,,,,
2366,-735.1,1933.3,7.3567,100,,,,
2367,-735.09,1933.3,7.3593,100,,,,
2368,-735.52,1933.3,7.3622,100,,,,
2369,-735.51,1933.3,7.3649,100,,,,
2370,-735.94,1933.2,7.3678,100,,,,
2371,-735.93,1933.2,7.3705,100,,,,
2372,-736.36,1933.2,7.3734,100,,,,
2373,-736.36,1933.2,7.376,100,,,,
2374,-736.78,1933.1,7.3789,100,,,,
2375,-736.78,1933.1,7.3815,100,,,,
2376,-737.2,1933.1,7.3844,100,,,,
2377,-737.2,1933.1,7.387,100,,,,
2378,-737.62,1933.1,7.3899,100,,,,
2379,-737.62,1933,7.3925,100,,,,
2380,-738.04,1933,7.3954,100,,,,
2381,-738.04,1933,7.398,100,,,,
2382,-738.46,1933,7.4009,100,,,,
2383,-738.46,1933,7.4035,100,,,,
2384,-738.88,1932.9,7.4063,100,,,,
2385,-738.88,1932.9,7.4089,100,,,,
2386,-739.3,1932.9,7.4118,100,,,,
2387,-739.3,1932.9,7.4144,100,,,,
2388,-739.72,1932.8,7.4172,100,,,,
2389,-739.72,1932.8,7.4198,100,,,,
2390,-740.14,1932.8,7.4226,100,,,,
2391,-740.14,1932.8,7.4251,100,,,,
2392,-740.56,1932.7,7.428,100,,,,
2393,-740.56,1932.7,7.4305,100,,,,
2394,-740.98,1932.7,7.4333,100,,,,
2395,-740.98,1932.7,7.4359,100,,,,
2396,-741.4,1932.7,7.4387,100,,,,
2397,-741.4,1932.6,7.4412,100,,,,
2398,-741.82,1932.6,7.444,100,,,,
2399,-741.82,1932.6,7.4465,100,,,,
2400,-742.24,1932.6,7.4493,100,,,,
2401,-742.24,1932.6,7.4518,100,,,,
2402,-742.66,1932.5,7.4546,100,,,,
2403,-742.66,1932.5,7.4571,100,,,,
2404,-743.08,1932.5,7.4598,100,,,,
2405,-743.08,1932.5,7.4623,100,,,,
2406,-743.5,1932.5,7.4651,100,,,,
2407,-743.5,1932.4,7.4676,100,,,,
2408,-743.92,1932.4,7.4703,100,,,,
2409,-743.92,1932.4,7.4728,100,,,,
2410,-744.34,1932.4,7.4755,100,,,,
2411,-744.34,1932.4,7.478,100,,,,
2412,-744.76,1932.3,7.4807,100,,,,
2413,-744.76,1932.3,7.4831,100,,,,
2414,-745.18,1932.3,7.4858,100,,,,
2415,-745.18,1932.3,7.4883,100,,,,
2416,-745.6,1932.3,7.491,100,,,,
2417,-745.6,1932.2,7.4934,100,,,,
2418,-746.02,1932.2,7.4961,100,,,,
2419,-746.02,1932.2,7.4985,100,,,,
2420,-746.44,1932.2,7.5012,100,,,,
2421,-746.44,1932.2,7.5036,100,,,,
2422,-746.86,1932.1,7.5063,100,,,,
2423,-746.86,1932.1,7.5087,100,,,,
2424,-747.28,1932.1,7.5113,100,,,,
2425,-747.27,1932.1,7.5137,100,,,,
2426,-747.7,1932.1,7.5164,100,,,,
2427,-747.69,1932,7.5188,100,,,,
2428,-748.12,1932,7.5214,100,,,,
2429,-748.11,1932,7.5238,100,,,,
2430,-748.54,1932,7.5264,100,,,,
2431,-748.53,1932,7.5287,100,,,,
2432,-748.96,1931.9,7.5313,100,,,,
2433,-748.95,1931.9,7.5337,100,,,,
2434,-749.38,1931.9,7.5363,100,,,,
2435,-749.37,1931.9,7.5386,100,,,,
2436,-749.8,1931.9,7.5412,100,,,,
2437,-749.79,1931.9,7.5436,100,,,,
2438,-750.22,1931.8,7.5461,100,,,,
2439,-750.21,1931.8,7.5484,100,,,,
2440,-750.64,1931.8,7.551,100,,,,
2441,-750.63,1931.8,7.5533,100,,,,
2442,-751.06,1931.8,7.5559,100,,,,
2443,-751.05,1931.8,7.5582,100,,,,
2444,-751.48,1931.7,7.5607,100,,,,
2445,-751.47,1931.7,7.563,100,,,,
2446,-751.9,1931.7,7.5655,100,,,,
2447,-751.89,1931.7,7.5678,100,,,,
2448,-752.32,1931.7,7.5703,100,,,,
2449,-752.31,1931.6,7.5726,100,,,,
2450,-752.73,1931.6,7.5751,100,,,,
2451,-752.73,1931.6,7.5773,100,,,,
2452,-753.15,1931.6,7.5798,100,,,,
2453,-753.15,1931.6,7.582,100,,,,
2454,-753.57,1931.6,7.5845,100,,,,
2455,-753.57,1931.5,7.5868,100,,,,
2456,-753.99,1931.5,7.5892,100,,,,
2457,-753.99,1931.5,7.5914,100,,,,
2458,-754.41,1931.5,7.5939,100,,,,
2459,-754.41,1931.5,7.5961,100,,,,
2460,-754.83,1931.5,7.5985,100,,,,
2461,-754.83,1931.4,7.6007,100,,,,
2462,-755.25,1931.4,7.6032,100,,,,
2463,-755.25,1931.4,7.6054,100,,,,
2464,-755.67,1931.4,7.6078,100,,,,
2465,-755.67,1931.4,7.6099,100,,,,
2466,-756.09,1931.4,7.6123,100,,,,
2467,-756.09,1931.3,7.6145,100,,,,
2468,-756.51,1931.3,7.6169,100,,,,
2469,-756.51,1931.3,7.619,100,,,,
2470,-756.93,1931.3,7.6214,100,,,,
2471,-756.93,1931.3,7.6236,100,,,,
2472,-757.35,1931.3,7.6259,100,,,,
2473,-757.35,1931.2,7.6281,100,,,,
2474,-757.77,1931.2,7.6304,100,,,,
2475,-757.77,1931.2,7.6325,100,,,,
2476,-758.19,1931.2,7.6349,100,,,,
2477,-758.19,1931.2,7.637,100,,,,
2478,-758.61,1931.2,7.6393,100,,,,
2479,-758.61,1931.2,7.6414,100,,,,
2480,-759.03,1931.1,7.6437,100,,,,
2481,-759.02,1931.1,7.6458,100,,,,
2482,-759.45,1931.1,7.6481,100,,,,
2483,-759.44,1931.1,7.6502,100,,,,
2484,-759.87,1931.1,7.6525,100,,,,
2485,-759.86,1931.1,7.6545,100,,,,
2486,-760.29,1931,7.6568,100,,,,
2487,-760.28,1931,7.6588,100,,,,
2488,-760.71,1931,7.6611,100,,,,
2489,-760.7,1931,7.6631,100,,,,
2490,-761.13,1931,7.6654,100,,,,
2491,-761.12,1931,7.6674,100,,,,
2492,-761.55,1930.9,7.6697,100,,,,
2493,-761.54,1930.9,7.6717,100,,,,
2494,-761.97,1930.9,7.6739,100,,,,
2495,-761.96,1930.9,7.6759,100,,,,
2496,-762.39,1930.9,7.6781,100,,,,
2497,-762.38,1930.9,7.6801,100,,,,
2498,-762.81,1930.9,7.6823,100,,,,
2499,-762.8,1930.9,7.6843,100,,,,
2500,-763.23,1930.8,7.6865,100,,,,
2501,-763.22,1930.8,7.6884,100,,,,
2502,-763.64,1930.8,7.6906,100,,,,
2503,-763.64,1930.8,7.6926,100,,,,
2504,-764.06,1930.8,7.6947,100,,,,
2505,-764.06,1930.8,7.6967,100,,,,
2506,-764.48,1930.7,7.6988,100,,,,
2507,-764.48,1930.7,7.7008,100,,,,
2508,-764.9,1930.7,7.7029,100,,,,
2509,-764.9,1930.7,7.7048,100,,,,
2510,-765.32,1930.7,7.7069,100,,,,
2511,-765.32,1930.7,7.7089,100,,,,
2512,-765.74,1930.7,7.711,100,,,,
2513,-765.74,1930.7,7.7129,100,,,,
2514,-766.16,1930.6,7.715,100,,,,
2515,-766.16,1930.6,7.7168,100,,,,
2516,-766.58,1930.6,7.7189,100,,,,
2517,-766.58,1930.6,7.7208,100,,,,
2518,-767,1930.6,7.7229,100,,,,
2519,-767,1930.6,7.7247,100,,,,
2520,-767.42,1930.6,7.7268,100,,,,
2521,-767.42,1930.5,7.7287,100,,,,
2522,-767.84,1930.5,7.7307,100,,,,
2523,-767.84,1930.5,7.7325,100,,,,
2524,-768.26,1930.5,7.7346,100,,,,
2525,-768.26,1930.5,7.7364,100,,,,
2526,-768.68,1930.5,7.7384,100,,,,
2527,-768.68,1930.5,7.7402,100,,,,
2528,-769.1,1930.4,7.7422,100,,,,
2529,-769.09,1930.4,7.7441,100,,,,
2530,-769.52,1930.4,7.746,100,,,,
2531,-769.51,1930.4,7.7478,100,,,,
2532,-769.94,1930.4,7.7498,100,,,,
2533,-769.93,1930.4,7.7516,100,,,,
2534,-770.36,1930.4,7.7536,100,,,,
2535,-770.35,1930.4,7.7554,100,,,,
2536,-770.78,1930.3,7.7573,100,,,,
2537,-770.77,1930.3,7.7591,100,,,,
2538,-771.19,1930.3,7.761,100,,,,
2539,-771.19,1930.3,7.7628,100,,,,
2540,-771.61,1930.3,7.7647,100,,,,
2541,-771.61,1930.3,7.7664,100,,,,
2542,-772.03,1930.3,7.7684,100,,,,
2543,-772.03,1930.3,7.7701,100,,,,
2544,-772.45,1930.2,7.772,100,,,,
2545,-772.45,1930.2,7.7737,100,,,,
2546,-772.87,1930.2,7.7756,100,,,,
2547,-772.87,1930.2,7.7773,100,,,,
2548,-773.29,1930.2,7.7792,100,,,,
2549,-773.29,1930.2,7.7809,100,,,,
2550,-773.71,1930.2,7.7828,100,,,,
2551,-773.71,1930.2,7.7844,100,,,,
2552,-774.13,1930.1,7.7863,100,,,,
2553,-774.13,1930.1,7.788,100,,,,
2554,-774.55,1930.1,7.7898,100,,,,
2555,-774.55,1930.1,7.7915,100,,,,
2556,-774.97,1930.1,7.7933,100,,,,
2557,-774.97,1930.1,7.795,100,,,,
2558,-775.39,1930.1,7.7968,100,,,,
2559,-775.38,1930.1,7.7984,100,,,,
2560,-775.81,1930.1,7.8002,100,,,,
2561,-775.8,1930.1,7.8019,100,,,,
2562,-776.23,1930,7.8037,100,,,,
2563,-776.22,1930,7.8053,100,,,,
2564,-776.65,1930,7.8071,100,,,,
2565,-776.64,1930,7.8087,100,,,,
2566,-777.07,1930,7.8104,100,,,,
2567,-777.06,1930,7.812,100,,,,
2568,-777.48,1930,7.8138,100,,,,
2569,-777.48,1930,7.8154,100,,,,
2570,-777.9,1929.9,7.8171,100,,,,
2571,-777.9,1929.9,7.8187,100,,,,
2572,-778.32,1929.9,7.8204,100,,,,
2573,-778.32,1929.9,7.822,100,,,,
2574,-778.74,1929.9,7.8237,100,,,,
2575,-778.74,1929.9,7.8253,100,,,,
2576,-779.16,1929.9,7.827,100,,,,
2577,-779.16,1929.9,7.8285,100,,,,
2578,-779.58,1929.9,7.8302,100,,,,
2579,-779.58,1929.8,7.8318,100,,,,
2580,-780,1929.8,7.8335,100,,,,
2581,-780,1929.8,7.835,100,,,,
2582,-780.42,1929.8,7.8367,100,,,,
2583,-780.42,1929.8,7.8382,100,,,,
2584,-780.84,1929.8,7.8398,100,,,,
2585,-780.84,1929.8,7.8413,100,,,,
2586,-781.26,1929.8,7.843,100,,,,
2587,-781.26,1929.8,7.8445,100,,,,
2588,-781.68,1929.7,7.8461,100,,,,
2589,-781.68,1929.7,7.8476,100,,,,
2590,-782.1,1929.7,7.8492,100,,,,
2591,-782.1,1929.7,7.8507,100,,,,
2592,-782.52,1929.7,7.8523,100,,,,
2593,-782.51,1929.7,7.8538,100,,,,
2594,-782.94,1929.7,7.8554,100,,,,
2595,-782.93,1929.7,7.8568,100,,,,
2596,-783.36,1929.7,7.8584,100,,,,
2597,-783.35,1929.7,7.8599,100,,,,
2598,-783.78,1929.6,7.8615,100,,,,
2599,-783.77,1929.6,7.8629,100,,,,
2600,-784.19,1929.6,7.8645,100,,,,
2601,-784.19,1929.6,7.8659,100,,,,
2602,-784.61,1929.6,7.8675,100,,,,
2603,-784.61,1929.6,7.8689,100,,,,
2604,-785.03,1929.6,7.8704,100,,,,
2605,-785.03,1929.6,7.8718,100,,,,
2606,-785.45,1929.6,7.8734,100,,,,
2607,-785.45,1929.6,7.8748,100,,,,
2608,-785.87,1929.5,7.8763,100,,,,
2609,-785.87,1929.5,7.8777,100,,,,
2610,-786.29,1929.5,7.8792,100,,,,
2611,-786.29,1929.5,7.8806,100,,,,
2612,-786.71,1929.5,7.8821,100,,,,
2613,-786.71,1929.5,7.8834,100,,,,
2614,-787.13,1929.5,7.8849,100,,,,
2615,-787.13,1929.5,7.8863,100,,,,
2616,-787.55,1929.5,7.8878,100,,,,
2617,-787.55,1929.5,7.8891,100,,,,
2618,-787.97,1929.5,7.8906,100,,,,
2619,-787.97,1929.4,7.8919,100,,,,
2620,-788.39,1929.4,7.8934,100,,,,
2621,-788.39,1929.4,7.8947,100,,,,
2622,-788.81,1929.4,7.8962,100,,,,
2623,-788.81,1929.4,7.8975,100,,,,
2624,-789.23,1929.4,7.899,100,,,,
2625,-789.23,1929.4,7.9003,100,,,,
2626,-789.65,1929.4,7.9017,100,,,,
2627,-789.64,1929.4,7.903,100,,,,
2628,-790.07,1929.4,7.9044,100,,,,
2629,-790.06,1929.4,7.9057,100,,,,
2630,-790.49,1929.3,7.9071,100,,,,
2631,-790.48,1929.3,7.9084,100,,,,
2632,-790.91,1929.3,7.9098,100,,,,
2633,-790.9,1929.3,7.9111,100,,,,
2634,-791.32,1929.3,7.9125,100,,,,
2635,-791.32,1929.3,7.9137,100,,,,
2636,-791.74,1929.3,7.9151,100,,,,
2637,-791.74,1929.3,7.9164,100,,,,
2638,-792.16,1929.3,7.9178,100,,,,
2639,-792.16,1929.3,7.919,100,,,,
2640,-792.58,1929.3,7.9204,100,,,,
2641,-792.58,1929.3,7.9216,100,,,,
2642,-793,1929.2,7.923,100,,,,
2643,-793,1929.2,7.9242,100,,,,
2644,-793.42,1929.2,7.9255,100,,,,
2645,-793.42,1929.2,7.9268,100,,,,
2646,-793.84,1929.2,7.9281,100,,,,
2647,-793.84,1929.2,7.9293,100,,,,
2648,-794.26,1929.2,7.9306,100,,,,
2649,-794.26,1929.2,7.9318,100,,,,
2650,-794.68,1929.2,7.9332,100,,,,
2651,-794.68,1929.2,7.9343,100,,,,
2652,-795.1,1929.2,7.9357,100,,,,
2653,-795.1,1929.2,7.9368,100,,,,
2654,-795.52,1929.1,7.9382,100,,,,
2655,-795.52,1929.1,7.9393,100,,,,
2656,-795.94,1929.1,7.9406,100,,,,
2657,-795.94,1929.1,7.9418,100,,,,
2658,-796.36,1929.1,7.9431,100,,,,
2659,-796.36,1929.1,7.9442,100,,,,
2660,-796.78,1929.1,7.9455,100,,,,
2661,-796.78,1929.1,7.9467,100,,,,
2662,-797.2,1929.1,7.9479,100,,,,
2663,-797.2,1929.1,7.9491,100,,,,
2664,-797.62,1929.1,7.9503,100,,,,
2665,-797.62,1929.1,7.9515,100,,,,
2666,-798.04,1929,7.9527,100,,,,
2667,-798.04,1929,7.9538,100,,,,
2668,-798.46,1929,7.9551,100,,,,
2669,-798.46,1929,7.9562,100,,,,
2670,-798.88,1929,7.9574,100,,,,
2671,-798.88,1929,7.9585,100,,,,
2672,-799.3,1929,7.9598,100,,,,
2673,-799.3,1929,7.9609,100,,,,
2674,-799.73,1929,7.9621,100,,,,
2675,-799.72,1929,7.9632,100,,,,
2676,-800.15,1929,7.9644,100,,,,
2677,-800.14,1929,7.9655,100,,,,
2678,-800.57,1929,7.9667,100,,,,
2679,-800.57,1928.9,7.9678,100,,,,
2680,-800.99,1928.9,7.969,100,,,,
2681,-800.99,1928.9,7.97,100,,,,
2682,-801.41,1928.9,7.9712,100,,,,
2683,-801.41,1928.9,7.9723,100,,,,
2684,-801.83,1928.9,7.9735,100,,,,
2685,-801.83,1928.9,7.9745,100,,,,
2686,-802.25,1928.9,7.9757,100,,,,
2687,-802.25,1928.9,7.9767,100,,,,
2688,-802.67,1928.9,7.9779,100,,,,
2689,-802.67,1928.9,7.9789,100,,,,
2690,-803.09,1928.9,7.9801,100,,,,
2691,-803.09,1928.9,7.9811,100,,,,
2692,-803.52,1928.8,7.9823,100,,,,
2693,-803.51,1928.8,7.9833,100,,,,
2694,-803.94,1928.8,7.9845,100,,,,
2695,-803.94,1928.8,7.9855,100,,,,
2696,-804.36,1928.8,7.9866,100,,,,
2697,-804.36,1928.8,7.9876,100,,,,
2698,-804.78,1928.8,7.9888,100,,,,
2699,-804.78,1928.8,7.9898,100,,,,
2700,-805.2,1928.8,7.9909,100,,,,
2701,-805.2,1928.8,7.9919,100,,,,
2702,-805.62,1928.8,7.993,100,,,,
2703,-805.62,1928.8,7.994,100,,,,
2704,-806.04,1928.8,7.9951,100,,,,
2705,-806.04,1928.8,7.9961,100,,,,
2706,-806.46,1928.8,7.9972,100,,,,
2707,-806.46,1928.7,7.9981,100,,,,
2708,-806.89,1928.7,7.9992,100,,,,
2709,-806.88,1928.7,8.0002,100,,,,
2710,-807.31,1928.7,8.0013,100,,,,
2711,-807.31,1928.7,8.0023,100,,,,
2712,-807.73,1928.7,8.0033,100,,,,
2713,-807.73,1928.7,8.0043,100,,,,
2714,-808.15,1928.7,8.0054,100,,,,
2715,-808.15,1928.7,8.0063,100,,,,
2716,-808.57,1928.7,8.0074,100,,,,
2717,-808.57,1928.7,8.0083,100,,,,
2718,-808.99,1928.7,8.0094,100,,,,
2719,-808.99,1928.7,8.0103,100,,,,
2720,-809.41,1928.7,8.0114,100,,,,
2721,-809.41,1928.7,8.0123,100,,,,
2722,-809.83,1928.6,8.0134,100,,,,
2723,-809.83,1928.6,8.0143,100,,,,
2724,-810.26,1928.6,8.0153,100,,,,
2725,-810.25,1928.6,8.0163,100,,,,
2726,-810.68,1928.6,8.0173,100,,,,
2727,-810.67,1928.6,8.0182,100,,,,
2728,-811.1,1928.6,8.0192,100,,,,
2729,-811.1,1928.6,8.0201,100,,,,
2730,-811.52,1928.6,8.0212,100,,,,
2731,-811.52,1928.6,8.0221,100,,,,
2732,-811.94,1928.6,8.0231,100,,,,
2733,-811.94,1928.6,8.024,100,,,,
2734,-812.36,1928.6,8.025,100,,,,
2735,-812.36,1928.6,8.0259,100,,,,
2736,-812.78,1928.6,8.0269,100,,,,
2737,-812.78,1928.6,8.0278,100,,,,
2738,-813.2,1928.5,8.0288,100,,,,
2739,-813.2,1928.5,8.0296,100,,,,
2740,-813.62,1928.5,8.0306,100,,,,
2741,-813.62,1928.5,8.0315,100,,,,
2742,-814.05,1928.5,8.0325,100,,,,
2743,-814.04,1928.5,8.0334,100,,,,
2744,-814.47,1928.5,8.0343,100,,,,
2745,-814.47,1928.5,8.0352,100,,,,
2746,-814.89,1928.5,8.0362,100,,,,
2747,-814.89,1928.5,8.037,100,,,,
2748,-815.31,1928.5,8.038,100,,,,
2749,-815.31,1928.5,8.0388,100,,,,
2750,-815.73,1928.5,8.0398,100,,,,
2751,-815.73,1928.5,8.0407,100,,,,
2752,-816.15,1928.5,8.0416,100,,,,
2753,-816.15,1928.5,8.0425,100,,,,
2754,-816.57,1928.5,8.0434,100,,,,
2755,-816.57,1928.5,8.0442,100,,,,
2756,-816.99,1928.4,8.0452,100,,,,
2757,-816.99,1928.4,8.046,100,,,,
2758,-817.42,1928.4,8.047,100,,,,
2759,-817.41,1928.4,8.0478,100,,,,
2760,-817.84,1928.4,8.0487,100,,,,
2761,-817.84,1928.4,8.0495,100,,,,
2762,-818.26,1928.4,8.0505,100,,,,
2763,-818.26,1928.4,8.0513,100,,,,
2764,-818.68,1928.4,8.0522,100,,,,
2765,-818.68,1928.4,8.053,100,,,,
2766,-819.1,1928.4,8.0539,100,,,,
2767,-819.1,1928.4,8.0547,100,,,,
2768,-819.52,1928.4,8.0557,100,,,,
2769,-819.52,1928.4,8.0565,100,,,,
2770,-819.94,1928.4,8.0574,100,,,,
2771,-819.94,1928.4,8.0582,100,,,,
2772,-820.36,1928.4,8.0591,100,,,,
2773,-820.36,1928.4,8.0599,100,,,,
2774,-820.78,1928.3,8.0607,100,,,,
2775,-820.78,1928.3,8.0615,100,,,,
2776,-821.21,1928.3,8.0624,100,,,,
2777,-821.2,1928.3,8.0632,100,,,,
2778,-821.63,1928.3,8.0641,100,,,,
2779,-821.63,1928.3,8.0649,100,,,,
2780,-822.05,1928.3,8.0658,100,,,,
2781,-822.05,1928.3,8.0665,100,,,,
2782,-822.47,1928.3,8.0674,100,,,,
2783,-822.47,1928.3,8.0682,100,,,,
2784,-822.89,1928.3,8.0691,100,,,,
2785,-822.89,1928.3,8.0698,100,,,,
2786,-823.31,1928.3,8.0707,100,,,,
2787,-823.31,1928.3,8.0714,100,,,,
2788,-823.73,1928.3,8.0723,100,,,,
2789,-823.73,1928.3,8.0731,100,,,,
2790,-824.15,1928.3,8.0739,100,,,,
2791,-824.15,1928.3,8.0747,100,,,,
2792,-824.57,1928.3,8.0755,100,,,,
2793,-824.57,1928.2,8.0763,100,,,,
2794,-825,1928.2,8.0771,100,,,,
2795,-824.99,1928.2,8.0779,100,,,,
2796,-825.42,1928.2,8.0787,100,,,,
2797,-825.42,1928.2,8.0794,100,,,,
2798,-825.84,1928.2,8.0803,100,,,,
2799,-825.84,1928.2,8.081,100,,,,
2800,-826.26,1928.2,8.0819,100,,,,
2801,-826.26,1928.2,8.0826,100,,,,
2802,-826.68,1928.2,8.0834,100,,,,
2803,-826.68,1928.2,8.0841,100,,,,
2804,-827.1,1928.2,8.085,100,,,,
2805,-827.1,1928.2,8.0857,100,,,,
2806,-827.52,1928.2,8.0865,100,,,,
2807,-827.52,1928.2,8.0872,100,,,,
2808,-827.94,1928.2,8.088,100,,,,
2809,-827.94,1928.2,8.0888,100,,,,
2810,-828.36,1928.2,8.0896,100,,,,
2811,-828.36,1928.2,8.0903,100,,,,
2812,-828.78,1928.2,8.0911,100,,,,
2813,-828.78,1928.2,8.0918,100,,,,
2814,-829.21,1928.1,8.0926,100,,,,
2815,-829.2,1928.1,8.0933,100,,,,
2816,-829.63,1928.1,8.0941,100,,,,
2817,-829.63,1928.1,8.0948,100,,,,
2818,-830.05,1928.1,8.0956,100,,,,
2819,-830.05,1928.1,8.0963,100,,,,
2820,-830.47,1928.1,8.0971,100,,,,
2821,-830.47,1928.1,8.0978,100,,,,
2822,-830.89,1928.1,8.0986,100,,,,
2823,-830.89,1928.1,8.0992,100,,,,
2824,-831.31,1928.1,8.1,100,,,,
2825,-831.31,1928.1,8.1007,100,,,,
2826,-831.73,1928.1,8.1015,100,,,,
2827,-831.73,1928.1,8.1022,100,,,,
2828,-832.15,1928.1,8.1029,100,,,,
2829,-832.15,1928.1,8.1036,100,,,,
2830,-832.57,1928.1,8.1044,100,,,,
2831,-832.57,1928.1,8.105,100,,,,
2832,-832.99,1928.1,8.1058,100,,,,
2833,-832.99,1928.1,8.1065,100,,,,
2834,-833.42,1928.1,8.1072,100,,,,
2835,-833.41,1928.1,8.1079,100,,,,
2836,-833.84,1928.1,8.1087,100,,,,
2837,-833.84,1928,8.1093,100,,,,
2838,-834.26,1928,8.1101,100,,,,
2839,-834.26,1928,8.1107,100,,,,
2840,-834.68,1928,8.1115,100,,,,
2841,-834.68,1928,8.1121,100,,,,
2842,-835.1,1928,8.1129,100,,,,
2843,-835.1,1928,8.1135,100,,,,
2844,-835.52,1928,8.1143,100,,,,
2845,-835.52,1928,8.1149,100,,,,
2846,-835.94,1928,8.1156,100,,,,
2847,-835.94,1928,8.1163,100,,,,
2848,-836.36,1928,8.117,100,,,,
2849,-836.36,1928,8.1177,100,,,,
2850,-836.78,1928,8.1184,100,,,,
2851,-836.78,1928,8.119,100,,,,
2852,-837.2,1928,8.1197,100,,,,
2853,-837.2,1928,8.1204,100,,,,
2854,-837.62,1928,8.1211,100,,,,
2855,-837.62,1928,8.1217,100,,,,
2856,-838.05,1928,8.1224,100,,,,
2857,-838.04,1928,8.1231,100,,,,
2858,-838.47,1928,8.1238,100,,,,
2859,-838.47,1928,8.1244,100,,,,
2860,-838.89,1928,8.1251,100,,,,
2861,-838.89,1928,8.1257,100,,,,
2862,-839.31,1927.9,8.1264,100,,,,
2863,-839.31,1927.9,8.127,100,,,,
2864,-839.73,1927.9,8.1277,100,,,,
2865,-839.73,1927.9,8.1283,100,,,,
2866,-840.15,1927.9,8.129,100,,,,
2867,-840.15,1927.9,8.1297,100,,,,
2868,-840.57,1927.9,8.1303,100,,,,
2869,-840.57,1927.9,8.1309,100,,,,
2870,-840.99,1927.9,8.1316,100,,,,
2871,-840.99,1927.9,8.1322,100,,,,
2872,-841.41,1927.9,8.1329,100,,,,
2873,-841.41,1927.9,8.1335,100,,,,
2874,-841.83,1927.9,8.1342,100,,,,
2875,-841.83,1927.9,8.1348,100,,,,
2876,-842.25,1927.9,8.1355,100,,,,
2877,-842.25,1927.9,8.1361,100,,,,
2878,-842.67,1927.9,8.1367,100,,,,
2879,-842.67,1927.9,8.1373,100,,,,
2880,-843.1,1927.9,8.138,100,,,,
2881,-843.09,1927.9,8.1386,100,,,,
2882,-843.52,1927.9,8.1392,100,,,,
2883,-843.52,1927.9,8.1398,100,,,,
2884,-843.94,1927.9,8.1405,100,,,,
2885,-843.94,1927.9,8.1411,100,,,,
2886,-844.36,1927.9,8.1417,100,,,,
2887,-844.36,1927.9,8.1423,100,,,,
2888,-844.78,1927.9,8.1429,100,,,,
