Time,f_flex,f_frac,f_grad,crack_length,,,,
1712,-311.46,1371.9,107.9,66,,,,
1713,-311.49,1374.6,107.8,66,,,,
1714,-311.79,1377,107.71,66,,,,
1715,-312.46,1379.1,107.62,66,,,,
1716,-313.49,1380.7,107.55,66,,,,
1717,-314.71,1381.8,107.48,66,,,,
1718,-315.92,1382.6,107.42,66,,,,
1719,-316.95,1383.1,107.37,66,,,,
1720,-317.76,1383.5,107.32,66,,,,
1721,-318.46,1383.7,107.27,66,,,,
1722,-319.29,1383.8,107.23,66,,,,
1723,-320.37,1383.9,107.19,66,,,,
1724,-321.66,1383.9,107.15,66,,,,
1725,-323.13,1383.9,107.12,66,,,,
1726,-324.75,1384,107.09,66.5,,,,
1727,-326.53,1384.1,107.06,66.5,,,,
1728,-328.44,1384.2,107.03,66.5,,,,
1729,-330.34,1384.4,107.01,66.5,,,,
1730,-332.14,1384.6,106.98,66.5,,,,
1731,-333.76,1384.8,106.95,66.5,,,,
1732,-335.2,1385,106.92,66.5,,,,
1733,-336.45,1385.2,106.89,66.5,,,,
1734,-337.53,1385.4,106.85,66.5,,,,
1735,-338.46,1385.6,106.81,66.5,,,,
1736,-340.37,1385.7,106.77,66.5,,,,
1737,-341.14,1385.8,106.73,66.5,,,,
1738,-341.66,1386,106.7,66.5,,,,
1739,-342.02,1386.1,106.66,67,,,,
1740,-342.26,1386.3,106.61,67,,,,
1741,-342.36,1386.6,106.55,67,,,,
1742,-342.29,1386.9,106.49,67,,,,
1743,-342.05,1387.2,106.42,67,,,,
1744,-341.63,1387.6,106.34,67,,,,
1745,-341.05,1388,106.25,67,,,,
1746,-340.31,1388.5,106.15,67,,,,
1747,-339.44,1389,106.04,67,,,,
1748,-338.47,1389.6,105.93,67,,,,
1749,-337.4,1390.2,105.8,67,,,,
1750,-336.23,1391,105.68,67,,,,
1751,-334.98,1391.9,105.54,67.5,,,,
1752,-333.64,1392.9,105.4,67.5,,,,
1753,-332.25,1394.2,105.25,67.5,,,,
1754,-330.86,1395.6,105.09,67.5,,,,
1755,-329.56,1397.3,104.94,67.5,,,,
1756,-328.45,1399.2,104.78,67.5,,,,
1757,-327.57,1401.4,104.62,67.5,,,,
1758,-326.97,1403.7,104.46,67.5,,,,
1759,-326.68,1406.3,104.31,67.5,,,,
1760,-326.75,1409,104.16,67.5,,,,
1761,-326.5,1412.3,104.02,67.5,,,,
1762,-325.2,1416.1,103.9,67.5,,,,
1763,-324.54,1419.5,103.8,67.5,,,,
1764,-324.19,1422.8,103.71,68,,,,
1765,-324.17,1425.8,103.62,68,,,,
1766,-324.66,1428.3,103.54,68,,,,
1767,-325.72,1430.2,103.47,68,,,,
1768,-327.13,1431.5,103.39,68,,,,
1769,-328.53,1432.3,103.33,68,,,,
1770,-329.7,1432.9,103.26,68,,,,
1771,-330.65,1433.2,103.19,68,,,,
1772,-331.69,1433.4,103.13,68,,,,
1773,-333.12,1433.5,103.07,68,,,,
1774,-334.92,1433.5,103,68,,,,
1775,-337,1433.6,102.94,68.5,,,,
1776,-339.31,1433.7,102.88,68.5,,,,
1777,-341.86,1433.8,102.81,68.5,,,,
1778,-344.53,1434,102.74,68.5,,,,
1779,-347.14,1434.3,102.68,68.5,,,,
1780,-349.53,1434.5,102.6,68.5,,,,
1781,-351.68,1434.7,102.53,68.5,,,,
1782,-353.59,1435,102.45,68.5,,,,
1783,-355.25,1435.2,102.37,68.5,,,,
1784,-356.7,1435.5,102.28,68.5,,,,
1785,-359.31,1435.6,102.19,68.5,,,,
1786,-360.56,1435.8,102.11,68.5,,,,
1787,-361.49,1436,102.02,69,,,,
1788,-362.2,1436.2,101.93,69,,,,
1789,-362.7,1436.4,101.83,69,,,,
1790,-362.97,1436.7,101.73,69,,,,
1791,-362.97,1437.1,101.61,69,,,,
1792,-362.7,1437.5,101.49,69,,,,
1793,-362.19,1438,101.36,69,,,,
1794,-361.45,1438.5,101.23,69,,,,
1795,-360.51,1439.1,101.09,69,,,,
1796,-359.41,1439.8,100.94,69,,,,
1797,-358.14,1440.6,100.79,69,,,,
1798,-356.69,1441.5,100.63,69.5,,,,
1799,-355.08,1442.6,100.48,69.5,,,,
1800,-353.34,1444,100.31,69.5,,,,
1801,-351.55,1445.6,100.15,69.5,,,,
1802,-349.86,1447.5,99.992,69.5,,,,
1803,-348.41,1449.8,99.838,69.5,,,,
1804,-347.28,1452.3,99.691,69.5,,,,
1805,-346.53,1455.2,99.555,69.5,,,,
1806,-346.23,1458.3,99.43,69.5,,,,
1807,-346.47,1461.5,99.317,69.5,,,,
1808,-344.76,1465.8,99.227,69.5,,,,
1809,-343.65,1469.9,99.161,69.5,,,,
1810,-342.97,1473.7,99.112,70,,,,
1811,-342.7,1477.1,99.075,70,,,,
1812,-343.15,1479.8,99.046,70,,,,
1813,-344.32,1481.7,99.022,70,,,,
1814,-345.75,1482.8,98.999,70,,,,
1815,-346.96,1483.5,98.976,70,,,,
1816,-347.79,1484,98.95,70,,,,
1817,-348.64,1484.2,98.921,70,,,,
1818,-350.01,1484.2,98.887,70,,,,
1819,-351.89,1484.3,98.848,70,,,,
1820,-354.11,1484.4,98.803,70.5,,,,
1821,-356.63,1484.5,98.751,70.5,,,,
1822,-359.42,1484.7,98.692,70.5,,,,
1823,-362.24,1485,98.626,70.5,,,,
1824,-364.81,1485.3,98.552,70.5,,,,
1825,-367.05,1485.6,98.472,70.5,,,,
1826,-368.97,1485.9,98.384,70.5,,,,
1827,-370.56,1486.1,98.288,70.5,,,,
1828,-371.9,1486.4,98.184,70.5,,,,
1829,-374.58,1486.6,98.078,70.5,,,,
1830,-375.73,1486.8,97.976,70.5,,,,
1831,-376.45,1487,97.869,71,,,,
1832,-376.88,1487.2,97.755,71,,,,
1833,-377,1487.6,97.631,71,,,,
1834,-376.76,1487.9,97.498,71,,,,
1835,-376.18,1488.4,97.358,71,,,,
1836,-375.26,1488.9,97.209,71,,,,
1837,-374.04,1489.5,97.054,71,,,,
1838,-372.57,1490.1,96.893,71,,,,
1839,-370.9,1490.8,96.728,71,,,,
1840,-369,1491.7,96.56,71,,,,
1841,-366.85,1492.8,96.389,71.5,,,,
1842,-364.47,1494.1,96.214,71.5,,,,
1843,-361.95,1495.8,96.038,71.5,,,,
1844,-359.5,1497.8,95.864,71.5,,,,
1845,-357.33,1500.3,95.699,71.5,,,,
1846,-355.6,1503.1,95.546,71.5,,,,
1847,-354.41,1506.3,95.408,71.5,,,,
1848,-353.86,1509.9,95.287,71.5,,,,
1849,-354.12,1513.7,95.186,71.5,,,,
1850,-351.63,1518.6,95.121,71.5,,,,
1851,-350.47,1523.1,95.085,72,,,,
1852,-349.8,1527.2,95.07,72,,,,
1853,-349.92,1530.6,95.069,72,,,,
1854,-351.1,1532.9,95.079,72,,,,
1855,-352.78,1534.3,95.093,72,,,,
1856,-354.21,1535.1,95.109,72,,,,
1857,-355.16,1535.6,95.124,72,,,,
1858,-356.22,1535.8,95.137,72,,,,
1859,-358.04,1535.8,95.146,72,,,,
1860,-360.48,1535.9,95.15,72,,,,
1861,-363.31,1536.1,95.149,72.5,,,,
1862,-366.54,1536.3,95.141,72.5,,,,
1863,-369.95,1536.6,95.125,72.5,,,,
1864,-373.11,1537,95.103,72.5,,,,
1865,-375.85,1537.3,95.075,72.5,,,,
1866,-378.2,1537.6,95.039,72.5,,,,
1867,-380.15,1538,94.995,72.5,,,,
1868,-381.82,1538.3,94.943,72.5,,,,
1869,-385.11,1538.5,94.893,72.5,,,,
1870,-386.64,1538.7,94.846,73,,,,
1871,-387.61,1539,94.793,73,,,,
1872,-388.19,1539.3,94.731,73,,,,
1873,-388.34,1539.7,94.658,73,,,,
1874,-388.03,1540.2,94.576,73,,,,
1875,-387.31,1540.8,94.484,73,,,,
1876,-386.21,1541.4,94.383,73,,,,
1877,-384.8,1542.1,94.276,73,,,,
1878,-383.15,1542.9,94.164,73,,,,
1879,-381.18,1543.9,94.046,73.5,,,,
1880,-378.87,1545.1,93.921,73.5,,,,
1881,-376.24,1546.7,93.791,73.5,,,,
1882,-373.49,1548.6,93.657,73.5,,,,
1883,-370.92,1551.1,93.527,73.5,,,,
1884,-368.83,1554.1,93.408,73.5,,,,
1885,-367.37,1557.5,93.305,73.5,,,,
1886,-366.67,1561.4,93.22,73.5,,,,
1887,-366.92,1565.5,93.157,73.5,,,,
1888,-365.18,1570.7,93.127,73.5,,,,
1889,-364.04,1575.7,93.13,74,,,,
1890,-363.52,1580.3,93.155,74,,,,
1891,-364.03,1584,93.195,74,,,,
1892,-365.74,1586.3,93.241,74,,,,
1893,-367.75,1587.6,93.288,74,,,,
1894,-369.18,1588.3,93.331,74,,,,
1895,-370.1,1588.6,93.368,74,,,,
1896,-371.56,1588.8,93.398,74,,,,
1897,-373.89,1588.9,93.417,74,,,,
1898,-376.69,1589.1,93.426,74.5,,,,
1899,-379.92,1589.4,93.423,74.5,,,,
1900,-383.41,1589.7,93.406,74.5,,,,
1901,-386.6,1590.2,93.376,74.5,,,,
1902,-389.23,1590.6,93.333,74.5,,,,
1903,-391.33,1591,93.278,74.5,,,,
1904,-392.94,1591.4,93.209,74.5,,,,
1905,-394.19,1591.8,93.127,74.5,,,,
1906,-397.21,1592,93.049,74.5,,,,
1907,-398.22,1592.3,92.964,75,,,,
1908,-398.52,1592.7,92.867,75,,,,
1909,-398.29,1593.1,92.754,75,,,,
1910,-397.48,1593.6,92.628,75,,,,
1911,-396.12,1594.2,92.489,75,,,,
1912,-394.29,1594.8,92.338,75,,,,
1913,-392.05,1595.6,92.179,75,,,,
1914,-389.5,1596.4,92.013,75,,,,
1915,-386.57,1597.5,91.842,75.5,,,,
1916,-383.18,1598.8,91.664,75.5,,,,
1917,-379.38,1600.5,91.478,75.5,,,,
1918,-375.43,1602.7,91.291,75.5,,,,
1919,-371.74,1605.4,91.11,75.5,,,,
1920,-368.66,1608.8,90.945,75.5,,,,
1921,-366.39,1612.7,90.802,75.5,,,,
1922,-365.12,1617,90.684,75.5,,,,
1923,-364.41,1621.8,90.599,75.5,,,,
1924,-361.87,1627.4,90.557,76,,,,
1925,-360.53,1632.6,90.549,76,,,,
1926,-360.15,1637,90.561,76,,,,
1927,-361.26,1640,90.585,76,,,,
1928,-363.07,1641.7,90.611,76,,,,
1929,-364.35,1642.6,90.633,76,,,,
1930,-364.83,1643,90.648,76,,,,
1931,-365.75,1643.2,90.652,76,,,,
1932,-367.71,1643.3,90.642,76,,,,
1933,-370.26,1643.6,90.617,76.5,,,,
1934,-373.38,1643.9,90.573,76.5,,,,
1935,-376.85,1644.4,90.509,76.5,,,,
1936,-379.96,1644.9,90.425,76.5,,,,
1937,-382.49,1645.4,90.32,76.5,,,,
1938,-384.54,1645.8,90.196,76.5,,,,
1939,-386.15,1646.3,90.049,76.5,,,,
1940,-389.74,1646.7,89.883,76.5,,,,
1941,-391.43,1647,89.725,77,,,,
1942,-392.36,1647.3,89.546,77,,,,
1943,-392.8,1647.8,89.344,77,,,,
1944,-392.73,1648.3,89.119,77,,,,
1945,-392.11,1648.9,88.871,77,,,,
1946,-391.03,1649.6,88.604,77,,,,
1947,-389.57,1650.4,88.319,77,,,,
1948,-387.83,1651.3,88.022,77,,,,
1949,-385.73,1652.4,87.711,77.5,,,,
1950,-383.16,1653.8,87.387,77.5,,,,
1951,-380.13,1655.7,87.049,77.5,,,,
1952,-376.97,1658.1,86.704,77.5,,,,
1953,-374.19,1661.2,86.365,77.5,,,,
1954,-372.2,1664.9,86.044,77.5,,,,
1955,-371.2,1669.3,85.747,77.5,,,,
1956,-371.45,1674.1,85.481,77.5,,,,
1957,-370.74,1679.8,85.258,77.5,,,,
1958,-370.14,1685.6,85.085,78,,,,
1959,-370.54,1690.8,84.946,78,,,,
1960,-372.39,1694.8,84.83,78,,,,
1961,-375.34,1697,84.728,78,,,,
1962,-377.89,1698.2,84.631,78,,,,
1963,-379.2,1698.8,84.536,78,,,,
1964,-380.34,1699.1,84.441,78,,,,
1965,-382.46,1699.4,84.341,78,,,,
1966,-385.11,1699.7,84.237,78.5,,,,
1967,-388.21,1700.2,84.124,78.5,,,,
1968,-391.59,1700.8,84.003,78.5,,,,
1969,-394.36,1701.5,83.872,78.5,,,,
1970,-396.31,1702.1,83.733,78.5,,,,
1971,-397.55,1702.7,83.585,78.5,,,,
1972,-398.18,1703.3,83.427,78.5,,,,
1973,-400.94,1703.8,83.28,78.5,,,,
1974,-401.25,1704.3,83.139,79,,,,
1975,-400.67,1704.8,82.989,79,,,,
1976,-399.45,1705.4,82.826,79,,,,
1977,-397.5,1706.1,82.651,79,,,,
1978,-394.93,1706.9,82.464,79,,,,
1979,-391.84,1707.8,82.267,79,,,,
1980,-388.4,1708.8,82.062,79,,,,
1981,-384.62,1710,81.848,79,,,,
1982,-380.35,1711.5,81.621,79.5,,,,
1983,-375.59,1713.4,81.379,79.5,,,,
1984,-370.67,1716,81.126,79.5,,,,
1985,-366.24,1719.3,80.873,79.5,,,,
1986,-362.85,1723.3,80.631,79.5,,,,
1987,-360.77,1728,80.408,79.5,,,,
1988,-360.32,1733.2,80.207,79.5,,,,
1989,-359,1739.3,80.047,79.5,,,,
1990,-358.72,1745.3,79.924,80,,,,
1991,-359.91,1750.6,79.817,80,,,,
1992,-362.99,1754.2,79.712,80,,,,
1993,-366.8,1756.1,79.595,80,,,,
1994,-369.78,1757.1,79.456,80,,,,
1995,-371.68,1757.6,79.292,80,,,,
1996,-374.28,1757.8,79.098,80,,,,
1997,-377.89,1758.2,78.872,80.5,,,,
1998,-382.12,1758.7,78.611,80.5,,,,
1999,-387.05,1759.4,78.315,80.5,,,,
2000,-391.71,1760.1,77.984,80.5,,,,
2001,-395.51,1760.9,77.622,80.5,,,,
2002,-398.57,1761.6,77.229,80.5,,,,
2003,-400.96,1762.3,76.81,80.5,,,,
2004,-405.32,1762.9,76.394,80.5,,,,
2005,-407.17,1763.4,75.97,81,,,,
2006,-408.11,1764.1,75.529,81,,,,
2007,-408.27,1764.8,75.072,81,,,,
2008,-407.54,1765.7,74.604,81,,,,
2009,-406.05,1766.7,74.132,81,,,,
2010,-403.95,1767.8,73.662,81,,,,
2011,-401.37,1769.1,73.202,81,,,,
2012,-398.14,1770.7,72.752,81.5,,,,
2013,-394.14,1772.7,72.312,81.5,,,,
2014,-389.58,1775.4,71.885,81.5,,,,
2015,-385.22,1779,71.487,81.5,,,,
2016,-381.8,1783.4,71.134,81.5,,,,
2017,-379.73,1788.6,70.835,81.5,,,,
2018,-379.37,1794.3,70.597,81.5,,,,
2019,-377.76,1801.2,70.443,82,,,,
2020,-377.93,1807.6,70.359,82,,,,
2021,-379.83,1813,70.32,82,,,,
2022,-383.32,1816.2,70.306,82,,,,
2023,-386.51,1817.9,70.298,82,,,,
2024,-388.13,1818.8,70.287,82,,,,
2025,-389.27,1819.4,70.262,82,,,,
2026,-391.44,1819.9,70.216,82.5,,,,
2027,-394.19,1820.6,70.142,82.5,,,,
2028,-397.69,1821.5,70.033,82.5,,,,
2029,-401.01,1822.6,69.884,82.5,,,,
2030,-403.38,1823.6,69.691,82.5,,,,
2031,-404.96,1824.5,69.451,82.5,,,,
2032,-405.93,1825.5,69.159,82.5,,,,
2033,-408.29,1826.1,68.863,83,,,,
2034,-408.8,1826.7,68.523,83,,,,
2035,-408.64,1827.5,68.126,83,,,,
2036,-407.74,1828.5,67.667,83,,,,
2037,-406.18,1829.6,67.15,83,,,,
2038,-404.14,1830.8,66.58,83,,,,
2039,-401.83,1832.2,65.964,83,,,,
2040,-399.1,1833.9,65.307,83.5,,,,
2041,-395.7,1836.1,64.61,83.5,,,,
2042,-391.96,1839.3,63.883,83.5,,,,
2043,-388.9,1843.4,63.152,83.5,,,,
2044,-387.38,1848.6,62.445,83.5,,,,
2045,-387.87,1854.6,61.777,83.5,,,,
2046,-388.07,1861.9,61.182,84,,,,
2047,-390.11,1868.8,60.668,84,,,,
2048,-393.97,1874.7,60.217,84,,,,
2049,-399.3,1878.2,59.815,84,,,,
2050,-404.04,1879.8,59.45,84,,,,
2051,-407.09,1880.7,59.115,84,,,,
2052,-410.65,1881.3,58.806,84,,,,
2053,-415.17,1882.2,58.516,84.5,,,,
2054,-420.26,1883.2,58.236,84.5,,,,
2055,-425.12,1884.5,57.961,84.5,,,,
2056,-428.68,1885.8,57.682,84.5,,,,
2057,-431.21,1887.1,57.391,84.5,,,,
2058,-434.19,1888,57.128,84.5,,,,
2059,-435.29,1888.9,56.868,85,,,,
2060,-435.37,1890,56.587,85,,,,
2061,-434.22,1891.3,56.278,85,,,,
2062,-432.02,1892.8,55.932,85,,,,
2063,-429.24,1894.4,55.547,85,,,,
2064,-426.2,1896.4,55.114,85.5,,,,
2065,-422.61,1899,54.619,85.5,,,,
2066,-418.99,1902.9,54.034,85.5,,,,
2067,-416.87,1908.3,53.355,85.5,,,,
2068,-417.02,1914.9,52.605,85.5,,,,
2069,-417.61,1923.6,51.879,86,,,,
2070,-420.26,1931.8,51.114,86,,,,
2071,-422.59,1937.3,50.36,86,,,,
2072,-423.28,1939.3,49.639,86,,,,
2073,-423.13,1939.9,48.949,86,,,,
2074,-425.21,1940.4,48.282,86.5,,,,
2075,-428.39,1941.2,47.622,86.5,,,,
2076,-430.85,1942.3,46.963,86.5,,,,
2077,-432.63,1943.4,46.31,86.5,,,,
2078,-434.27,1944.4,45.666,86.5,,,,
2079,-436.04,1945,45.067,87,,,,
2080,-437.12,1945.7,44.48,87,,,,
2081,-437.71,1946.6,43.879,87,,,,
2082,-438.04,1947.8,43.257,87,,,,
2083,-438.95,1949.3,42.618,87,,,,
2084,-440.78,1951.2,41.957,87.5,,,,
2085,-442.99,1954,41.244,87.5,,,,
2086,-445.45,1958.6,40.45,87.5,,,,
2087,-448.49,1965.3,39.609,87.5,,,,
2088,-459.78,1973.2,38.783,88,,,,
2089,-468.77,1979.1,37.983,88,,,,
2090,-467.53,1981.7,37.213,88,,,,
2091,-468.34,1982.7,36.474,88,,,,
2092,-473.17,1983.1,35.785,88.5,,,,
2093,-475.82,1982.3,35.156,88.5,,,,
2094,-478.99,1981.9,34.567,88.5,,,,
2095,-483.53,1981.2,34.021,88.5,,,,
2096,-488.58,1980.6,33.5,88.5,,,,
2097,-493.96,1980.3,32.99,89,,,,
2098,-499.45,1980.1,32.478,89,,,,
2099,-505.16,1980,31.953,89,,,,
2100,-511.07,1980.2,31.409,89,,,,
2101,-517,1980.6,30.838,89,,,,
2102,-522.82,1981.5,30.24,89.5,,,,
2103,-528.42,1982.6,29.632,89.5,,,,
2104,-533.56,1983.8,29.029,89.5,,,,
2105,-538.23,1984.8,28.427,89.5,,,,
2106,-542.2,1986,27.83,89.5,,,,
2107,-546.68,1986.9,27.234,90,,,,
2108,-551.84,1987.2,26.639,90,,,,
2109,-557.32,1987,26.04,90,,,,
2110,-562,1986.7,25.433,90,,,,
2111,-566.24,1986.2,24.818,90,,,,
2112,-570.47,1985.7,24.196,90.5,,,,
2113,-574.76,1985.2,23.569,90.5,,,,
2114,-578.87,1984.6,22.937,90.5,,,,
2115,-582.88,1983.6,22.314,90.5,,,,
2116,-586.78,1982.6,21.692,91,,,,
2117,-590.7,1981.7,21.067,91,,,,
2118,-594.63,1980.8,20.44,91,,,,
2119,-598.53,1980,19.812,91,,,,
2120,-602.42,1979.1,19.184,91,,,,
2121,-606.32,1978.3,18.558,91,,,,
2122,-610.2,1977.5,17.935,91.5,,,,
2123,-614.12,1976.7,17.316,91.5,,,,
2124,-618,1975.8,16.711,91.5,,,,
2125,-621.83,1974.9,16.117,91.5,,,,
2126,-625.67,1974,15.533,92,,,,
2127,-629.5,1973.2,14.958,92,,,,
2128,-633.36,1972.4,14.393,92,,,,
2129,-637.21,1971.6,13.841,92,,,,
2130,-641.15,1970.8,13.298,92.5,,,,
2131,-645,1970,12.781,92.5,,,,
2132,-648.9,1969.2,12.282,92.5,,,,
2133,-652.85,1968.4,11.801,93,,,,
2134,-656.84,1967.7,11.339,93,,,,
2135,-660.93,1966.9,10.895,93,,,,
2136,-665.05,1966.2,10.471,93,,,,
2137,-669.2,1965.5,10.068,93.5,,,,
2138,-673.26,1964.8,9.6916,93.5,,,,
2139,-677.35,1964.1,9.3398,93.5,,,,
2140,-681.06,1963.4,9.0136,94,,,,
2141,-684.3,1962.7,8.7161,94,,,,
2142,-687.28,1962,8.4464,94,,,,
2143,-690.07,1961.3,8.2034,94.5,,,,
2144,-692.76,1960.7,7.9858,94.5,,,,
2145,-695.38,1960.1,7.7918,94.5,,,,
2146,-697.93,1959.4,7.6197,94.5,,,,
2147,-700.41,1958.8,7.4688,95,,,,
2148,-702.85,1958.2,7.3367,95,,,,
2149,-705.26,1957.6,7.2211,95,,,,
2150,-707.63,1957,7.12,95,,,,
2151,-709.98,1956.5,7.0318,95.5,,,,
2152,-712.25,1955.9,6.9547,95.5,,,,
2153,-714.49,1955.3,6.8873,95.5,,,,
2154,-716.64,1954.8,6.8285,95.5,,,,
2155,-718.73,1954.3,6.777,95.5,,,,
2156,-720.74,1953.8,6.7322,96,,,,
2157,-722.66,1953.2,6.6933,96,,,,
2158,-724.49,1952.7,6.6593,96,,,,
2159,-726.22,1952.3,6.6298,96,,,,
2160,-727.84,1951.8,6.6039,96.5,,,,
2161,-729.32,1951.3,6.5814,96.5,,,,
2162,-730.71,1950.8,6.5615,96.5,,,,
2163,-731.95,1950.4,6.5439,96.5,,,,
2164,-733.07,1950,6.5283,96.5,,,,
2165,-734.05,1949.5,6.5143,97,,,,
2166,-734.88,1949.1,6.5014,97,,,,
2167,-735.58,1948.7,6.4895,97,,,,
2168,-736.15,1948.3,6.4784,97,,,,
2169,-736.62,1947.9,6.4683,97,,,,
2170,-737.17,1947.5,6.4601,98,,,,
2171,-737.92,1947.1,6.4552,98.5,,,,
2172,-738.63,1946.8,6.4537,99,,,,
2173,-739,1946.4,6.4561,99,,,,
2174,-738.75,1946.1,6.4659,99.5,,,,
2175,-736.99,1945.8,6.5132,100,,,,
2176,-732.87,1945.5,6.5862,100,,,,
2177,-728.25,1945.2,6.6371,100,,,,
2178,-724.12,1944.8,6.6725,100,,,,
2179,-720.34,1944.5,6.6984,100,,,,
2180,-716.92,1944.1,6.7187,100,,,,
2181,-713.93,1943.8,6.7357,100,,,,
2182,-711.36,1943.5,6.7505,100,,,,
2183,-709.17,1943.4,6.7622,100,,,,
2184,-707.36,1943.2,6.7723,100,,,,
2185,-705.9,1943.1,6.7808,100,,,,
2186,-704.74,1943,6.7883,100,,,,
2187,-703.81,1943,6.7948,100,,,,
2188,-703.09,1942.9,6.8006,100,,,,
2189,-702.52,1942.8,6.8059,100,,,,
2190,-702.09,1942.7,6.8106,100,,,,
2191,-701.75,1942.6,6.815,100,,,,
2192,-701.48,1942.5,6.8191,100,,,,
2193,-701.28,1942.4,6.8229,100,,,,
2194,-701.11,1942.3,6.8265,100,,,,
2195,-700.99,1942.2,6.83,100,,,,
2196,-700.9,1942.1,6.8333,100,,,,
2197,-700.84,1942.1,6.8366,100,,,,
2198,-700.81,1942,6.8398,100,,,,
2199,-700.81,1941.9,6.8429,100,,,,
2200,-700.84,1941.8,6.846,100,,,,
2201,-700.9,1941.7,6.849,100,,,,
2202,-700.98,1941.6,6.852,100,,,,
2203,-701.08,1941.5,6.855,100,,,,
2204,-701.21,1941.5,6.858,100,,,,
2205,-701.34,1941.4,6.861,100,,,,
2206,-701.5,1941.3,6.8639,100,,,,
2207,-701.66,1941.2,6.8669,100,,,,
2208,-701.83,1941.1,6.8698,100,,,,
2209,-702.01,1941,6.8727,100,,,,
2210,-702.2,1941,6.8757,100,,,,
2211,-702.39,1940.9,6.8786,100,,,,
2212,-702.58,1940.8,6.8816,100,,,,
2213,-702.77,1940.7,6.8845,100,,,,
2214,-702.97,1940.6,6.8875,100,,,,
2215,-703.16,1940.6,6.8904,100,,,,
2216,-703.35,1940.5,6.8934,100,,,,
2217,-703.54,1940.4,6.8964,100,,,,
2218,-703.73,1940.3,6.8994,100,,,,
2219,-703.93,1940.3,6.9023,100,,,,
2220,-704.12,1940.2,6.9053,100,,,,
2221,-704.32,1940.1,6.9084,100,,,,
2222,-704.52,1940,6.9114,100,,,,
2223,-704.72,1940,6.9144,100,,,,
2224,-704.92,1939.9,6.9174,100,,,,
2225,-705.12,1939.8,6.9205,100,,,,
2226,-705.32,1939.7,6.9235,100,,,,
2227,-705.52,1939.7,6.9266,100,,,,
2228,-705.73,1939.6,6.9296,100,,,,
2229,-705.93,1939.5,6.9327,100,,,,
2230,-706.13,1939.5,6.9358,100,,,,
2231,-706.34,1939.4,6.9389,100,,,,
2232,-706.55,1939.3,6.942,100,,,,
2233,-706.75,1939.2,6.9451,100,,,,
2234,-706.96,1939.2,6.9482,100,,,,
2235,-707.17,1939.1,6.9513,100,,,,
2236,-707.38,1939,6.9544,100,,,,
2237,-707.59,1939,6.9575,100,,,,
2238,-707.79,1938.9,6.9607,100,,,,
2239,-708,1938.8,6.9638,100,,,,
2240,-708.21,1938.8,6.967,100,,,,
2241,-708.42,1938.7,6.9701,100,,,,
2242,-708.63,1938.6,6.9733,100,,,,
2243,-708.84,1938.6,6.9764,100,,,,
2244,-709.05,1938.5,6.9796,100,,,,
2245,-709.27,1938.4,6.9828,100,,,,
2246,-709.48,1938.4,6.986,100,,,,
2247,-709.69,1938.3,6.9892,100,,,,
2248,-709.9,1938.2,6.9923,100,,,,
2249,-710.11,1938.2,6.9955,100,,,,
2250,-710.32,1938.1,6.9987,100,,,,
2251,-710.53,1938,7.0019,100,,,,
2252,-710.75,1938,7.0051,100,,,,
2253,-710.96,1937.9,7.0083,100,,,,
2254,-711.17,1937.9,7.0116,100,,,,
2255,-711.38,1937.8,7.0148,100,,,,
2256,-711.6,1937.7,7.018,100,,,,
2257,-711.81,1937.7,7.0212,100,,,,
2258,-712.02,1937.6,7.0244,100,,,,
2259,-712.24,1937.6,7.0277,100,,,,
2260,-712.45,1937.5,7.0309,100,,,,
2261,-712.66,1937.4,7.0341,100,,,,
2262,-712.88,1937.4,7.0374,100,,,,
2263,-713.09,1937.3,7.0406,100,,,,
2264,-713.3,1937.3,7.0438,100,,,,
2265,-713.52,1937.2,7.0471,100,,,,
2266,-713.73,1937.2,7.0503,100,,,,
2267,-713.94,1937.1,7.0536,100,,,,
2268,-714.16,1937,7.0568,100,,,,
2269,-714.37,1937,7.06,100,,,,
2270,-714.59,1936.9,7.0633,100,,,,
2271,-714.8,1936.9,7.0665,100,,,,
2272,-715.01,1936.8,7.0698,100,,,,
2273,-715.23,1936.8,7.073,100,,,,
2274,-715.44,1936.7,7.0763,100,,,,
2275,-715.66,1936.6,7.0795,100,,,,
2276,-715.87,1936.6,7.0828,100,,,,
2277,-716.09,1936.5,7.086,100,,,,
2278,-716.3,1936.5,7.0893,100,,,,
2279,-716.51,1936.4,7.0925,100,,,,
2280,-716.73,1936.4,7.0958,100,,,,
2281,-716.94,1936.3,7.099,100,,,,
2282,-717.16,1936.3,7.1023,100,,,,
2283,-717.37,1936.2,7.1055,100,,,,
2284,-717.59,1936.2,7.1088,100,,,,
2285,-717.8,1936.1,7.112,100,,,,
2286,-718.02,1936.1,7.1153,100,,,,
2287,-718.23,1936,7.1185,100,,,,
2288,-718.45,1936,7.1218,100,,,,
2289,-718.66,1935.9,7.125,100,,,,
2290,-718.88,1935.9,7.1283,100,,,,
2291,-719.1,1935.8,7.1315,100,,,,
2292,-719.31,1935.8,7.1348,100,,,,
2293,-719.53,1935.7,7.138,100,,,,
2294,-719.74,1935.7,7.1412,100,,,,
2295,-719.96,1935.6,7.1445,100,,,,
2296,-720.17,1935.6,7.1477,100,,,,
2297,-720.39,1935.5,7.151,100,,,,
2298,-720.61,1935.5,7.1542,100,,,,
