Time,f_flex,f_frac,f_grad,length
2153,17.167,1929.5,5.2804,
2154,17.146,1929.5,5.2806,
2155,17.117,1929.4,5.2806,
2156,17.096,1929.4,5.2808,
2157,17.067,1929.4,5.2808,
2158,17.046,1929.4,5.281,
2159,17.017,1929.4,5.281,
2160,16.996,1929.4,5.2812,
2161,16.967,1929.4,5.2812,
2162,16.947,1929.4,5.2814,
2163,16.918,1929.4,5.2814,
2164,16.897,1929.3,5.2816,
2165,16.869,1929.3,5.2817,
2166,16.848,1929.3,5.2819,
2167,16.82,1929.3,5.2819,
2168,16.799,1929.3,5.2821,
2169,16.771,1929.3,5.2822,
2170,16.75,1929.3,5.2824,
2171,16.722,1929.3,5.2824,
2172,16.702,1929.2,5.2827,
2173,16.674,1929.2,5.2827,
2174,16.654,1929.2,5.2829,
2175,16.625,1929.2,5.283,
2176,16.605,1929.2,5.2832,
2177,16.577,1929.2,5.2833,
2178,16.557,1929.2,5.2835,
2179,16.529,1929.2,5.2836,
2180,16.51,1929.2,5.2838,
2181,16.482,1929.1,5.2839,
2182,16.462,1929.1,5.2841,
2183,16.434,1929.1,5.2842,
2184,16.415,1929.1,5.2844,
2185,16.387,1929.1,5.2845,
2186,16.367,1929.1,5.2847,
2187,16.34,1929.1,5.2848,
2188,16.32,1929.1,5.285,
2189,16.293,1929.1,5.2851,
2190,16.274,1929,5.2854,
2191,16.246,1929,5.2854,
2192,16.227,1929,5.2857,
2193,16.2,1929,5.2858,
2194,16.181,1929,5.286,
2195,16.154,1929,5.2861,
2196,16.134,1929,5.2864,
2197,16.107,1929,5.2864,
2198,16.088,1929,5.2867,
2199,16.061,1929,5.2868,
2200,16.042,1928.9,5.2871,
2201,16.016,1928.9,5.2871,
2202,15.997,1928.9,5.2874,
2203,15.97,1928.9,5.2875,
2204,15.951,1928.9,5.2878,
2205,15.925,1928.9,5.2879,
2206,15.906,1928.9,5.2881,
2207,15.88,1928.9,5.2882,
2208,15.861,1928.9,5.2885,
2209,15.835,1928.9,5.2886,
2210,15.816,1928.8,5.2888,
2211,15.79,1928.8,5.289,
2212,15.771,1928.8,5.2892,
2213,15.745,1928.8,5.2893,
2214,15.727,1928.8,5.2896,
2215,15.701,1928.8,5.2897,
2216,15.683,1928.8,5.29,
2217,15.657,1928.8,5.2901,
2218,15.638,1928.8,5.2904,
2219,15.613,1928.8,5.2905,
2220,15.595,1928.7,5.2907,
2221,15.569,1928.7,5.2908,
2222,15.551,1928.7,5.2911,
2223,15.525,1928.7,5.2912,
2224,15.507,1928.7,5.2915,
2225,15.482,1928.7,5.2916,
2226,15.464,1928.7,5.2919,
2227,15.439,1928.7,5.292,
2228,15.421,1928.7,5.2923,
2229,15.396,1928.7,5.2924,
2230,15.378,1928.6,5.2927,
2231,15.353,1928.6,5.2928,
2232,15.335,1928.6,5.2931,
2233,15.31,1928.6,5.2932,
2234,15.292,1928.6,5.2935,
2235,15.267,1928.6,5.2936,
2236,15.25,1928.6,5.2939,
2237,15.225,1928.6,5.294,
2238,15.208,1928.6,5.2943,
2239,15.183,1928.6,5.2944,
2240,15.165,1928.6,5.2947,
2241,15.141,1928.6,5.2948,
2242,15.124,1928.5,5.2951,
2243,15.099,1928.5,5.2952,
2244,15.082,1928.5,5.2955,
2245,15.058,1928.5,5.2956,
2246,15.04,1928.5,5.2959,
2247,15.016,1928.5,5.296,
2248,14.999,1928.5,5.2963,
2249,14.975,1928.5,5.2965,
2250,14.958,1928.5,5.2967,
2251,14.934,1928.5,5.2969,
2252,14.917,1928.5,5.2972,
2253,14.893,1928.5,5.2973,
2254,14.876,1928.4,5.2976,
2255,14.852,1928.4,5.2977,
2256,14.835,1928.4,5.298,
2257,14.812,1928.4,5.2981,
2258,14.795,1928.4,5.2984,
2259,14.772,1928.4,5.2985,
2260,14.755,1928.4,5.2988,
2261,14.731,1928.4,5.2989,
2262,14.715,1928.4,5.2992,
2263,14.691,1928.4,5.2994,
2264,14.675,1928.4,5.2996,
2265,14.652,1928.4,5.2998,
2266,14.635,1928.3,5.3001,
2267,14.612,1928.3,5.3002,
2268,14.596,1928.3,5.3005,
2269,14.573,1928.3,5.3006,
2270,14.556,1928.3,5.3009,
2271,14.533,1928.3,5.301,
2272,14.517,1928.3,5.3013,
2273,14.494,1928.3,5.3015,
2274,14.478,1928.3,5.3017,
2275,14.455,1928.3,5.3019,
2276,14.439,1928.3,5.3022,
2277,14.417,1928.3,5.3023,
2278,14.4,1928.2,5.3026,
2279,14.378,1928.2,5.3027,
2280,14.362,1928.2,5.303,
2281,14.34,1928.2,5.3031,
2282,14.324,1928.2,5.3034,
2283,14.301,1928.2,5.3036,
2284,14.285,1928.2,5.3039,
2285,14.263,1928.2,5.304,
2286,14.247,1928.2,5.3043,
2287,14.225,1928.2,5.3044,
2288,14.21,1928.2,5.3047,
2289,14.188,1928.2,5.3048,
2290,14.172,1928.2,5.3051,
2291,14.15,1928.2,5.3053,
2292,14.134,1928.1,5.3055,
2293,14.113,1928.1,5.3057,
2294,14.097,1928.1,5.306,
2295,14.075,1928.1,5.3061,
2296,14.06,1928.1,5.3064,
2297,14.038,1928.1,5.3065,
2298,14.023,1928.1,5.3068,
2299,14.002,1928.1,5.3069,
2300,13.986,1928.1,5.3072,
2301,13.965,1928.1,5.3074,
2302,13.95,1928.1,5.3076,
2303,13.928,1928.1,5.3078,
2304,13.913,1928.1,5.3081,
2305,13.892,1928.1,5.3082,
2306,13.877,1928,5.3085,
2307,13.856,1928,5.3086,
2308,13.841,1928,5.3089,
2309,13.82,1928,5.309,
2310,13.805,1928,5.3093,
2311,13.784,1928,5.3095,
2312,13.769,1928,5.3097,
2313,13.748,1928,5.3099,
2314,13.734,1928,5.3102,
2315,13.713,1928,5.3103,
2316,13.698,1928,5.3106,
2317,13.678,1928,5.3107,
2318,13.663,1928,5.311,
2319,13.643,1928,5.3111,
2320,13.628,1928,5.3114,
2321,13.607,1927.9,5.3116,
2322,13.593,1927.9,5.3118,
2323,13.573,1927.9,5.312,
2324,13.558,1927.9,5.3122,
2325,13.538,1927.9,5.3124,
2326,13.524,1927.9,5.3127,
2327,13.503,1927.9,5.3128,
2328,13.489,1927.9,5.3131,
2329,13.469,1927.9,5.3132,
2330,13.455,1927.9,5.3135,
2331,13.435,1927.9,5.3136,
2332,13.421,1927.9,5.3139,
2333,13.401,1927.9,5.314,
2334,13.387,1927.9,5.3143,
2335,13.367,1927.9,5.3145,
2336,13.353,1927.8,5.3147,
2337,13.333,1927.8,5.3149,
2338,13.319,1927.8,5.3151,
2339,13.3,1927.8,5.3153,
2340,13.286,1927.8,5.3155,
2341,13.266,1927.8,5.3157,
2342,13.253,1927.8,5.316,
2343,13.233,1927.8,5.3161,
2344,13.219,1927.8,5.3164,
2345,13.2,1927.8,5.3165,
2346,13.186,1927.8,5.3168,
2347,13.167,1927.8,5.3169,
2348,13.153,1927.8,5.3172,
2349,13.134,1927.8,5.3173,
2350,13.121,1927.8,5.3176,
2351,13.102,1927.8,5.3177,
2352,13.088,1927.8,5.318,
2353,13.069,1927.8,5.3181,
2354,13.056,1927.7,5.3184,
2355,13.037,1927.7,5.3185,
2356,13.023,1927.7,5.3188,
2357,13.005,1927.7,5.3189,
2358,12.991,1927.7,5.3192,
2359,12.972,1927.7,5.3193,
2360,12.959,1927.7,5.3196,
2361,12.941,1927.7,5.3197,
2362,12.927,1927.7,5.32,
2363,12.909,1927.7,5.3202,
2364,12.896,1927.7,5.3204,
2365,12.877,1927.7,5.3206,
2366,12.864,1927.7,5.3208,
2367,12.846,1927.7,5.321,
2368,12.833,1927.7,5.3212,
2369,12.815,1927.7,5.3213,
2370,12.802,1927.7,5.3216,
2371,12.783,1927.6,5.3217,
2372,12.771,1927.6,5.322,
2373,12.752,1927.6,5.3221,
2374,12.74,1927.6,5.3224,
2375,12.722,1927.6,5.3225,
2376,12.709,1927.6,5.3228,
2377,12.691,1927.6,5.3229,
2378,12.678,1927.6,5.3232,
2379,12.66,1927.6,5.3233,
2380,12.648,1927.6,5.3236,
2381,12.63,1927.6,5.3237,
2382,12.618,1927.6,5.324,
2383,12.6,1927.6,5.3241,
2384,12.588,1927.6,5.3244,
2385,12.57,1927.6,5.3245,
2386,12.558,1927.6,5.3248,
2387,12.54,1927.6,5.3249,
2388,12.528,1927.6,5.3251,
2389,12.511,1927.6,5.3253,
2390,12.498,1927.5,5.3255,
2391,12.481,1927.5,5.3257,
2392,12.469,1927.5,5.3259,
2393,12.452,1927.5,5.3261,
2394,12.44,1927.5,5.3263,
2395,12.422,1927.5,5.3264,
2396,12.411,1927.5,5.3267,
2397,12.393,1927.5,5.3268,
2398,12.381,1927.5,5.3271,
2399,12.364,1927.5,5.3272,
2400,12.353,1927.5,5.3275,
2401,12.336,1927.5,5.3276,
2402,12.324,1927.5,5.3278,
2403,12.307,1927.5,5.328,
2404,12.295,1927.5,5.3282,
2405,12.278,1927.5,5.3284,
2406,12.267,1927.5,5.3286,
2407,12.25,1927.5,5.3287,
2408,12.238,1927.5,5.329,
2409,12.222,1927.5,5.3291,
2410,12.21,1927.4,5.3294,
2411,12.193,1927.4,5.3295,
2412,12.182,1927.4,5.3297,
2413,12.165,1927.4,5.3299,
2414,12.154,1927.4,5.3301,
2415,12.138,1927.4,5.3302,
2416,12.126,1927.4,5.3305,
2417,12.11,1927.4,5.3306,
2418,12.099,1927.4,5.3309,
2419,12.082,1927.4,5.331,
2420,12.071,1927.4,5.3312,
2421,12.055,1927.4,5.3314,
2422,12.044,1927.4,5.3316,
2423,12.028,1927.4,5.3317,
2424,12.016,1927.4,5.332,
2425,12,1927.4,5.3321,
2426,11.989,1927.4,5.3323,
2427,11.973,1927.4,5.3325,
2428,11.962,1927.4,5.3327,
2429,11.946,1927.4,5.3328,
2430,11.935,1927.4,5.3331,
2431,11.92,1927.4,5.3332,
2432,11.909,1927.3,5.3335,
2433,11.893,1927.3,5.3336,
2434,11.882,1927.3,5.3338,
2435,11.866,1927.3,5.3339,
2436,11.856,1927.3,5.3342,
2437,11.84,1927.3,5.3343,
2438,11.829,1927.3,5.3345,
2439,11.814,1927.3,5.3347,
2440,11.803,1927.3,5.3349,
2441,11.788,1927.3,5.335,
2442,11.777,1927.3,5.3353,
2443,11.762,1927.3,5.3354,
2444,11.751,1927.3,5.3356,
2445,11.736,1927.3,5.3358,
2446,11.725,1927.3,5.336,
2447,11.71,1927.3,5.3361,
2448,11.7,1927.3,5.3364,
2449,11.684,1927.3,5.3365,
2450,11.674,1927.3,5.3367,
2451,11.659,1927.3,5.3368,
2452,11.649,1927.3,5.3371,
2453,11.634,1927.3,5.3372,
2454,11.623,1927.3,5.3374,
2455,11.608,1927.3,5.3376,
2456,11.598,1927.2,5.3378,
2457,11.583,1927.2,5.3379,
2458,11.573,1927.2,5.3381,
2459,11.558,1927.2,5.3383,
2460,11.548,1927.2,5.3385,
2461,11.533,1927.2,5.3386,
2462,11.523,1927.2,5.3388,
2463,11.509,1927.2,5.339,
2464,11.499,1927.2,5.3392,
2465,11.484,1927.2,5.3393,
2466,11.474,1927.2,5.3395,
2467,11.46,1927.2,5.3397,
2468,11.45,1927.2,5.3399,
2469,11.435,1927.2,5.34,
2470,11.426,1927.2,5.3402,
2471,11.411,1927.2,5.3404,
2472,11.401,1927.2,5.3406,
2473,11.387,1927.2,5.3407,
2474,11.377,1927.2,5.3409,
2475,11.363,1927.2,5.3411,
2476,11.353,1927.2,5.3413,
2477,11.339,1927.2,5.3414,
2478,11.33,1927.2,5.3416,
2479,11.315,1927.2,5.3418,
2480,11.306,1927.2,5.342,
2481,11.292,1927.2,5.3421,
2482,11.282,1927.1,5.3423,
2483,11.268,1927.1,5.3424,
2484,11.259,1927.1,5.3427,
2485,11.245,1927.1,5.3428,
2486,11.236,1927.1,5.343,
2487,11.222,1927.1,5.3431,
2488,11.212,1927.1,5.3433,
2489,11.199,1927.1,5.3435,
2490,11.189,1927.1,5.3437,
2491,11.176,1927.1,5.3438,
2492,11.166,1927.1,5.344,
2493,11.153,1927.1,5.3442,
2494,11.144,1927.1,5.3444,
2495,11.13,1927.1,5.3445,
2496,11.121,1927.1,5.3447,
2497,11.107,1927.1,5.3448,
2498,11.098,1927.1,5.345,
2499,11.085,1927.1,5.3452,
2500,11.076,1927.1,5.3454,
2501,11.062,1927.1,5.3455,
2502,11.053,1927.1,5.3457,
2503,11.04,1927.1,5.3458,
2504,11.031,1927.1,5.346,
2505,11.018,1927.1,5.3462,
2506,11.009,1927.1,5.3464,
2507,10.996,1927.1,5.3465,
2508,10.987,1927.1,5.3467,
2509,10.974,1927.1,5.3468,
2510,10.965,1927,5.347,
2511,10.952,1927,5.3472,
2512,10.943,1927,5.3474,
2513,10.93,1927,5.3475,
2514,10.922,1927,5.3477,
2515,10.909,1927,5.3478,
2516,10.9,1927,5.348,
2517,10.887,1927,5.3482,
2518,10.879,1927,5.3484,
2519,10.866,1927,5.3485,
2520,10.857,1927,5.3487,
2521,10.844,1927,5.3488,
2522,10.836,1927,5.349,
2523,10.823,1927,5.3491,
2524,10.815,1927,5.3493,
2525,10.802,1927,5.3495,
2526,10.794,1927,5.3497,
2527,10.781,1927,5.3498,
2528,10.773,1927,5.35,
2529,10.76,1927,5.3501,
2530,10.752,1927,5.3503,
2531,10.74,1927,5.3504,
2532,10.731,1927,5.3506,
2533,10.719,1927,5.3508,
2534,10.711,1927,5.351,
2535,10.698,1927,5.3511,
2536,10.69,1927,5.3513,
2537,10.678,1927,5.3514,
2538,10.67,1927,5.3516,
2539,10.658,1927,5.3517,
2540,10.65,1927,5.3519,
2541,10.638,1927,5.352,
2542,10.63,1926.9,5.3522,
2543,10.618,1926.9,5.3523,
2544,10.61,1926.9,5.3525,
2545,10.598,1926.9,5.3527,
2546,10.59,1926.9,5.3529,
2547,10.578,1926.9,5.353,
2548,10.57,1926.9,5.3532,
2549,10.558,1926.9,5.3533,
2550,10.551,1926.9,5.3535,
2551,10.539,1926.9,5.3536,
2552,10.531,1926.9,5.3538,
2553,10.52,1926.9,5.3539,
2554,10.512,1926.9,5.3541,
2555,10.5,1926.9,5.3542,
2556,10.493,1926.9,5.3544,
2557,10.481,1926.9,5.3545,
2558,10.474,1926.9,5.3547,
2559,10.462,1926.9,5.3549,
2560,10.455,1926.9,5.3551,
2561,10.443,1926.9,5.3552,
2562,10.436,1926.9,5.3554,
2563,10.424,1926.9,5.3555,
2564,10.417,1926.9,5.3557,
2565,10.406,1926.9,5.3558,
2566,10.399,1926.9,5.356,
2567,10.387,1926.9,5.3561,
2568,10.38,1926.9,5.3563,
2569,10.369,1926.9,5.3564,
2570,10.362,1926.9,5.3566,
2571,10.35,1926.9,5.3567,
2572,10.343,1926.9,5.3569,
2573,10.332,1926.9,5.357,
2574,10.325,1926.9,5.3572,
2575,10.314,1926.9,5.3573,
2576,10.307,1926.9,5.3575,
2577,10.296,1926.8,5.3576,
2578,10.289,1926.8,5.3578,
2579,10.278,1926.8,5.3579,
2580,10.271,1926.8,5.3581,
2581,10.26,1926.8,5.3582,
2582,10.253,1926.8,5.3584,
2583,10.242,1926.8,5.3585,
2584,10.235,1926.8,5.3587,
2585,10.225,1926.8,5.3588,
2586,10.218,1926.8,5.359,
2587,10.207,1926.8,5.3591,
2588,10.2,1926.8,5.3593,
2589,10.189,1926.8,5.3594,
2590,10.183,1926.8,5.3596,
2591,10.172,1926.8,5.3597,
2592,10.166,1926.8,5.3599,
2593,10.155,1926.8,5.36,
2594,10.148,1926.8,5.3602,
2595,10.138,1926.8,5.3603,
2596,10.131,1926.8,5.3605,
2597,10.121,1926.8,5.3606,
2598,10.114,1926.8,5.3608,
2599,10.104,1926.8,5.3609,
2600,10.097,1926.8,5.3611,
2601,10.087,1926.8,5.3612,
2602,10.081,1926.8,5.3614,
2603,10.07,1926.8,5.3615,
2604,10.064,1926.8,5.3617,
2605,10.053,1926.8,5.3618,
2606,10.047,1926.8,5.362,
2607,10.037,1926.8,5.3621,
2608,10.031,1926.8,5.3623,
2609,10.02,1926.8,5.3624,
2610,10.014,1926.8,5.3625,
2611,10.004,1926.8,5.3627,
2612,9.9979,1926.8,5.3628,
2613,9.9877,1926.8,5.363,
2614,9.9816,1926.8,5.3631,
2615,9.9715,1926.8,5.3632,
2616,9.9655,1926.8,5.3634,
2617,9.9554,1926.7,5.3635,
2618,9.9494,1926.7,5.3637,
2619,9.9394,1926.7,5.3638,
2620,9.9335,1926.7,5.364,
2621,9.9235,1926.7,5.3641,
2622,9.9176,1926.7,5.3643,
2623,9.9076,1926.7,5.3644,
2624,9.9018,1926.7,5.3646,
2625,9.8919,1926.7,5.3647,
2626,9.8861,1926.7,5.3648,
2627,9.8763,1926.7,5.3649,
2628,9.8705,1926.7,5.3651,
2629,9.8607,1926.7,5.3652,
2630,9.855,1926.7,5.3654,
2631,9.8453,1926.7,5.3655,
2632,9.8396,1926.7,5.3657,
2633,9.8299,1926.7,5.3658,
2634,9.8242,1926.7,5.366,
2635,9.8146,1926.7,5.3661,
2636,9.809,1926.7,5.3662,
2637,9.7994,1926.7,5.3664,
2638,9.7938,1926.7,5.3665,
2639,9.7843,1926.7,5.3666,
2640,9.7788,1926.7,5.3668,
2641,9.7693,1926.7,5.3669,
2642,9.7638,1926.7,5.3671,
2643,9.7543,1926.7,5.3672,
2644,9.7489,1926.7,5.3674,
2645,9.7395,1926.7,5.3675,
2646,9.7341,1926.7,5.3676,
2647,9.7247,1926.7,5.3677,
2648,9.7194,1926.7,5.3679,
2649,9.7101,1926.7,5.368,
2650,9.7047,1926.7,5.3682,
2651,9.6954,1926.7,5.3683,
2652,9.6902,1926.7,5.3684,
2653,9.6809,1926.7,5.3686,
2654,9.6757,1926.7,5.3687,
2655,9.6665,1926.7,5.3688,
2656,9.6613,1926.7,5.369,
2657,9.6522,1926.7,5.3691,
2658,9.647,1926.7,5.3693,
2659,9.638,1926.7,5.3694,
2660,9.6328,1926.7,5.3695,
2661,9.6238,1926.7,5.3696,
2662,9.6187,1926.7,5.3698,
2663,9.6097,1926.7,5.3699,
2664,9.6046,1926.6,5.3701,
2665,9.5957,1926.6,5.3702,
2666,9.5907,1926.6,5.3703,
2667,9.5818,1926.6,5.3704,
2668,9.5768,1926.6,5.3706,
2669,9.568,1926.6,5.3707,
2670,9.563,1926.6,5.3709,
2671,9.5543,1926.6,5.371,
2672,9.5494,1926.6,5.3711,
2673,9.5406,1926.6,5.3712,
2674,9.5357,1926.6,5.3714,
2675,9.527,1926.6,5.3715,
2676,9.5222,1926.6,5.3716,
2677,9.5135,1926.6,5.3717,
2678,9.5087,1926.6,5.3719,
2679,9.5001,1926.6,5.372,
2680,9.4953,1926.6,5.3722,
2681,9.4867,1926.6,5.3723,
2682,9.482,1926.6,5.3724,
2683,9.4735,1926.6,5.3725,
2684,9.4688,1926.6,5.3727,
2685,9.4603,1926.6,5.3728,
2686,9.4557,1926.6,5.3729,
2687,9.4472,1926.6,5.373,
2688,9.4426,1926.6,5.3732,
2689,9.4341,1926.6,5.3733,
2690,9.4296,1926.6,5.3735,
2691,9.4212,1926.6,5.3736,
2692,9.4167,1926.6,5.3737,
2693,9.4084,1926.6,5.3738,
2694,9.4039,1926.6,5.374,
2695,9.3956,1926.6,5.3741,
2696,9.3911,1926.6,5.3742,
2697,9.3829,1926.6,5.3743,
2698,9.3784,1926.6,5.3745,
2699,9.3702,1926.6,5.3746,
2700,9.3658,1926.6,5.3747,
2701,9.3577,1926.6,5.3748,
2702,9.3533,1926.6,5.375,
2703,9.3452,1926.6,5.3751,
2704,9.3409,1926.6,5.3752,
2705,9.3328,1926.6,5.3753,
2706,9.3285,1926.6,5.3755,
2707,9.3205,1926.6,5.3756,
2708,9.3162,1926.6,5.3757,
2709,9.3082,1926.6,5.3758,
2710,9.304,1926.6,5.376,
2711,9.2961,1926.6,5.3761,
2712,9.2919,1926.6,5.3762,
2713,9.284,1926.6,5.3763,
2714,9.2798,1926.6,5.3765,
2715,9.272,1926.6,5.3766,
2716,9.2678,1926.6,5.3767,
2717,9.26,1926.6,5.3768,
2718,9.2559,1926.6,5.377,
2719,9.2481,1926.5,5.3771,
2720,9.2441,1926.5,5.3772,
2721,9.2363,1926.5,5.3773,
2722,9.2323,1926.5,5.3775,
2723,9.2246,1926.5,5.3776,
2724,9.2206,1926.5,5.3777,
2725,9.2129,1926.5,5.3778,
2726,9.209,1926.5,5.3779,
2727,9.2013,1926.5,5.378,
2728,9.1974,1926.5,5.3782,
2729,9.1898,1926.5,5.3783,
2730,9.186,1926.5,5.3784,
2731,9.1784,1926.5,5.3785,
2732,9.1745,1926.5,5.3787,
2733,9.167,1926.5,5.3788,
2734,9.1632,1926.5,5.3789,
2735,9.1558,1926.5,5.379,
2736,9.1519,1926.5,5.3791,
2737,9.1445,1926.5,5.3792,
2738,9.1407,1926.5,5.3794,
2739,9.1333,1926.5,5.3795,
2740,9.1296,1926.5,5.3796,
2741,9.1223,1926.5,5.3797,
2742,9.1186,1926.5,5.3799,
2743,9.1113,1926.5,5.3799,
2744,9.1076,1926.5,5.3801,
2745,9.1003,1926.5,5.3802,
2746,9.0967,1926.5,5.3803,
2747,9.0894,1926.5,5.3804,
2748,9.0858,1926.5,5.3806,
2749,9.0786,1926.5,5.3806,
2750,9.0751,1926.5,5.3808,
2751,9.0679,1926.5,5.3809,
2752,9.0644,1926.5,5.381,
2753,9.0572,1926.5,5.3811,
2754,9.0537,1926.5,5.3813,
2755,9.0466,1926.5,5.3813,
2756,9.0432,1926.5,5.3815,
2757,9.0361,1926.5,5.3816,
2758,9.0327,1926.5,5.3817,
2759,9.0256,1926.5,5.3818,
2760,9.0222,1926.5,5.3819,
2761,9.0152,1926.5,5.382,
2762,9.0119,1926.5,5.3822,
2763,9.0049,1926.5,5.3823,
2764,9.0016,1926.5,5.3824,
2765,8.9946,1926.5,5.3825,
2766,8.9913,1926.5,5.3826,
2767,8.9845,1926.5,5.3827,
2768,8.9812,1926.5,5.3829,
2769,8.9743,1926.5,5.3829,
2770,8.9711,1926.5,5.3831,
2771,8.9643,1926.5,5.3832,
2772,8.961,1926.5,5.3833,
2773,8.9543,1926.5,5.3834,
2774,8.9511,1926.5,5.3835,
2775,8.9443,1926.5,5.3836,
2776,8.9412,1926.5,5.3838,
2777,8.9345,1926.5,5.3838,
2778,8.9313,1926.5,5.384,
2779,8.9247,1926.5,5.3841,
2780,8.9216,1926.5,5.3842,
2781,8.9149,1926.5,5.3843,
2782,8.9119,1926.5,5.3844,
2783,8.9052,1926.5,5.3845,
2784,8.9022,1926.5,5.3846,
2785,8.8956,1926.5,5.3847,
2786,8.8927,1926.5,5.3849,
2787,8.8861,1926.4,5.385,
2788,8.8831,1926.4,5.3851,
2789,8.8766,1926.4,5.3852,
2790,8.8737,1926.4,5.3853,
2791,8.8672,1926.4,5.3854,
2792,8.8643,1926.4,5.3855,
2793,8.8578,1926.4,5.3856,
2794,8.8549,1926.4,5.3857,
2795,8.8485,1926.4,5.3858,
2796,8.8457,1926.4,5.386,
2797,8.8393,1926.4,5.386,
2798,8.8365,1926.4,5.3862,
2799,8.8301,1926.4,5.3863,
2800,8.8273,1926.4,5.3864,
2801,8.821,1926.4,5.3865,
2802,8.8183,1926.4,5.3866,
2803,8.812,1926.4,5.3867,
2804,8.8092,1926.4,5.3868,
2805,8.803,1926.4,5.3869,
2806,8.8003,1926.4,5.387,
2807,8.7941,1926.4,5.3871,
2808,8.7914,1926.4,5.3873,
2809,8.7852,1926.4,5.3873,
2810,8.7825,1926.4,5.3875,
2811,8.7764,1926.4,5.3876,
2812,8.7738,1926.4,5.3877,
2813,8.7677,1926.4,5.3878,
2814,8.765,1926.4,5.3879,
2815,8.759,1926.4,5.388,
2816,8.7564,1926.4,5.3881,
2817,8.7503,1926.4,5.3882,
2818,8.7478,1926.4,5.3883,
2819,8.7418,1926.4,5.3884,
2820,8.7393,1926.4,5.3885,
2821,8.7333,1926.4,5.3886,
2822,8.7308,1926.4,5.3887,
2823,8.7248,1926.4,5.3888,
2824,8.7224,1926.4,5.3889,
2825,8.7164,1926.4,5.389,
2826,8.714,1926.4,5.3891,
2827,8.7081,1926.4,5.3892,
2828,8.7057,1926.4,5.3894,
2829,8.6998,1926.4,5.3894,
2830,8.6975,1926.4,5.3896,
2831,8.6916,1926.4,5.3896,
2832,8.6893,1926.4,5.3898,
2833,8.6835,1926.4,5.3899,
2834,8.6812,1926.4,5.39,
2835,8.6753,1926.4,5.3901,
2836,8.6731,1926.4,5.3902,
2837,8.6673,1926.4,5.3903,
2838,8.665,1926.4,5.3904,
2839,8.6593,1926.4,5.3905,
2840,8.6571,1926.4,5.3906,
2841,8.6514,1926.4,5.3907,
2842,8.6492,1926.4,5.3908,
2843,8.6435,1926.4,5.3909,
2844,8.6413,1926.4,5.391,
2845,8.6357,1926.4,5.3911,
2846,8.6335,1926.4,5.3912,
2847,8.628,1926.4,5.3913,
2848,8.6258,1926.4,5.3914,
2849,8.6202,1926.4,5.3915,
2850,8.6181,1926.4,5.3916,
2851,8.6126,1926.4,5.3917,
2852,8.6105,1926.4,5.3918,
2853,8.605,1926.4,5.3919,
2854,8.6029,1926.4,5.392,
2855,8.5975,1926.4,5.3921,
2856,8.5954,1926.4,5.3922,
2857,8.59,1926.4,5.3923,
2858,8.5879,1926.4,5.3924,
2859,8.5825,1926.4,5.3925,
2860,8.5805,1926.4,5.3926,
2861,8.5751,1926.4,5.3927,
2862,8.5732,1926.4,5.3928,
2863,8.5678,1926.4,5.3929,
2864,8.5659,1926.4,5.393,
2865,8.5605,1926.4,5.3931,
2866,8.5586,1926.4,5.3932,
2867,8.5533,1926.4,5.3933,
2868,8.5514,1926.4,5.3934,
2869,8.5462,1926.4,5.3935,
2870,8.5443,1926.4,5.3936,
2871,8.5391,1926.4,5.3937,
2872,8.5372,1926.4,5.3938,
2873,8.532,1926.4,5.3939,
2874,8.5302,1926.4,5.394,
2875,8.525,1926.3,5.3941,
2876,8.5232,1926.3,5.3942,
2877,8.5181,1926.3,5.3943,
2878,8.5163,1926.3,5.3944,
2879,8.5111,1926.3,5.3944,
2880,8.5094,1926.3,5.3946,
2881,8.5043,1926.3,5.3946,
2882,8.5026,1926.3,5.3948,
2883,8.4975,1926.3,5.3948,
2884,8.4958,1926.3,5.3949,
2885,8.4907,1926.3,5.395,
2886,8.4891,1926.3,5.3951,
2887,8.484,1926.3,5.3952,
2888,8.4824,1926.3,5.3953,
2889,8.4774,1926.3,5.3954,
2890,8.4758,1926.3,5.3955,
2891,8.4708,1926.3,5.3956,
2892,8.4692,1926.3,5.3957,
2893,8.4643,1926.3,5.3958,
2894,8.4627,1926.3,5.3959,
2895,8.4578,1926.3,5.396,
2896,8.4562,1926.3,5.3961,
2897,8.4513,1926.3,5.3962,
2898,8.4498,1926.3,5.3963,
2899,8.4449,1926.3,5.3964,
2900,8.4434,1926.3,5.3965,
2901,8.4386,1926.3,5.3966,
2902,8.4371,1926.3,5.3967,
2903,8.4323,1926.3,5.3967,
2904,8.4309,1926.3,5.3969,
2905,8.426,1926.3,5.3969,
2906,8.4246,1926.3,5.397,
2907,8.4198,1926.3,5.3971,
2908,8.4184,1926.3,5.3972,
2909,8.4137,1926.3,5.3973,
2910,8.4123,1926.3,5.3974,
2911,8.4076,1926.3,5.3975,
2912,8.4062,1926.3,5.3976,
2913,8.4015,1926.3,5.3977,
2914,8.4002,1926.3,5.3978,
2915,8.3956,1926.3,5.3979,
2916,8.3942,1926.3,5.398,
2917,8.3896,1926.3,5.398,
2918,8.3883,1926.3,5.3982,
2919,8.3837,1926.3,5.3982,
2920,8.3824,1926.3,5.3983,
2921,8.3778,1926.3,5.3984,
2922,8.3766,1926.3,5.3985,
2923,8.372,1926.3,5.3986,
2924,8.3708,1926.3,5.3987,
