Time,f_flex,f_frac,f_grad,length
1424,-39.667,1246,112.66,61.5
1425,-40.619,1247.2,112.88,61.5
1426,-41.479,1248.6,113.1,61.5
1427,-42.219,1250,113.32,61.5
1428,-42.815,1251.6,113.55,61.5
1429,-43.252,1253.3,113.78,61.5
1430,-43.52,1255.1,114.01,61.5
1431,-43.611,1257.1,114.25,61.5
1432,-43.517,1259,114.5,61.5
1433,-43.755,1261.6,114.74,61.5
1434,-45.532,1264.9,115,61.5
1435,-46.619,1268,115.27,61.5
1436,-47.272,1270.7,115.54,61.5
1437,-47.632,1273.3,115.82,62
1438,-47.75,1275.6,116.11,62
1439,-47.635,1277.5,116.39,62
1440,-47.322,1279.1,116.67,62
1441,-46.89,1280.4,116.94,62
1442,-46.432,1281.3,117.21,62
1443,-46.008,1282,117.48,62
1444,-45.612,1282.5,117.73,62
1445,-45.177,1282.8,117.98,62
1446,-44.614,1283,118.21,62
1447,-43.871,1283.2,118.44,62
1448,-42.949,1283.3,118.65,62
1449,-41.882,1283.4,118.85,62
1450,-40.707,1283.5,119.03,62.5
1451,-39.464,1283.6,119.21,62.5
1452,-38.206,1283.7,119.36,62.5
1453,-36.991,1283.9,119.51,62.5
1454,-35.867,1284,119.63,62.5
1455,-34.863,1284.2,119.75,62.5
1456,-33.985,1284.4,119.85,62.5
1457,-33.231,1284.6,119.93,62.5
1458,-32.591,1284.7,120,62.5
1459,-32.049,1284.9,120.05,62.5
1460,-30.77,1285,120.11,62.5
1461,-30.277,1285.1,120.15,62.5
1462,-30.05,1285.2,120.17,62.5
1463,-29.991,1285.4,120.18,63
1464,-30.081,1285.6,120.18,63
1465,-30.324,1285.8,120.16,63
1466,-30.725,1286.1,120.13,63
1467,-31.281,1286.5,120.08,63
1468,-31.985,1286.9,120.02,63
1469,-32.823,1287.3,119.94,63
1470,-33.775,1287.8,119.85,63
1471,-34.815,1288.4,119.75,63
1472,-35.918,1289.1,119.64,63
1473,-37.06,1289.8,119.52,63
1474,-38.223,1290.7,119.38,63
1475,-39.386,1291.7,119.25,63.5
1476,-40.521,1292.8,119.1,63.5
1477,-41.591,1294.1,118.95,63.5
1478,-42.552,1295.6,118.79,63.5
1479,-43.363,1297.2,118.63,63.5
1480,-43.99,1299,118.47,63.5
1481,-44.414,1300.9,118.31,63.5
1482,-44.619,1302.9,118.15,63.5
1483,-44.596,1305.1,118,63.5
1484,-44.333,1307.3,117.84,63.5
1485,-45.658,1310.8,117.69,63.5
1486,-47.158,1314.3,117.55,63.5
1487,-48,1317.5,117.42,63.5
1488,-48.425,1320.4,117.3,64
1489,-48.528,1323,117.19,64
1490,-48.329,1325.2,117.07,64
1491,-47.884,1326.9,116.96,64
1492,-47.317,1328.2,116.84,64
1493,-46.759,1329.1,116.72,64
1494,-46.269,1329.8,116.6,64
1495,-45.803,1330.3,116.47,64
1496,-45.238,1330.5,116.34,64
1497,-44.468,1330.7,116.2,64
1498,-43.471,1330.9,116.05,64
1499,-42.285,1331,115.89,64
1500,-40.964,1331.1,115.73,64.5
1501,-39.563,1331.2,115.56,64.5
1502,-38.154,1331.4,115.39,64.5
1503,-36.817,1331.5,115.2,64.5
1504,-35.616,1331.7,115.01,64.5
1505,-34.578,1331.9,114.82,64.5
1506,-33.708,1332.1,114.61,64.5
1507,-32.998,1332.3,114.4,64.5
1508,-32.428,1332.5,114.18,64.5
1509,-30.857,1332.6,113.97,64.5
1510,-30.459,1332.8,113.75,64.5
1511,-30.297,1332.9,113.54,64.5
1512,-30.316,1333.1,113.32,65
1513,-30.52,1333.4,113.09,65
1514,-30.919,1333.6,112.86,65
1515,-31.522,1333.9,112.63,65
1516,-32.326,1334.3,112.38,65
1517,-33.318,1334.8,112.14,65
1518,-34.476,1335.3,111.88,65
1519,-35.773,1335.8,111.63,65
1520,-37.168,1336.5,111.37,65
1521,-38.629,1337.3,111.11,65
1522,-40.126,1338.2,110.85,65
1523,-41.636,1339.2,110.6,65.5
1524,-43.124,1340.4,110.34,65.5
1525,-44.537,1341.7,110.09,65.5
1526,-45.814,1343.3,109.84,65.5
1527,-46.893,1345.1,109.59,65.5
1528,-47.727,1347,109.36,65.5
1529,-48.286,1349.2,109.14,65.5
1530,-48.553,1351.5,108.92,65.5
1531,-48.51,1353.9,108.71,65.5
1532,-48.143,1356.4,108.52,65.5
1533,-50.165,1360.5,108.35,65.5
1534,-51.518,1364.3,108.2,65.5
1535,-52.178,1367.7,108.07,66
1536,-52.371,1370.7,107.95,66
1537,-52.148,1373.3,107.84,66
1538,-51.57,1375.3,107.74,66
1539,-50.799,1376.7,107.64,66
1540,-50.021,1377.7,107.55,66
1541,-49.319,1378.4,107.46,66
1542,-48.627,1378.9,107.36,66
1543,-47.773,1379.2,107.27,66
1544,-46.633,1379.3,107.17,66
1545,-45.209,1379.5,107.07,66
1546,-43.57,1379.6,106.96,66.5
1547,-41.787,1379.7,106.85,66.5
1548,-39.944,1379.9,106.73,66.5
1549,-38.147,1380.1,106.61,66.5
1550,-36.488,1380.3,106.48,66.5
1551,-35.019,1380.5,106.35,66.5
1552,-33.749,1380.8,106.22,66.5
1553,-32.671,1381,106.07,66.5
1554,-31.762,1381.2,105.93,66.5
1555,-29.677,1381.4,105.78,66.5
1556,-28.981,1381.5,105.65,66.5
1557,-28.523,1381.7,105.51,66.5
1558,-28.28,1381.9,105.37,67
1559,-28.265,1382.2,105.23,67
1560,-28.496,1382.5,105.08,67
1561,-28.982,1382.8,104.92,67
1562,-29.713,1383.3,104.76,67
1563,-30.673,1383.8,104.6,67
1564,-31.831,1384.3,104.43,67
1565,-33.144,1385,104.26,67
1566,-34.565,1385.8,104.08,67
1567,-36.061,1386.7,103.91,67
1568,-37.605,1387.7,103.74,67.5
1569,-39.157,1389,103.57,67.5
1570,-40.655,1390.4,103.4,67.5
1571,-42.02,1392.1,103.24,67.5
1572,-43.17,1394,103.08,67.5
1573,-44.046,1396.1,102.93,67.5
1574,-44.613,1398.5,102.8,67.5
1575,-44.848,1401,102.68,67.5
1576,-44.729,1403.6,102.56,67.5
1577,-44.415,1406.6,102.46,67.5
1578,-46.895,1411,102.39,67.5
1579,-48.139,1415,102.34,67.5
1580,-48.699,1418.6,102.31,68
1581,-48.758,1421.7,102.3,68
1582,-48.365,1424.2,102.3,68
1583,-47.67,1426,102.3,68
1584,-46.919,1427.2,102.3,68
1585,-46.274,1428.1,102.31,68
1586,-45.706,1428.7,102.32,68
1587,-45.014,1429,102.33,68
1588,-44.016,1429.3,102.34,68
1589,-42.696,1429.4,102.34,68
1590,-41.138,1429.6,102.34,68.5
1591,-39.429,1429.8,102.34,68.5
1592,-37.673,1430,102.33,68.5
1593,-35.996,1430.3,102.32,68.5
1594,-34.507,1430.6,102.3,68.5
1595,-33.255,1430.8,102.28,68.5
1596,-32.244,1431.1,102.25,68.5
1597,-31.456,1431.4,102.22,68.5
1598,-30.855,1431.7,102.18,68.5
1599,-29.114,1431.9,102.15,68.5
1600,-28.673,1432.1,102.13,68.5
1601,-28.586,1432.3,102.1,69
1602,-28.788,1432.6,102.08,69
1603,-29.279,1432.9,102.04,69
1604,-30.07,1433.3,102.01,69
1605,-31.156,1433.8,101.97,69
1606,-32.518,1434.3,101.92,69
1607,-34.12,1434.9,101.88,69
1608,-35.912,1435.6,101.82,69
1609,-37.833,1436.4,101.77,69
1610,-39.845,1437.4,101.72,69
1611,-41.918,1438.5,101.68,69.5
1612,-43.998,1439.8,101.63,69.5
1613,-46.005,1441.4,101.59,69.5
1614,-47.833,1443.2,101.55,69.5
1615,-49.381,1445.3,101.53,69.5
1616,-50.58,1447.6,101.51,69.5
1617,-51.391,1450.2,101.51,69.5
1618,-51.784,1453,101.52,69.5
1619,-51.731,1455.9,101.55,69.5
1620,-53.104,1459.9,101.59,69.5
1621,-55.216,1464.4,101.66,69.5
1622,-56.277,1468.4,101.76,70
1623,-56.676,1471.9,101.88,70
1624,-56.497,1474.8,102,70
1625,-55.883,1476.9,102.14,70
1626,-55.14,1478.3,102.27,70
1627,-54.505,1479.2,102.41,70
1628,-53.963,1479.8,102.54,70
1629,-53.262,1480.2,102.67,70
1630,-52.173,1480.4,102.79,70
1631,-50.692,1480.6,102.9,70
1632,-48.93,1480.7,103.01,70.5
1633,-46.996,1480.9,103.1,70.5
1634,-45.029,1481.2,103.18,70.5
1635,-43.19,1481.5,103.25,70.5
1636,-41.587,1481.7,103.31,70.5
1637,-40.251,1482,103.35,70.5
1638,-39.173,1482.3,103.39,70.5
1639,-38.315,1482.6,103.4,70.5
1640,-37.625,1482.9,103.4,70.5
1641,-35.812,1483,103.43,70.5
1642,-35.162,1483.2,103.43,71
1643,-35.012,1483.4,103.43,71
1644,-35.235,1483.7,103.41,71
1645,-35.812,1484.1,103.37,71
1646,-36.733,1484.5,103.32,71
1647,-37.975,1485,103.26,71
1648,-39.495,1485.6,103.18,71
1649,-41.229,1486.3,103.1,71
1650,-43.111,1487.2,103,71
1651,-45.101,1488.1,102.89,71
1652,-47.161,1489.3,102.78,71.5
1653,-49.221,1490.8,102.66,71.5
1654,-51.166,1492.5,102.53,71.5
1655,-52.859,1494.5,102.41,71.5
1656,-54.191,1496.8,102.29,71.5
1657,-55.093,1499.4,102.18,71.5
1658,-55.527,1502.3,102.07,71.5
1659,-55.456,1505.4,101.98,71.5
1660,-54.878,1508.7,101.89,71.5
1661,-57.833,1513.7,101.83,71.5
1662,-59.018,1518.1,101.79,72
1663,-59.356,1522,101.77,72
1664,-59.008,1525.2,101.76,72
1665,-58.133,1527.4,101.75,72
1666,-57.11,1528.9,101.74,72
1667,-56.241,1529.9,101.72,72
1668,-55.504,1530.5,101.71,72
1669,-54.575,1530.8,101.68,72
1670,-53.199,1531,101.65,72
1671,-51.414,1531.1,101.6,72
1672,-49.36,1531.3,101.55,72.5
1673,-47.173,1531.6,101.48,72.5
1674,-45.035,1531.8,101.41,72.5
1675,-43.128,1532.1,101.32,72.5
1676,-41.542,1532.4,101.22,72.5
1677,-40.284,1532.7,101.11,72.5
1678,-39.319,1533,100.99,72.5
1679,-38.592,1533.3,100.86,72.5
1680,-36.507,1533.5,100.73,72.5
1681,-35.933,1533.7,100.61,72.5
1682,-35.84,1534,100.47,73
1683,-36.159,1534.3,100.33,73
1684,-36.894,1534.6,100.18,73
1685,-38.047,1535.1,100.02,73
1686,-39.59,1535.6,99.847,73
1687,-41.477,1536.2,99.669,73
1688,-43.631,1537,99.486,73
1689,-45.975,1537.8,99.3,73
1690,-48.465,1538.9,99.112,73
1691,-51.055,1540.2,98.925,73.5
1692,-53.651,1541.7,98.739,73.5
1693,-56.1,1543.6,98.559,73.5
1694,-58.236,1545.8,98.387,73.5
1695,-59.936,1548.3,98.229,73.5
1696,-61.129,1551.2,98.085,73.5
1697,-61.764,1554.4,97.958,73.5
1698,-61.797,1557.7,97.848,73.5
1699,-63.456,1562.1,97.76,73.5
1700,-65.731,1567.1,97.708,73.5
1701,-66.76,1571.5,97.683,74
1702,-66.947,1575.2,97.677,74
1703,-66.427,1578,97.681,74
1704,-65.599,1579.7,97.691,74
1705,-64.902,1580.8,97.701,74
1706,-64.401,1581.5,97.709,74
1707,-63.737,1581.8,97.712,74
1708,-62.56,1582,97.708,74
1709,-60.889,1582.2,97.697,74
1710,-58.894,1582.4,97.675,74.5
1711,-56.739,1582.6,97.642,74.5
1712,-54.651,1582.9,97.597,74.5
1713,-52.84,1583.2,97.54,74.5
1714,-51.386,1583.6,97.47,74.5
1715,-50.281,1583.9,97.386,74.5
1716,-49.473,1584.2,97.287,74.5
1717,-48.879,1584.5,97.175,74.5
1718,-46.936,1584.6,97.08,74.5
1719,-46.401,1584.8,96.972,75
1720,-46.483,1585,96.849,75
1721,-47.061,1585.4,96.711,75
1722,-48.12,1585.8,96.558,75
1723,-49.63,1586.3,96.39,75
1724,-51.54,1586.9,96.21,75
1725,-53.766,1587.6,96.018,75
1726,-56.213,1588.4,95.817,75
1727,-58.833,1589.4,95.61,75
1728,-61.575,1590.7,95.397,75.5
1729,-64.326,1592.3,95.181,75.5
1730,-66.9,1594.2,94.965,75.5
1731,-69.088,1596.6,94.756,75.5
1732,-70.741,1599.4,94.557,75.5
1733,-71.777,1602.4,94.371,75.5
1734,-72.131,1605.8,94.199,75.5
1735,-71.751,1609.4,94.043,75.5
1736,-74.326,1614.6,93.911,75.5
1737,-75.873,1619.7,93.813,76
1738,-76.254,1624.1,93.736,76
1739,-75.7,1627.5,93.671,76
1740,-74.555,1629.7,93.611,76
1741,-73.427,1631.1,93.548,76
1742,-72.592,1631.8,93.48,76
1743,-71.708,1632.2,93.402,76
1744,-70.269,1632.4,93.314,76
1745,-68.236,1632.5,93.214,76
1746,-65.822,1632.7,93.099,76.5
1747,-63.239,1632.9,92.969,76.5
1748,-60.783,1633.2,92.823,76.5
1749,-58.701,1633.5,92.661,76.5
1750,-57.066,1633.9,92.482,76.5
1751,-55.848,1634.2,92.286,76.5
1752,-54.966,1634.5,92.073,76.5
1753,-52.379,1634.7,91.853,76.5
1754,-51.696,1634.8,91.633,76.5
1755,-51.554,1635.1,91.399,77
1756,-51.961,1635.4,91.148,77
1757,-52.952,1635.8,90.88,77
1758,-54.522,1636.2,90.596,77
1759,-56.617,1636.8,90.298,77
1760,-59.145,1637.5,89.989,77
1761,-61.99,1638.4,89.672,77
1762,-65.096,1639.5,89.35,77
1763,-68.405,1640.8,89.026,77.5
1764,-71.765,1642.5,88.703,77.5
1765,-74.92,1644.7,88.386,77.5
1766,-77.6,1647.3,88.083,77.5
1767,-79.631,1650.4,87.799,77.5
1768,-80.909,1653.9,87.538,77.5
1769,-81.343,1657.7,87.302,77.5
1770,-82.493,1662.3,87.092,77.5
1771,-85.558,1668.2,86.92,78
1772,-86.841,1673.3,86.786,78
1773,-86.932,1677.3,86.674,78
1774,-86.187,1680,86.575,78
1775,-85.413,1681.5,86.479,78
1776,-85.024,1682.3,86.382,78
1777,-84.551,1682.7,86.279,78
1778,-83.34,1682.9,86.169,78
1779,-81.437,1683,86.048,78.5
1780,-79.131,1683.3,85.914,78.5
1781,-76.741,1683.6,85.765,78.5
1782,-74.666,1683.9,85.601,78.5
1783,-73.111,1684.3,85.421,78.5
1784,-72.068,1684.6,85.224,78.5
1785,-71.441,1684.9,85.009,78.5
1786,-71.079,1685.2,84.778,78.5
1787,-68.892,1685.4,84.562,78.5
1788,-68.567,1685.7,84.324,79
1789,-69.158,1686,84.064,79
1790,-70.519,1686.4,83.784,79
1791,-72.575,1687,83.485,79
1792,-75.231,1687.6,83.167,79
1793,-78.348,1688.4,82.835,79
1794,-81.803,1689.4,82.491,79
1795,-85.552,1690.7,82.138,79.5
1796,-89.467,1692.4,81.778,79.5
1797,-93.232,1694.6,81.415,79.5
1798,-96.446,1697.4,81.061,79.5
1799,-98.828,1700.8,80.722,79.5
1800,-100.22,1704.7,80.403,79.5
1801,-100.47,1708.9,80.107,79.5
1802,-102.05,1714.3,79.837,79.5
1803,-104.56,1720.6,79.605,80
1804,-105.15,1725.9,79.402,80
1805,-104.29,1729.7,79.211,80
1806,-102.89,1731.8,79.017,80
1807,-101.96,1732.9,78.811,80
1808,-101.17,1733.3,78.588,80
1809,-99.488,1733.5,78.343,80
1810,-96.865,1733.6,78.071,80.5
1811,-93.734,1733.9,77.771,80.5
1812,-90.59,1734.3,77.441,80.5
1813,-87.98,1734.6,77.079,80.5
1814,-86.07,1735,76.687,80.5
1815,-84.77,1735.4,76.265,80.5
1816,-83.894,1735.7,75.813,80.5
1817,-80.806,1735.9,75.362,80.5
1818,-79.937,1736.2,74.885,81
1819,-80.146,1736.5,74.378,81
1820,-81.367,1737,73.842,81
1821,-83.517,1737.6,73.28,81
1822,-86.468,1738.4,72.698,81
1823,-90.014,1739.3,72.102,81
1824,-94.059,1740.6,71.496,81.5
1825,-98.553,1742.2,70.885,81.5
1826,-103.14,1744.5,70.276,81.5
1827,-107.24,1747.5,69.684,81.5
1828,-110.36,1751.3,69.122,81.5
1829,-112.23,1755.7,68.601,81.5
1830,-112.62,1760.6,68.127,81.5
1831,-115.48,1767.2,67.703,81.5
1832,-117.69,1774,67.342,82
1833,-117.8,1779.4,67.027,82
1834,-116.6,1782.6,66.739,82
1835,-115.82,1784.1,66.46,82
1836,-115.64,1784.7,66.183,82
1837,-114.5,1785,65.9,82
1838,-112.15,1785.3,65.606,82.5
1839,-109.25,1785.7,65.298,82.5
1840,-106.59,1786.2,64.971,82.5
1841,-104.82,1786.7,64.626,82.5
1842,-103.97,1787.3,64.263,82.5
1843,-103.79,1787.7,63.882,82.5
1844,-100.95,1788.2,63.51,82.5
1845,-100.75,1788.5,63.132,83
1846,-101.73,1789,62.735,83
1847,-103.96,1789.7,62.317,83
1848,-107.35,1790.5,61.882,83
1849,-111.68,1791.5,61.436,83
1850,-116.64,1792.7,60.985,83
1851,-122.21,1794.3,60.53,83.5
1852,-128.17,1796.6,60.072,83.5
1853,-133.71,1799.8,59.626,83.5
1854,-138.01,1803.9,59.211,83.5
1855,-140.55,1809,58.841,83.5
1856,-141.01,1814.6,58.522,83.5
1857,-144.24,1822.2,58.259,84
1858,-145.49,1829.6,58.057,84
1859,-144.14,1834.7,57.888,84
1860,-142.19,1837.1,57.722,84
1861,-141.38,1838.1,57.539,84
1862,-140.01,1838.4,57.328,84
1863,-136.95,1838.7,57.079,84.5
1864,-133.1,1839.2,56.786,84.5
1865,-129.63,1839.8,56.445,84.5
1866,-127.41,1840.4,56.056,84.5
1867,-126.34,1841,55.618,84.5
1868,-125.94,1841.5,55.133,84.5
1869,-123.22,1841.8,54.652,85
1870,-123.37,1842.3,54.126,85
1871,-125.36,1843,53.556,85
1872,-128.93,1843.9,52.948,85
1873,-133.71,1844.9,52.309,85
1874,-139.26,1846.3,51.647,85.5
1875,-145.63,1848.2,50.961,85.5
1876,-152.36,1851.1,50.255,85.5
1877,-158.17,1855.2,49.552,85.5
1878,-162.11,1860.6,48.88,85.5
1879,-163.64,1866.7,48.255,85.5
1880,-167.15,1874.8,47.707,86
1881,-169.69,1882.9,47.207,86
1882,-170.17,1888.3,46.741,86
1883,-170.68,1890.4,46.283,86
1884,-172.35,1891.1,45.818,86
1885,-172.36,1891.3,45.337,86.5
1886,-171.09,1891.7,44.837,86.5
1887,-170.01,1892.4,44.318,86.5
1888,-169.98,1893,43.784,86.5
1889,-170.83,1893.7,43.235,86.5
1890,-171.89,1894.2,42.673,86.5
1891,-171.75,1894.5,42.146,87
1892,-173.96,1895,41.609,87
1893,-176.66,1895.6,41.057,87
1894,-179.07,1896.4,40.483,87
1895,-180.73,1897.5,39.889,87
1896,-181.53,1898.9,39.272,87.5
1897,-181.69,1901.1,38.625,87.5
1898,-180.68,1904.5,37.938,87.5
1899,-178.13,1909.3,37.219,87.5
1900,-174.22,1915.1,36.487,87.5
1901,-169.24,1922.1,35.763,87.5
1902,-167.49,1930.1,35.075,88
1903,-167.57,1936.1,34.432,88
1904,-166.73,1938.7,33.837,88
1905,-164.48,1939.4,33.274,88
1906,-161.13,1939.4,32.733,88
1907,-157.15,1939.4,32.204,88.5
1908,-153.35,1939.7,31.678,88.5
1909,-149.62,1940.1,31.156,88.5
1910,-145.76,1940.4,30.638,88.5
1911,-141.82,1940.6,30.122,88.5
1912,-139.02,1940.6,29.648,89
1913,-136.09,1940.6,29.171,89
1914,-133.31,1940.6,28.68,89
1915,-130.53,1940.8,28.176,89
1916,-127.63,1941.1,27.657,89
1917,-124.53,1941.5,27.124,89.5
1918,-121.44,1942.3,26.565,89.5
1919,-118.45,1943.7,25.973,89.5
1920,-114.95,1946.1,25.36,89.5
1921,-110.11,1949.2,24.745,89.5
1922,-101.58,1953.5,24.145,90
1923,-87.912,1957.1,23.581,90
1924,-75.5,1958.5,23.04,90
1925,-65.62,1958.3,22.504,90
1926,-57.607,1957.8,21.964,
1927,-49.342,1957.5,21.416,
1928,-41.317,1957.3,20.862,
1929,-34.602,1956.8,20.312,
1930,-28.119,1956.2,19.771,
1931,-22.322,1955.7,19.24,
1932,-17.477,1955.1,18.722,
1933,-13.447,1954.6,18.217,
1934,-10.091,1954,17.727,
1935,-7.3025,1953.5,17.249,
1936,-5.0108,1953,16.784,
1937,-3.0541,1952.5,16.332,
1938,-1.2985,1952,15.893,
1939,0.26073,1951.5,15.481,
1940,1.7845,1950.9,15.085,
1941,3.4083,1950.4,14.704,
1942,5.2267,1949.9,14.338,
1943,5.2553,1949.4,13.988,
1944,6.7054,1948.9,13.656,
1945,9.0242,1948.5,13.339,
1946,11.802,1948,13.035,
1947,14.86,1947.6,12.749,
1948,18.139,1947.1,12.477,
1949,21.601,1946.7,12.218,
1950,25.189,1946.3,11.973,
1951,28.873,1945.9,11.739,
1952,32.637,1945.5,11.515,
1953,36.475,1945.1,11.301,
1954,40.394,1944.7,11.094,
1955,44.385,1944.4,10.895,
1956,48.424,1944,10.702,
1957,52.478,1943.6,10.515,
1958,56.555,1943.3,10.334,
1959,60.661,1942.9,10.157,
1960,64.741,1942.6,9.9836,
1961,68.813,1942.3,9.8142,
1962,72.875,1942,9.6476,
1963,76.903,1941.7,9.4839,
1964,80.909,1941.4,9.3229,
1965,84.798,1941.1,9.1664,
1966,88.65,1940.8,9.0136,
1967,92.441,1940.5,8.8648,
1968,96.183,1940.2,8.7198,
1969,99.884,1939.9,8.5783,
1970,103.56,1939.7,8.4407,
1971,107.15,1939.4,8.3068,
1972,110.71,1939.1,8.1766,
1973,114.19,1938.9,8.0502,
1974,117.6,1938.6,7.9278,
1975,120.99,1938.4,7.8091,
1976,124.33,1938.2,7.694,
1977,127.65,1937.9,7.5826,
1978,130.96,1937.7,7.4747,
1979,134.19,1937.5,7.3703,
1980,137.46,1937.3,7.2687,
1981,140.57,1937.1,7.1701,
1982,143.62,1936.9,7.0743,
1983,146.59,1936.7,6.9813,
1984,149.4,1936.5,6.8911,
1985,152.09,1936.3,6.8035,
1986,154.6,1936.1,6.7185,
1987,156.94,1935.9,6.636,
1988,159.1,1935.7,6.5559,
1989,161.05,1935.5,6.4779,
1990,162.87,1935.3,6.4018,
1991,164.52,1935.2,6.3273,
1992,165.96,1935,6.2543,
1993,167.16,1934.8,6.1825,
1994,168.11,1934.6,6.112,
1995,168.8,1934.5,6.0427,
1996,169.28,1934.3,5.9746,
1997,169.35,1934.2,5.9078,
1998,169.22,1934,5.8425,
1999,168.75,1933.9,5.7784,
2000,167.87,1933.7,5.7158,
2001,166.52,1933.6,5.6549,
2002,164.69,1933.4,5.5958,
2003,162.56,1933.3,5.5388,
2004,159.31,1933.1,5.4856,
2005,155.46,1933,5.4373,
2006,149.7,1932.8,5.3989,
2007,138.7,1932.7,5.4128,
2008,124.2,1932.6,5.4096,
2009,111.01,1932.5,5.3919,
2010,98.998,1932.5,5.3685,
2011,88.135,1932.4,5.3452,
2012,78.365,1932.4,5.325,
2013,69.667,1932.3,5.3098,
2014,62.013,1932.3,5.2995,
2015,55.357,1932.3,5.2932,
2016,49.638,1932.2,5.2899,
2017,44.776,1932.2,5.2885,
2018,40.683,1932.2,5.2884,
2019,37.264,1932.1,5.2889,
2020,34.427,1932.1,5.2896,
2021,32.084,1932,5.2905,
2022,30.157,1932,5.2914,
2023,28.574,1932,5.2923,
2024,27.276,1931.9,5.2931,
2025,26.211,1931.9,5.2938,
2026,25.336,1931.9,5.2944,
2027,24.616,1931.8,5.295,
2028,24.02,1931.8,5.2955,
2029,23.526,1931.8,5.2959,
2030,23.113,1931.7,5.2963,
2031,22.766,1931.7,5.2966,
2032,22.473,1931.7,5.2969,
2033,22.222,1931.6,5.2971,
2034,22.006,1931.6,5.2973,
2035,21.819,1931.6,5.2975,
2036,21.654,1931.5,5.2976,
2037,21.508,1931.5,5.2977,
2038,21.378,1931.5,5.2977,
2039,21.259,1931.4,5.2977,
2040,21.152,1931.4,5.2977,
2041,21.053,1931.4,5.2977,
2042,20.961,1931.3,5.2976,
2043,20.875,1931.3,5.2975,
2044,20.794,1931.3,5.2974,
2045,20.717,1931.3,5.2973,
2046,20.644,1931.2,5.2972,
2047,20.574,1931.2,5.297,
2048,20.507,1931.2,5.2968,
2049,20.441,1931.1,5.2966,
2050,20.378,1931.1,5.2964,
2051,20.317,1931.1,5.2962,
2052,20.256,1931.1,5.296,
2053,20.198,1931,5.2958,
2054,20.14,1931,5.2956,
2055,20.083,1931,5.2953,
2056,20.028,1930.9,5.2951,
2057,19.969,1930.9,5.2946,
2058,19.927,1930.9,5.2943,
2059,19.875,1930.9,5.2937,
2060,19.838,1930.9,5.2934,
2061,19.792,1930.9,5.2929,
2062,19.759,1930.8,5.2926,
2063,19.715,1930.8,5.2921,
2064,19.685,1930.8,5.2918,
2065,19.644,1930.8,5.2913,
2066,19.615,1930.8,5.291,
2067,19.575,1930.8,5.2905,
2068,19.547,1930.7,5.2902,
2069,19.509,1930.7,5.2897,
2070,19.482,1930.7,5.2894,
2071,19.444,1930.7,5.2889,
2072,19.417,1930.7,5.2887,
2073,19.38,1930.6,5.2882,
2074,19.354,1930.6,5.2879,
2075,19.317,1930.6,5.2875,
2076,19.292,1930.6,5.2873,
2077,19.255,1930.6,5.2868,
2078,19.23,1930.6,5.2866,
2079,19.194,1930.5,5.2862,
2080,19.169,1930.5,5.286,
2081,19.133,1930.5,5.2855,
2082,19.109,1930.5,5.2854,
2083,19.073,1930.5,5.285,
2084,19.049,1930.4,5.2848,
2085,19.014,1930.4,5.2844,
2086,18.99,1930.4,5.2842,
2087,18.955,1930.4,5.2839,
2088,18.931,1930.4,5.2837,
2089,18.896,1930.4,5.2834,
2090,18.872,1930.4,5.2833,
2091,18.838,1930.3,5.2829,
2092,18.814,1930.3,5.2828,
2093,18.78,1930.3,5.2825,
2094,18.756,1930.3,5.2824,
2095,18.722,1930.3,5.2821,
2096,18.699,1930.3,5.282,
2097,18.665,1930.2,5.2817,
2098,18.642,1930.2,5.2816,
2099,18.608,1930.2,5.2814,
2100,18.585,1930.2,5.2813,
2101,18.552,1930.2,5.281,
2102,18.529,1930.2,5.281,
2103,18.496,1930.2,5.2808,
2104,18.472,1930.1,5.2807,
2105,18.44,1930.1,5.2805,
2106,18.417,1930.1,5.2805,
2107,18.384,1930.1,5.2803,
2108,18.361,1930.1,5.2802,
2109,18.328,1930.1,5.28,
2110,18.306,1930,5.28,
2111,18.273,1930,5.2799,
2112,18.25,1930,5.2799,
2113,18.218,1930,5.2797,
2114,18.196,1930,5.2797,
2115,18.163,1930,5.2796,
2116,18.141,1930,5.2796,
2117,18.109,1930,5.2794,
2118,18.087,1929.9,5.2795,
2119,18.055,1929.9,5.2793,
2120,18.033,1929.9,5.2794,
2121,18.001,1929.9,5.2793,
2122,17.979,1929.9,5.2793,
2123,17.947,1929.9,5.2792,
2124,17.925,1929.8,5.2793,
2125,17.894,1929.8,5.2792,
2126,17.872,1929.8,5.2793,
2127,17.84,1929.8,5.2792,
2128,17.818,1929.8,5.2793,
2129,17.787,1929.8,5.2792,
2130,17.765,1929.8,5.2793,
2131,17.734,1929.8,5.2792,
2132,17.713,1929.7,5.2793,
2133,17.682,1929.7,5.2792,
2134,17.66,1929.7,5.2793,
2135,17.629,1929.7,5.2793,
2136,17.608,1929.7,5.2794,
2137,17.577,1929.7,5.2793,
2138,17.556,1929.7,5.2795,
2139,17.525,1929.7,5.2794,
2140,17.504,1929.6,5.2796,
2141,17.473,1929.6,5.2795,
2142,17.452,1929.6,5.2797,
2143,17.422,1929.6,5.2796,
2144,17.4,1929.6,5.2798,
2145,17.37,1929.6,5.2798,
2146,17.349,1929.6,5.2799,
2147,17.319,1929.5,5.2799,
2148,17.298,1929.5,5.2801,
2149,17.268,1929.5,5.2801,
2150,17.247,1929.5,5.2802,
2151,17.218,1929.5,5.2802,
2152,17.197,1929.5,5.2804,
