Time,length,f_elec,f_flex,f_frac,f_grad,g_v
0,40,-1193.6,12.534,705.44,1.6387,100.2365606
1,40,-1220.4,44.68,726.02,5.4757,-29.26352827
2,40,-818.7,40.382,725.6,8.6313,-39.3476065
3,40,-577.87,39.914,726.91,10.586,-42.6124118
4,40,-426.82,41.957,727.88,11.562,-43.08523399
5,40,-338.96,43.751,735.09,12.671,-42.30127862
6,40,-273.56,47.881,736.12,12.797,-40.95193799
7,40,-226.1,51.673,734.4,12.576,-39.36429607
8,40,-191.84,55.133,732.13,12.275,-37.69618522
9,40,-166.39,58.165,729.45,11.951,-36.03958622
10,40,-146.96,60.75,726.52,11.635,-34.43587659
11,40,-131.75,62.908,723.43,11.339,-32.91077997
12,40,-119.58,64.675,720.27,11.067,-31.47152498
13,40,-109.63,66.091,717.09,10.819,-30.12151534
14,40,-101.35,67.198,713.95,10.595,-28.85749531
15,40,-94.337,68.035,710.87,10.39,-27.67426693
16,40,-88.324,68.639,707.87,10.203,-26.57041704
17,40,-83.099,69.045,704.97,10.031,-25.54039066
18,40,-78.512,69.284,702.19,9.8707,-24.57332935
19,40,-74.446,69.388,699.51,9.7215,-23.66604295
20,40,-70.814,69.386,696.96,9.5814,-22.81266557
21,40,-67.547,69.311,694.52,9.4489,-22.00871876
22,40,-66.386,69.262,693.33,9.5423,-21.25010966
23,40,-63.651,69.128,691.11,9.4199,-20.53681383
24,40,-62.885,69.025,689.82,9.5044,-19.86171879
25,40,-60.546,68.863,687.82,9.3891,-19.22163229
26,40,-58.392,68.557,685.92,9.2777,-18.61134021
27,40,-56.405,67.952,684.13,9.1694,-18.03258839
28,40,-54.57,66.932,682.44,9.0633,-8.798782458
29,40,-53.096,65.729,681.64,9.0193,-8.666627971
30,40,-51.735,64.143,680.86,8.9774,-8.536297935
31,40,-50.476,62.274,680.11,8.9351,-8.409146599
32,40,-49.307,60.217,679.38,8.891,-8.285701119
33,40,-50.461,57.992,679.41,9.0501,-8.163290013
34,40,-51.595,55.645,679.77,9.2323,-6.444723581
35,40,-50.636,53.436,679.24,9.1911,-6.370493257
36,40,-49.741,51.226,678.72,9.1484,-6.298085351
37,40,-48.903,49.035,678.22,9.1041,-6.227406886
38,40,-48.118,46.877,677.72,9.0583,-6.157341235
39,40,-47.381,44.763,677.24,9.0114,-6.088645085
40,40,-46.689,42.701,676.77,8.9634,-6.021856046
41,40,-46.037,40.695,676.31,8.9148,-5.955613281
42,40,-45.423,38.749,675.85,8.8656,-5.890290962
43,40,-44.844,36.865,675.41,8.8163,-5.827205104
44,40,-44.297,35.041,674.97,8.7668,-5.763688909
45,40,-43.78,33.276,674.54,8.7175,-5.702356523
46,40,-43.292,31.568,674.12,8.6684,-5.642391275
47,40,-42.829,29.914,673.7,8.6196,-5.581990416
48,40,-42.39,28.309,673.29,8.5712,-5.523867661
49,40,-41.974,26.751,672.89,8.5234,-5.466241342
50,40,-41.578,25.236,672.49,8.4761,-5.409812356
51,40,-41.202,23.76,672.1,8.4294,-5.353683674
52,40,-40.845,22.321,671.72,8.3833,-5.299570678
53,40,-40.504,20.916,671.34,8.3379,-5.245718679
54,40,-40.178,19.542,670.96,8.2932,-3.899083781
55,40,-39.893,18.2,670.69,8.2576,-3.871083811
56,40,-39.622,16.882,670.41,8.2231,-3.842143636
57,40,-39.364,15.589,670.14,8.1893,-3.814775946
58,40,-39.117,14.32,669.88,8.156,-3.787175339
59,40,-38.881,13.073,669.61,8.1232,-3.759703196
60,40,-38.654,11.847,669.35,8.0909,-3.732585168
61,40,-38.437,10.642,669.1,8.059,-3.705930554
62,40,-38.228,9.4567,668.84,8.0275,-3.679268079
63,40,-38.028,8.291,668.59,7.9964,-3.65377525
64,40,-37.835,7.1443,668.34,7.9657,-3.627400458
65,40,-37.648,6.0159,668.1,7.9353,-3.602595548
66,40,-37.469,4.9055,667.85,7.9054,-3.576735955
67,40,-37.296,3.8127,667.61,7.8759,-3.552328416
68,40,-37.128,2.737,667.37,7.8467,-3.527792346
69,40,-36.966,1.678,667.14,7.8179,-3.503409987
70,40,-36.81,0.63548,666.91,7.7894,-3.479344535
71,40,-36.659,-0.39102,666.68,7.7613,-3.455315462
72,40,-36.512,-1.4018,666.45,7.7336,-3.432007985
73,40,-36.37,-2.3972,666.22,7.7062,-3.409088993
74,40,-36.232,-3.3775,666,7.6791,-3.385323338
75,40,-36.098,-4.343,665.78,7.6524,-3.362308185
76,40,-35.968,-5.294,665.56,7.6259,-3.340392617
77,40,-35.842,-6.2308,665.34,7.5998,-3.317844436
78,40,-35.719,-7.1537,665.13,7.574,-3.295141105
79,40,-35.599,-8.0629,664.91,7.5485,-3.273421419
80,40,-35.483,-8.9587,664.7,7.5233,-3.251947482
81,40,-35.37,-9.8413,664.5,7.4984,-3.23061396
82,40,-35.26,-10.711,664.29,7.4738,-3.209456276
83,40,-35.153,-11.568,664.09,7.4495,-3.188618243
84,40,-35.049,-12.413,663.88,7.4254,-3.168587355
85,40,-34.947,-13.246,663.68,7.4016,-3.147478297
86,40,-34.847,-14.066,663.49,7.3781,-3.127300476
87,40,-34.75,-14.876,663.29,7.3549,-3.107857749
88,40,-34.656,-15.673,663.1,7.3319,-3.087497074
89,40,-34.563,-16.46,662.91,7.3091,-3.068531586
90,40,-34.473,-17.235,662.72,7.2867,-3.04886427
91,40,-34.385,-18,662.53,7.2644,-3.028941422
92,40,-34.299,-18.754,662.34,7.2425,-3.010613978
93,40,-34.215,-19.498,662.16,7.2207,-2.991532892
94,40,-34.133,-20.232,661.97,7.1992,-2.972966523
95,40,-34.052,-20.956,661.79,7.1779,-2.95429242
96,40,-33.974,-21.67,661.62,7.1569,-2.936179187
97,40,-33.897,-22.374,661.44,7.1361,-2.918602142
98,40,-33.822,-23.069,661.26,7.1155,-2.900058846
99,40,-33.748,-23.755,661.09,7.0951,-2.8823116
100,40,-33.676,-24.432,660.92,7.075,-2.86523444
101,40,-33.605,-25.1,660.75,7.055,-2.847444168
102,40,-33.536,-25.759,660.58,7.0353,-2.830918959
103,40,-33.469,-26.41,660.41,7.0158,-2.813373348
104,40,-33.402,-27.052,660.25,6.9965,-2.797463763
105,40,-33.338,-27.686,660.08,6.9773,-2.781135195
106,40,-33.274,-28.311,659.92,6.9584,-2.76438936
107,40,-33.212,-28.929,659.76,6.9397,-2.748780085
108,40,-33.151,-29.539,659.6,6.9212,-2.732879295
109,40,-33.091,-30.141,659.44,6.9029,-2.716685103
110,40,-33.033,-30.736,659.29,6.8847,-2.701109777
111,40,-32.975,-31.323,659.13,6.8668,-2.685413635
112,40,-32.919,-31.903,658.98,6.849,-2.669768484
113,40,-32.864,-32.475,658.83,6.8314,-2.654383566
114,40,-32.81,-33.041,658.68,6.814,-2.639069747
115,40,-32.758,-33.6,658.53,6.7968,-2.624530975
116,40,-32.706,-34.152,658.38,6.7798,-2.608899475
117,40,-32.655,-34.697,658.24,6.7629,-2.593929731
118,40,-32.605,-35.236,658.09,6.7462,-2.579802926
119,40,-32.557,-35.768,657.95,6.7297,-2.564853977
120,40,-32.509,-36.294,657.81,6.7133,-2.550511591
121,40,-32.462,-36.814,657.67,6.6971,-2.537161606
122,40,-32.416,-37.328,657.53,6.681,-2.522396125
123,40,-32.371,-37.836,657.39,6.6652,-2.50918527
124,40,-32.327,-38.338,657.26,6.6494,-2.495415389
125,40,-32.284,-38.834,657.12,6.6339,-2.480987666
126,40,-32.242,-39.325,656.99,6.6185,-2.46813863
127,40,-32.2,-39.81,656.85,6.6032,-2.454687765
128,40,-32.16,-40.29,656.72,6.5881,-2.440565172
129,40,-32.12,-40.765,656.59,6.5731,-2.427896815
130,40,-32.081,-41.234,656.46,6.5583,-2.414667444
131,40,-32.043,-41.698,656.33,6.5437,-2.401779185
132,40,-33.602,-42.152,656.63,6.7303,-2.388550585
133,40,-33.566,-42.605,656.5,6.7156,-2.376087094
134,40,-35.148,-43.331,656.76,6.8282,-2.36370681
135,40,-35.115,-43.775,656.63,6.8132,-2.351573588
136,40,-35.083,-44.216,656.51,6.7984,-2.339323678
137,40,-35.051,-44.651,656.39,6.7838,-2.327571179
138,40,-35.02,-45.082,656.27,6.7692,-2.315536329
139,40,-34.99,-45.509,656.15,6.7549,-2.304268967
140,40,-34.961,-45.932,656.04,6.7406,-2.291887432
141,40,-34.932,-46.35,655.92,6.7265,-2.280250304
142,40,-34.904,-46.764,655.81,6.7125,-2.268498791
143,40,-34.876,-47.174,655.69,6.6987,-2.257710484
144,40,-34.85,-47.579,655.58,6.685,-2.245442957
145,40,-34.823,-47.981,655.47,6.6714,-2.234235365
146,40,-34.798,-48.379,655.36,6.6579,-2.223409703
147,40,-34.773,-48.773,655.25,6.6446,-2.211501114
148,40,-34.749,-49.163,655.14,6.6314,-2.200966416
149,40,-34.725,-49.55,655.03,6.6183,-2.189287432
150,40,-34.702,-49.932,654.92,6.6054,-2.178808908
151,40,-34.679,-50.312,654.82,6.5925,-2.167263298
152,40,-34.658,-50.687,654.71,6.5798,-2.157319195
153,40,-34.636,-51.059,654.61,6.5672,-2.145795193
154,40,-34.627,-52.31,659.55,6.6609,-2.135895227
155,40,-34.737,-53.291,661.91,6.6583,-2.125177803
156,40,-35.003,-54.921,666.84,6.6726,-2.114189119
157,40,-35.318,-56.596,671.74,6.6923,-2.104245337
158,40,-35.688,-58.294,676.61,6.7157,-2.09374218
159,40,-36.118,-60.005,681.43,6.7418,-2.082881965
160,40,-36.541,-62.231,688.65,6.8508,-2.073319644
161,40,-37.106,-63.958,693.39,6.8813,-2.063131796
162,40,-37.749,-65.689,698.08,6.9137,-2.052956566
163,40,-37.907,-67.061,702.94,7.0331,-2.042963102
164,40,-38.682,-68.793,707.56,7.0682,-2.032429801
165,40,-39.56,-70.527,712.12,7.1051,-2.023069671
166,40,-40.47,-72.839,718.93,7.1801,-2.013156701
167,40,-42.235,-75.28,725.53,7.2455,-2.003488734
168,40,-45.701,-79.798,738.89,7.4689,-1.993655147
169,40,-52.96,-84.465,751.29,7.6436,-1.984137012
170,40,-52.772,-85.927,755.94,7.6536,-1.974746497
171,40,-52.672,-86.808,758.18,7.6524,-1.965003203
172,40,-52.582,-87.694,760.52,7.6535,-1.955823799
173,40,-52.467,-89.186,765.13,7.6679,-1.946367915
174,40,-52.411,-90.075,767.34,7.6687,-1.937641594
175,40,-52.369,-91.578,771.9,7.6856,-1.92778008
176,40,-52.38,-93.085,776.42,7.704,-1.918807574
177,40,-52.516,-95.208,783.22,7.7409,-1.909884751
178,40,-55.285,-97.41,789.62,7.809,-1.900701324
179,40,-55.656,-99.512,796.16,7.8473,-1.89248937
180,40,-55.983,-100.99,800.48,7.8708,-1.883087146
181,40,-56.394,-102.45,804.75,7.8952,-1.874214832
182,40,-56.902,-103.9,808.97,7.9209,-1.866039747
183,40,-57.178,-104.75,811.09,7.9293,-1.856713634
184,40,-57.867,-106.17,815.19,7.957,-1.848134462
185,40,-60.155,-108.67,822.98,8.0394,-1.840136566
186,40,-61.2,-110.02,826.89,8.0707,-1.830976985
187,40,-61.145,-110.25,826.87,8.0585,-1.8231208
188,40,-61.09,-110.48,826.85,8.0464,-1.814094448
189,40,-61.036,-110.7,826.84,8.0344,-1.805689338
190,40,-60.982,-110.93,826.82,8.0224,-1.797886445
191,40,-60.93,-111.15,826.8,8.0106,-1.789113837
192,40,-60.877,-111.37,826.78,7.9988,-1.78157158
193,40,-60.826,-111.59,826.77,7.9872,-1.773291467
194,40,-60.776,-111.8,826.75,7.9756,-1.764567332
195,40,-60.726,-112.02,826.74,7.9642,-1.757095172
196,40,-60.676,-112.23,826.72,7.9528,-1.748559855
197,40,-60.628,-112.45,826.7,7.9415,-1.741116764
198,40,-60.58,-112.66,826.69,7.9303,-1.733092808
199,40,-60.533,-112.86,826.67,7.9192,-1.724792859
200,40,-61.483,-113.47,828.42,7.9741,-1.717559127
201,40,-61.433,-113.68,828.41,7.9632,-1.709726318
202,40,-61.385,-113.88,828.39,7.9525,-1.702049344
203,40,-61.337,-114.08,828.38,7.9418,-1.694312389
204,40,-61.289,-114.28,828.37,7.9312,-1.686160316
205,40,-61.243,-114.48,828.35,7.9207,-1.679081104
206,40,-61.197,-114.67,828.34,7.9103,-1.671857213
207,40,-61.151,-114.87,828.32,7.8999,-1.6643033
208,40,-61.107,-115.06,828.31,7.8897,-1.656790465
209,40,-61.062,-115.26,828.3,7.8795,-1.649711173
210,40,-61.019,-115.45,828.29,7.8694,-1.642395182
211,40,-60.976,-115.64,828.27,7.8594,-1.634798726
212,40,-60.934,-115.83,828.26,7.8494,-1.62874441
213,40,-60.892,-116.02,828.25,7.8395,-1.622288748
214,40,-60.851,-116.2,828.23,7.8297,-1.615596326
215,40,-60.811,-116.39,828.22,7.82,-1.609138223
216,40,-60.771,-116.57,828.21,7.8103,-1.602920982
217,40,-60.731,-116.76,828.2,7.8008,-1.596643536
218,40,-60.693,-116.94,828.19,7.7912,-1.590400217
219,40,-60.654,-117.12,828.17,7.7818,-1.584311321
220,40,-60.617,-117.3,828.16,7.7724,-1.578051639
221,40,-60.58,-117.48,828.15,7.7631,-1.572021703
222,40,-60.543,-117.65,828.14,7.7539,-1.565966065
223,40,-60.507,-117.83,828.13,7.7447,-1.559846382
224,40,-60.472,-118.01,828.12,7.7356,-1.554384084
225,40,-60.437,-118.18,828.11,7.7266,-1.547851953
226,40,-60.402,-118.35,828.09,7.7177,-1.541897635
227,40,-60.369,-118.53,828.08,7.7088,-1.535973718
228,40,-60.335,-118.7,828.07,7.6999,-1.529956126
229,40,-60.302,-118.87,828.06,7.6912,-1.524196682
230,40,-60.27,-119.04,828.05,7.6825,-1.518384151
231,40,-60.238,-119.21,828.04,7.6738,-1.513019339
232,40,-60.207,-119.37,828.03,7.6653,-1.506782594
233,40,-60.176,-119.54,828.02,7.6568,-1.500951012
234,40,-60.145,-119.71,828.01,7.6483,-1.495296533
235,40,-60.116,-119.87,828,7.6399,-1.490088656
236,40,-60.086,-120.04,827.99,7.6316,-1.483775321
237,40,-60.057,-120.2,827.98,7.6233,-1.478203388
238,40,-60.029,-120.36,827.97,7.6151,-1.472744672
239,40,-60.001,-120.52,827.96,7.607,-1.467517069
240,40,-59.973,-120.68,827.95,7.5989,-1.461427164
241,40,-59.946,-120.84,827.94,7.5909,-1.456051622
242,40,-59.919,-121,827.93,7.5829,-1.450834434
243,40,-59.893,-121.16,827.93,7.575,-1.445018474
244,40,-59.867,-121.32,827.92,7.5671,-1.439559284
245,40,-59.842,-121.48,827.91,7.5593,-1.434675369
246,40,-59.817,-121.63,827.9,7.5515,-1.428662178
247,40,-59.793,-121.79,827.89,7.5439,-1.423346033
248,40,-59.769,-121.94,827.88,7.5362,-1.418696877
249,40,-59.745,-122.1,827.87,7.5286,-1.412676869
250,40,-59.722,-122.25,827.86,7.5211,-1.408057635
251,40,-59.699,-122.4,827.86,7.5136,-1.40218008
252,40,-59.676,-122.55,827.85,7.5062,-1.397672169
253,40,-59.654,-122.71,827.84,7.4988,-1.391946756
254,40,-59.633,-122.86,827.83,7.4915,-1.387296048
255,40,-59.612,-123.01,827.82,7.4842,-1.38183514
256,40,-59.591,-123.16,827.82,7.477,-1.377477923
257,40,-59.57,-123.3,827.81,7.4698,-1.371823006
258,40,-59.55,-123.45,827.8,7.4627,-1.367384055
259,40,-59.531,-123.6,827.79,7.4556,-1.36207917
260,40,-59.511,-123.75,827.79,7.4486,-1.357670324
261,40,-59.492,-123.89,827.78,7.4416,-1.35282715
262,40,-59.474,-124.04,827.77,7.4347,-1.347362384
263,40,-59.456,-124.18,827.76,7.4278,-1.343120023
264,40,-59.438,-124.33,827.76,7.4209,-1.338343464
265,40,-59.421,-124.47,827.75,7.4142,-1.333081679
266,40,-59.403,-124.62,827.74,7.4074,-1.328901328
267,40,-59.387,-124.76,827.74,7.4007,-1.324203869
268,40,-59.37,-124.9,827.73,7.3941,-1.318909758
269,40,-59.354,-125.04,827.72,7.3874,-1.314861629
270,40,-59.338,-125.18,827.72,7.3809,-1.310259651
271,40,-59.323,-125.32,827.71,7.3744,-1.305055972
272,40,-59.308,-125.46,827.7,7.3679,-1.300947703
273,40,-59.293,-125.6,827.7,7.3615,-1.296486566
274,40,-59.279,-125.74,827.69,7.3551,-1.291996257
275,40,-59.265,-125.88,827.68,7.3487,-1.286827399
276,40,-59.251,-126.02,827.68,7.3424,-1.282996374
277,40,-59.238,-126.16,827.67,7.3362,-1.278402262
278,40,-59.225,-126.3,827.66,7.3299,-1.274053923
279,40,-59.212,-126.43,827.66,7.3238,-1.269103468
280,40,-59.199,-126.57,827.65,7.3176,-1.265320317
281,40,-59.187,-126.71,827.65,7.3115,-1.26092945
282,40,-59.175,-126.84,827.64,7.3055,-1.256641801
283,40,-59.164,-126.98,827.63,7.2994,-1.252224716
284,40,-59.153,-127.11,827.63,7.2935,-1.248092281
285,40,-59.142,-127.25,827.62,7.2875,-1.243144374
286,40,-59.131,-127.38,827.62,7.2816,-1.239452916
287,40,-59.121,-127.51,827.61,7.2758,-1.235397715
288,40,-59.111,-127.65,827.61,7.2699,-1.231084254
289,40,-59.101,-127.78,827.6,7.2641,-1.227059974
290,40,-59.091,-127.91,827.6,7.2584,-1.222713078
291,40,-59.082,-128.04,827.59,7.2527,-1.218871561
292,40,-59.073,-128.18,827.59,7.247,-1.214789652
293,40,-59.065,-128.31,827.58,7.2414,-1.210631644
294,40,-59.056,-128.44,827.57,7.2358,-1.206841622
295,40,-59.048,-128.57,827.57,7.2302,-1.20293703
296,40,-59.04,-128.7,827.56,7.2247,-1.198523675
297,40,-59.033,-128.83,827.56,7.2192,-1.195167643
298,40,-59.026,-128.96,827.56,7.2137,-1.191358039
299,40,-59.018,-129.09,827.55,7.2083,-1.187532437
300,40,-59.012,-129.22,827.55,7.2029,-1.183774744
301,40,-59.005,-129.34,827.54,7.1975,-1.179932262
302,40,-58.999,-129.47,827.54,7.1922,-1.176280423
303,40,-58.993,-129.6,827.53,7.1869,-1.173227344
304,40,-58.987,-129.73,827.53,7.1816,-1.169208697
305,40,-58.982,-129.85,827.52,7.1764,-1.16567547
306,40,-58.976,-129.98,827.52,7.1712,-1.16231022
307,40,-58.971,-130.11,827.51,7.1661,-1.158834722
308,40,-58.966,-130.23,827.51,7.1609,-1.15549355
309,40,-58.962,-130.36,827.51,7.1558,-1.152007499
310,40,-58.957,-130.49,827.5,7.1508,-1.148717689
311,40,-58.953,-130.61,827.5,7.1457,-1.145370515
312,40,-58.949,-130.74,827.49,7.1407,-1.142072922
313,40,-58.946,-130.86,827.49,7.1357,-1.138753953
314,40,-62.624,-131.62,829.25,7.2542,-1.135370202
315,40,-62.619,-131.74,829.25,7.2494,-1.132762364
316,40,-62.615,-131.87,829.24,7.2446,-1.128846336
317,40,-62.611,-131.99,829.24,7.2399,-1.125679806
318,40,-62.607,-132.12,829.24,7.2352,-1.12225439
319,40,-62.604,-132.24,829.23,7.2305,-1.119183975
320,40,-62.6,-132.36,829.23,7.2258,-1.11602155
321,40,-62.597,-132.49,829.23,7.2212,-1.112867454
322,40,-62.594,-132.61,829.22,7.2166,-1.110377283
323,40,-62.592,-132.73,829.22,7.2121,-1.106616242
324,40,-62.589,-132.85,829.22,7.2075,-1.103688939
325,40,-62.587,-132.98,829.21,7.203,-1.100552544
326,40,-62.585,-133.1,829.21,7.1985,-1.097402949
327,40,-62.583,-133.22,829.21,7.1941,-1.094566097
328,40,-62.581,-133.34,829.21,7.1897,-1.091842865
329,40,-62.58,-133.46,829.2,7.1853,-1.088575482
330,40,-62.579,-133.58,829.2,7.1809,-1.085378602
331,40,-62.578,-133.7,829.2,7.1766,-1.082542182
332,40,-62.577,-133.82,829.19,7.1722,-1.079817619
333,40,-62.577,-133.94,829.19,7.1679,-1.077498551
334,40,-62.576,-134.06,829.19,7.1637,-1.074259674
335,40,-62.576,-134.18,829.19,7.1594,-1.071676371
336,40,-62.576,-134.3,829.18,7.1552,-1.069142871
337,40,-62.576,-134.42,829.18,7.151,-1.066331084
338,40,-62.576,-134.54,829.18,7.1468,-1.064313404
339,40,-62.577,-134.66,829.18,7.1427,-1.061276556
340,40,-62.578,-134.78,829.17,7.1386,-1.058618482
341,40,-62.579,-134.9,829.17,7.1345,-1.056757679
342,40,-62.58,-135.02,829.17,7.1304,-1.053634567
343,40,-62.581,-135.13,829.17,7.1263,-1.050958283
344,40,-62.583,-135.25,829.16,7.1223,-1.048468702
345,40,-62.584,-135.37,829.16,7.1183,-1.046593694
346,40,-62.586,-135.49,829.16,7.1143,-1.043450695
347,40,-62.588,-135.6,829.16,7.1104,-1.041088564
348,40,-62.59,-135.72,829.16,7.1064,-1.038428926
349,40,-62.593,-135.84,829.15,7.1025,-1.036536597
350,40,-62.595,-135.96,829.15,7.0986,-1.033657656
351,40,-62.598,-136.07,829.15,7.0948,-1.031075152
352,40,-62.601,-136.19,829.15,7.0909,-1.029135273
353,40,-62.604,-136.31,829.15,7.0871,-1.026238984
354,40,-62.607,-136.42,829.14,7.0833,-1.02399258
355,40,-62.611,-136.54,829.14,7.0795,-1.02209224
356,40,-62.614,-136.65,829.14,7.0757,-1.019172724
357,40,-62.618,-136.77,829.14,7.072,-1.017009731
358,40,-65.056,-136.53,830.78,7.2263,-1.015031379
359,40,-65.063,-136.64,830.78,7.2225,-1.012258735
360,40,-65.069,-136.76,830.78,7.2187,-1.00989657
361,40,-65.076,-136.87,830.78,7.2149,-1.008124741
362,40,-65.083,-136.99,830.78,7.2112,-1.005312084
363,40,-65.09,-137.1,830.78,7.2074,-1.003068235
364,40,-65.097,-137.21,830.78,7.2037,-1.001312039
365,40,-65.104,-137.33,830.78,7.2,-0.998583005
366,40,-65.112,-137.44,830.78,7.1963,-0.996787899
367,40,-65.12,-137.56,830.78,7.1927,-0.994033802
368,40,-65.128,-137.67,830.78,7.1891,-0.991812059
369,40,-65.136,-137.78,830.77,7.1854,-0.990127556
370,40,-65.144,-137.9,830.77,7.1818,-0.987227074
371,40,-65.152,-138.01,830.77,7.1783,-0.985154623
372,40,-65.161,-138.12,830.77,7.1747,-0.983455925
373,40,-65.169,-138.23,830.77,7.1711,-0.980775588
374,40,-65.178,-138.35,830.77,7.1676,-0.979198775
375,40,-65.187,-138.46,830.77,7.1641,-0.976484613
376,40,-65.196,-138.57,830.77,7.1606,-0.974297818
377,40,-65.205,-138.68,830.77,7.1572,-0.972612509
378,40,-65.214,-138.8,830.77,7.1537,-0.970041741
379,40,-65.224,-138.91,830.77,7.1503,-0.968428108
380,40,-65.233,-139.02,830.77,7.1468,-0.965909296
381,40,-65.243,-139.13,830.77,7.1434,-0.964286415
382,40,-65.253,-139.24,830.77,7.1401,-0.962009818
383,40,-65.263,-139.35,830.77,7.1367,-0.960261625
384,40,-65.273,-139.46,830.77,7.1333,-0.959210372
385,40,-65.283,-139.57,830.77,7.13,-0.956835508
386,40,-65.294,-139.68,830.77,7.1267,-0.955715388
387,40,-65.304,-139.8,830.78,7.1234,-0.953759941
388,40,-65.315,-139.91,830.78,7.1201,-0.951944917
389,40,-65.326,-140.02,830.78,7.1168,-0.950942431
390,40,-65.337,-140.13,830.78,7.1136,-0.94871949
391,40,-65.348,-140.24,830.78,7.1103,-0.94757926
392,40,-65.359,-140.35,830.78,7.1071,-0.945522749
393,40,-65.37,-140.45,830.78,7.1039,-0.943823976
394,40,-65.381,-140.56,830.78,7.1007,-0.942805024
395,40,-65.393,-140.67,830.78,7.0975,-0.940686617
396,40,-65.404,-140.78,830.78,7.0944,-0.939562649
397,40,-65.416,-140.89,830.78,7.0912,-0.937428592
398,40,-65.428,-141,830.78,7.0881,-0.935675526
399,40,-65.44,-141.11,830.79,7.085,-0.934770276
400,40,-65.452,-141.22,830.79,7.0819,-0.932508614
401,40,-65.464,-141.33,830.79,7.0788,-0.931494361
402,40,-65.477,-141.43,830.79,7.0758,-0.929417259
403,40,-65.489,-141.54,830.79,7.0727,-0.92832321
404,40,-65.502,-141.65,830.79,7.0697,-0.926198991
405,40,-65.514,-141.76,830.79,7.0666,-0.924797544
406,40,-65.527,-141.87,830.79,7.0636,-0.923743217
407,40,-65.54,-141.97,830.8,7.0606,-0.92176169
408,40,-65.553,-142.08,830.8,7.0577,-0.920649848
409,40,-65.566,-142.19,830.8,7.0547,-0.91888335
410,40,-65.579,-142.3,830.8,7.0517,-0.917744874
411,40,-65.593,-142.4,830.8,7.0488,-0.91582702
412,40,-65.606,-142.51,830.8,7.0459,-0.914421243
413,40,-65.62,-142.62,830.81,7.043,-0.913662274
414,40,-65.633,-142.72,830.81,7.0401,-0.911661769
415,40,-65.647,-142.83,830.81,7.0372,-0.910833915
416,40,-65.661,-142.93,830.81,7.0343,-0.908849454
417,40,-65.675,-143.04,830.81,7.0315,-0.90818798
418,40,-65.689,-143.15,830.82,7.0286,-0.906241434
419,40,-65.703,-143.25,830.82,7.0258,-0.904858657
420,40,-65.717,-143.36,830.82,7.023,-0.904084007
421,40,-65.732,-143.46,830.82,7.0202,-0.902251904
422,40,-65.746,-143.57,830.82,7.0174,-0.901429723
423,40,-65.761,-143.67,830.83,7.0146,-0.899546864
424,40,-65.775,-143.78,830.83,7.0118,-0.89885424
425,40,-65.79,-143.88,830.83,7.0091,-0.896847212
426,40,-65.805,-143.99,830.83,7.0063,-0.896198649
427,40,-65.82,-144.09,830.83,7.0036,-0.894350145
428,40,-65.835,-144.2,830.84,7.0009,-0.893528649
429,40,-65.85,-144.3,830.84,6.9982,-0.891936203
430,40,-65.865,-144.41,830.84,6.9955,-0.890639225
431,40,-65.881,-144.51,830.84,6.9928,-0.890180228
432,40,-65.896,-144.62,830.85,6.9901,-0.888458015
433,40,-65.912,-144.72,830.85,6.9875,-0.887806461
434,40,-65.927,-144.82,830.85,6.9848,-0.886084198
435,40,-65.943,-144.93,830.85,6.9822,-0.885691009
436,40,-65.959,-145.03,830.86,6.9796,-0.883890412
437,40,-65.975,-145.13,830.86,6.977,-0.883436961
438,40,-65.991,-145.24,830.86,6.9744,-0.881722465
439,40,-66.007,-145.34,830.87,6.9718,-0.880536259
440,40,-66.023,-145.44,830.87,6.9692,-0.880208858
441,40,-66.039,-145.54,830.87,6.9666,-0.878353104
442,40,-66.055,-145.65,830.87,6.9641,-0.877936705
443,40,-66.072,-145.75,830.88,6.9615,-0.876403241
444,40,-66.088,-145.85,830.88,6.959,-0.875967213
445,40,-66.105,-145.95,830.88,6.9565,-0.874363781
446,40,-66.121,-146.06,830.89,6.954,-0.874056932
447,40,-66.138,-146.16,830.89,6.9515,-0.872514552
448,40,-66.155,-146.26,830.89,6.949,-0.872043667
449,40,-66.172,-146.36,830.9,6.9465,-0.870671724
450,40,-66.188,-146.46,830.9,6.9441,-0.870257262
451,40,-66.205,-146.56,830.9,6.9416,-0.868716335
452,40,-66.223,-146.66,830.9,6.9391,-0.868322794
453,40,-66.24,-146.77,830.91,6.9367,-0.866855556
454,40,-66.257,-146.87,830.91,6.9343,-0.866530124
455,40,-66.274,-146.97,830.91,6.9319,-0.865122001
456,40,-66.292,-147.07,830.92,6.9295,-0.864717472
457,40,-66.309,-147.17,830.92,6.9271,-0.863407768
458,40,-66.327,-147.27,830.92,6.9247,-0.863133571
459,40,-66.344,-147.37,830.93,6.9223,-0.861783436
460,40,-66.362,-147.47,830.93,6.9199,-0.861477279
461,40,-66.38,-147.57,830.93,6.9176,-0.860082691
462,40,-66.398,-147.67,830.94,6.9152,-0.859763466
463,40,-66.416,-147.77,830.94,6.9129,-0.858530431
464,40,-66.434,-147.87,830.95,6.9106,-0.858126764
465,40,-66.452,-147.96,830.95,6.9083,-0.856987028
466,40,-66.47,-148.06,830.95,6.9059,-0.856528954
467,40,-66.488,-148.16,830.96,6.9036,-0.855256395
468,40,-66.506,-148.26,830.96,6.9014,-0.855062517
